SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.14	0.28	0.54	0	0.039	0	0	2	0.23	0.24
1	2.1e-06	0.18	0.00012	0	0	0.82	0	5	0.1	0.034
2	0.09	0.87	0.042	0	0.00069	0	0	1	0.17	0.24
3	0.03	0.64	0.32	0	0.0031	0.00035	0	1	0.17	0.24
4	0.13	0.19	0.59	0	0.089	0.00084	0	2	0.23	0.24
5	0.06	0.00059	0.0084	0	0.93	0	0	4	0.3	0.31
6	0.74	0.006	0.047	0	0.21	0	0	0	0.23	0.31
7	0.041	0.062	0.0029	0	0.0017	0	0.89	6	0	0.14
8	0.059	3.6e-06	0.0037	0	0.94	0	0	4	0.3	0.31
9	0	0	0	0	1	0	0	4	0.3	0.31
10	0.49	0.06	0.16	0	0.29	0	0	0	0.23	0.31
11	0.036	0.89	0.077	0	0.00057	0	0	1	0.17	0.24
12	0.058	0	0	0	0.94	0	0	4	0.3	0.31
13	0.013	0	0	0	0.99	0	0	4	0.3	0.31
14	0.16	0.00079	0.091	0	0.75	0	0	4	0.3	0.31
15	0.47	0.0019	0.023	0	0.5	0	0	4	0.3	0.31
16	0.082	3.3e-05	0.015	0	0.9	0	0	4	0.3	0.31
17	0.054	0	0.063	0	0.88	0	0	4	0.3	0.31
18	0.15	0.17	0.66	0	0.016	0	0	2	0.23	0.24
19	0.0041	0	0	0	1	0	0	4	0.3	0.31
20	0.46	0.0037	0.087	0	0.44	0	0	0	0.23	0.31
21	0.23	0.36	0.32	0	0.088	2e-05	0	1	0.17	0.24
22	0.098	0.12	0.23	0	0.11	0.44	0	5	0.1	0.034
23	0.22	0.0017	0.51	0	0.27	0	0	2	0.23	0.24
24	0.12	0.033	0.51	0	0.34	1.3e-05	0	2	0.23	0.24
25	0.057	0.31	0.63	0	0.0014	0	0	2	0.23	0.24
26	0.35	0.012	0.29	0	0.35	0	0	0	0.23	0.31
27	0.047	0.067	0.85	0	0.036	0	0	2	0.23	0.24
28	0.8	0.036	0.13	0	0.029	0	0	0	0.23	0.31
29	0.14	0.012	0.21	0	0.64	0	0	4	0.3	0.31
30	0.23	0.023	0.68	0	0.07	0	0	2	0.23	0.24
31	0.22	0.01	0.44	0	0.32	0	0	2	0.23	0.24
32	0.94	0.0014	0.01	0	0.05	0	0	0	0.23	0.31
33	0.00011	0.0036	1	0	0.00018	0	0	2	0.23	0.24
34	0.058	0.00017	0.32	0	0.62	0	0	4	0.3	0.31
35	0.43	0.21	0.24	0	0.12	0	0	0	0.23	0.31
36	0.8	0.081	0.073	0	0.048	0	0	0	0.23	0.31
37	0	0	0	1	0	0.0015	0	3	0.11	0
38	0	0	0	1	0	5.5e-05	0	3	0.11	0
39	0	0	0	0	0	1.8e-05	1	6	0	0.14
40	0.0099	0.98	0.0092	0	1e-05	0	0	1	0.17	0.24
41	0.19	0.012	0.7	0	0.099	0	0	2	0.23	0.24
42	0.28	0.011	0.3	0	0.41	0	0	4	0.3	0.31
43	0.36	0.019	0.28	0	0.35	0	0	0	0.23	0.31
44	0	0	0	0	0	1	0	5	0.1	0.034
45	0.13	0.039	0.51	0	0.33	1.6e-06	0	2	0.23	0.24
46	0	0	0	0.96	0	0.039	0	3	0.11	0
47	0.094	3.8e-06	0.028	0	0.88	0	0	4	0.3	0.31
48	0	0	0	0	0	0	1	6	0	0.14
49	0.094	0.55	0.34	0	0.014	4e-06	0	1	0.17	0.24
50	0.48	0.13	0.22	0	0.17	0	0	0	0.23	0.31
51	0	0	0	0.98	0	0.022	0	3	0.11	0
52	0.056	0.47	0.47	0	0.0014	0	0	2	0.23	0.24
53	0.051	6.6e-05	0.024	0	0.93	0	0	4	0.3	0.31
54	0.63	0.057	0.18	0	0.13	0	0	0	0.23	0.31
55	0.41	0.07	0.22	0	0.31	0	0	0	0.23	0.31
56	0.7	0.11	0.14	0	0.041	0	0	0	0.23	0.31
57	0.062	0.24	0.69	0	0.0069	0	0	2	0.23	0.24
58	0	0	0	0	0	9.8e-06	1	6	0	0.14
59	0	0	0	0	0	0	1	6	0	0.14
60	0.35	0.018	0.35	0	0.28	0	0	2	0.23	0.24
61	0.81	0.032	0.074	0	0.086	0	0	0	0.23	0.31
62	0.11	0.77	0.12	0	0.00077	0	0	1	0.17	0.24
63	0.22	0.52	0.24	0	0.021	0	0	1	0.17	0.24
64	0.75	0.21	0.033	0	0.0081	0	0	0	0.23	0.31
65	0.026	0.59	0.19	0	0.0028	0.2	0	1	0.17	0.24
66	0.4	0.35	0.21	0	0.035	0	0	0	0.23	0.31
67	0.12	0.61	0.26	0	0.0027	0	0	1	0.17	0.24
68	0.0067	0.9	0.096	0	0.00011	1.8e-05	0	1	0.17	0.24
