SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.69	0	0	0.2	0.11	0	0	0	0	0.2	0.24
1	0	1.3e-06	0	0	0	0	1	0	6	0.033	0.069
2	0.72	0	0	0.28	0.00052	0	0	0	0	0.2	0.24
3	0.92	0.00073	0	0.052	0.03	0	5e-06	0	0	0.2	0.24
4	0.53	0.0033	0	0.18	0.29	0	0	0	0	0.2	0.24
5	0.016	0	0.49	0.38	0.11	0	0	0	2	0.39	0.61
6	0.036	0	0	0.96	0.0058	0	0	0	3	0.23	0.31
7	0.021	0	0	0.066	7.1e-05	0	6.1e-06	0.91	7	0	0.14
8	0.0027	0	2.7e-06	0.74	0.25	0	0	0	3	0.23	0.31
9	0	0	1	0	0	0	0	0	2	0.39	0.61
10	0.18	0	0	0.77	0.05	0	0	0	3	0.23	0.31
11	0.9	0	0	0.099	0.0012	0	0	0	0	0.2	0.24
12	0	0	0.74	0.26	0	0	0	0	2	0.39	0.61
13	0	0	0.94	0.064	0	0	0	0	2	0.39	0.61
14	0.042	0	0	0.49	0.47	0	0	0	3	0.23	0.31
15	0.019	0	8.2e-06	0.96	0.017	0	0	0	3	0.23	0.31
16	0.0088	0	0	0.59	0.4	0	0	0	3	0.23	0.31
17	0.0013	0	0	0.092	0.91	0	0	0	4	0.3	0.24
18	0.75	0	0	0.2	0.052	0	0	0	0	0.2	0.24
19	0	0	1	0.0015	0	0	0	0	2	0.39	0.61
20	0.051	0	0	0.87	0.08	0	0	0	3	0.23	0.31
21	0.58	3.3e-05	0	0.36	0.065	0	1.6e-06	0	0	0.2	0.24
22	0.21	0.57	0	0.12	0.11	0	0.0011	0	1	0.13	0.034
23	0.14	0	0	0.43	0.43	0	0	0	4	0.3	0.24
24	0.16	0.00012	1.1e-06	0.13	0.72	0	0	0	4	0.3	0.24
25	0.92	0	0	0.066	0.0096	0	0	0	0	0.2	0.24
26	0.15	0	0	0.6	0.25	0	0	0	3	0.23	0.31
27	0.47	0	0	0.066	0.46	0	0	0	0	0.2	0.24
