SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.1	0.41	0.41	0	0	0.019	0	0.017	0	0.038	0	1	0.23	0.24
1	0	0	0	0	0	0	1	0	0	0	0	6	0.033	0.069
2	0.059	0.029	0.029	0	0	0.0003	0	0.00027	0	0.88	0	9	0.17	0.31
3	0.039	0.45	0.45	0	0.0019	0.0027	7.9e-06	0.0024	0	0.058	0	1	0.23	0.24
4	0.084	0.41	0.41	0	0.013	0.038	0	0.034	0	0.02	2e-06	1	0.23	0.24
5	0.046	0.0068	0.0068	0	0	0.47	0	0.43	0	0.0024	0.038	5	0.3	0.31
6	0.64	0.043	0.043	0	0	0.12	0	0.1	0	0.059	0	0	0.23	0.31
7	0.022	0.0016	0.0016	0	0	0.00061	4.3e-06	0.00054	0.63	0.35	3.8e-05	8	0	0.14
8	0.047	0.0031	0.0031	0	0	0.5	0	0.45	0	3.4e-05	5.5e-05	5	0.3	0.31
9	0	0	0	0	0	0.42	0	0.37	0	0	0.21	5	0.3	0.31
10	0.37	0.12	0.12	0	0	0.15	0	0.13	0	0.1	0.00011	0	0.23	0.31
11	0.071	0.16	0.16	0	0	0.00076	0	0.00068	0	0.61	0	9	0.17	0.31
12	0.047	0	0	0	0	0.5	0	0.45	0	4.6e-05	0.0028	5	0.3	0.31
13	0.011	0	0	0	0	0.52	0	0.47	0	7.2e-06	0.0012	5	0.3	0.31
14	0.12	0.074	0.074	0	0	0.39	0	0.35	0	0.00077	0	5	0.3	0.31
15	0.4	0.021	0.021	0	0	0.28	0	0.25	0	0.024	0.001	0	0.23	0.31
16	0.066	0.012	0.012	0	0	0.48	0	0.43	0	0.00011	1.4e-05	5	0.3	0.31
17	0.042	0.051	0.051	0	0	0.45	0	0.4	0	0	0	5	0.3	0.31
18	0.091	0.44	0.44	0	0	0.0066	0	0.0059	0	0.018	0	1	0.23	0.24
19	0.0031	0	0	0	0	0.51	0	0.45	0	0	0.037	5	0.3	0.31
20	0.38	0.075	0.075	0	0	0.24	0	0.22	0	0.012	2.7e-05	0	0.23	0.31
21	0.19	0.28	0.28	0	6.5e-05	0.048	1.8e-06	0.043	0	0.16	3.2e-06	1	0.23	0.24
22	0.034	0.083	0.083	0	0.74	0.026	0.00065	0.023	0	0.013	3.5e-06	4	0.17	0.034
23	0.13	0.33	0.33	0	0	0.11	0	0.1	0	0.00034	0	1	0.23	0.24
24	0.077	0.33	0.33	0	0.0015	0.14	0	0.12	0	0.0037	1.1e-05	1	0.23	0.24
25	0.04	0.47	0.47	0	0	0.00068	0	0.00061	0	0.015	0	1	0.23	0.24
26	0.25	0.22	0.22	0	0	0.16	0	0.15	0	0.0076	0	0	0.23	0.31
27	0.025	0.47	0.47	0	0	0.013	0	0.011	0	0.0015	0	1	0.23	0.24
28	0.63	0.11	0.11	0	0	0.015	0	0.013	0	0.13	0	0	0.23	0.31
29	0.099	0.16	0.16	0	4.5e-05	0.3	0	0.27	0	0.0042	0.00057	5	0.3	0.31
30	0.13	0.41	0.41	0	0	0.026	0	0.024	0	0.0033	0	1	0.23	0.24
31	0.14	0.3	0.3	0	0	0.14	0	0.12	0	0.0025	0	1	0.23	0.24
