SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.29	0.0036	0.075	0.029	9.5e-06	0	0.0038	0	0.0046	0	0.075	8e-06	0	0	0.29	0	0	0.22	0	0.23	0.24
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.1e-06	0	9.4e-06	5	0.033	0.069
2	0.024	7.9e-06	0.052	0.00053	0	0	8.3e-06	0	0.12	0	0.052	0	0	0	0.024	0	0	0.72	17	0.17	0.24
3	0.19	0.00087	0.018	0.0025	0	4.9e-06	0.00091	0	0.0043	0	0.018	0	0	0	0.19	0.00063	0	0.57	17	0.17	0.24
4	0.31	0.0092	0.069	0.063	0.00026	0	0.0097	0	0.0026	0	0.069	0.00022	0	0	0.31	0.0032	0	0.15	0	0.23	0.24
5	0.0052	0.00092	0.037	0.77	0.055	0	0.00096	0	0.00031	0	0.037	0.046	0	0	0.0052	0	0.036	0.00054	3	0.3	0.31
6	0.025	0.0002	0.4	0.15	0	0	0.00021	0	0.0059	0	0.4	0	0	0	0.025	0	0	0.0047	2	0.23	0.31
7	0.0015	1.9e-06	0.022	0.0012	0	5.7e-06	2e-06	0	0.055	0	0.022	0	0	0.85	0.0015	0	0	0.048	13	0	0.14
8	0.0026	0.0012	0.042	0.9	0.0036	0	0.0013	0	4.9e-06	0	0.042	0.003	0	0	0.0026	0	0	3.8e-06	3	0.3	0.31
9	0	0	0	0.003	1.2e-06	0	0	0	0	0	0	1e-06	0	0	0	0	1	0	16	0.52	0.69
10	0.086	0.0015	0.27	0.22	0.00011	0	0.0015	0	0.012	0	0.27	9.2e-05	0	0	0.086	0	0	0.048	2	0.23	0.31
11	0.048	2.2e-05	0.023	0.00049	0	0	2.3e-05	0	0.031	0	0.023	0	0	0	0.048	0	0	0.83	17	0.17	0.24
12	0	0	0.042	0.91	0.0016	0	0	0	6.3e-06	0	0.042	0.0013	0	0	0	0	0.0079	0	3	0.3	0.31
13	0	0	0.0062	0.6	0.1	0	0	0	0	0	0.0062	0.087	0	0	0	0	0.19	0	3	0.3	0.31
14	0.059	0.0082	0.1	0.66	0.0012	0	0.0086	0	0.0001	0	0.1	0.001	0	0	0.059	0	0	0.00075	3	0.3	0.31
15	0.014	0.00042	0.28	0.4	0.00011	0	0.00044	0	0.0027	0	0.28	9.4e-05	0	0	0.014	0	0	0.0016	3	0.3	0.31
16	0.01	0.0032	0.058	0.85	0.0034	0	0.0034	0	1.5e-05	0	0.058	0.0029	0	0	0.01	0	0	3.4e-05	3	0.3	0.31
17	0.041	0.029	0.036	0.79	9.3e-06	0	0.031	0	0	0	0.036	7.8e-06	0	0	0.041	0	0	0	3	0.3	0.31
18	0.35	0.0016	0.077	0.011	0	0	0.0017	0	0.0024	0	0.077	0	0	0	0.35	0	0	0.13	0	0.23	0.24
19	0	0	0.00037	0.12	0.011	0	0	0	0	0	0.00037	0.0095	0	0	0	0	0.86	0	16	0.52	0.69
20	0.05	0.0021	0.27	0.35	0.00015	0	0.0022	0	0.0014	0	0.27	0.00012	0	0	0.05	0	0	0.0032	3	0.3	0.31
21	0.18	0.002	0.13	0.066	4e-05	1.6e-06	0.0021	0	0.017	0	0.13	3.3e-05	0	0	0.18	2.9e-05	0	0.3	17	0.17	0.24
22	0.1	0.0034	0.045	0.069	0.00066	0.0012	0.0036	0	0.0028	0	0.045	0.00055	0	0	0.1	0.54	0	0.081	15	0.13	0.034
23	0.27	0.0098	0.12	0.2	0	0	0.01	0	4.8e-05	0	0.12	0	0	0	0.27	0	0	0.0014	0	0.23	0.24
24	0.26	0.03	0.065	0.24	0.011	0	0.032	0	0.00051	0	0.065	0.0092	0	0	0.26	0.00015	0	0.025	0	0.23	0.24
25	0.34	0.00038	0.031	0.0011	0	0	0.00039	0	0.0018	0	0.031	0	0	0	0.34	0	0	0.25	0	0.23	0.24
26	0.16	0.0069	0.2	0.26	0.00012	0	0.0072	0	0.00097	0	0.2	0.0001	0	0	0.16	0	0	0.0098	3	0.3	0.31
27	0.43	0.014	0.024	0.024	1.2e-05	0	0.014	0	0.00022	0	0.024	1e-05	0	0	0.43	0	0	0.049	0	0.23	0.24
28	0.066	0.0001	0.4	0.019	0	0	0.00011	0	0.013	0	0.4	0	0	0	0.066	0	0	0.026	2	0.23	0.31
29	0.1	0.02	0.066	0.41	0.11	0	0.021	0	0.00045	0	0.066	0.095	0	0	0.1	4.1e-06	6.1e-05	0.0085	3	0.3	0.31
30	0.35	0.0046	0.12	0.048	0	0	0.0048	0	0.00047	0	0.12	0	0	0	0.35	0	0	0.017	0	0.23	0.24
31	0.24	0.015	0.12	0.24	0.00018	0	0.016	0	0.00034	0	0.12	0.00015	0	0	0.24	0	0	0.0084	0	0.23	0.24
32	0.005	1.2e-05	0.47	0.034	0	0	1.2e-05	0	0.0078	0	0.47	0	0	0	0.005	0	0	0.001	2	0.23	0.31
33	0.47	0.032	5.4e-05	0.00012	0	0	0.033	0	0	0	5.4e-05	0	0	0	0.47	0	0	0.0025	0	0.23	0.24
34	0.17	0.078	0.031	0.44	0.00081	0	0.082	0	1.9e-06	0	0.031	0.00068	0	0	0.17	0	0	0.00013	3	0.3	0.31
35	0.13	0.0015	0.23	0.087	6.3e-05	0	0.0016	0	0.024	0	0.23	5.2e-05	0	0	0.13	0	0	0.16	2	0.23	0.31
36	0.036	9.1e-05	0.39	0.031	0	0	9.6e-05	0	0.051	0	0.39	0	0	0	0.036	0	0	0.058	2	0.23	0.31
37	0	0	0	0	0	0	0	2.6e-05	0	9.2e-06	0	0	1	0	0	0.00049	0	0	12	0.11	0
38	0	0	0	0	0	0	0	0.0018	0	0.00063	0	0	1	0	0	0.00016	0	0	12	0.11	0
39	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0.93	0	0	0	0	13	0	0.14
40	0.0057	0	0.0062	8.5e-06	0	0	0	0	0.079	0	0.0062	0	0	0	0.0057	0	0	0.9	17	0.17	0.24
41	0.36	0.0081	0.096	0.068	0	0	0.0085	0	0.00019	0	0.096	0	0	0	0.36	0	0	0.0089	0	0.23	0.24
42	0.17	0.011	0.16	0.31	0.00055	0	0.011	0	0.0007	0	0.16	0.00046	0	0	0.17	0	0	0.0094	3	0.3	0.31
43	0.15	0.0064	0.2	0.26	0.00026	0	0.0067	0	0.0016	0	0.2	0.00022	0	0	0.15	0	0	0.015	3	0.3	0.31
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0.13	0.034
45	0.26	0.029	0.067	0.23	0.011	0	0.03	0	0.0006	0	0.067	0.0093	0	0	0.26	1.5e-05	0	0.03	0	0.23	0.24
46	0	0	0	0	0	0	0	0.13	0	0.045	0	0	0.77	0	0	0.057	0	0	12	0.11	0
47	0.02	0.0078	0.065	0.81	8e-05	0	0.0082	0	1e-06	0	0.065	6.7e-05	0	0	0.02	0	0	3.8e-06	3	0.3	0.31
48	0	0	0	0	0	5.6e-06	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0.14
49	0.2	0.0012	0.055	0.011	1.9e-06	0	0.0013	0	0.01	0	0.055	1.6e-06	0	0	0.2	6.9e-06	0	0.47	17	0.17	0.24
50	0.12	0.0018	0.26	0.12	0.0001	0	0.0019	0	0.017	0	0.26	8.6e-05	0	0	0.12	0	0	0.1	2	0.23	0.31
51	0	0	0	0	0	8.8e-06	0	0.00087	0	0.0003	0	0	0.99	0	0	0.0072	0	0	12	0.11	0
52	0.27	0.00029	0.032	0.0011	0	0	0.0003	0	0.0038	0	0.032	0	0	0	0.27	0	0	0.39	17	0.17	0.24
53	0.012	0.0091	0.025	0.61	0.16	0	0.0096	0	8.4e-06	0	0.025	0.13	0	0	0.012	0	0	4.8e-05	3	0.3	0.31
54	0.091	0.00083	0.33	0.094	4.4e-06	0	0.00087	0	0.013	0	0.33	3.7e-06	0	0	0.091	0	0	0.044	2	0.23	0.31
55	0.12	0.0039	0.23	0.23	0.0014	0	0.0041	0	0.0088	0	0.23	0.0012	0	0	0.12	0	0	0.057	3	0.3	0.31
56	0.072	0.00018	0.36	0.027	0	0	0.00019	0	0.033	0	0.36	0	0	0	0.072	0	0	0.083	2	0.23	0.31
57	0.37	0.0018	0.033	0.0049	0	0	0.0018	0	0.0013	0	0.033	0	0	0	0.37	0	0	0.19	0	0.23	0.24
58	0	0	0	0	0	0.054	0	0	0	0	0	0	0	0.95	0	0	0	0	13	0	0.14
59	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0.14
60	0.19	0.0067	0.19	0.21	6.4e-05	0	0.0071	0	0.0011	0	0.19	5.4e-05	0	0	0.19	0	0	0.014	3	0.3	0.31
61	0.037	0.00017	0.41	0.059	0	0	0.00018	0	0.021	0	0.41	0	0	0	0.037	0	0	0.024	2	0.23	0.31
62	0.071	2.2e-05	0.066	0.00062	0	0	2.3e-05	0	0.05	0	0.066	0	0	0	0.071	0	0	0.68	17	0.17	0.24
63	0.14	0.00056	0.13	0.016	1.1e-06	0	0.00059	0	0.032	0	0.13	0	0	0	0.14	0	0	0.43	17	0.17	0.24
64	0.013	6.1e-06	0.31	0.0044	0	0	6.4e-06	0	0.23	0	0.31	0	0	0	0.013	0	0	0.12	2	0.23	0.31
65	0.12	0.00053	0.017	0.0024	0	0.015	0.00056	0	0.0062	0	0.017	0	0	0	0.12	0.16	0	0.55	17	0.17	0.24
66	0.11	0.00042	0.21	0.025	0	0	0.00045	0	0.042	0	0.21	0	0	0	0.11	0	0	0.28	17	0.17	0.24
67	0.15	0.00014	0.073	0.0022	0	0	0.00015	0	0.021	0	0.073	0	0	0	0.15	0	0	0.53	17	0.17	0.24
68	0.062	4.2e-05	0.0044	9.3e-05	0	1e-06	4.4e-05	0	0.0049	0	0.0044	0	0	0	0.062	2.5e-05	0	0.86	17	0.17	0.24
69	0.12	8.4e-05	0.31	0.0066	0	0	8.8e-05	0	0.023	0	0.31	0	0	0	0.12	0	0	0.11	2	0.23	0.31
70	0.026	9.3e-06	0.05	0.00055	0	0	9.8e-06	0	0.11	0	0.05	0	0	0	0.026	0	0	0.74	17	0.17	0.24
71	0.18	0.0049	0.17	0.14	0.0012	0	0.0051	0	0.011	0	0.17	0.001	0	0	0.18	7.6e-06	0	0.14	0	0.23	0.24
72	0.16	0.0011	0.082	0.017	6.3e-06	2.7e-05	0.0012	0	0.019	0	0.082	5.3e-06	0	0	0.16	0.00026	0	0.47	17	0.17	0.24
73	0.16	0.011	0.15	0.33	0.0022	0	0.012	0	0.0012	0	0.15	0.0019	0	0	0.16	0	0	0.016	3	0.3	0.31
74	0.15	0.00016	0.24	0.008	0	0	0.00017	0	0.022	0	0.24	0	0	0	0.15	0	0	0.17	2	0.23	0.31
75	0.21	0.0089	0.16	0.21	0.00015	0	0.0094	0	0.0011	0	0.16	0.00013	0	0	0.21	0	0	0.018	0	0.23	0.24
76	0.079	0.0047	0.21	0.4	0.00012	0	0.005	0	0.00039	0	0.21	9.9e-05	0	0	0.079	0	0	0.0018	3	0.3	0.31
77	0.088	0.035	0.052	0.64	0.0039	0	0.037	0	8.7e-06	0	0.052	0.0033	0	0	0.088	0	0	0.00018	3	0.3	0.31
78	0	0	0	0	0	0.00014	0	0	0	0	0	0	1	0	0	5.3e-05	0	0	12	0.11	0
79	0.042	4.3e-05	0.17	0.0052	0	0	4.5e-05	0	0.14	0	0.17	0	0	0	0.042	0	0	0.44	17	0.17	0.24
80	0.18	0.014	0.12	0.3	0.016	0	0.015	0	0.0024	0	0.12	0.014	0	0	0.18	1e-05	2e-06	0.044	3	0.3	0.31
81	0.26	0.00077	0.11	0.01	0	0	0.00081	0	0.0084	0	0.11	0	0	0	0.26	0	0	0.25	0	0.23	0.24
82	0.0079	0.0064	0.035	0.87	0.015	0	0.0067	0	2.2e-06	0	0.035	0.012	0	0	0.0079	0	0	6.3e-06	3	0.3	0.31
83	0.23	0.0013	0.17	0.03	0	0	0.0013	0	0.0096	0	0.17	0	0	0	0.23	0	0	0.16	0	0.23	0.24
84	0.044	0.002	0.25	0.36	0.007	0	0.0021	0	0.0096	0	0.25	0.0059	0	0	0.044	0	0.00027	0.02	3	0.3	0.31
85	0	0	0	0	0	0.00087	0	0	0	0	0	0	0	1	0	0	0	2e-05	13	0	0.14
