SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.99	0.0059	0	0	0	0.23	0.28
1	3e-05	0	0	1	3	0.1	0.034
2	1	3.8e-05	0	0	0	0.23	0.28
3	1	0.00081	0	0.0025	0	0.23	0.28
4	0.97	0.031	0	0.0022	0	0.23	0.28
5	0.076	0.92	0	0	1	0.34	0.31
6	0.99	0.013	0	0	0	0.23	0.28
7	0.027	6.1e-05	0.97	0	2	0	0.14
8	0.099	0.9	0	0	1	0.34	0.31
9	0	1	0	0	1	0.34	0.31
10	0.95	0.052	0	0	0	0.23	0.28
11	1	4.3e-05	0	0	0	0.23	0.28
12	0	1	0	0	1	0.34	0.31
13	0	1	0	0	1	0.34	0.31
14	0.61	0.39	0	0	0	0.23	0.28
15	0.82	0.18	0	0	0	0.23	0.28
16	0.22	0.78	0	0	1	0.34	0.31
17	0.64	0.36	0	0	0	0.23	0.28
18	1	0.00055	0	0	0	0.23	0.28
19	0	1	0	0	1	0.34	0.31
20	0.9	0.1	0	0	0	0.23	0.28
21	0.98	0.016	0	7.2e-05	0	0.23	0.28
22	0.23	0.022	0	0.75	3	0.1	0.034
23	0.99	0.0085	0	0	0	0.23	0.28
24	0.77	0.23	0	2.8e-05	0	0.23	0.28
25	1	1.9e-05	0	0	0	0.23	0.28
26	0.94	0.055	0	0	0	0.23	0.28
27	0.99	0.01	0	0	0	0.23	0.28
28	1	0.00023	0	0	0	0.23	0.28
29	0.42	0.58	0	1.1e-06	1	0.34	0.31
30	1	0.0024	0	0	0	0.23	0.28
31	0.93	0.065	0	0	0	0.23	0.28
32	1	0.0015	0	0	0	0.23	0.28
33	1	0.00061	0	0	0	0.23	0.28
34	0.64	0.36	0	0	0	0.23	0.28
35	0.98	0.018	0	0	0	0.23	0.28
36	1	0.0018	0	0	0	0.23	0.28
37	0	0	0	1	3	0.1	0.034
38	0	0	0	1	3	0.1	0.034
39	0	0	1	4.3e-05	2	0	0.14
40	1	0	0	0	0	0.23	0.28
41	1	0.0048	0	0	0	0.23	0.28
42	0.9	0.1	0	0	0	0.23	0.28
43	0.93	0.069	0	0	0	0.23	0.28
44	0	0	0	1	3	0.1	0.034
45	0.78	0.22	0	3.5e-06	0	0.23	0.28
46	0	0	0	1	3	0.1	0.034
47	0.53	0.47	0	0	0	0.23	0.28
48	0	0	1	0	2	0	0.14
49	1	0.0025	0	1.6e-05	0	0.23	0.28
50	0.97	0.027	0	0	0	0.23	0.28
51	0	0	0	1	3	0.1	0.034
52	1	2.9e-05	0	0	0	0.23	0.28
53	0.08	0.92	0	0	1	0.34	0.31
54	0.99	0.0087	0	0	0	0.23	0.28
55	0.9	0.097	0	0	0	0.23	0.28
56	1	0.00094	0	0	0	0.23	0.28
57	1	0.00042	0	0	0	0.23	0.28
58	0	0	1	2.3e-05	2	0	0.14
59	0	0	1	0	2	0	0.14
60	0.96	0.038	0	0	0	0.23	0.28
61	1	0.0041	0	0	0	0.23	0.28
62	1	1.2e-05	0	0	0	0.23	0.28
63	1	0.002	0	0	0	0.23	0.28
64	1	0.00014	0	0	0	0.23	0.28
65	0.32	0.00041	0	0.68	3	0.1	0.034
66	1	0.0021	0	0	0	0.23	0.28
67	1	6.3e-05	0	0	0	0.23	0.28
68	1	2.5e-05	0	0.00048	0	0.23	0.28
69	1	4.3e-05	0	0	0	0.23	0.28
70	1	4.1e-05	0	0	0	0.23	0.28
71	0.93	0.065	0	1e-05	0	0.23	0.28
72	0.99	0.0045	0	0.00087	0	0.23	0.28
73	0.84	0.16	0	0	0	0.23	0.28
74	1	8.7e-05	0	0	0	0.23	0.28
75	0.95	0.05	0	0	0	0.23	0.28
76	0.89	0.11	0	0	0	0.23	0.28
77	0.47	0.53	0	0	1	0.34	0.31
78	0	0	0	1	3	0.1	0.034
79	1	0.00035	0	0	0	0.23	0.28
80	0.76	0.24	0	5.7e-06	0	0.23	0.28
81	1	0.00043	0	0	0	0.23	0.28
82	0.1	0.9	0	0	1	0.34	0.31
83	1	0.0019	0	0	0	0.23	0.28
84	0.74	0.26	0	0	0	0.23	0.28
85	0	0	1	0	2	0	0.14
86	0.93	0.065	0	0	0	0.23	0.28
87	0	0	1	0	2	0	0.14
88	0.86	0.14	0	0	0	0.23	0.28
89	0	0	0	1	3	0.1	0.034
90	1	0.0043	0	4.7e-05	0	0.23	0.28
91	0.99	0.0083	0	0	0	0.23	0.28
92	0.92	0.085	0	0.00022	0	0.23	0.28
93	0.84	0.16	0	0	0	0.23	0.28
94	1	0.0015	0	0	0	0.23	0.28
95	0.0001	0	1	0.0026	2	0	0.14
96	1	7.2e-05	0	0	0	0.23	0.28
97	1.5e-06	0	0	1	3	0.1	0.034
98	1	0.0022	0	0	0	0.23	0.28
99	0	0	1	0	2	0	0.14
100	1	0.00083	0	0	0	0.23	0.28
101	0.98	0.018	0	0	0	0.23	0.28
102	1	0.002	0	0	0	0.23	0.28
103	1	0.0035	0	0	0	0.23	0.28
104	0.97	0.033	0	0	0	0.23	0.28
105	0.99	0.0089	0	0	0	0.23	0.28
106	0.83	0.17	0	0	0	0.23	0.28
107	0.87	0.13	0	0	0	0.23	0.28
108	0.91	0.093	0	0	0	0.23	0.28
109	0.44	0.56	0	0	1	0.34	0.31
110	0.97	0.031	0	6.6e-06	0	0.23	0.28
111	0.99	0.0052	0	0	0	0.23	0.28
112	0	0	0	1	3	0.1	0.034
113	0.015	0.00023	0	0.98	3	0.1	0.034
114	0.9	0.1	0	0	0	0.23	0.28
115	1	2.6e-05	0	0	0	0.23	0.28
116	0	1	0	0	1	0.34	0.31
117	0	1	0	0	1	0.34	0.31
118	0.7	0.014	0	0.28	0	0.23	0.28
119	0	0	0	1	3	0.1	0.034
120	1	0.00057	0	0	0	0.23	0.28
121	0	0	0	1	3	0.1	0.034
122	0.99	0.0099	0	0	0	0.23	0.28
123	1	0.0034	0	0	0	0.23	0.28
124	0.97	0.031	0	0	0	0.23	0.28
125	0.98	0.0024	0	0.017	0	0.23	0.28
126	0.98	0.018	0	0	0	0.23	0.28
127	1	5.9e-06	0	0	0	0.23	0.28
128	5.2e-05	0	1	0.0012	2	0	0.14
129	0.85	0.15	0	0	0	0.23	0.28
130	0.009	0	0	0.99	3	0.1	0.034
131	0	0	0	1	3	0.1	0.034
132	0	0	0	1	3	0.1	0.034
133	0.9	0.1	0	0	0	0.23	0.28
134	0.99	0.008	0	0	0	0.23	0.28
135	0.96	0.036	0	0	0	0.23	0.28
136	0.88	0.12	0	0	0	0.23	0.28
137	0.9	0.1	0	0	0	0.23	0.28
138	0.99	0.013	0	0	0	0.23	0.28
139	0.99	0.0083	0	0	0	0.23	0.28
140	0.88	0.12	0	0	0	0.23	0.28
141	1	0.0042	0	0	0	0.23	0.28
142	0.87	0.13	0	0	0	0.23	0.28
143	0	0	0	1	3	0.1	0.034
144	0.99	0.0085	0	0	0	0.23	0.28
145	0	0	1	0.00022	2	0	0.14
146	1	0.0036	0	0	0	0.23	0.28
