SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.11	0.41	0.41	0	0	0	0.026	7.1e-05	0	0.029	0	0	0	0	0.011	1	0.23	0.24
1	0	0	0	0	0	1.2e-06	0	0	0	0	1	0	0	0	0	10	0.033	0.069
2	0.066	0.03	0.03	0	0	0	0.61	0	0	0.00048	0	0	0	0	0.26	6	0.17	0.31
3	0.043	0.45	0.45	0	0	0.001	0.039	8.1e-06	0	0.0043	7.8e-06	0	0	0	0.017	1	0.23	0.24
4	0.094	0.41	0.41	0	0	0.0029	0.014	0.0024	0	0.061	0	0	0	0	0.0058	1	0.23	0.24
5	0.059	0.0079	0.0079	0.049	0	0	0.0019	0.012	0	0.86	0	0	0	0	0.0008	9	0.3	0.31
6	0.68	0.042	0.042	0	0	0	0.039	0	0	0.18	0	0	0	0	0.017	0	0.23	0.31
7	0.025	0.0017	0.0017	0	0	0	0.24	0	0	0.00097	4.3e-06	0	0.63	0	0.1	12	0	0.14
8	0.062	0.0037	0.0037	0	0	0	2.7e-05	0.00021	0	0.93	0	0	0	0	1.2e-05	9	0.3	0.31
9	0	0	0	0.97	0	0	0	0	0	0.03	0	0	0	0	0	3	0.34	0.61
10	0.41	0.13	0.13	2.5e-06	0	0	0.071	5.2e-05	0	0.23	0	0	0	0	0.03	0	0.23	0.31
11	0.079	0.16	0.16	0	0	0	0.42	0	0	0.0012	0	0	0	0	0.18	6	0.17	0.31
12	0.053	0	0	0.13	0	0	3.2e-05	0	0	0.81	0	0	0	0	1.3e-05	9	0.3	0.31
13	0.013	0	0	0.072	0	0	5.4e-06	0	0	0.91	0	0	0	0	1.4e-06	9	0.3	0.31
14	0.15	0.083	0.083	0	0	0	0.00058	0.0011	0	0.68	0	0	0	0	0.00025	9	0.3	0.31
15	0.47	0.022	0.022	1.6e-05	0	0	0.017	6.1e-06	0	0.47	0	0	0	0	0.0071	0	0.23	0.31
16	0.085	0.015	0.015	0	0	0	8.6e-05	0.00073	0	0.88	0	0	0	0	3.7e-05	9	0.3	0.31
17	0.053	0.06	0.06	0	0	0	0	1.2e-05	0	0.83	0	0	0	0	0	9	0.3	0.31
18	0.1	0.44	0.44	0	0	0	0.012	0	0	0.01	0	0	0	0	0.005	1	0.23	0.24
19	0.0025	0	0	0.41	0	0	0	0	0	0.59	0	0	0	0	0	9	0.3	0.31
20	0.44	0.078	0.078	0	0	0	0.0085	3.1e-05	0	0.39	0	0	0	0	0.0036	0	0.23	0.31
21	0.21	0.28	0.28	0	0	3.2e-05	0.11	0.00012	0	0.076	1.7e-06	0	0	0	0.046	1	0.23	0.24
22	0.067	0.15	0.15	0	0	0.54	0.016	0.0034	0	0.072	0.0011	0	0	0	0.0067	5	0.13	0.034
23	0.15	0.34	0.34	0	0	0	0.00023	0	0	0.18	0	0	0	0	9.9e-05	1	0.23	0.24
24	0.081	0.31	0.31	0	0	0.00013	0.0024	0.08	0	0.21	0	0	0	0	0.001	1	0.23	0.24
25	0.044	0.47	0.47	0	0	0	0.0099	0	0	0.0011	0	0	0	0	0.0042	1	0.23	0.24
26	0.28	0.22	0.22	0	0	0	0.0053	0.00013	0	0.26	0	0	0	0	0.0022	0	0.23	0.31
27	0.028	0.48	0.48	0	0	0	0.00099	0.00042	0	0.02	0	0	0	0	0.00042	1	0.23	0.24
28	0.66	0.1	0.1	0	0	0	0.081	0	0	0.022	0	0	0	0	0.034	0	0.23	0.31
29	0.085	0.13	0.13	0.00018	0	3.6e-06	0.0022	0.29	0	0.37	0	0	0	0	0.00094	9	0.3	0.31
30	0.14	0.41	0.41	0	0	0	0.0022	0	0	0.041	0	0	0	0	0.00093	1	0.23	0.24
31	0.16	0.31	0.31	0	0	0	0.0017	0.00052	0	0.22	0	0	0	0	0.00073	1	0.23	0.24
32	0.86	0.0088	0.0088	0	0	0	0.054	0	0	0.044	0	0	0	0	0.023	0	0.23	0.31
33	6e-05	0.5	0.5	0	0	0	0	0.00018	0	9e-05	0	0	0	0	0	1	0.23	0.24
34	0.045	0.24	0.24	0	0	0	1.1e-05	0.0084	0	0.46	0	0	0	0	4.6e-06	9	0.3	0.31
35	0.35	0.18	0.18	0	0	0	0.13	5e-05	0	0.091	0	0	0	0	0.057	0	0.23	0.31
36	0.52	0.045	0.045	0	0	0	0.26	0	0	0.029	0	0	0	0	0.11	0	0.23	0.31
37	0	0	0	0	3.5e-05	0.00051	0	0	0.33	0	0	0.33	0	0.33	0	8	0.11	0
38	0	0	0	0	0.0024	0.00016	0	0	0.33	0	0	0.33	0	0.33	0	8	0.11	0
39	0	0	0	0	0	0	0	0	0	0	0.074	0	0.93	0	0	12	0	0.14
40	0.014	0.012	0.012	0	0	0	0.67	0	0	1.3e-05	0	0	0	0	0.29	6	0.17	0.31
41	0.12	0.41	0.41	0	0	0	0.00088	2.8e-06	0	0.057	0	0	0	0	0.00037	1	0.23	0.24
42	0.22	0.23	0.23	0	0	0	0.0037	0.00085	0	0.31	0	0	0	0	0.0016	9	0.3	0.31
43	0.29	0.21	0.21	0	0	0	0.009	0.00028	0	0.27	0	0	0	0	0.0038	0	0.23	0.31
44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.13	0.034
45	0.084	0.32	0.32	0	0	1.3e-05	0.0029	0.078	0	0.2	0	0	0	0	0.0012	1	0.23	0.24
46	0	0	0	0	0.18	0.058	0	0	0.26	0	0	0.26	0	0.26	0	8	0.11	0
47	0.096	0.028	0.028	0	0	0	5.7e-06	2.3e-05	0	0.85	0	0	0	0	2.4e-06	9	0.3	0.31
48	0	0	0	0	0	0	0	0	0	0	5.6e-06	0	1	0	0	12	0	0.14
49	0.11	0.38	0.38	0	0	9.3e-06	0.079	1.9e-05	0	0.015	0	0	0	0	0.034	1	0.23	0.24
50	0.39	0.17	0.17	1.6e-06	0	0	0.098	6.7e-05	0	0.13	0	0	0	0	0.042	0	0.23	0.31
51	0	0	0	0	0.0012	0.0074	0	0	0.33	0	8.8e-06	0.33	0	0.33	0	8	0.11	0
52	0.057	0.45	0.45	0	0	0	0.025	0	0	0.0013	0	0	0	0	0.011	1	0.23	0.24
53	0.046	0.021	0.021	2e-06	0	0	5.8e-05	0.12	0	0.79	0	0	0	0	2.5e-05	9	0.3	0.31
54	0.52	0.14	0.14	0	0	0	0.076	1.4e-06	0	0.1	0	0	0	0	0.032	0	0.23	0.31
55	0.34	0.17	0.17	0.00014	0	0	0.05	0.0011	0	0.24	0	0	0	0	0.021	0	0.23	0.31
56	0.51	0.1	0.1	0	0	0	0.18	0	0	0.028	0	0	0	0	0.077	0	0.23	0.31
57	0.044	0.47	0.47	0	0	0	0.0068	0	0	0.0046	0	0	0	0	0.0029	1	0.23	0.24
58	0	0	0	0	0	0	0	0	0	0	0.054	0	0.95	0	0	12	0	0.14
59	0	0	0	0	0	0	0	0	0	0	0.00051	0	1	0	0	12	0	0.14
60	0.27	0.26	0.26	0	0	0	0.006	8.9e-05	0	0.21	0	0	0	0	0.0026	0	0.23	0.31
61	0.64	0.056	0.056	0	0	0	0.13	0	0	0.065	0	0	0	0	0.053	0	0.23	0.31
62	0.14	0.14	0.14	0	0	0	0.4	0	0	0.00092	0	0	0	0	0.17	6	0.17	0.31
63	0.22	0.23	0.23	0	0	0	0.21	2.1e-06	0	0.02	0	0	0	0	0.091	1	0.23	0.24
64	0.19	0.0081	0.0081	0	0	0	0.55	0	0	0.002	0	0	0	0	0.24	6	0.17	0.31
65	0.042	0.28	0.28	0	0	0.27	0.06	1.2e-05	0	0.0042	0.025	0	0	0	0.025	1	0.23	0.24
66	0.32	0.16	0.16	0	0	0	0.23	0	0	0.026	0	0	0	0	0.099	0	0.23	0.31
67	0.15	0.3	0.3	0	0	0	0.17	0	0	0.0032	0	0	0	0	0.07	1	0.23	0.24
68	0.029	0.4	0.4	0	0	0.00011	0.12	0	0	0.00043	4.4e-06	0	0	0	0.053	1	0.23	0.24
69	0.46	0.17	0.17	0	0	0	0.13	0	0	0.007	0	0	0	0	0.056	0	0.23	0.31
70	0.07	0.036	0.036	0	0	0	0.6	0	0	0.00055	0	0	0	0	0.26	6	0.17	0.31
71	0.25	0.25	0.25	4.6e-05	0	7.7e-06	0.062	0.0022	0	0.15	0	0	0	0	0.027	1	0.23	0.24
72	0.16	0.31	0.31	0	0	0.00034	0.14	3.1e-05	0	0.024	3.5e-05	0	0	0	0.06	1	0.23	0.24
73	0.21	0.22	0.22	0	0	0	0.0064	0.0037	0	0.33	0	0	0	0	0.0027	9	0.3	0.31
74	0.37	0.22	0.22	0	0	0	0.12	0	0	0.0085	0	0	0	0	0.053	0	0.23	0.31
75	0.22	0.28	0.28	0	0	0	0.0056	0.00029	0	0.2	0	0	0	0	0.0024	1	0.23	0.24
76	0.33	0.12	0.12	0	0	0	0.0023	5.4e-05	0	0.43	0	0	0	0	0.00098	9	0.3	0.31
77	0.076	0.12	0.12	0	0	0	4.9e-05	0.01	0	0.66	0	0	0	0	2.1e-05	9	0.3	0.31
78	0	0	0	0	0	5.4e-05	0	0	0.33	0	0.00014	0.33	0	0.33	0	8	0.11	0
79	0.17	0.041	0.041	0	0	0	0.52	0	0	0.0037	0	0	0	0	0.22	6	0.17	0.31
80	0.17	0.24	0.24	5.9e-05	0	9.6e-06	0.013	0.041	0	0.29	0	0	0	0	0.0055	9	0.3	0.31
81	0.17	0.38	0.38	0	0	0	0.048	0	0	0.011	0	0	0	0	0.021	1	0.23	0.24
82	0.052	0.011	0.011	0	0	0	1.3e-05	0.0036	0	0.92	0	0	0	0	5.3e-06	9	0.3	0.31
83	0.25	0.32	0.32	0	0	0	0.053	0	0	0.031	0	0	0	0	0.023	1	0.23	0.24
84	0.39	0.065	0.065	0.013	0	0	0.056	0.0015	0	0.39	0	0	0	0	0.024	0	0.23	0.31
85	0	0	0	0	0	0	3.2e-06	0	0	0	0.00088	0	1	0	1.4e-06	12	0	0.14
86	0.38	0.17	0.17	0	0	0	0.025	0.00018	0	0.26	0	0	0	0	0.011	0	0.23	0.31
87	0	0	0	0	0	0	2.4e-06	0	0	0	0	0	1	0	1e-06	12	0	0.14
88	0.39	0.11	0.11	0.0001	0	0	0.026	0.00049	0	0.35	0	0	0	0	0.011	0	0.23	0.31
89	0	0	0	0	0.99	0.00058	0	0	0.0044	0	0	0.0044	0	0.0044	0	4	0.22	0
90	0.076	0.43	0.43	0	0	2.6e-05	0.039	0.00011	0	0.016	1.3e-06	0	0	0	0.017	1	0.23	0.24
