SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0.25	0	0.0033	0.23	0.0033	0	0	0	0	0	0.00011	0	0	0	4.3e-06	0.17	0.25	0.019	0.069	0	0.23	0.24
1	0	0	0	0	0	1	1.7e-05	0	0	0	0	0	0	0	0	2.9e-05	0	0	0	5	0.033	0.069
2	0.024	0	1.7e-06	0.19	1.7e-06	0	0	0	0	0	0	0	0	0	0	0.16	0.024	0.6	0.00018	17	0.17	0.31
3	0.12	0	0.032	0.039	0.032	3.7e-06	9.4e-05	0	0	0.00018	5.1e-06	0	0	0	0	0.64	0.12	0.012	0.012	15	0.17	0.21
4	0.21	0	0.047	0.17	0.047	0	0.00023	0	0	0.0063	0.0031	0	0	0	8e-05	0.15	0.21	0.0085	0.14	0	0.23	0.24
5	0.012	0	5.6e-05	0.31	5.6e-05	0	0	0	0	0	0.044	0	0.067	0	0.5	0.00052	0.012	0.0034	0.048	14	0.34	0.44
6	0.017	0	0	0.94	0	0	0	0	0	0	0	0	0	0	6.5e-05	0.00021	0.017	0.019	0.0029	3	0.23	0.31
7	6.5e-05	0.00047	0	0.0033	0	0	0	0.00047	0.98	0	0	0	0	0	0	0.00043	6.5e-05	0.011	1.8e-06	8	0	0.21
8	0.013	0	0	0.76	0	0	0	0	0	0	0.0018	0	0	0	0.082	1.5e-06	0.013	0.00012	0.13	3	0.23	0.31
9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0.52	0.69
10	0.068	0	8.7e-05	0.78	8.7e-05	0	0	0	0	0	6.9e-05	0	0	0	0.0012	0.015	0.068	0.046	0.026	3	0.23	0.31
11	0.05	0	0.00026	0.084	0.00026	0	0	0	0	0	0	0	0	0	0	0.67	0.05	0.15	0.00051	15	0.17	0.21
12	0	0	0	0.96	0	0	0	0	0	0	0	0	0.038	0	0.0012	0	0	0.0002	0	3	0.23	0.31
13	0	0	0	0.12	0	0	0	0	0	0	0	0	0.82	0	0.058	0	0	1.7e-05	0	12	0.52	0.69
14	0.088	0	2.1e-05	0.55	2.1e-05	0	0	0	0	0	0.0027	0	0	0	0.00074	0.00039	0.088	0.00073	0.27	3	0.23	0.31
15	0.013	0	0	0.94	0	0	0	0	0	0	8.6e-06	0	0	0	0.011	0.00014	0.013	0.012	0.0087	3	0.23	0.31
16	0.033	0	0	0.68	0	0	0	0	0	0	0.004	0	0	0	0.016	1.9e-05	0.033	0.00024	0.24	3	0.23	0.31
17	0.048	0	0	0.15	0	0	0	0	0	0	2.4e-05	0	0	0	2.5e-06	0	0.048	0	0.76	18	0.3	0.24
18	0.31	0	0.00057	0.25	0.00057	0	0	0	0	0	0	0	0	0	0	0.081	0.31	0.01	0.033	0	0.23	0.24
19	0	0	0	0.0021	0	0	0	0	0	0	0	0	1	0	0.0015	0	0	0	0	12	0.52	0.69
20	0.045	0	0	0.86	0	0	0	0	0	0	4.3e-05	0	0	0	0.002	0.00032	0.045	0.0058	0.041	3	0.23	0.31
21	0.14	0	0.0073	0.37	0.0073	1.6e-06	6.5e-06	0	0	1.5e-05	0.00015	0	0	0	6e-05	0.24	0.14	0.064	0.035	3	0.23	0.31
22	0.071	0	0.037	0.11	0.037	0.00098	0.1	0	0	0.41	0.004	0	0	0	0.00014	0.091	0.071	0.009	0.051	9	0.2	0.034
23	0.23	0	3.3e-06	0.36	3.3e-06	0	0	0	0	0	1.1e-06	0	0	0	0	0.0003	0.23	0.00019	0.19	3	0.23	0.31
24	0.15	0	0.028	0.13	0.028	0	2.8e-06	0	0	0.0015	0.093	0	0	0	0.00073	0.02	0.15	0.0014	0.39	18	0.3	0.24
25	0.36	0	4.2e-05	0.12	4.2e-05	0	0	0	0	0	0	0	0	0	0	0.14	0.36	0.0091	0.0089	0	0.23	0.24
26	0.14	0	1.2e-05	0.59	1.2e-05	0	0	0	0	0	0.00019	0	0	0	0.00015	0.0022	0.14	0.0038	0.13	3	0.23	0.31
27	0.3	0	0.034	0.06	0.034	0	0	0	0	0	0.00063	0	0	0	0	0.064	0.3	0.00073	0.22	0	0.23	0.24
28	0.04	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0.00083	0.04	0.037	0.0014	3	0.23	0.31
