SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.82	0.037	0	0.029	0.025	0.012	0.037	0	0	0.037	0	0	7.1e-05	0	0	0.23	0.24
1	0	0	0	0	0	0	0	0	1.2e-06	0	0	0	0	1	13	0.033	0.069
2	0.06	0.022	0	0.00048	0.59	0.29	0.022	0	0	0.022	0	0	0	0	4	0.17	0.31
3	0.9	0.014	0	0.0043	0.037	0.018	0.014	0	0.001	0.014	0	0	8.1e-06	7.8e-06	0	0.23	0.24
4	0.82	0.031	0	0.061	0.013	0.0064	0.031	0	0.0029	0.031	0	0	0.0024	0	0	0.23	0.24
5	0.016	0.02	0	0.86	0.0018	0.00087	0.02	0.049	0	0.02	0	0	0.012	0	3	0.3	0.31
6	0.083	0.23	0	0.18	0.037	0.018	0.23	0	0	0.23	0	0	0	0	1	0.23	0.31
7	0.0033	0.0082	0	0.00097	0.23	0.11	0.0082	0	0	0.0082	0.63	0	0	4.3e-06	10	0	0.14
8	0.0074	0.021	0	0.93	2.6e-05	1.3e-05	0.021	0	0	0.021	0	0	0.00021	0	3	0.3	0.31
9	0	0	0	0.03	0	0	0	0.97	0	0	0	0	0	0	7	0.34	0.61
10	0.25	0.14	0	0.23	0.069	0.033	0.14	2.5e-06	0	0.14	0	0	5.2e-05	0	0	0.23	0.24
11	0.33	0.026	0	0.0012	0.4	0.19	0.026	0	0	0.026	0	0	0	0	4	0.17	0.31
12	0	0.018	0	0.81	3e-05	1.4e-05	0.018	0.13	0	0.018	0	0	0	0	3	0.3	0.31
13	0	0.0044	0	0.91	5.2e-06	1.5e-06	0.0044	0.072	0	0.0044	0	0	0	0	3	0.3	0.31
14	0.17	0.05	0	0.68	0.00056	0.00027	0.05	0	0	0.05	0	0	0.0011	0	3	0.3	0.31
