SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	5.2e-05	0	0	0	0.97	0.006	0.024	4	0.19	0.16	0.21
1	0.13	3.1e-05	0	0	0.33	0.068	0.46	6	0.33	0.39	0.4
2	5e-05	0	0	0	0.01	0.00064	0.99	6	0.33	0.39	0.4
3	3.6e-06	0	0	0	0.91	3.2e-06	0.091	4	0.19	0.16	0.21
4	1.6e-05	4.5e-05	0	0	0.55	0.00084	0.45	4	0.19	0.16	0.21
5	0.043	0.0012	0	0	0.035	0.92	0.00034	5	0.19	0.31	0.27
6	0.3	0.00012	0	0	0.12	0.062	0.52	6	0.33	0.39	0.4
7	0	0.062	0	0	0.94	3.3e-06	0	4	0.19	0.16	0.21
8	0	3.7e-06	0	1	8.2e-05	0	0	3	0	0.018	0.21
9	0	0	0	1	0	0	0	3	0	0.018	0.21
10	0	0	0	1	0	0	0	3	0	0.018	0.21
11	0	0	0	0	3.6e-05	0	1	6	0.33	0.39	0.4
12	1.1e-05	0	0	0	1	0	0	4	0.19	0.16	0.21
13	0.0012	0	0	0	0.076	0.02	0.9	6	0.33	0.39	0.4
14	0	0	0	1	0	0	0	3	0	0.018	0.21
15	0.014	0	0	0	0.32	9.1e-05	0.67	6	0.33	0.39	0.4
16	0	0	0	0	0.0033	0.00088	1	6	0.33	0.39	0.4
17	0.032	0	0	0	0.015	0.033	0.92	6	0.33	0.39	0.4
18	0	0	0	0	1	0	0	4	0.19	0.16	0.21
19	2.2e-05	0	0	0	0.74	0.0032	0.26	4	0.19	0.16	0.21
20	0.00025	0	0	0	0.98	0	0.018	4	0.19	0.16	0.21
21	0	1	0	0	0	0	0	1	0.09	0.16	0.26
22	0.0028	0	0	0	0.88	0.012	0.1	4	0.19	0.16	0.21
23	0	0	0	0	1	0	0	4	0.19	0.16	0.21
24	0	0	0	0	0	0	1	6	0.33	0.39	0.4
25	0.014	0	0	0	0.82	0.0069	0.16	4	0.19	0.16	0.21
26	3e-06	0	0	0	1	0.00011	3.1e-05	4	0.19	0.16	0.21
27	0	0	0	0	0	0.0016	1	6	0.33	0.39	0.4
28	0.23	0	0	0	0.51	0.00053	0.26	4	0.19	0.16	0.21
29	0	0	0	0	0.22	0	0.78	6	0.33	0.39	0.4
30	0	0	0	0	0.00014	0.00015	1	6	0.33	0.39	0.4
31	3.8e-06	0	0	0	0.02	0	0.98	6	0.33	0.39	0.4
32	0	3.2e-05	0	0.55	0.45	0	0	3	0	0.018	0.21
33	0.00034	0	0	0	0.67	0.014	0.32	4	0.19	0.16	0.21
34	0	0	0	0	1	0	0	4	0.19	0.16	0.21
35	0.0014	0	0	0	0.32	0.67	0.015	5	0.19	0.31	0.27
36	0	0	0	0	1	0	0	4	0.19	0.16	0.21
37	0.00042	0	0	0	0.53	0.00034	0.47	4	0.19	0.16	0.21
38	0.092	0	0	0	0.7	0.04	0.17	4	0.19	0.16	0.21
39	4e-06	0	0	0	0.9	2.4e-05	0.1	4	0.19	0.16	0.21
40	0	0	0	1	0	0	0	3	0	0.018	0.21
41	0	0	0	0	0.074	0	0.93	6	0.33	0.39	0.4
42	0	0	0	0	0.068	0	0.93	6	0.33	0.39	0.4
43	0.00091	0	0	0	0.23	0.71	0.06	5	0.19	0.31	0.27
44	0	0.2	0	0	0.8	0	0	4	0.19	0.16	0.21
45	0	1.4e-05	0	1	0.00065	0	0	3	0	0.018	0.21
46	0	0.01	0	0	0.99	0.0037	0	4	0.19	0.16	0.21
47	5.3e-06	0	0	0	0.97	5.7e-06	0.034	4	0.19	0.16	0.21
48	0.0002	0	0	0	0.8	0.19	0.00062	4	0.19	0.16	0.21
49	0.16	0	0	0	0.67	0.1	0.072	4	0.19	0.16	0.21
50	0	0	0	0	0.0058	0	0.99	6	0.33	0.39	0.4
51	0.0085	0	0	0	0.68	0.0063	0.31	4	0.19	0.16	0.21
52	0.11	0	0	0	0.34	0.39	0.16	5	0.19	0.31	0.27
53	5.4e-05	7.4e-06	0	0	0.99	5.5e-06	0.013	4	0.19	0.16	0.21
54	0	0	0	1	3.8e-06	0	0	3	0	0.018	0.21
55	0.0003	0	0	0	1	0.00017	0	4	0.19	0.16	0.21
