SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
0	0.024	0	0.98	2	0.19	0.16	0.21
1	0.58	0	0.42	0	0.33	0.39	0.4
2	0.99	0	0.011	0	0.33	0.39	0.4
3	0.09	0	0.91	2	0.19	0.16	0.21
4	0.45	0	0.55	2	0.19	0.16	0.21
5	0.0094	0	0.99	2	0.19	0.16	0.21
6	0.81	0	0.19	0	0.33	0.39	0.4
7	0	0	1	2	0.19	0.16	0.21
8	0	1	9.8e-05	1	0	0.018	0.21
9	0	1	0	1	0	0.018	0.21
10	0	1	0	1	0	0.018	0.21
11	1	0	3.7e-05	0	0.33	0.39	0.4
12	0	0	1	2	0.19	0.16	0.21
13	0.92	0	0.078	0	0.33	0.39	0.4
14	0	1	0	1	0	0.018	0.21
15	0.67	0	0.33	0	0.33	0.39	0.4
16	1	0	0.0033	0	0.33	0.39	0.4
17	0.98	0	0.016	0	0.33	0.39	0.4
18	0	0	1	2	0.19	0.16	0.21
19	0.26	0	0.74	2	0.19	0.16	0.21
20	0.017	0	0.98	2	0.19	0.16	0.21
21	0	0	1	2	0.19	0.16	0.21
22	0.11	0	0.89	2	0.19	0.16	0.21
23	0	0	1	2	0.19	0.16	0.21
24	1	0	0	0	0.33	0.39	0.4
25	0.16	0	0.84	2	0.19	0.16	0.21
26	3.1e-05	0	1	2	0.19	0.16	0.21
27	1	0	0	0	0.33	0.39	0.4
28	0.33	0	0.67	2	0.19	0.16	0.21
29	0.78	0	0.22	0	0.33	0.39	0.4
30	1	0	0.00014	0	0.33	0.39	0.4
31	0.98	0	0.02	0	0.33	0.39	0.4
32	0	0.51	0.49	1	0	0.018	0.21
33	0.32	0	0.68	2	0.19	0.16	0.21
34	0	0	1	2	0.19	0.16	0.21
35	0.045	0	0.95	2	0.19	0.16	0.21
36	0	0	1	2	0.19	0.16	0.21
37	0.47	0	0.53	2	0.19	0.16	0.21
38	0.19	0	0.81	2	0.19	0.16	0.21
39	0.1	0	0.9	2	0.19	0.16	0.21
40	0	1	0	1	0	0.018	0.21
41	0.92	0	0.075	0	0.33	0.39	0.4
42	0.93	0	0.069	0	0.33	0.39	0.4
43	0.2	0	0.8	2	0.19	0.16	0.21
44	0	0	1	2	0.19	0.16	0.21
45	0	1	0.00077	1	0	0.018	0.21
46	0	0	1	2	0.19	0.16	0.21
47	0.034	0	0.97	2	0.19	0.16	0.21
48	0.00076	0	1	2	0.19	0.16	0.21
49	0.097	0	0.9	2	0.19	0.16	0.21
50	0.99	0	0.0058	0	0.33	0.39	0.4
51	0.31	0	0.69	2	0.19	0.16	0.21
52	0.33	0	0.67	2	0.19	0.16	0.21
53	0.013	0	0.99	2	0.19	0.16	0.21
54	0	1	4.5e-06	1	0	0.018	0.21
55	0	0	1	2	0.19	0.16	0.21
56	1	0	0	0	0.33	0.39	0.4
57	0	0	1	2	0.19	0.16	0.21
58	0.97	0	0.027	0	0.33	0.39	0.4
59	0	0	1	2	0.19	0.16	0.21
60	0.98	0	0.022	0	0.33	0.39	0.4
61	0.019	0	0.98	2	0.19	0.16	0.21
62	0	1	0	1	0	0.018	0.21
63	0.69	0	0.31	0	0.33	0.39	0.4
64	0	0	1	2	0.19	0.16	0.21
65	0.34	0	0.66	2	0.19	0.16	0.21
66	0.42	0	0.58	2	0.19	0.16	0.21
67	0	1	0	1	0	0.018	0.21
68	0	0	1	2	0.19	0.16	0.21
69	0.36	0	0.64	2	0.19	0.16	0.21
70	0.5	0	0.5	0	0.33	0.39	0.4
71	0.64	0	0.36	0	0.33	0.39	0.4
72	0.28	0	0.72	2	0.19	0.16	0.21
73	0.00096	0	1	2	0.19	0.16	0.21
74	0	0	1	2	0.19	0.16	0.21
75	0.51	0	0.49	0	0.33	0.39	0.4
76	0	0	1	2	0.19	0.16	0.21
77	0.089	0	0.91	2	0.19	0.16	0.21
78	0.34	0	0.66	2	0.19	0.16	0.21
79	0.12	0	0.88	2	0.19	0.16	0.21
80	0.76	0	0.24	0	0.33	0.39	0.4
81	0.7	0	0.3	0	0.33	0.39	0.4
82	0.48	0	0.52	2	0.19	0.16	0.21
83	0.021	0	0.98	2	0.19	0.16	0.21
84	0	1	0	1	0	0.018	0.21
85	0.8	0	0.2	0	0.33	0.39	0.4
86	0.98	0	0.015	0	0.33	0.39	0.4
87	0.93	0	0.07	0	0.33	0.39	0.4
88	1	0	0.00026	0	0.33	0.39	0.4
89	1	0	0	0	0.33	0.39	0.4
90	0.39	0	0.61	2	0.19	0.16	0.21
91	0.86	0	0.14	0	0.33	0.39	0.4
92	0.93	0	0.071	0	0.33	0.39	0.4
93	0.98	0	0.023	0	0.33	0.39	0.4
94	0	0	1	2	0.19	0.16	0.21
95	0.82	0	0.18	0	0.33	0.39	0.4
96	0.98	0	0.022	0	0.33	0.39	0.4
97	1	0	0.003	0	0.33	0.39	0.4
98	0	1	0	1	0	0.018	0.21
99	0	0	1	2	0.19	0.16	0.21
100	0.75	0	0.25	0	0.33	0.39	0.4
101	0	0	1	2	0.19	0.16	0.21
102	0.99	0	0.01	0	0.33	0.39	0.4
103	0.0011	0	1	2	0.19	0.16	0.21
104	0.055	0	0.95	2	0.19	0.16	0.21
105	0.67	0	0.33	0	0.33	0.39	0.4
106	0.53	0	0.47	0	0.33	0.39	0.4
107	0.61	0	0.39	0	0.33	0.39	0.4
108	0.45	0	0.55	2	0.19	0.16	0.21
109	0	1	0	1	0	0.018	0.21
110	0.17	0	0.83	2	0.19	0.16	0.21
111	0.00079	0	1	2	0.19	0.16	0.21
112	0	0	1	2	0.19	0.16	0.21
113	0.99	0	0.0068	0	0.33	0.39	0.4
114	0	0	1	2	0.19	0.16	0.21
115	0	0	1	2	0.19	0.16	0.21
116	0	0	1	2	0.19	0.16	0.21
117	1.3e-06	0	1	2	0.19	0.16	0.21
118	0	1	0	1	0	0.018	0.21
119	0.037	0	0.96	2	0.19	0.16	0.21
120	0	0	1	2	0.19	0.16	0.21
121	0.017	0	0.98	2	0.19	0.16	0.21
122	1	0	1.6e-05	0	0.33	0.39	0.4
