SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
0	0.00063	0.0043	0	0.21	0	0.00036	0.002	0	0	0	0.14	0.57	0.064	0	0.0063	0.002	0	0	0	0	11	0.47	0.31	0.4
1	0.12	0.27	0	0.17	0	0.021	0.15	0	0	0	0.02	0.016	0	0	0.075	0.15	0	0	0	0	1	0.33	0.39	0.47
2	2.7e-05	0.99	0	0.0061	0	0.00048	0.0032	0	0	0	0.00015	0	0	0	0	0.0032	0	0	0	0	1	0.33	0.39	0.47
3	0	0.18	0	3.4e-06	0	0.0017	0.41	0	0	0	6.2e-06	0	0	0	0	0.41	0	0	0	0	6	0.19	0.16	0.27
4	0.0021	0.0086	0	0.7	0	0.0028	0.0032	0	0	0	0.042	0.0013	0.17	0	0.069	0.0032	0	0	0	0	3	0.33	0.39	0.34
5	0.0098	0.033	0	3.1e-06	0	0	0.48	0	0	0	0	0	0	0	0	0.48	0	0	0	0	6	0.19	0.16	0.27
6	0.29	0.21	0	0.16	0	0.015	0.096	0	0	0	0.018	0.0012	0	0	0.11	0.096	0	0	0	0	0	0.26	0.31	0.34
7	0	0	0	0	0	6.8e-06	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	6	0.19	0.16	0.27
8	0	0	0.37	0	0.034	0	0	5.8e-06	0	0	0	0	0	0.6	0	0	0	0	0	0	13	0	0	0.26
9	0	0	1	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.16	0.21
10	0	0	1.1e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0.26
11	0.026	0.00036	0	0.95	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	3	0.33	0.39	0.34
12	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	6	0.19	0.16	0.27
13	0.2	0.024	0	0.23	0	0.013	0.0055	0	0	0	0.0048	0.0074	0	0	0.51	0.0055	0	0	0	0	14	0.33	0.24	0.34
14	0	0	0.027	0	0.00036	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	13	0	0	0.26
15	0.028	0.074	0	0.63	0	0.00031	0.022	0	0	0	0.032	0.1	0	0	0.097	0.022	0	0	0	0	3	0.33	0.39	0.34
16	0.25	0.0087	0	0.71	0	0	1.4e-05	0	0	0	0.028	0	0	0	0.00027	1.4e-05	0	0	0	0	3	0.33	0.39	0.34
17	0.18	0.46	0	0.17	0	0.018	0.046	0	0	0	0.023	0.0024	0	0	0.051	0.046	0	0	0	0	1	0.33	0.39	0.47
18	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	6	0.19	0.16	0.27
19	0.0012	0.12	0	0.24	0	0	0.19	0	0	0	0.26	4.2e-06	0	0	0	0.19	0	0	0	0	10	0.33	0.46	0.34
20	0	0.022	0	0.051	0	0	0.45	0	0	0	0.018	0.0045	0	0	0	0.45	0	0	0	0	6	0.19	0.16	0.27
21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.021	0.16	0.21
22	0.0079	0.034	0	0.47	0	1.1e-05	0.16	0	0	0	0.14	0.018	0	0	0.0026	0.16	0	0	0	0	3	0.33	0.39	0.34
23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.19	0.24	0.088
24	0.034	0.00017	0	0.97	0	0	0	0	0	0	5.4e-05	0	0	0	0	0	0	0	0	0	3	0.33	0.39	0.34
25	0.0075	0.11	0	0.12	0	0.00056	0.35	0	0	0	0.047	0.0029	0	0	0.0074	0.35	0	0	0	0	6	0.19	0.16	0.27
26	1.6e-05	5.5e-05	0	7.4e-06	0	0	0.5	0	0	0	0.00019	0	0	0	8.7e-06	0.5	0	0	0	0	6	0.19	0.16	0.27
27	0.99	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0.0083	0	0	0	0	0	0	0.26	0.31	0.34
28	0.0047	0.13	0	0.19	0	0.0029	0.17	0	0	0	0.016	0.29	0	0	0.025	0.17	0	0	0	0	11	0.47	0.31	0.4
29	6.8e-05	0	0	0.92	0	0	0	0	0	0	0.077	1.3e-05	0	0	2.7e-05	0	0	0	0	0	3	0.33	0.39	0.34
30	0.025	0	0	0.97	0	0	0	0	0	0	0.0017	0	0	0	0.0067	0	0	0	0	0	3	0.33	0.39	0.34
31	0.0025	0.033	0	0.95	0	0	0.0003	0	0	0	0.01	0.00055	0	0	0.00033	0.0003	0	0	0	0	3	0.33	0.39	0.34
32	0	0	0.4	0	0.014	0	1.7e-05	0.015	0	0	0	0	0	0.57	0	1.7e-05	0	0	0	0	13	0	0	0.26
33	0.079	0.24	0	0.29	0	0	0.14	0	0	0	0.12	0.0001	0	0	0.00088	0.14	0	0	0	0	3	0.33	0.39	0.34
34	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	6	0.19	0.16	0.27
35	0.089	0.0092	0	0.0039	0	8.2e-05	0.45	0	0	0	0.00045	0	0	0	0.0012	0.45	0	0	0	0	6	0.19	0.16	0.27
36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.19	0.24	0.088
