SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	0.0042	0.4	0.59	0	0.0066	0	0	0	0	0	2	0.18	0.24	0.21
1	0.18	0.31	0.0027	0	0.48	0.016	0	9.4e-05	0	0.0074	4	0.33	0.31	0.47
2	0.0002	0.092	0	0	0.7	0.21	0	0	0	0	4	0.33	0.31	0.47
3	0.058	0.023	0	0	0.091	0.83	0	0	0	0	5	0.53	0.54	0.6
4	5.5e-06	0.89	0.1	0	0.0042	0	0	6.9e-05	0	0	1	0.33	0.39	0.34
5	0.00028	7.2e-05	0.0015	0	0.98	0	0	0.0018	0	0.018	4	0.33	0.31	0.47
6	0.37	0.28	0.011	0	0.32	0.0093	0	0.00029	0	0.011	0	0.47	0.46	0.53
7	0	0	0.0025	0	0	0	0	1	0	0	7	0.09	0.16	0.26
8	0	0	0	0	0	0	0.98	5.6e-06	0.015	0	6	0	0	0.21
9	0	0	0	0	0	0	0	0	1	0	8	0	0.093	0.26
10	0	0	0	0	0	0	1	0	0	0	6	0	0	0.21
11	0	1	0	0	3.1e-06	0	0	0	0	0	1	0.33	0.39	0.34
12	1	0	0	0	0	0	0	0	0	0	0	0.47	0.46	0.53
13	0.00011	0.75	0.0039	0	0.25	0	0	0	0	3.9e-06	1	0.33	0.39	0.34
14	0	0	0	0	0	0	1	0	0.00041	0	6	0	0	0.21
15	0.0054	0.89	0	0	0.11	0	0	0	0	0	1	0.33	0.39	0.34
16	0	1	0	0	0.0025	0	0	0	0	0	1	0.33	0.39	0.34
17	0.12	0.28	0	0	0.57	0.028	0	0	0	0.00052	4	0.33	0.31	0.47
18	0	0	1	0	0	0	0	0	0	0	2	0.18	0.24	0.21
19	0.0014	0.99	0	0	0.0074	0	0	0	0	0	1	0.33	0.39	0.34
20	0.15	0.85	0	0	0.0025	0	0	0	0	0	1	0.33	0.39	0.34
21	0	0	0	0	0	0	0	1	0	0	7	0.09	0.16	0.26
22	0.044	0.95	0	0	0.0035	1.6e-05	0	0	0	0	1	0.33	0.39	0.34
23	0	0	1	0	0	0	0	0	0	0	2	0.18	0.24	0.21
24	0	1	0	0	4.8e-05	0	0	0	0	0	1	0.33	0.39	0.34
25	0.36	0.59	0	0	0.051	0.0026	0	0	0	0	1	0.33	0.39	0.34
26	1	0.0016	0	0	0	0	0	0	0	0	0	0.47	0.46	0.53
27	0	1	0	0	0.0033	0	0	0	0	0	1	0.33	0.39	0.34
28	0.4	0.41	0	0	0.19	0.0025	0	0	0	0.00014	1	0.33	0.39	0.34
29	0	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
30	0	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
31	0	0.99	0	0	0.012	0	0	0	0	0	1	0.33	0.39	0.34
32	0	0	0	0	0	0	0.97	9.8e-05	0.034	0	6	0	0	0.21
33	0.0058	0.9	0.00019	0	0.095	1.1e-05	0	0	0	0	1	0.33	0.39	0.34
34	1	0	0	0	0	0	0	0	0	0	0	0.47	0.46	0.53
35	0.78	0.2	0	0	0.015	0.0036	0	0	0	0	0	0.47	0.46	0.53
36	0	0	0	1	0	0	0	0	0	0	3	0.19	0.16	0
37	0.00047	0.99	0	0	0.005	0	0	0	0	0	1	0.33	0.39	0.34
38	0.36	0.49	0	0	0.13	0.012	0	0	0	0.0002	1	0.33	0.39	0.34
39	0	0.024	0	0	0.98	0	0	0	0	0	4	0.33	0.31	0.47
40	0	0	0	0	0	0	0	0	1	0	8	0	0.093	0.26
41	0	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
42	4.6e-06	0.27	0	0	0.73	0	0	0	0	0	4	0.33	0.31	0.47
43	0.28	0.63	0	0	0.078	0.013	0	0	0	0	1	0.33	0.39	0.34
44	0	0	0	0	0	0	0	1	0	0	7	0.09	0.16	0.26
45	0	0	0	0	0	0	0.98	2.3e-05	0.021	0	6	0	0	0.21
46	0	0	0.98	0	0	0	0	0.016	0	0	2	0.18	0.24	0.21
47	0.013	0.99	0	0	0.00059	0	0	0	0	0	1	0.33	0.39	0.34
48	1	0.0012	0	0	3.7e-05	0.00059	0	0	0	0	0	0.47	0.46	0.53
49	0.87	0.068	0	0	0.032	0.032	0	0	0	0	0	0.47	0.46	0.53
50	0	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
51	0.2	0.59	1.1e-05	0	0.1	0.11	0	0	0	0.00099	1	0.33	0.39	0.34
52	0.55	0.025	0	0	0.42	0.0012	0	0	0	0.00016	0	0.47	0.46	0.53
53	0	2.1e-05	0	0	1	0	0	0	0	0.0026	4	0.33	0.31	0.47
54	0	0	0	0	0	0	0.97	0	0.026	0	6	0	0	0.21
55	0.68	1.9e-06	0	0	4.3e-06	0.32	0	0	0	0	0	0.47	0.46	0.53
56	0	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
57	0.96	0	0	0	0	0.04	0	0	0	0	0	0.47	0.46	0.53
58	0.056	0.94	0	0	0	0.0041	0	0	0	0	1	0.33	0.39	0.34
59	0.15	0	0	0	0	0.85	0	0	0	0	5	0.53	0.54	0.6
60	0	1	0.0022	0	0	0	0	0	0	0	1	0.33	0.39	0.34
61	0.86	0.016	0.00073	0	0.0037	0.12	0	0	0	0	0	0.47	0.46	0.53
62	0	0	0	0	0	0	0	0	1	0	8	0	0.093	0.26
63	0.00011	0.74	0.25	0	0.0081	0	0	0.00019	0	0	1	0.33	0.39	0.34
64	0	0.98	0	0	0	0	0	0	0.021	0	1	0.33	0.39	0.34
65	0.5	0.027	0	0	0.48	0.00014	0	0	0	8.6e-06	0	0.47	0.46	0.53
66	0.033	0.83	0.018	0	0.12	0.00049	0	8.6e-06	0	5e-05	1	0.33	0.39	0.34
67	0	0	0	0	0	0	1	0	0	0	6	0	0	0.21
68	0	0	1	0	0	0	0	0	0	0	2	0.18	0.24	0.21
69	0	1	0	0	2.8e-05	0	0	0	0	0	1	0.33	0.39	0.34
70	6.2e-05	1	0	0	0.0026	0	0	0	0	0	1	0.33	0.39	0.34
71	0.00017	0.98	0	0	0.018	0	0	0	0	0	1	0.33	0.39	0.34
72	0.0044	0.99	0	0	0.0066	0.00036	0	0	0	0	1	0.33	0.39	0.34
73	0	0.48	0.52	0	1.8e-05	0	0	0	0	0	2	0.18	0.24	0.21
74	0	7.2e-05	1	0	0	0	0	1.6e-05	0	0	2	0.18	0.24	0.21
75	0.00022	0.99	0	0	0.01	0	0	0	0	0	1	0.33	0.39	0.34
76	0	0	1	0	0	0	0	0	0	0	2	0.18	0.24	0.21
77	0.097	0.89	0	0	0.008	0.0001	0	0	0	0	1	0.33	0.39	0.34
78	0.00019	0.34	0	0	0.66	0	0	0	0	0	4	0.33	0.31	0.47
79	0.94	0.0019	0	0	0.02	0.039	0	0	0	0	0	0.47	0.46	0.53
80	0	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
81	0	1	0	0	0.00032	0	0	0	0	0	1	0.33	0.39	0.34
82	0.038	0.019	0	0	0.94	0	0	0	0	0	4	0.33	0.31	0.47
83	1.4e-05	1	0	0	0	0	0	0	0	0	1	0.33	0.39	0.34
84	0	0	0	0	0	0	1	0	0	0	6	0	0	0.21
85	0	1	0	0	0.00067	0	0	0	0	0	1	0.33	0.39	0.34
86	0.0002	0.75	0	0	0.25	0	0	0	0	1.8e-05	1	0.33	0.39	0.34
87	4.5e-05	0.81	0	0	0.00056	0.19	0	0	0	0	1	0.33	0.39	0.34
88	0	0	0	1	0	0	0	0	0	0	3	0.19	0.16	0
89	0	1	0	0	0.0035	0	0	0	0	0	1	0.33	0.39	0.34
90	0.029	0.89	0	0	7.5e-05	0.082	0	0	0	0	1	0.33	0.39	0.34
