SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	0.053	0.44	0	0	0.049	0	0	0	0	0	0	0	0.44	0.011	4	0.12	0.46
1	0	0	0	0.17	0.33	0	0	0.16	0	0	0	0	0	0	0	0.33	0.0052	4	0.12	0.46
2	1	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0.46
3	0	0	0	0.0015	0.49	0	0	0.0014	0	1.1e-06	0	0	0	1.9e-06	1.8e-06	0.49	0.017	4	0.12	0.46
4	0	1.2e-06	1.2e-06	0.092	0.38	0	0	0.083	0	0.00029	0	0	0	0.0029	0.00047	0.38	0.07	4	0.12	0.46
5	0	0	0	3.1e-06	0.5	0	0	2.8e-06	0	0	0	0	0	0	0	0.5	1.1e-05	4	0.12	0.46
6	0	0	0	0.12	0.31	0	0	0.11	0	0	0	0	0	0	0	0.31	0.15	4	0.12	0.46
7	0	0.0003	0.0003	0.11	0.38	0	0	0.097	0	0.0016	0	0	0	0.0024	0.0026	0.38	0.023	4	0.12	0.46
8	0	0	0	0.00011	0.5	0	0	9.8e-05	0	0	0	0	0	0	0	0.5	0.00044	4	0.12	0.46
9	0	0	0	0.065	0.44	0	0	0.059	0	0	0	0	0	0	0	0.44	0.0029	4	0.12	0.46
10	0	0	0	0	0.2	0	0	0	0	0	0.6	0	0	0	0	0.2	0	10	0.11	0
11	0	0	0	0.13	0.37	0	0	0.12	0	0	0	0	0	6.9e-06	0	0.37	0.0046	4	0.12	0.46
12	0.96	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0.46
13	0	0	0	0.023	0.47	0	0	0.021	0	5.7e-06	0	0	0	2.3e-05	9.5e-06	0.47	0.0099	4	0.12	0.46
14	0	0	0	0.22	0.28	0	0	0.2	0	0	0	0	0	1.3e-06	0	0.28	0.0041	4	0.12	0.46
15	0.98	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0.46
16	0	0	0	0	0.48	0	0	0	0	0	0.037	0	0	0	0	0.48	0	4	0.12	0.46
17	0	0	0	0.046	0.22	0	0	0.041	0	0.00092	0	0	0	0.051	0.0015	0.22	0.42	16	0.12	0.54
18	0	0	0	0.11	0.39	0	0	0.1	0	0	0	0	0	0	0	0.39	0.0071	4	0.12	0.46
19	0	0	0	0.04	0.46	0	0	0.036	0	0	0	0	0	0	0	0.46	0.00011	4	0.12	0.46
20	0	0	0	0.41	0.1	0	0	0.38	0	0	0	0	0	0	0	0.1	0.00041	3	0.2	0.46
21	0	0	0	0.065	0.43	0	0	0.059	0	0	0	0	0	0	0	0.43	0.0098	4	0.12	0.46
22	0	5.1e-06	5.1e-06	0.14	0.35	0	0	0.13	0	0.00015	0	0	0	0.00094	0.00025	0.35	0.022	4	0.12	0.46
23	0	0	0	0.18	0.32	0	0	0.16	0	1.2e-06	0	0	0	0.00014	2e-06	0.32	0.014	4	0.12	0.46
24	0.98	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0.46
