SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.9	0.098	0	0	0	0.12	0.46
1	0.68	0.32	0	0	0	0.12	0.46
2	0	0	0	1	3	0	0.46
3	1	0.0028	0	0	0	0.12	0.46
4	0.82	0.18	0	0	0	0.12	0.46
5	1	5.5e-06	0	0	0	0.12	0.46
6	0.73	0.27	0	0	0	0.12	0.46
7	0.8	0.2	0	0	0	0.12	0.46
8	1	0.00019	0	0	0	0.12	0.46
9	0.88	0.12	0	0	0	0.12	0.46
10	0.44	0	0.56	0	2	0.11	0
11	0.76	0.24	0	0	0	0.12	0.46
12	3.7e-06	0	0	1	3	0	0.46
13	0.96	0.042	0	0	0	0.12	0.46
14	0.59	0.41	0	0	0	0.12	0.46
15	0	0	0	1	3	0	0.46
16	0.97	0	0.031	0	0	0.12	0.46
17	0.84	0.16	0	0	0	0.12	0.46
18	0.79	0.21	0	0	0	0.12	0.46
19	0.93	0.072	0	0	0	0.12	0.46
20	0.22	0.78	0	0	1	0.2	0.46
21	0.88	0.12	0	0	0	0.12	0.46
22	0.73	0.27	0	0	0	0.12	0.46
23	0.67	0.33	0	0	0	0.12	0.46
24	0	0	0	1	3	0	0.46
25	0.55	0.45	0	0	0	0.12	0.46
26	0.62	0.38	0	0	0	0.12	0.46
27	0.95	0.053	0	0	0	0.12	0.46
28	0.81	0.19	0	0	0	0.12	0.46
29	1	0.0013	0	0	0	0.12	0.46
30	1	0.00034	0	0	0	0.12	0.46
31	1	0	0	0	0	0.12	0.46
32	0	0	0	1	3	0	0.46
33	0.99	0.0096	0	0	0	0.12	0.46
34	1	0.004	0	0	0	0.12	0.46
35	1	0	0	0	0	0.12	0.46
36	1	3.7e-05	0	0	0	0.12	0.46
37	0	0	0	1	3	0	0.46
38	0	0	0	1	3	0	0.46
39	0.69	0.31	0	0	0	0.12	0.46
40	0.8	0	0.2	0	0	0.12	0.46
41	0.84	0.16	0	0	0	0.12	0.46
42	0.78	0.22	0	0	0	0.12	0.46
43	0.81	0.19	0	0	0	0.12	0.46
44	0.54	0.46	0	0	0	0.12	0.46
45	0.89	0	0.11	0	0	0.12	0.46
46	0.42	0	0	0.58	3	0	0.46
47	0.82	0.18	0	0	0	0.12	0.46
48	1	0.00011	0	0	0	0.12	0.46
49	0.24	0.76	0	0	1	0.2	0.46
50	0	0	0	1	3	0	0.46
51	0.75	0.25	0	0	0	0.12	0.46
52	0.92	0	0.081	0	0	0.12	0.46
53	0.19	0.81	0	0	1	0.2	0.46
54	0.72	0.28	0	0	0	0.12	0.46
55	0.76	0.24	0	0	0	0.12	0.46
56	1	5.8e-06	0	0	0	0.12	0.46
57	0.83	0.17	0	0	0	0.12	0.46
58	0.76	0.24	0	0	0	0.12	0.46
59	0.62	0.38	0	0	0	0.12	0.46
60	0	0	0	1	3	0	0.46
61	0.85	0.15	0	0	0	0.12	0.46
62	0.92	0.079	0	0	0	0.12	0.46
63	1	0.0019	0	0	0	0.12	0.46
64	1	4.6e-05	0	0	0	0.12	0.46
65	0.96	0.045	0	0	0	0.12	0.46
66	1	8.2e-05	0	0	0	0.12	0.46
67	2.3e-06	0	0	1	3	0	0.46
68	0.94	0.059	0	0	0	0.12	0.46
69	0.037	0.96	0	0	1	0.2	0.46
70	0.9	0.1	0	0	0	0.12	0.46
71	1	3.8e-05	0	0	0	0.12	0.46
72	1	7.9e-05	0	0	0	0.12	0.46
73	0.66	0.34	0	0	0	0.12	0.46
74	0.84	0	0.16	0	0	0.12	0.46
75	1	0.00017	0	0	0	0.12	0.46
76	1	0.0015	0	0	0	0.12	0.46
77	0.75	0.25	0	0	0	0.12	0.46
78	0.97	0.034	0	0	0	0.12	0.46
79	0.99	0.011	0	0	0	0.12	0.46
80	0.85	0.15	0	0	0	0.12	0.46
81	0.16	0.84	0	0	1	0.2	0.46
82	1	1.2e-05	0	0	0	0.12	0.46
83	0.99	0.0056	0	0	0	0.12	0.46
84	0.68	0.32	0	0	0	0.12	0.46
85	0.56	0.44	0	0	0	0.12	0.46
86	0.93	0.072	0	0	0	0.12	0.46
87	0	0	0	1	3	0	0.46
88	0.98	0.019	0	0	0	0.12	0.46
89	0.93	0.075	0	0	0	0.12	0.46
90	1	0.004	0	0	0	0.12	0.46
91	0	0	0	1	3	0	0.46
92	0.89	0	0.11	0	0	0.12	0.46
93	1	0.00024	0	0	0	0.12	0.46
94	0	0	0	1	3	0	0.46
95	0	0	0	1	3	0	0.46
96	0.47	0.53	0	0	1	0.2	0.46
97	0.83	0.17	0	0	0	0.12	0.46
98	0	0	0	1	3	0	0.46
99	0.3	0	0.7	0	2	0.11	0
100	0.37	0.63	0	0	1	0.2	0.46
