SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0.0056	0.3	0.3	0	0.044	0	0.3	0.048	0.0096	0	0	0	0	2	0.12	0.46
1	0	0.013	0.23	0.23	0	0.14	0	0.23	0.16	0.0043	0	0	0	0	2	0.12	0.46
2	0	0	0	0	0	0	0	0	0	0	1	0	0	0.00011	10	0	0.46
3	0	0.00027	0.33	0.33	0	0.0012	0	0.33	0.0014	0.0086	0	0	0	0	2	0.12	0.46
4	0.00011	0.044	0.26	0.26	0	0.076	0	0.26	0.084	0.025	0	0	0	0	2	0.12	0.46
5	0	0	0.33	0.33	0	2.5e-06	0	0.33	2.8e-06	1.1e-05	0	0	0	0	2	0.12	0.46
6	0	0.31	0.16	0.16	0	0.082	0	0.16	0.09	0.02	0	0	0	0	1	0.2	0.54
7	0.0033	0.022	0.26	0.26	0	0.088	0	0.26	0.097	0.01	0	0	0	0	2	0.12	0.46
8	0	0	0.33	0.33	0	8.8e-05	0	0.33	9.6e-05	0.0009	0	0	0	0	2	0.12	0.46
9	0	0.0021	0.29	0.29	0	0.053	0	0.29	0.058	0.0026	0	0	0	0	2	0.12	0.46
10	0	0	0.14	0.14	0	0	0	0.14	0	0	0	0.59	0	0	11	0.11	0
11	0	0.0062	0.25	0.25	0	0.11	0	0.25	0.12	0.0035	0	0	0	0	2	0.12	0.46
12	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0.039	10	0	0.46
13	3.2e-06	0.0024	0.32	0.32	0	0.019	0	0.32	0.021	0.0051	0	0	0	0	2	0.12	0.46
14	0	0.0087	0.2	0.2	0	0.19	0	0.2	0.21	0.0036	0	0	0	0	8	0.2	0.46
15	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0.024	10	0	0.46
16	0	0	0.32	0.32	0	0	0	0.32	0	0	0	0.036	0	0	2	0.12	0.46
17	7.2e-05	0.28	0.18	0.18	0	0.046	0	0.18	0.05	0.096	0	0	0	0	1	0.2	0.54
18	0	0.0054	0.26	0.26	0	0.095	0	0.26	0.1	0.0061	0	0	0	0	2	0.12	0.46
19	0	0.0003	0.31	0.31	0	0.033	0	0.31	0.036	0.00039	0	0	0	0	2	0.12	0.46
20	0	0.0054	0.076	0.076	0	0.37	0	0.076	0.4	0.00061	0	0	0	0	8	0.2	0.46
