SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.45	0.45	0	0.1	0	0	0	0	1	0.12	0.46
1	0.34	0.34	0	0.33	0	0	0	0	1	0.12	0.46
2	0	0	0	0	0.00011	1	0	0	5	0	0.46
3	0.5	0.5	0	0.0029	0	0	0	0	1	0.12	0.46
4	0.41	0.41	0.00011	0.19	0	0	0	0	1	0.12	0.46
5	0.5	0.5	0	5.8e-06	0	0	0	0	1	0.12	0.46
6	0.36	0.36	0	0.28	0	0	0	0	1	0.12	0.46
7	0.39	0.39	0.0033	0.21	0	0	0	0	1	0.12	0.46
8	0.5	0.5	0	0.0002	0	0	0	0	1	0.12	0.46
9	0.44	0.44	0	0.12	0	0	0	0	1	0.12	0.46
10	0.21	0.21	0	0	0	0	0	0.59	7	0.11	0
11	0.37	0.37	0	0.25	0	0	0	0	1	0.12	0.46
12	0	0	0	0	0.039	0.96	0	0	5	0	0.46
13	0.48	0.48	3.2e-06	0.044	0	0	0	0	1	0.12	0.46
14	0.29	0.29	0	0.43	0	0	0	0	3	0.2	0.46
15	0	0	0	0	0.024	0.98	0	0	5	0	0.46
16	0.48	0.48	0	0	0	0	0	0.035	1	0.12	0.46
17	0.42	0.42	0.00011	0.17	0	0	0	0	1	0.12	0.46
18	0.39	0.39	0	0.22	0	0	0	0	1	0.12	0.46
19	0.46	0.46	0	0.075	0	0	0	0	1	0.12	0.46
20	0.11	0.11	0	0.79	0	0	0	0	3	0.2	0.46
21	0.44	0.44	0	0.12	0	0	0	0	1	0.12	0.46
22	0.36	0.36	0.00014	0.28	0	0	0	0	1	0.12	0.46
23	0.33	0.33	0	0.35	0	0	0	0	3	0.2	0.46
24	0	0	0	0	0.023	0.98	0	0	5	0	0.46
25	0.25	0.25	0.076	0.43	0	0	0	0	3	0.2	0.46
26	0.3	0.3	0	0.4	0	0	0	0	3	0.2	0.46
27	0.47	0.47	0	0.056	0	0	0	0	1	0.12	0.46
28	0.39	0.39	0.021	0.19	0	0	0	0	1	0.12	0.46
29	0.5	0.5	0	0.0014	0	0	0	0	1	0.12	0.46
30	0.5	0.5	0	0.00036	0	0	0	0	1	0.12	0.46
31	4.1e-06	4.1e-06	0	0	1	0	0	0	4	0.013	0.46
32	0	0	0	0	0	1	0	0	5	0	0.46
33	0.49	0.49	0	0.01	0	0	0	0	1	0.12	0.46
34	0.5	0.5	0	0.0043	0	0	0	0	1	0.12	0.46
35	0	0	0	0	1	0	0	0	4	0.013	0.46
36	0.5	0.5	0	3.9e-05	0	0	0	0	1	0.12	0.46
37	0	0	0	0	0.0066	0.99	0	0	5	0	0.46
38	0	0	0	0	0.00063	1	0	0	5	0	0.46
39	0.34	0.34	0	0.32	0	0	0	0	1	0.12	0.46
40	0.39	0.39	0	0	0	0	5.2e-06	0.22	1	0.12	0.46
41	0.42	0.42	0	0.17	0	0	0	0	1	0.12	0.46
42	0.39	0.39	0	0.23	0	0	0	0	1	0.12	0.46
43	0.4	0.4	3.8e-05	0.2	0	0	0	0	1	0.12	0.46
44	0.26	0.26	1.4e-05	0.47	0	0	0	0	3	0.2	0.46
45	0.44	0.44	0	0	0	0	0	0.12	1	0.12	0.46
46	0.2	0.2	0	0	0.0001	0.6	0	0	5	0	0.46
47	0.39	0.39	0.045	0.18	0	0	0	0	1	0.12	0.46
48	0.5	0.5	0	0.00012	0	0	0	0	1	0.12	0.46
49	0.12	0.12	0	0.77	0	0	0	0	3	0.2	0.46
50	0	0	0	0	0.0097	0.99	0	0	5	0	0.46
51	0.37	0.37	3.3e-06	0.26	0	0	0	0	1	0.12	0.46
52	0.45	0.45	0	0	0	0	2.4e-05	0.091	1	0.12	0.46
53	0.093	0.093	0	0.81	0	0	0	0	3	0.2	0.46
54	0.35	0.35	0.0091	0.28	0	0	0	0	1	0.12	0.46
55	0.38	0.38	0.0027	0.25	0	0	0	0	1	0.12	0.46
