SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.45	0	0.094	0	0.0057	1.6e-05	0	0	0	0.45	0	0	0	0	0.12	0.46
1	0.34	0	0.3	0	0.014	0	0	0	0	0.34	0	0	0	0	0.12	0.46
2	0	0	0	1	0	0	0	0	0	0	0	0.00012	0	3	0	0.46
3	0.5	0	0.0027	0	0.00028	0	0	0	0	0.5	0	0	0	0	0.12	0.46
4	0.39	0.00011	0.17	0	0.046	0	0	0	0	0.39	0	0	0.00066	0	0.12	0.46
5	0.5	0	5.3e-06	0	0	0	0	0	0	0.5	0	0	0	0	0.12	0.46
6	0.25	0	0.18	0	0.32	1.1e-06	0	0	0	0.25	0	0	0	4	0.2	0.54
7	0.39	0.0033	0.19	0	0.023	2.9e-06	0	0	0	0.39	0	0	0.0014	0	0.12	0.46
8	0.5	0	0.00019	0	0	0	0	0	0	0.5	0	0	0	0	0.12	0.46
9	0.44	0	0.11	0	0.0021	0	0	0	0	0.44	0	0	0	0	0.12	0.46
10	0.2	0	0	0	0	0	0	0	0	0.2	0.6	0	0	10	0.11	0
11	0.38	0	0.23	0	0.0063	0	0	0	0	0.38	0	0	0	0	0.12	0.46
12	0	0	0	0.96	0	0	0	0	0	0	0	0.041	0	3	0	0.46
13	0.48	3.2e-06	0.041	0	0.0025	0	0	0	0	0.48	0	0	4.6e-06	0	0.12	0.46
14	0.29	0	0.4	0	0.0088	0	0	0	0	0.29	0	0	0	2	0.2	0.46
15	0	0	0	0.97	0	0	0	0	0	0	0	0.025	0	3	0	0.46
16	0.48	0	0	0	0	0	0	0	0	0.48	0.037	0	0	0	0.12	0.46
17	0.29	7.7e-05	0.11	0	0.3	0	0	0	0	0.29	0	0	0.0079	4	0.2	0.54
18	0.4	0	0.2	0	0.0055	0	0	0	0	0.4	0	0	0	0	0.12	0.46
19	0.47	0	0.069	0	0.0003	0	0	0	0	0.47	0	0	0	0	0.12	0.46
20	0.11	0	0.77	0	0.0054	0	0	0	0	0.11	0	0	0	2	0.2	0.46
21	0.44	0	0.11	0	0.0039	0	0	0	0	0.44	0	0	0	0	0.12	0.46
22	0.36	0.00014	0.25	0	0.023	0	0	0	0	0.36	0	0	0.0003	0	0.12	0.46
23	0.33	0	0.32	0	0.022	0	0	0	0	0.33	0	0	1.5e-05	0	0.12	0.46
24	0	0	0	0.98	0	0	0	0	0	0	0	0.024	0	3	0	0.46
25	0.25	0.077	0.4	0	0.0048	0	0	0	0	0.25	0	0	0.011	2	0.2	0.46
26	0.31	0	0.37	0	0.017	0	0	0	0	0.31	0	0	0	2	0.2	0.46
27	0.47	0	0.051	0	0.0016	0	0	0	0	0.47	0	0	0	0	0.12	0.46
28	0.38	0.021	0.17	0	0.042	0	0	0	0	0.38	0	0	0.0085	0	0.12	0.46
29	0.5	0	0.0013	0	2.2e-05	0	0	0	0	0.5	0	0	0	0	0.12	0.46
30	0.5	0	0.00033	0	9.5e-06	0	0	0	0	0.5	0	0	0	0	0.12	0.46
31	3.9e-06	0	0	0	0	0	0	0	0	3.9e-06	0	1	0	11	0.013	0.46
32	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0.46
33	0.5	0	0.0093	0	0.00017	0	0	0	0	0.5	0	0	0	0	0.12	0.46
34	0.5	0	0.0039	0	0.00027	0	0	0	0	0.5	0	0	0	0	0.12	0.46
35	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.013	0.46
36	0.5	0	3.6e-05	0	0	0	0	0	0	0.5	0	0	0	0	0.12	0.46
37	0	0	0	0.99	0	0	0	0	0	0	0	0.0069	0	3	0	0.46
38	0	0	0	1	0	0	0	0	0	0	0	0.00066	0	3	0	0.46
39	0.35	0	0.3	0	0.0069	0	0	0	0	0.35	0	0	0	0	0.12	0.46
40	0.38	0	0	0	0	0	4.4e-06	0	0	0.38	0.23	0	0	0	0.12	0.46
41	0.42	0	0.16	0	0.0011	0	0	0	0	0.42	0	0	0	0	0.12	0.46
42	0.39	0	0.21	0	0.0052	0	0	0	0	0.39	0	0	0	0	0.12	0.46
43	0.34	3.2e-05	0.15	0	0.16	0	0	0	0	0.34	0	0	0.002	0	0.12	0.46
44	0.21	1.1e-05	0.34	0	0.24	0	0	0	0	0.21	0	0	0.0022	2	0.2	0.46
45	0.44	0	0	0	0	0	0	0	0	0.44	0.13	0	0	0	0.12	0.46
46	0.2	0	0	0.58	0	0.023	0	0	0	0.2	0	0.00011	0	3	0	0.46
47	0.37	0.042	0.16	0	0.045	0	0	0	0	0.37	0	0	0.013	0	0.12	0.46
48	0.5	0	0.00011	0	0	0	0	0	0	0.5	0	0	0	0	0.12	0.46
