SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0.00018	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
1	1	3.9e-06	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
2	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
3	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
4	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
5	1	0	0	5.5e-06	0	0	0	0	0	0.6	0.39	0.52	0.49
6	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
7	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
8	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
9	0	0	0	0	3.8e-05	0.0022	0	1	7	0.18	0.17	0.43	0.054
10	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
11	0	0	1	0	0	0	0	0	2	0.53	0.39	0.058	0
12	0.99	0.0095	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
13	1	0	0	7.4e-05	0	0	0	0	0	0.6	0.39	0.52	0.49
14	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
15	1	0	0	4.3e-05	0	0	0	0	0	0.6	0.39	0.52	0.49
16	1	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
17	1	1.4e-05	0	0.00047	0	0	0	0	0	0.6	0.39	0.52	0.49
18	0	0	0	0	1	0	0	0	4	0.044	0.087	0.053	0.054
19	1	0.00082	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
20	1	1e-05	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
21	1	3.5e-05	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
22	1	2.6e-06	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
23	0	0	0	1	0	0	0	0	3	0.4	0.22	0.32	0.33
24	1	1.3e-06	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
25	1	5.5e-05	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
26	1	0.00043	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
