SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0	0	0	0.025	0.97	0	0	5	0	0.13
1	0.12	0	0.88	0	0	0	0	0	2	0.4	0.41
2	0.014	0	0.99	0	0	0	0	0	2	0.4	0.41
3	0	0	0	0	0.28	0.72	0	0	5	0	0.13
4	0.96	0	0.033	0.0075	0	0	0	0	0	0.33	0.34
5	0.15	0	0.85	7.8e-05	0	0	0	0	2	0.4	0.41
6	0.82	0	0.17	0.014	0	0	0	0	0	0.33	0.34
7	0.82	0	0.01	0.17	0	0	0	0	0	0.33	0.34
8	0	0	0	0	0	1	0	6.6e-05	5	0	0.13
9	0	0	0	0	0	0	1	0	6	0.33	0.042
10	1	0	7.7e-05	0.003	0	0	0	0	0	0.33	0.34
11	0.00034	0	1	0	0	0	0	0	2	0.4	0.41
12	0.75	0	0.25	0	0	0	0	0	0	0.33	0.34
13	0.75	0	0.25	0.003	0	0	0	0	0	0.33	0.34
14	0.33	0	0.67	0.00063	0	0	0	0	2	0.4	0.41
15	0	0	0	0	0	0	1	0	6	0.33	0.042
16	1	0	0.00023	1.4e-05	0	0	0	0	0	0.33	0.34
17	0.91	0	0.028	0.062	0	0	0	0	0	0.33	0.34
18	1	0	0.0012	0.00028	0	0	0	0	0	0.33	0.34
19	1.6e-05	1.1e-06	0	4.9e-05	0	0	1	0	6	0.33	0.042
20	1	0	0.00058	3.7e-05	0	0	0	0	0	0.33	0.34
21	0	0	0	0	1	0	0	0	4	0.041	0.34
22	0.25	0	0.75	6.8e-05	0	0	0	0	2	0.4	0.41
23	0.27	0	0.73	0.00019	0	0	0	0	2	0.4	0.41
24	0.3	0	0.7	9.4e-05	0	0	0	0	2	0.4	0.41
25	0.2	0	0.8	0.00018	0	0	0	0	2	0.4	0.41
26	0	0	0	0	0	1	0	0.0012	5	0	0.13
27	0.9	0	0.085	0.013	0	0	0	0	0	0.33	0.34
28	0	0	0	0	0	0	0	1	7	0.041	0.084
29	0	0	0	0	0	1	0	0.00022	5	0	0.13
30	0	0	0	0	0	1	0	1.1e-05	5	0	0.13
31	0	1	0	0	0	0	0	0	1	0.082	0
32	0	0	0	0	1	0	0	0	4	0.041	0.34
33	0	0	0	0	1	0	0	0	4	0.041	0.34
34	0.92	0	0.014	0.061	0	0	0	0	0	0.33	0.34
35	0.27	0	0.73	0	0	0	0	0	2	0.4	0.41
36	0.59	0	0.41	0.0043	0	0	0	0	0	0.33	0.34
37	0	7.1e-05	0	0	0	0	1	0	6	0.33	0.042
38	0	0	0	0	0	0.99	0	0.0051	5	0	0.13
39	0	0	0	0	0	0	1	0	6	0.33	0.042
40	0.02	0	0.98	0	0	0	0	0	2	0.4	0.41
41	0.0044	0	1	0	0	0	0	0	2	0.4	0.41
42	0.88	0	0.12	0.00017	0	0	0	0	0	0.33	0.34
43	1	0	0.0018	0	0	0	0	0	0	0.33	0.34
44	0	0	0	0	0	1	0	0.00015	5	0	0.13
45	1	0	0.0025	6e-05	0	0	0	0	0	0.33	0.34
46	0	1	0	0	0	0	0	0	1	0.082	0
47	0.00034	0	1	0	0	0	0	0	2	0.4	0.41
48	0	0	1	0	0	0	0	0	2	0.4	0.41
49	0	0	0.12	0	0.88	0	0	0	4	0.041	0.34
50	0	0	0	0	0	0	0	1	7	0.041	0.084
51	0.01	0	0.99	0	0	0	0	0	2	0.4	0.41
52	0	0	1	0	0	0	0	0	2	0.4	0.41
53	0.43	0	0.57	0.00085	0	0	0	0	2	0.4	0.41
54	0.0081	0	0.99	0	0	0	0	0	2	0.4	0.41
55	0	0	0	0	0	1	0	0.00014	5	0	0.13
56	0.4	0	0.6	3.4e-06	0	0	0	0	2	0.4	0.41
57	0.046	0	0	0.95	0	0	0	0	3	0.29	0.25
58	0.1	0	0.9	0	0	0	0	0	2	0.4	0.41
59	0.017	0	0.98	0	0	0	0	0	2	0.4	0.41
60	0.98	0	0.016	0.00032	0	0	0	0	0	0.33	0.34
61	0	0	0.04	0	3.1e-05	0	0	0.96	7	0.041	0.084
62	0	0	0	0	0	0	0	1	7	0.041	0.084
63	0.93	0	0.071	4.5e-06	0	0	0	0	0	0.33	0.34
64	0.72	0	0.28	0.00036	0	0	0	0	0	0.33	0.34
65	0.18	0	0.82	0	0	0	0	0	2	0.4	0.41
66	0.018	0	0.98	0	0	0	0	0	2	0.4	0.41
67	0	0	0	0	0	1	0	0	5	0	0.13
68	0.15	0	0	0.85	0	0	0	0	3	0.29	0.25
69	0.75	0	0.041	0.21	0	0	0	0	0	0.33	0.34
70	0.99	0	0.006	0.0018	0	0	0	0	0	0.33	0.34
71	0.78	0	0.21	0.013	0	0	0	0	0	0.33	0.34
72	0	0	0	0	0.1	0.9	0	0.00025	5	0	0.13
73	0.0023	0	1	0	0	0	0	0	2	0.4	0.41
74	0	0	0	0	0	0	1	0	6	0.33	0.042
75	0.06	0	0.94	9.2e-06	0	0	0	0	2	0.4	0.41
76	2e-05	0.0052	0	0.00013	0	0	0.99	0	6	0.33	0.042
77	0	0	0	0	0	0	1	0	6	0.33	0.042
78	0	1	0	0	0	0	0	8.7e-05	1	0.082	0
79	0	0	0	0	1	0	0	0	4	0.041	0.34
80	0.0017	0	1	0	0	0	0	0	2	0.4	0.41
81	0.85	0	0.021	0.13	2.6e-05	0	0	0	0	0.33	0.34
82	0.96	0	0.015	0.025	0	0	0	0	0	0.33	0.34
83	0	0	0	0	1	0	0	0	4	0.041	0.34
84	0	0	0	0	0	0	0	1	7	0.041	0.084
85	0.79	0	0.21	0.00069	0	0	0	0	0	0.33	0.34
86	0.6	0	0.016	0.38	0	0	0	0	0	0.33	0.34
87	0.5	0	0.49	0.0099	0	0	0	0	0	0.33	0.34
88	0.99	0	0.00084	0.0086	0	0	0	0	0	0.33	0.34
89	0.043	0	0.96	0	0	0	0	0	2	0.4	0.41
90	0	0	0	0	0	0	1	0	6	0.33	0.042
91	0.83	0	0.055	0.11	4.3e-05	0	0	0	0	0.33	0.34
92	0.52	0	0.48	0.0029	0	0	0	0	0	0.33	0.34
93	0.22	0	0.78	1.6e-05	0	0	0	0	2	0.4	0.41
94	0.47	0	0.53	0.0028	0	0	0	0	2	0.4	0.41
95	0	0	0	0	0.0028	1	0	0.00019	5	0	0.13
96	0	0	0	0	0	1	0	0	5	0	0.13
97	0.55	0	0.43	0.014	0	0	0	0	0	0.33	0.34
98	0.056	0	0.94	0	0	0	0	0	2	0.4	0.41
99	0	0	0	0	0	0	0	1	7	0.041	0.084
100	0.00027	0	1	0	0	0	0	0	2	0.4	0.41
101	0.86	0	0.14	0.00029	0	0	0	0	0	0.33	0.34
102	0.0022	0	1	0	0	0	0	0	2	0.4	0.41
103	0	0	0	0	1	0	0	0	4	0.041	0.34
