SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0.0013	0	0	0	0	0	7.2e-05	0	0	0	0	0	1	0	0	0	0	0	13	0	0.25
1	0.042	0	0	0	0	0.83	0	0	0.0051	0	0	0	0.0046	0	0	0.12	0	0	0	5	0.37	0.38
2	0.015	0	0	0	0	0.43	0	0	0.076	0	0	0	0.07	0	0	0.4	0	0	0	5	0.37	0.38
3	0	9.6e-05	0	0	0	0	0	7.8e-05	0	0	0	0	0	1	0	0	0	0	0	13	0	0.25
4	0.74	0	0	0	0	0.24	0	0	0.0006	0	0	0	0.00054	0	0	0.0094	0	0	0.0088	0	0.33	0.34
5	0.12	0	0	0	0	0.61	0	0	0.018	0	0	0	0.016	0	0	0.24	0	0	9e-05	5	0.37	0.38
6	0.55	0	0	0	0	0.37	0	0	0.01	0	0	0	0.0094	0	0	0.043	0	0	0.014	0	0.33	0.34
7	0.68	0	0	0	0	0.097	0	0	7.4e-05	0	0	0	6.7e-05	0	0	0.0031	0	0	0.22	0	0.33	0.34
8	0	0.24	0.38	0.38	3.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.084
9	0	0	0	0	0	0	0	0	0	0.61	0.07	0.32	0	0	0	0	8.2e-05	0	0	9	0.33	0
10	0.98	0	0	0	0	0.013	0	0	0.00011	0	0	0	0.0001	0	0	2.8e-05	0	0	0.0046	0	0.33	0.34
11	0.00027	0	0	0	0	0.24	0	0	0.24	0	0	0	0.22	0	0	0.3	0	0	0	15	0.4	0.41
12	0.23	0	0	0	0	0.73	0	0	0.0074	0	0	0	0.0067	0	0	0.028	0	0	0	5	0.37	0.38
13	0.46	0	0	0	0	0.46	0	0	0.011	0	0	0	0.0099	0	0	0.056	0	0	0.0028	5	0.37	0.38
14	0.22	0	0	0	0	0.56	0	0	0.032	0	0	0	0.029	0	0	0.16	0	0	0.00061	5	0.37	0.38
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.21	0.042
16	0.96	0	0	0	0	0.042	0	0	2.8e-05	0	0	0	2.5e-05	0	0	8.3e-05	0	0	2.1e-05	0	0.33	0.34
17	0.74	0	0	0	0	0.18	0	0	0.00045	0	0	0	0.00041	0	0	0.0085	0	0	0.076	0	0.33	0.34
18	0.91	0	0	0	0	0.09	0	0	1.2e-06	0	0	0	1.1e-06	0	0	0.0004	0	0	0.00038	0	0.33	0.34
19	4e-06	0	0	0	0	0	0	0	0	0.86	0.022	0.1	0	0	0	0	0.011	0	1.8e-05	9	0.33	0
20	0.94	0	0	0	0	0.064	0	0	2.2e-05	0	0	0	2e-05	0	0	0.0002	0	0	5.2e-05	0	0.33	0.34
21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.041	0.34
22	0.16	0	0	0	0	0.61	0	0	0.032	0	0	0	0.029	0	0	0.18	0	0	6.5e-05	5	0.37	0.38
23	0.17	0	0	0	0	0.59	0	0	0.039	0	0	0	0.035	0	0	0.17	0	0	0.00018	5	0.37	0.38
24	0.17	0	0	0	0	0.58	0	0	0.051	0	0	0	0.047	0	0	0.15	0	0	8.3e-05	5	0.37	0.38
25	0.14	0	0	0	0	0.55	0	0	0.047	0	0	0	0.043	0	0	0.21	0	0	0.0002	5	0.37	0.38
26	0	0.045	0.48	0.48	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.084
27	0.64	0	0	0	0	0.32	0	0	0.0019	0	0	0	0.0017	0	0	0.023	0	0	0.014	0	0.33	0.34
28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.041	0.084
29	0	0.84	0.08	0.08	0.00039	0	0	0	0	0	0	0	0	2.4e-05	0	0	0	0	0	1	0	0.13
30	0	0.97	0.0057	0.0057	2.2e-05	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	1	0	0.13
