SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0	0.4	0	0	0	0.6	0	5	0.041	0.21
1	0.13	0	0.87	0	0	0	0	2	0.4	0.41
2	0.015	0	0.98	0	0	0	0	2	0.4	0.41
3	0	0.23	0	0	0	0.77	0	5	0.041	0.21
4	0.97	0	0.029	0	0	0	0	0	0.33	0.34
5	0.17	0	0.83	0	0	0	0	2	0.4	0.41
6	0.84	0	0.16	0	0	0	0	0	0.33	0.34
7	0.99	0	0.011	0	0	0	0	0	0.33	0.34
8	0	1	0	0	0	0	0	1	0	0.13
9	0	0	0	1	0	0	0	3	0.37	0
10	1	0	6.8e-05	0	0	0	0	0	0.33	0.34
11	0.00038	0	1	0	0	0	0	2	0.4	0.41
12	0.78	0	0.22	0	0	0	0	0	0.33	0.34
13	0.78	0	0.22	0	0	0	0	0	0.33	0.34
14	0.36	0	0.64	0	0	0	0	2	0.4	0.41
15	0	0	0	0	0	0	1	6	0.12	0.042
16	1	0	0.0002	0	0	0	0	0	0.33	0.34
17	0.97	0	0.027	0	0	0	0	0	0.33	0.34
18	1	0	0.001	0	0	0	0	0	0.33	0.34
19	6.2e-06	0	0	1	0	0	4.9e-05	3	0.37	0
20	1	0	0.00051	0	0	0	0	0	0.33	0.34
21	0	0	0	0	0	1	0	5	0.041	0.21
22	0.27	0	0.73	0	0	0	0	2	0.4	0.41
23	0.3	0	0.7	0	0	0	0	2	0.4	0.41
24	0.33	0	0.67	0	0	0	0	2	0.4	0.41
25	0.22	0	0.78	0	0	0	0	2	0.4	0.41
26	0	1	0	0	0	0	0	1	0	0.13
27	0.92	0	0.077	0	0	0	0	0	0.33	0.34
28	0	0	0	0	0	1	0	5	0.041	0.21
29	0	1	0	0	0	8.9e-06	0	1	0	0.13
30	0	1	0	0	0	0.00076	0	1	0	0.13
31	0	0	0	0	1	0	0.00023	4	0.082	0
32	0	0	0	0	0	1	0	5	0.041	0.21
33	0	0	0	0	0	1	0	5	0.041	0.21
34	0.99	0	0.014	0	0	0	0	0	0.33	0.34
35	0.29	0	0.71	0	0	0	0	2	0.4	0.41
36	0.62	0	0.38	0	0	0	0	0	0.33	0.34
37	0	0	0	1	1.3e-06	0	1.5e-05	3	0.37	0
38	0	1	0	0	0	0	0	1	0	0.13
39	0.0047	0	6.9e-06	0	0	0	1	6	0.12	0.042
40	0.023	0	0.98	0	0	0	0	2	0.4	0.41
41	0.005	0	0.99	0	0	0	0	2	0.4	0.41
42	0.89	0	0.11	0	0	0	0	0	0.33	0.34
43	1	0	0.0016	0	0	0	0	0	0.33	0.34
44	0	1	0	0	0	2.1e-06	0	1	0	0.13
45	1	0	0.0022	0	0	0	0	0	0.33	0.34
46	0	0	0	0	1	0	0	4	0.082	0
47	0.00039	0	1	0	0	0	0	2	0.4	0.41
