SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0	0.37	0	0.63	3	0.041	0.21
1	1	0	0	0	0	0.37	0.38
2	1	0	0	0	0	0.37	0.38
3	0	0.21	0	0.79	3	0.041	0.21
4	1	0	0	0	0	0.37	0.38
5	1	0	0	0	0	0.37	0.38
6	1	0	0	0	0	0.37	0.38
7	1	0	0	0	0	0.37	0.38
8	0	1	0	0	1	0	0.13
9	0	0	1	0	2	0.16	0.042
10	1	0	0	0	0	0.37	0.38
11	1	0	0	0	0	0.37	0.38
12	1	0	0	0	0	0.37	0.38
13	1	0	0	0	0	0.37	0.38
14	1	0	0	0	0	0.37	0.38
15	0	0	1	0	2	0.16	0.042
16	1	0	0	0	0	0.37	0.38
17	1	0	0	0	0	0.37	0.38
18	1	0	0	0	0	0.37	0.38
19	0.00029	0	1	0	2	0.16	0.042
20	1	0	0	0	0	0.37	0.38
21	0	0	0	1	3	0.041	0.21
22	1	0	0	0	0	0.37	0.38
23	1	0	0	0	0	0.37	0.38
24	1	0	0	0	0	0.37	0.38
25	1	0	0	0	0	0.37	0.38
26	0	1	0	0	1	0	0.13
27	1	0	0	0	0	0.37	0.38
28	0	0	0	1	3	0.041	0.21
29	0	1	0	1e-05	1	0	0.13
30	0	1	0	0.00086	1	0	0.13
31	0	0	1	0	2	0.16	0.042
32	0	0	0	1	3	0.041	0.21
33	0	0	0	1	3	0.041	0.21
34	1	0	0	0	0	0.37	0.38
35	1	0	0	0	0	0.37	0.38
36	1	0	0	0	0	0.37	0.38
37	0	0	1	0	2	0.16	0.042
38	0	1	0	0	1	0	0.13
39	0	0	1	0	2	0.16	0.042
40	1	0	0	0	0	0.37	0.38
41	1	0	0	0	0	0.37	0.38
42	1	0	0	0	0	0.37	0.38
43	1	0	0	0	0	0.37	0.38
44	0	1	0	2.4e-06	1	0	0.13
45	1	0	0	0	0	0.37	0.38
46	0	0	1	0	2	0.16	0.042
47	1	0	0	0	0	0.37	0.38
48	1	0	0	0	0	0.37	0.38
49	0	0	0	1	3	0.041	0.21
50	0	0	1	0	2	0.16	0.042
51	1	0	0	0	0	0.37	0.38
52	1	0	0	0	0	0.37	0.38
53	1	0	0	0	0	0.37	0.38
54	1	0	0	0	0	0.37	0.38
55	0	1	0	2.4e-06	1	0	0.13
56	1	0	0	0	0	0.37	0.38
57	1	0	0	0	0	0.37	0.38
58	1	0	0	0	0	0.37	0.38
59	1	0	0	0	0	0.37	0.38
60	1	0	0	0	0	0.37	0.38
61	0	0	0.00032	1	3	0.041	0.21
62	0	0	1	0	2	0.16	0.042
63	1	0	0	0	0	0.37	0.38
64	1	0	0	0	0	0.37	0.38
65	1	0	0	0	0	0.37	0.38
66	1	0	0	0	0	0.37	0.38
67	0	1	0	0	1	0	0.13
68	1	0	0	0	0	0.37	0.38
69	1	0	0	0	0	0.37	0.38
70	1	0	0	0	0	0.37	0.38
71	1	0	0	0	0	0.37	0.38
72	0	0.28	0	0.72	3	0.041	0.21
73	1	0	0	0	0	0.37	0.38
74	0	0	1	0	2	0.16	0.042
75	1	0	0	0	0	0.37	0.38
76	4.7e-06	0	1	0	2	0.16	0.042
77	0	0	1	0	2	0.16	0.042
78	0	0	1	0	2	0.16	0.042
79	0	0	0	1	3	0.041	0.21
80	1	0	0	0	0	0.37	0.38
81	1	0	0	1.4e-05	0	0.37	0.38
82	1	0	0	0	0	0.37	0.38
83	0	0.00017	0	1	3	0.041	0.21
84	0	0	0	1	3	0.041	0.21
85	1	0	0	0	0	0.37	0.38
86	1	0	0	0	0	0.37	0.38
87	1	0	0	0	0	0.37	0.38
88	1	0	0	0	0	0.37	0.38
89	1	0	0	0	0	0.37	0.38
90	8.9e-06	0	1	0	2	0.16	0.042
91	1	0	0	3.1e-05	0	0.37	0.38
92	1	0	0	0	0	0.37	0.38
93	1	0	0	0	0	0.37	0.38
94	1	0	0	0	0	0.37	0.38
95	0	0.86	0	0.14	1	0	0.13
96	0	1	0	0	1	0	0.13
97	1	0	0	0	0	0.37	0.38
98	1	0	0	0	0	0.37	0.38
99	0	0	0.99	0.011	2	0.16	0.042
100	1	0	0	0	0	0.37	0.38
101	1	0	0	0	0	0.37	0.38
102	1	0	0	0	0	0.37	0.38
103	0	0	0	1	3	0.041	0.21
