SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0.0013	1	7.1e-05	0	0	0	0	0	0	7	0	0.25
1	0.11	0	0	0	0	0.047	0	0	0	0	0	0	0.047	0.79	0	13	0.4	0.41
2	0.014	0	0	0	0	0.035	0	0	0	0	0	0	0.035	0.92	0	13	0.4	0.41
3	0	0	0	0	0	0	9.6e-05	1	7.7e-05	0	0	0	0	0	0	7	0	0.25
4	0.95	0	0.0077	0	0	0.0042	0	0	0	0	0	0	0.0042	0.03	0	0	0.33	0.34
5	0.16	0	8.3e-05	0	0	0.028	0	0	0	0	0	0	0.028	0.79	0	13	0.4	0.41
6	0.79	0	0.014	0	0	0.024	0	0	0	0	0	0	0.024	0.15	0	0	0.33	0.34
7	0.81	0	0.18	0	0	0.00076	0	0	0	0	0	0	0.00076	0.0091	0	0	0.33	0.34
8	0	0.76	0	3.9e-05	0	0	0.24	0	0	0	0	0	0	0	0	1	0	0.084
9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0046	4	0.37	0
10	0.99	0	0.0032	0	0	0.00097	0	0	0	0	0	0	0.00097	7e-05	0	0	0.33	0.34
11	0.00031	0	0	0	0	0.078	0	0	0	0	0	0	0.078	0.84	0	13	0.4	0.41
12	0.64	0	0	0	0	0.085	0	0	0	0	0	0	0.085	0.19	0	0	0.33	0.34
13	0.72	0	0.003	0	0	0.029	0	0	0	0	0	0	0.029	0.22	0	0	0.33	0.34
14	0.32	0	0.00062	0	0	0.047	0	0	0	0	0	0	0.047	0.58	0	13	0.4	0.41
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.29	0.042
16	1	0	1.5e-05	0	0	0.00075	0	0	0	0	0	0	0.00075	0.00021	0	0	0.33	0.34
17	0.91	0	0.064	0	0	0.0028	0	0	0	0	0	0	0.0028	0.026	0	0	0.33	0.34
18	1	0	0.00029	0	0	0.0001	0	0	0	0	0	0	0.0001	0.0011	0	0	0.33	0.34
19	5.1e-06	0	1.6e-05	0	0.91	0	0	0	0	0	0	0	0	0	0.092	4	0.37	0
20	1	0	3.8e-05	0	0	0.00065	0	0	0	0	0	0	0.00065	0.00053	0	0	0.33	0.34
21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.041	0.34
22	0.24	0	6.7e-05	0	0	0.051	0	0	0	0	0	0	0.051	0.66	0	13	0.4	0.41
23	0.26	0	0.00019	0	0	0.054	0	0	0	0	0	0	0.054	0.64	0	13	0.4	0.41
24	0.27	0	8.9e-05	0	0	0.071	0	0	0	0	0	0	0.071	0.59	0	13	0.4	0.41
25	0.19	0	0.00018	0	0	0.05	0	0	0	0	0	0	0.05	0.71	0	13	0.4	0.41
26	0	0.95	0	0.00013	0	0	0.045	0	0	0	0	0	0	0	0	1	0	0.084
27	0.89	0	0.013	0	0	0.0087	0	0	0	0	0	0	0.0087	0.077	0	0	0.33	0.34
28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.041	0.084
29	0	0.16	0	0.00046	0	0	0.84	2.4e-05	0	0	0	0	0	0	0	6	0	0.13
30	0	0.011	0	2.6e-05	0	0	0.97	0.023	0	0	0	0	0	0	0	6	0	0.13
31	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	9	0.082	0
32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.041	0.34
33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.041	0.34
34	0.92	0	0.063	0	0	0.0018	0	0	0	0	0	0	0.0018	0.013	0	0	0.33	0.34
35	0.24	0	0	0	0	0.079	0	0	0	0	0	0	0.079	0.6	0	13	0.4	0.41
36	0.57	0	0.0044	0	0	0.027	0	0	0	0	0	0	0.027	0.37	0	0	0.33	0.34
37	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0.015	4	0.37	0
38	0	0.95	0	0.00059	0	0	0.045	0	0	0	0	0	0	0	0	1	0	0.084
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.29	0.042
40	0.016	0	0	0	0	0.13	0	0	0	0	0	0	0.13	0.72	0	13	0.4	0.41
41	0.0047	0	0	0	0	0.015	0	0	0	0	0	0	0.015	0.97	0	13	0.4	0.41
42	0.83	0	0.00017	0	0	0.03	0	0	0	0	0	0	0.03	0.11	0	0	0.33	0.34
43	0.99	0	0	0	0	0.0024	0	0	0	0	0	0	0.0024	0.0017	0	0	0.33	0.34
44	0	0.18	0	0.00032	0	0	0.82	4.5e-06	0	0	0	0	0	0	0	6	0	0.13
45	0.99	0	6.2e-05	0	0	0.0028	0	0	0	0	0	0	0.0028	0.0023	0	0	0.33	0.34
