SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0	0	1	0	0	0	6e-05	0	0	4	0	0.25
1	0.13	0.064	0	0	0	0.79	0	0.02	0	0	0	5	0.4	0.41
2	0.015	0.0045	0	0	0	0.88	0	0.1	0	0	0	5	0.4	0.41
3	0	0	0	0	1	0	0	0	6.6e-05	0	0	4	0	0.25
4	0.87	0.1	0	0	0	0.024	0	0.00092	0	0	0	0	0.33	0.34
5	0.17	0.051	0	0	0	0.75	0	0.034	0	0	0	5	0.4	0.41
6	0.79	0.058	0	0	0	0.13	0	0.019	0	0	0	0	0.33	0.34
7	0.85	0.14	0	0	0	0.0083	0	0.00012	0	0	0	0	0.33	0.34
8	0	0	0	1	0	0	0	0	0	0	2.6e-05	3	0	0.084
9	0	0	0.0046	0	0	0	0	0	0	1	0	9	0.37	0
10	1	0.003	0	0	0	6.1e-05	0	0.00015	0	0	0	0	0.33	0.34
11	0.00028	9e-05	0	0	0	0.67	0	0.33	0	0	0	5	0.4	0.41
12	0.71	0.069	0	0	0	0.19	0	0.031	0	0	0	0	0.33	0.34
13	0.72	0.071	0	0	0	0.19	0	0.022	0	0	0	0	0.33	0.34
14	0.34	0.045	0	0	0	0.54	0	0.068	0	0	0	5	0.4	0.41
15	0	0	1	0	0	0	0	0	0	0	0	2	0.29	0.042
16	0.98	0.016	0	0	0	0.00018	0	3.8e-05	0	0	0	0	0.33	0.34
17	0.87	0.11	0	0	0	0.021	0	0.0007	0	0	0	0	0.33	0.34
18	0.72	0.28	0	0	0	0.00068	0	1.2e-06	0	0	0	0	0.33	0.34
19	5.4e-06	0	0.092	0	0	0	0	0	0	0.91	0	9	0.37	0
20	0.96	0.038	0	0	0	0.00045	0	3e-05	0	0	0	0	0.33	0.34
21	0	0	0	0	0	0	0	0	1	0	0	8	0.041	0.34
22	0.26	0.039	0	0	0	0.63	0	0.07	0	0	0	5	0.4	0.41
23	0.28	0.04	0	0	0	0.6	0	0.084	0	0	0	5	0.4	0.41
24	0.3	0.031	0	0	0	0.56	0	0.12	0	0	0	5	0.4	0.41
25	0.21	0.029	0	0	0	0.67	0	0.091	0	0	0	5	0.4	0.41
26	0	0	0	1	0	0	0	0	0	0	7e-05	3	0	0.084
27	0.83	0.1	0	0	0	0.062	0	0.0032	0	0	0	0	0.33	0.34
28	0	0	0	0	0	0	0	0	0	0	1	10	0.041	0.084
29	0	0	0	1	8.6e-05	0	0	0	0	0	0.0014	3	0	0.084
30	0	0	0	0.45	0.55	0	0	0	0	0	0.00053	4	0	0.25
31	0	0	0	0	0	0	1	0	0	0	0	6	0.082	0
32	0	0	0	0	0	0	0	0	1	0	0	8	0.041	0.34
33	0	0	0	0	0	0	0	0	1	0	0	8	0.041	0.34
34	0.93	0.056	0	0	0	0.012	0	0.0006	0	0	0	0	0.33	0.34
35	0.28	0.034	0	0	0	0.62	0	0.067	0	0	0	5	0.4	0.41
36	0.59	0.045	0	0	0	0.33	0	0.038	0	0	0	0	0.33	0.34
37	0	0	0.015	0	0	0	1.3e-06	0	0	0.99	0	9	0.37	0
38	0	0	0	1	0	0	0	0	0	0	0.00031	3	0	0.084
39	0	0	1	0	0	0	0	0	0	0	0	2	0.29	0.042
40	0.016	0.0017	0	0	0	0.61	0	0.37	0	0	0	5	0.4	0.41
41	0.0054	0.0055	0	0	0	0.97	0	0.023	0	0	0	5	0.4	0.41
42	0.84	0.055	0	0	0	0.095	0	0.015	0	0	0	0	0.33	0.34
43	0.98	0.02	0	0	0	0.0014	0	0.00019	0	0	0	0	0.33	0.34
44	0	0	0	1	1.5e-05	0	0	0	0	0	0.00091	3	0	0.084
45	0.97	0.029	0	0	0	0.002	0	0.00032	0	0	0	0	0.33	0.34
46	0	0	0	0	0	0	1	0	0	0	0	6	0.082	0
47	0.0004	0.00037	0	0	0	0.94	0	0.062	0	0	0	5	0.4	0.41
48	0	0.4	0	0	0	0.6	0	0	0	0	0	5	0.4	0.41
49	0	0	0	0	0	0.12	0	0	0.88	0	0	8	0.041	0.34
50	0	0	9.5e-06	0	0	0	0	0	0	0	1	10	0.041	0.084
51	0.012	0.022	0	0	0	0.96	0	0.0042	0	0	0	5	0.4	0.41
52	0	0.094	0	0	0	0.91	0	0	0	0	0	5	0.4	0.41
53	0.4	0.026	0	0	0	0.42	0	0.15	0	0	0	5	0.4	0.41
54	0.0098	0.038	0	0	0	0.95	0	0.0017	0	0	0	5	0.4	0.41
55	0	0	0	1	3.5e-05	0	0	0	0	0	0.00048	3	0	0.084
56	0.41	0.065	0	0	0	0.48	0	0.045	0	0	0	5	0.4	0.41
57	0.99	0.0066	0	0	0	2.7e-06	0	0	0	0	0	0	0.33	0.34
58	0.11	0.071	0	0	0	0.81	0	0.0064	0	0	0	5	0.4	0.41
59	0.01	0.00079	0	0	0	0.47	0	0.52	0	0	0	7	0.35	0.43
60	0.95	0.037	0	0	0	0.012	0	0.0027	0	0	0	0	0.33	0.34
61	0	0	0	0	0	0.034	0	0	2.6e-05	0	0.97	10	0.041	0.084
62	0	0	0	0	0	0	0	0	0	0	1	10	0.041	0.084
63	0.76	0.2	0	0	0	0.046	0	0.00026	0	0	0	0	0.33	0.34
64	0.66	0.13	0	0	0	0.2	0	0.0079	0	0	0	0	0.33	0.34
65	0.19	0.031	0	0	0	0.68	0	0.1	0	0	0	5	0.4	0.41
66	0.011	0.00077	0	0	0	0.47	0	0.52	0	0	0	7	0.35	0.43
67	0	0	0	1	3.8e-05	0	0	0	0	0	0	3	0	0.084
68	1	0.0034	0	0	0	1.8e-06	0	1.2e-06	0	0	0	0	0.33	0.34
69	0.86	0.1	0	0	0	0.037	0	0.0018	0	0	0	0	0.33	0.34
