SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	0	0.0013	0	7.2e-05	0	0	0	0	0	0	1	0	0	0	13	0	0.25
1	0.054	0	0	0	0	0.01	0	0	0	0.8	0	0	0	0	0	0.14	0	9	0.37	0.38
2	0.018	0	0	0	0	0.15	0	0	0	0.4	0	0	0	0	0	0.44	0	15	0.4	0.41
3	0	0	0	0	9.6e-05	0	7.8e-05	0	0	0	0	0	0	1	0	0	0	13	0	0.25
4	0.8	0	0	0	0	0.001	0	0	0	0.19	0	0	0	0	0	0.009	0	0	0.33	0.34
5	0.14	0	0	0	0	0.034	0	0	0	0.56	0	0	0	0	0	0.26	0	9	0.37	0.38
6	0.63	0	0	0	0	0.018	0	0	0	0.31	0	0	0	0	0	0.044	0	0	0.33	0.34
7	0.9	0	0	0	0	0.00015	0	0	0	0.097	0	0	0	0	0	0.0037	0	0	0.33	0.34
8	0	0.38	0.38	0	0.24	0	0	3.3e-05	0	0	0	0	0	0	0	0	0	1	0	0.084
9	0	0	0	8.2e-05	0	0	0	0	0.61	0	0	0.32	0	0	0.07	0	0	8	0.33	0
10	0.99	0	0	0	0	0.00018	0	0	0	0.0097	0	0	0	0	0	2.5e-05	0	0	0.33	0.34
11	0.00033	0	0	0	0	0.45	0	0	0	0.22	0	0	0	0	0	0.33	0	5	0.35	0.43
12	0.28	0	0	0	0	0.014	0	0	0	0.68	0	0	0	0	0	0.03	0	9	0.37	0.38
13	0.53	0	0	0	0	0.02	0	0	0	0.4	0	0	0	0	0	0.058	0	0	0.33	0.34
14	0.26	0	0	0	0	0.061	0	0	0	0.51	0	0	0	0	0	0.17	0	9	0.37	0.38
15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.042
16	0.97	0	0	0	0	4.4e-05	0	0	0	0.032	0	0	0	0	0	7.5e-05	0	0	0.33	0.34
17	0.84	0	0	0	0	0.0008	0	0	0	0.15	0	0	0	0	0	0.0086	0	0	0.33	0.34
18	0.93	0	0	0	0	1.9e-06	0	0	0	0.069	0	0	0	0	0	0.00037	0	0	0.33	0.34
19	4.8e-06	0	0	0.011	0	0	0	0	0.86	0	0	0.1	0	0	0.022	0	0	8	0.33	0
