SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
0	0	0.92	0.046	0.0088	0.00052	0	1.5e-05	0	0	0	0.00052	0	0.023	0	0	1	0.18	0.47	0.43
1	0	0.86	0.00017	0.0073	0.066	0	0	0	0	0	0.066	0	0	6.5e-06	0	1	0.18	0.47	0.43
2	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	4	0.091	0.42	0.4
3	0	0.96	0.043	1.4e-05	0	0	0	0	0	0	0	0	0.00036	0	0	1	0.18	0.47	0.43
4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.06	0.044	0.082
5	0	0.015	0.0011	0.98	0	0	0	0	0	0	0	0	0	0	0	3	0.25	0.4	0.35
6	0	0.84	0.0064	0.0012	0.071	0	3.8e-05	0	0	0	0.071	0	0.014	0	0	1	0.18	0.47	0.43
7	0	0	0	0	0	0	0	0	0.51	0	0	0	0.49	0	0	8	0	0	0.12
8	0	1	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	1	0.18	0.47	0.43
9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.06	0.044	0.082
10	0	0.82	0.0089	0.0074	0.08	0	1.1e-05	0	0	0	0.08	1.9e-06	0.0046	0.00039	0	1	0.18	0.47	0.43
11	0	0.78	0.011	0.062	0.059	0	2.8e-06	0	0	0	0.059	0	0.00023	0.025	0	1	0.18	0.47	0.43
12	0	0	0.83	0	0	0	0	0.17	0	0	0	0	0	0	0	2	0.25	0.44	0.43
13	0	0.069	8.3e-06	2.1e-06	0.47	0	0	0	0	0	0.47	0	0.00013	0	0	4	0.091	0.42	0.4
14	0	0.99	0.00059	0	0	0	0.0002	0	0	0	0	0	0.012	0	0	1	0.18	0.47	0.43
15	0	0.99	0.0056	0	0	0	0.00026	0	0	0	0	0.00018	0.00052	0	0	1	0.18	0.47	0.43
16	0	0.94	0.00013	0	0	0	0	0	0	0	0	0	0.062	0	0	1	0.18	0.47	0.43
17	0	0.74	0.26	0	0	0	0.00015	0	0	0	0	0	0.0011	0	0	1	0.18	0.47	0.43
18	0	1	0.0014	3.6e-06	9.6e-06	0	0	0	0	0	9.6e-06	0	0.0019	0	0	1	0.18	0.47	0.43
19	0	0	0	0	0	0	0.92	0	0	0	0	0.084	0	0	0	6	0.25	0.6	0.63
