SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
0	0.12	0.81	0	0	0	8.2e-06	0.028	0	0.045	0	0	0	1	0.18	0.44	0.43
1	0.13	0.026	0	0	0	0	0	0	0.47	0	0.37	0	8	0.14	0.4	0.37
2	0	0	0	0	0	0	0	0	4e-05	1	0.00019	0	9	0.25	0.8	0.72
3	0.12	0.88	0	0	0	0	0.0008	0	4.2e-05	0	0	0	1	0.18	0.44	0.43
4	0	0	0	0	1	0	0	0	0	0	0	0	4	0.1	0.044	0.041
5	0.54	0.23	0	0	0	0	0	0	0.24	0	0	0	0	0.18	0.49	0.4
6	0.16	0.65	0	0	0	0.00012	0.019	0	0.17	0	0.00016	0	1	0.18	0.44	0.43
7	0	0	0	0	0	0	0.53	0.47	0	0	0	0	6	0.18	0.4	0.54
8	1	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.49	0.4
9	0	0	0	0	1	0	0	0	0	0	0	0	4	0.1	0.044	0.041
10	0.14	0.36	0	0	0	1.5e-05	0.0035	0	0.49	0.0024	0.0088	0	8	0.14	0.4	0.37
11	0.12	0.15	0	0	0	0	7.6e-05	0	0.57	0.0017	0.17	0	8	0.14	0.4	0.37
12	0	0	0	0	1	0	0	0	0	0	0	0	4	0.1	0.044	0.041
13	0.011	0.12	0	0	0	0	0.00025	0	0.86	0.01	1.2e-05	0	8	0.14	0.4	0.37
14	0.2	0.75	0	0	0	0.0079	0.038	0	0	0	0	0	1	0.18	0.44	0.43
15	0.16	0.83	0	0	0	0	0.00042	0	0	0	0	0	1	0.18	0.44	0.43
16	0.034	0.9	0	0	0	0	0.069	0	0	0	0	0	1	0.18	0.44	0.43
17	0.37	0.63	0	0	0	1.1e-05	0.002	0	0	0	0	0	1	0.18	0.44	0.43
18	0.057	0.93	0	0	0	0	0.0027	0	0.0059	0	0	0	1	0.18	0.44	0.43
