SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	0	1	0	0	1	0.84	0.84	0.86	0.85
1	0	1	0	0	1	0.84	0.84	0.86	0.85
2	0	1	0	0	1	0.84	0.84	0.86	0.85
3	0	0	1	0	2	0.65	0.093	0.86	0.094
4	0	1	0	0	1	0.84	0.84	0.86	0.85
5	0	1	0	0	1	0.84	0.84	0.86	0.85
6	1	0	0	0	0	0.036	0.28	0.031	0.12
7	0	1	0	0	1	0.84	0.84	0.86	0.85
8	0	1	0	0	1	0.84	0.84	0.86	0.85
9	1	0	0	0	0	0.036	0.28	0.031	0.12
10	0	1	0	0	1	0.84	0.84	0.86	0.85
11	0	1	0	0	1	0.84	0.84	0.86	0.85
12	0	1	0	0	1	0.84	0.84	0.86	0.85
13	0	1	0	0	1	0.84	0.84	0.86	0.85
14	0	1	0	0	1	0.84	0.84	0.86	0.85
15	0	1	0	0	1	0.84	0.84	0.86	0.85
16	0	1	0	0	1	0.84	0.84	0.86	0.85
17	0	1	0	0	1	0.84	0.84	0.86	0.85
18	0	1	0	0	1	0.84	0.84	0.86	0.85
19	1	0	0	0	0	0.036	0.28	0.031	0.12
20	0	1	0	0	1	0.84	0.84	0.86	0.85
21	0	1	0	0	1	0.84	0.84	0.86	0.85
22	0	1	0	0	1	0.84	0.84	0.86	0.85
23	0	1	0	0	1	0.84	0.84	0.86	0.85
24	0	1	0	0	1	0.84	0.84	0.86	0.85
25	0	1	0	0	1	0.84	0.84	0.86	0.85
26	0	1	0	0	1	0.84	0.84	0.86	0.85
27	0	1	0	0	1	0.84	0.84	0.86	0.85
28	0	1	0	0	1	0.84	0.84	0.86	0.85
29	0	1	0	0	1	0.84	0.84	0.86	0.85
30	0	1	0	0	1	0.84	0.84	0.86	0.85
31	0	1	0	0	1	0.84	0.84	0.86	0.85
32	0	1	0	0	1	0.84	0.84	0.86	0.85
33	0	1	0	0	1	0.84	0.84	0.86	0.85
34	0	1	0	0	1	0.84	0.84	0.86	0.85
35	0	1	0	0	1	0.84	0.84	0.86	0.85
36	0	1	0	0	1	0.84	0.84	0.86	0.85
37	0	1	0	0	1	0.84	0.84	0.86	0.85
38	0	1	0	0	1	0.84	0.84	0.86	0.85
39	0	1	0	0	1	0.84	0.84	0.86	0.85
40	0	1	0	0	1	0.84	0.84	0.86	0.85
41	0	1	0	0	1	0.84	0.84	0.86	0.85
42	0	1	0	0	1	0.84	0.84	0.86	0.85
43	0	1	0	0	1	0.84	0.84	0.86	0.85
44	0	1	0	0	1	0.84	0.84	0.86	0.85
45	0	1	0	0	1	0.84	0.84	0.86	0.85
46	0	1	0	0	1	0.84	0.84	0.86	0.85
47	0	1	0	0	1	0.84	0.84	0.86	0.85
48	0	1	0	0	1	0.84	0.84	0.86	0.85
49	0	1	0	0	1	0.84	0.84	0.86	0.85
50	0	1	0	0	1	0.84	0.84	0.86	0.85
51	0	1	0	0	1	0.84	0.84	0.86	0.85
52	0	1	0	0	1	0.84	0.84	0.86	0.85
53	0	1	0	0	1	0.84	0.84	0.86	0.85
54	0	1	0	0	1	0.84	0.84	0.86	0.85
55	0	1	0	0	1	0.84	0.84	0.86	0.85
56	0	1	0	0	1	0.84	0.84	0.86	0.85
57	0	1	0	0	1	0.84	0.84	0.86	0.85
58	0	1	0	0	1	0.84	0.84	0.86	0.85
59	0	1	0	0	1	0.84	0.84	0.86	0.85
60	0	1	0	0	1	0.84	0.84	0.86	0.85
61	0	1	0	0	1	0.84	0.84	0.86	0.85
62	0	1	0	0	1	0.84	0.84	0.86	0.85
63	0	1	0	0	1	0.84	0.84	0.86	0.85
64	1	0	0	0	0	0.036	0.28	0.031	0.12
65	1	0	0	0	0	0.036	0.28	0.031	0.12
66	0	1	0	0	1	0.84	0.84	0.86	0.85
67	0	1	0	0	1	0.84	0.84	0.86	0.85
68	0	1	0	0	1	0.84	0.84	0.86	0.85
69	0	1	0	0	1	0.84	0.84	0.86	0.85
70	0	1	0	0	1	0.84	0.84	0.86	0.85
71	0	1	0	0	1	0.84	0.84	0.86	0.85
72	0	1	0	0	1	0.84	0.84	0.86	0.85
73	0	1	0	0	1	0.84	0.84	0.86	0.85
74	0	1	0	0	1	0.84	0.84	0.86	0.85
75	0	1	0	0	1	0.84	0.84	0.86	0.85
76	0	1	0	0	1	0.84	0.84	0.86	0.85
77	0	1	0	0	1	0.84	0.84	0.86	0.85
78	0	1	0	0	1	0.84	0.84	0.86	0.85
79	0	1	0	0	1	0.84	0.84	0.86	0.85
80	0	1	0	0	1	0.84	0.84	0.86	0.85
81	0	1	0	0	1	0.84	0.84	0.86	0.85
82	0	1	0	0	1	0.84	0.84	0.86	0.85
83	0	1	0	0	1	0.84	0.84	0.86	0.85
84	0	1	0	0	1	0.84	0.84	0.86	0.85
85	0	0	0	1	3	0	0	0.11	0
86	0	1	0	0	1	0.84	0.84	0.86	0.85
87	0	1	0	0	1	0.84	0.84	0.86	0.85
88	0	1	0	0	1	0.84	0.84	0.86	0.85
89	0	1	0	0	1	0.84	0.84	0.86	0.85
90	1	0	0	0	0	0.036	0.28	0.031	0.12
91	0	1	0	0	1	0.84	0.84	0.86	0.85
92	0	1	0	0	1	0.84	0.84	0.86	0.85
93	0	1	0	0	1	0.84	0.84	0.86	0.85
94	1	0	0	0	0	0.036	0.28	0.031	0.12
95	0	1	0	0	1	0.84	0.84	0.86	0.85
96	0	1	0	0	1	0.84	0.84	0.86	0.85
97	0	1	0	0	1	0.84	0.84	0.86	0.85
98	0	1	0	0	1	0.84	0.84	0.86	0.85
99	0	1	0	0	1	0.84	0.84	0.86	0.85
100	0	1	0	0	1	0.84	0.84	0.86	0.85
101	0	0	0	1	3	0	0	0.11	0
102	0	0	1	0	2	0.65	0.093	0.86	0.094
103	0	0	1	0	2	0.65	0.093	0.86	0.094
104	0	1	0	0	1	0.84	0.84	0.86	0.85
105	0	1	0	0	1	0.84	0.84	0.86	0.85
106	0	1	0	0	1	0.84	0.84	0.86	0.85
107	1	0	0	0	0	0.036	0.28	0.031	0.12
108	0	1	0	0	1	0.84	0.84	0.86	0.85
109	0	1	0	0	1	0.84	0.84	0.86	0.85
110	0	1	0	0	1	0.84	0.84	0.86	0.85
111	0	1	0	0	1	0.84	0.84	0.86	0.85
112	0	1	0	0	1	0.84	0.84	0.86	0.85
113	0	1	0	0	1	0.84	0.84	0.86	0.85
114	0	0	0	1	3	0	0	0.11	0
115	0	1	0	0	1	0.84	0.84	0.86	0.85
116	0	1	0	0	1	0.84	0.84	0.86	0.85
117	0	1	0	0	1	0.84	0.84	0.86	0.85
118	0	1	0	0	1	0.84	0.84	0.86	0.85
119	0	1	0	0	1	0.84	0.84	0.86	0.85
120	0	1	0	0	1	0.84	0.84	0.86	0.85
121	0	1	0	0	1	0.84	0.84	0.86	0.85
122	0	0	0	1	3	0	0	0.11	0
123	0	1	0	0	1	0.84	0.84	0.86	0.85
124	0	1	0	0	1	0.84	0.84	0.86	0.85
125	0	1	0	0	1	0.84	0.84	0.86	0.85
126	1	0	0	0	0	0.036	0.28	0.031	0.12
127	0	1	0	0	1	0.84	0.84	0.86	0.85
128	0	1	0	0	1	0.84	0.84	0.86	0.85
129	0	1	0	0	1	0.84	0.84	0.86	0.85
130	0	1	0	0	1	0.84	0.84	0.86	0.85
131	0	1	0	0	1	0.84	0.84	0.86	0.85
132	1	0	0	0	0	0.036	0.28	0.031	0.12
133	0	1	0	0	1	0.84	0.84	0.86	0.85
134	0	1	0	0	1	0.84	0.84	0.86	0.85
135	0	1	0	0	1	0.84	0.84	0.86	0.85
136	0	1	0	0	1	0.84	0.84	0.86	0.85
137	1	0	0	0	0	0.036	0.28	0.031	0.12
138	0	1	0	0	1	0.84	0.84	0.86	0.85
139	0	1	0	0	1	0.84	0.84	0.86	0.85
140	0	1	0	0	1	0.84	0.84	0.86	0.85
141	0	1	0	0	1	0.84	0.84	0.86	0.85
142	0	1	0	0	1	0.84	0.84	0.86	0.85
143	0	1	0	0	1	0.84	0.84	0.86	0.85
144	0	1	0	0	1	0.84	0.84	0.86	0.85
145	1	0	0	0	0	0.036	0.28	0.031	0.12
146	0	1	0	0	1	0.84	0.84	0.86	0.85
147	0	1	0	0	1	0.84	0.84	0.86	0.85
148	1	0	0	0	0	0.036	0.28	0.031	0.12
149	0	1	0	0	1	0.84	0.84	0.86	0.85
150	0	0	0	1	3	0	0	0.11	0
151	0	1	0	0	1	0.84	0.84	0.86	0.85
152	0.84	0	0.16	0	0	0.036	0.28	0.031	0.12
153	0	1	0	0	1	0.84	0.84	0.86	0.85
154	0	1	0	0	1	0.84	0.84	0.86	0.85
155	0	1	0	0	1	0.84	0.84	0.86	0.85
156	1	0	0	0	0	0.036	0.28	0.031	0.12
157	0	1	0	0	1	0.84	0.84	0.86	0.85
158	0	1	0	0	1	0.84	0.84	0.86	0.85
159	0	1	0	0	1	0.84	0.84	0.86	0.85
160	0	1	0	0	1	0.84	0.84	0.86	0.85
161	0	1	0	0	1	0.84	0.84	0.86	0.85
162	0	1	0	0	1	0.84	0.84	0.86	0.85
163	0	1	0	0	1	0.84	0.84	0.86	0.85
164	0	1	0	0	1	0.84	0.84	0.86	0.85
165	1	0	0	0	0	0.036	0.28	0.031	0.12
166	0	1	0	0	1	0.84	0.84	0.86	0.85
167	0	1	0	0	1	0.84	0.84	0.86	0.85
168	0	1	0	0	1	0.84	0.84	0.86	0.85
169	0	1	0	0	1	0.84	0.84	0.86	0.85
170	0	1	0	0	1	0.84	0.84	0.86	0.85
171	0	1	0	0	1	0.84	0.84	0.86	0.85
172	0	1	0	0	1	0.84	0.84	0.86	0.85
173	0	1	0	0	1	0.84	0.84	0.86	0.85
174	1	0	0	0	0	0.036	0.28	0.031	0.12
175	0	1	0	0	1	0.84	0.84	0.86	0.85
176	0	1	0	0	1	0.84	0.84	0.86	0.85
177	0	1	0	0	1	0.84	0.84	0.86	0.85
178	0	1	0	0	1	0.84	0.84	0.86	0.85
179	0	1	0	0	1	0.84	0.84	0.86	0.85
180	0	1	0	0	1	0.84	0.84	0.86	0.85
181	0	1	0	0	1	0.84	0.84	0.86	0.85
182	0	1	0	0	1	0.84	0.84	0.86	0.85
183	0	1	0	0	1	0.84	0.84	0.86	0.85
184	0	1	0	0	1	0.84	0.84	0.86	0.85
185	0	1	0	0	1	0.84	0.84	0.86	0.85
