SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0.00055	0.0013	0.00064	0	0.81	0	0.00057	0	0	0.0018	0	0	0.022	0.14	0	0	0	0.023	0.0028	4	0.84	0.84	0.86	0.85
1	5.3e-05	0.00029	0.0015	0	0.81	0	5.5e-05	0	0	0.00041	0	0	0.011	0.14	0	0	2.4e-06	0.028	0.0067	4	0.84	0.84	0.86	0.85
2	0.0015	0.0035	0.0011	0	0.8	0	0.0015	0	0	0.0049	0	0	0.026	0.14	0	0	0	0.019	0.002	4	0.84	0.84	0.86	0.85
3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.11	0	0.093	0
4	0.0023	0.01	0.049	0	0.77	0	0.0023	0	0	0.014	0	0	0.0082	0.13	0	0	1.4e-06	0.011	0.0017	4	0.84	0.84	0.86	0.85
5	3.7e-05	3.5e-05	8.1e-05	0	0.83	0	3.8e-05	0	0	5e-05	0	0	0.0076	0.14	0	0	0	0.016	0.0028	4	0.84	0.84	0.86	0.85
6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.16	0.047	0.067
7	0.00084	0.0038	0.015	0	0.81	0	0.00087	0	0	0.0053	0	0	0.011	0.14	0	0	1.9e-05	0.019	0.0023	4	0.84	0.84	0.86	0.85
8	0.0025	0.0011	0.0067	0	0.81	0	0.0026	2e-06	0	0.0016	0	0	0.012	0.14	0	0	0.003	0.021	0.0022	4	0.84	0.84	0.86	0.85
9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.16	0.047	0.067
10	8.8e-06	0	4e-06	0	0.84	0	9.1e-06	0	0	0	0	0	0.0034	0.14	0	0	0	0.0094	0.0037	4	0.84	0.84	0.86	0.85
11	0	0	0	0	0.85	0	0	0	0	0	0	0	0.00083	0.15	0	0	0	0.00054	0.0018	4	0.84	0.84	0.86	0.85
12	0.0019	0.0039	0.042	0	0.79	0	0.002	0	0	0.0055	0	0	0.0076	0.13	0	0	0.0013	0.014	0.0023	4	0.84	0.84	0.86	0.85
13	0.042	1.8e-06	5.8e-05	0	0.75	0	0.043	0	0	2.6e-06	0	0	0.0044	0.13	0	0	0.024	0.0041	0.0023	4	0.84	0.84	0.86	0.85
14	0	0	0	0	0.81	0	0	0	0	0	0	0	0.029	0.14	0	0	2.7e-06	0.025	0.0022	4	0.84	0.84	0.86	0.85
15	0	0	0	0	0.81	0	0	0	0	0	0	0	0.016	0.14	0	0	0.0041	0.027	0.0045	4	0.84	0.84	0.86	0.85
16	0	0	0	0	0.85	0	0	0	0	0	0	0	0.0007	0.15	0	0	0	9.1e-05	0.00036	4	0.84	0.84	0.86	0.85
17	0	0	0	0	0.85	0	0	0	0	0	0	0	0.0039	0.14	0	0	0	0.0014	0.00098	4	0.84	0.84	0.86	0.85
18	0.00011	1.7e-06	2.8e-05	0	0.82	0	0.00012	0	0	2.4e-06	0	0	0.0064	0.14	0	0	0.0089	0.02	0.0041	4	0.84	0.84	0.86	0.85
19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.16	0.047	0.067
20	0.0067	0.00063	0.0095	0	0.81	0	0.0069	1.2e-06	0	0.00089	0	0	0.0086	0.14	0	0	0.0061	0.015	0.0023	4	0.84	0.84	0.86	0.85
21	0.00075	5.5e-06	0.00016	0	0.84	0	0.00078	0	0	7.7e-06	0	0	0.0047	0.14	0	0	0.00079	0.011	0.0032	4	0.84	0.84	0.86	0.85
22	2.7e-05	5.8e-06	1.5e-05	0	0.8	0	2.8e-05	0	0	8.1e-06	0	0	0.013	0.14	0	0	0.012	0.038	0.0038	4	0.84	0.84	0.86	0.85
23	0.00017	0	0	0	0.81	0	0.00018	0	0	0	0	0	0.01	0.14	0	0	0.02	0.018	0.0024	4	0.84	0.84	0.86	0.85
24	0	0	0	0	0.58	0	0	0	0	0	0	0	0.13	0.1	0	0	0	0.18	0.0026	4	0.84	0.84	0.86	0.85
25	0	0	0	0	0.82	0	0	0	0	0	0	0	0.014	0.14	0	0	0.0015	0.016	0.003	4	0.84	0.84	0.86	0.85
26	0	0	0	0	0.83	0	0	0	0	0	0	0	0.0064	0.14	0	0	2.6e-05	0.018	0.0074	4	0.84	0.84	0.86	0.85
27	0	0	0	0	0.83	0	0	0	0	0	0	0	0.0081	0.14	0	0	6.2e-05	0.015	0.0049	4	0.84	0.84	0.86	0.85
28	0	0	0	0	0.81	0	0	0	0	0	0	0	0.017	0.14	0	0	0.004	0.025	0.0039	4	0.84	0.84	0.86	0.85
29	0	0	0	0	0.83	0	0	0	0	0	0	0	0.0065	0.14	0	0	0.0015	0.018	0.0076	4	0.84	0.84	0.86	0.85
30	0	0	0	0	0.78	0	0	0	0	0	0	0	0.025	0.13	0	0	0.00012	0.06	0.0061	4	0.84	0.84	0.86	0.85
