SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0.0053	0.53	0	0	0	1.2e-05	0	6.6e-05	0.01	0	0	0	0.46	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
1	0.15	0.85	0	0	0	0	0	0	4e-05	0	0	0	0.00042	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
2	0	0	0	0	0	0	0	0	0	1	0	9e-06	0	0	0	0	0	0	0	9	0	0	0.15	0
3	0.9	0.00012	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.00014	0	0	0.0011	0	0.25	0.2	0.33	0.13
4	1	1.8e-05	0	0	0	0	0	1.6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0.058	0	0
6	0.098	1.4e-05	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0.00033	0	0	0	7	0.36	0.37	0.37	0.27
7	0.023	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	7	0.36	0.37	0.37	0.27
8	0.18	0.22	0	0	0	0	0	0.0029	7.8e-05	0	0	0	0.00042	0	0	0	0	0	0.6	18	0.32	0.14	0.11	0.13
9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
10	0	0.011	0	0	0	0	7.5e-05	0.47	4.8e-06	0	0	0	0.52	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
12	0	0	1	0	3.1e-05	0	0	0	0	0	0	0	0	0.0044	0	2.9e-05	0	0	0	2	0.14	0	0	0
13	0	0	0	0	0	0.0035	0	0	0	0	0.16	0	6.1e-06	0	0.84	0	0	0	0	14	0	0.087	0	0.089
14	0.19	0.6	0	0	0	0.00016	0	0.00014	0.073	0	0	0	0.13	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
15	0.82	0.17	0	0	0	0.00032	0	0.00027	0.0036	0	0	0	0.0097	0	0	0	0	0	0.00011	0	0.25	0.2	0.33	0.13
16	0.13	0.62	0	0	0	0.001	0	0.0006	0.035	0	0	0	0.22	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
18	0.0011	0.17	0	0	0	5.3e-05	0	0.14	0.011	0	0	0	0.68	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
19	0.0042	0.56	0	0	0	4.6e-05	0	9.5e-05	0.012	0	0	0	0.43	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
20	0.064	0.67	0	0	0	0.003	0	0.013	0.0097	0	0	0	0.24	0	0	0.0016	0	0	0.0024	1	0.32	0.23	0.33	0.2
21	2.3e-05	0.13	0	0	0	0	9.1e-06	0.34	0.02	0	0	0	0.51	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
24	0.26	0.65	0	0	0	0.00037	0	0.013	0.0056	0	0	0	0.073	0	0	4.5e-06	0	0	1.8e-05	1	0.32	0.23	0.33	0.2
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.32	0.058	0.33	0.022
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
27	0.0037	9.1e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
28	0	0.11	0	0	0	0	0	0.0062	0.0096	0	0	0	0.87	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
29	0	0.033	0	0	0	0	0	1.9e-06	0.0036	0	0	0	0.96	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
30	6e-05	0.88	0	0	0	0	0	0	0.0048	0	0	0	0.12	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
31	0.00063	0.99	0	0	0	0	0	0	0.00011	0	0	0	0.012	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
32	0.0001	0.62	0	0	0	0	0	0.00022	0.052	0	0	0	0.32	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
33	0.081	0.67	0	0	0	6.3e-05	0	0.0011	0.074	0	0	0	0.18	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
34	0	0	0	0	2.1e-06	0	0	0	0	0	0	0	0	1	0	3.2e-06	0	0	0	13	0.32	0	0.33	0
35	0.0013	0.16	0	0	0	1.4e-05	0	0.0068	0.012	0	0	0	0.82	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
36	0	0.17	0	0	0	0	0	0.32	0.0036	0	0	0	0.51	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
38	0.062	0.94	0	0	0	0	0	0	0.0018	0	0	0	0.00023	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
39	0.011	0.82	0	0	0	0	0	0.013	0.013	0	0	0	0.14	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
40	0.85	0.15	0	0	0	0	0	0	6.1e-05	0	0	0	0.0003	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
41	0.2	0.64	0	0	0	0.00073	0	0.0029	0.015	0	0	0	0.15	0	0	0	0	0	5.1e-06	1	0.32	0.23	0.33	0.2
42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
43	9.8e-05	0.99	0	0	0	0	0	0	0.0065	0	0	0	0.0064	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
44	0	0	0	0	0	0	0	0	0	1	0	2e-06	0	0	0	0	0	0	0	9	0	0	0.15	0
45	0	0.04	0	0	0	0	0	0	0.21	0	0	0	0.75	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
46	0.012	0.88	0	0	0	0	0	1e-05	0.024	0	0	0	0.08	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
47	0.004	0.9	0	0	0	0	0	0.0036	0.00083	0	0	0	0.091	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
48	0.012	0.56	0	0	0	4.3e-05	0	0.11	0.0094	0	0	0	0.31	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
49	0.031	0.58	0	0	0	0.0031	0	0.0041	0.0044	0	0	0	0.37	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
50	0.089	0.42	0	0	0	0.024	0	0.0024	0.032	0	0	0	0.43	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
51	0.25	0.4	0	0	0	0.013	0	0.009	0.044	0	0	0	0.28	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
52	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0.98	0	0	0	0	14	0	0.087	0	0.089
53	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
54	8.8e-05	0.99	0	0	0	0	0	6.9e-05	1.8e-05	0	0	0	0.014	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0.17	0	0.2
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8e-06	0	0	1	0	17	0	0.17	0	0.2
57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.089
58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
59	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0.94	0	0	0.00034	0	14	0	0.087	0	0.089
60	0.91	0.087	0	0	0	5.5e-06	0	3.6e-06	0.0012	0	0	0	0.0012	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
61	0.29	0.67	0	0	0	0	0	0	0.033	0	0	0	0.011	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
62	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0.15	0
63	0.076	0.9	0	0	0	1.7e-06	0	0.0017	0.0003	0	0	0	0.026	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0.17	0	0.2
65	0.67	0.32	0	0	0	0	0	0	0.0037	0	0	0	0.0036	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
66	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.97	0	0	0	0	14	0	0.087	0	0.089
67	0.12	0.51	0	0	0	0.00011	0	7.3e-05	0.17	0	0	0	0.2	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
68	0	0.0077	0	0	0	0	0	0.0088	0.016	0	0	0	0.97	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
69	0.91	0.06	0	0	0	0.0091	0	6.1e-05	0.0056	0	0	0	0.011	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
70	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0	0.92	0	0	0	0	14	0	0.087	0	0.089
71	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
72	0.0017	0.98	0	0	0	0	0	0.00053	0.0002	0	0	0	0.019	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
73	0.026	0.61	0	0	0	6.2e-06	0	0.25	0.0021	0	0	0	0.12	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.36	0.37	0.37	0.27
75	0	0	0	0	0.78	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	4	0.32	0.087	0.33	0
76	0.0011	5.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
77	5.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
78	0.66	0.31	0	0	0	0.00036	0	0.00017	0.002	0	0	0	0.025	0	0	0.0019	0	0	0.0058	0	0.25	0.2	0.33	0.13
79	0.84	0.16	0	0	0	0.0001	0	2.5e-05	0.00072	0	0	0	0.006	0	0	0.00047	0	0	0.00073	0	0.25	0.2	0.33	0.13
80	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0.27	0	0	0	0	10	0	0.058	0	0.089
81	0	0	0	0	0	0	0	0	0	0	6.5e-06	0	0.99	0	4.1e-05	0	0	0.012	0	12	0.36	0.31	0.33	0.2
82	0.018	0.94	0	0	0	0	0	0.001	0.0005	0	0	0	0.042	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
83	0.13	0.74	0	0	0	7.2e-05	0	0.051	0.0019	0	0	0	0.08	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
84	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0.058	0	0
86	0	0	1	0	0	0	0	0	0	0	0	1.9e-06	0	0	0	0	0	0	0	2	0.14	0	0	0
87	0.72	0.26	0	0	0	2.1e-05	0	0.0035	0.00094	0	0	0	0.011	0	0	0	0	0	9.5e-06	0	0.25	0.2	0.33	0.13
88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
89	0.39	0.61	0	0	0	0	0	6e-05	1.3e-05	0	0	0	0.00045	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
90	0.79	0.2	0	0	0	4.3e-05	0	1.8e-05	0.0011	0	0	0	0.0087	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
91	0.98	8.4e-05	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0.00015	0	0.25	0.2	0.33	0.13
92	0	0	0	0	0	0.022	0	0.0014	0	0	0.13	0	0.00076	0	0.84	0	0	0.0011	0	14	0	0.087	0	0.089
93	0.03	0.88	0	0	0	1.1e-06	0	0.00019	0.0024	0	0	0	0.059	0	0	0	0	0	0.025	1	0.32	0.23	0.33	0.2
94	0.92	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
95	1	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.32	0.058	0.33	0.022
97	0.16	0.84	0	0	0	0	0	0	4.4e-05	0	0	0	0.00048	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
99	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9e-06	0	1	0	0	16	0	0.058	0	0
102	0.092	0.37	0	0	0	0.032	0	0.0057	0.022	0	0	0	0.47	0	0	0	0	0	0	12	0.36	0.31	0.33	0.2
103	1	0.0014	0	0	0	1.7e-06	0	4.9e-05	5.7e-06	0	0	0	4.1e-06	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
104	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.036	0.029	0.073	0.022
105	0.043	0.95	0	0	0	0	0	0	0.00052	0	0	0	0.0052	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
106	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2e-05	0	0	1	0	17	0	0.17	0	0.2
108	0.017	0.98	0	0	0	0	0	7.7e-06	0.00018	0	0	0	0.0069	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
109	1.8e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.36	0.37	0.37	0.27
110	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0.74	0	0	0	0	14	0	0.087	0	0.089
111	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.95	0	0	0	0	14	0	0.087	0	0.089
112	0.084	0.83	0	0	0	2.8e-06	0	0	0.0072	0	0	0	0.079	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
114	6.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0.058	0	0
117	0.91	0.089	0	0	0	0	0	0	0.00049	0	0	0	1.1e-05	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
118	0.085	0.9	0	0	0	0	0	0.0001	0.0014	0	0	0	0.011	0	0	0	0	0	1.3e-05	1	0.32	0.23	0.33	0.2
119	0.0036	0.95	0	0	0	0	0	0	0.0021	0	0	0	0.042	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
120	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.14	0	0	0
121	0.78	0.21	0	0	0	6.6e-06	0	0	0.00047	0	0	0	0.0031	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
122	5.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.32	0.14	0.11	0.13
123	0.98	0.016	0	0	0	0	0	0	2.6e-06	0	0	0	2.4e-06	0	0	0	0	0	0	0	0.25	0.2	0.33	0.13
124	0.0059	0.98	0	0	0	0	0	2.8e-05	0.0027	0	0	0	0.011	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
125	0.047	0.95	0	0	0	0	0	0	0.0006	0	0	0	0.0037	0	0	0	0	0	0	1	0.32	0.23	0.33	0.2
