SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	0	1	0	0	1	0.36	0.31	0.33	0.2
1	8.1e-05	1	0	0	1	0.36	0.31	0.33	0.2
2	0	0	1	0	2	0.071	0	0.073	0
3	1	0	0	0	0	0.25	0.12	0.33	0.067
4	1	0	0	0	0	0.25	0.12	0.33	0.067
5	0	0	0	1	3	0	0.087	0	0.11
6	1	0	0	0	0	0.25	0.12	0.33	0.067
7	1	0	0	0	0	0.25	0.12	0.33	0.067
8	0.88	0.12	0	0	0	0.25	0.12	0.33	0.067
9	1	0	0	0	0	0.25	0.12	0.33	0.067
10	0	1	0	0	1	0.36	0.31	0.33	0.2
11	0	0	1	0	2	0.071	0	0.073	0
12	0.00026	0	1	0	2	0.071	0	0.073	0
13	0	1.4e-06	0	1	3	0	0.087	0	0.11
14	0	1	0	0	1	0.36	0.31	0.33	0.2
15	0.63	0.37	0	0	0	0.25	0.12	0.33	0.067
16	1.6e-06	1	0	0	1	0.36	0.31	0.33	0.2
17	1	0	0	0	0	0.25	0.12	0.33	0.067
18	0	1	0	0	1	0.36	0.31	0.33	0.2
19	0	1	0	0	1	0.36	0.31	0.33	0.2
20	0.064	0.94	0	0	1	0.36	0.31	0.33	0.2
21	0	1	0	0	1	0.36	0.31	0.33	0.2
22	1	0	0	0	0	0.25	0.12	0.33	0.067
23	0	0	1	0	2	0.071	0	0.073	0
24	0.12	0.88	0	0	1	0.36	0.31	0.33	0.2
25	1	0	0	0	0	0.25	0.12	0.33	0.067
26	1	0	0	0	0	0.25	0.12	0.33	0.067
27	0.99	0.0077	0	0	0	0.25	0.12	0.33	0.067
28	0	1	0	0	1	0.36	0.31	0.33	0.2
29	0	1	0	0	1	0.36	0.31	0.33	0.2
30	0	1	0	0	1	0.36	0.31	0.33	0.2
31	0	1	0	0	1	0.36	0.31	0.33	0.2
32	0	1	0	0	1	0.36	0.31	0.33	0.2
33	0	1	0	0	1	0.36	0.31	0.33	0.2
34	0.00014	0	1	0	2	0.071	0	0.073	0
35	0	1	0	0	1	0.36	0.31	0.33	0.2
36	0	1	0	0	1	0.36	0.31	0.33	0.2
37	0	0.36	0.64	0	2	0.071	0	0.073	0
38	0	1	0	0	1	0.36	0.31	0.33	0.2
39	0	1	0	0	1	0.36	0.31	0.33	0.2
40	0.98	0.02	0	0	0	0.25	0.12	0.33	0.067
41	0.0012	1	0	0	1	0.36	0.31	0.33	0.2
42	1	0	0	0	0	0.25	0.12	0.33	0.067
43	0	1	0	0	1	0.36	0.31	0.33	0.2
44	0	0	1	0	2	0.071	0	0.073	0
45	0	1	0	0	1	0.36	0.31	0.33	0.2
46	0	1	0	0	1	0.36	0.31	0.33	0.2
47	0	1	0	0	1	0.36	0.31	0.33	0.2
48	0	1	0	0	1	0.36	0.31	0.33	0.2
49	0	1	0	0	1	0.36	0.31	0.33	0.2
50	2.7e-06	1	0	0	1	0.36	0.31	0.33	0.2
51	1.1e-05	1	0	0	1	0.36	0.31	0.33	0.2
52	0	0	0	1	3	0	0.087	0	0.11
53	0	0	1	0	2	0.071	0	0.073	0
54	0	1	0	0	1	0.36	0.31	0.33	0.2
55	0	0	0	1	3	0	0.087	0	0.11
56	0	0	0	1	3	0	0.087	0	0.11
57	0	0	0	1	3	0	0.087	0	0.11
58	0	0	1	0	2	0.071	0	0.073	0
59	0	0	0	1	3	0	0.087	0	0.11
60	0.046	0.95	0	0	1	0.36	0.31	0.33	0.2
61	0	1	0	0	1	0.36	0.31	0.33	0.2
62	0	0	1	0	2	0.071	0	0.073	0
63	0.004	1	0	0	1	0.36	0.31	0.33	0.2
64	0	0	0	1	3	0	0.087	0	0.11
65	0	1	0	0	1	0.36	0.31	0.33	0.2
66	0	0	0	1	3	0	0.087	0	0.11
67	0	1	0	0	1	0.36	0.31	0.33	0.2
68	0	1	0	0	1	0.36	0.31	0.33	0.2
69	0.025	0.97	0	0	1	0.36	0.31	0.33	0.2
70	0	0	0	1	3	0	0.087	0	0.11
71	1	0	0	0	0	0.25	0.12	0.33	0.067
72	0	1	0	0	1	0.36	0.31	0.33	0.2
73	6.9e-06	1	0	0	1	0.36	0.31	0.33	0.2
74	0	1	0	0	1	0.36	0.31	0.33	0.2
75	1	0	0	0	0	0.25	0.12	0.33	0.067
76	0.76	0.24	0	0	0	0.25	0.12	0.33	0.067
77	1	0	0	0	0	0.25	0.12	0.33	0.067
78	0.95	0.049	0	0	0	0.25	0.12	0.33	0.067
79	0.99	0.011	0	0	0	0.25	0.12	0.33	0.067
80	0	0	0	1	3	0	0.087	0	0.11
81	0	0.79	0	0.21	1	0.36	0.31	0.33	0.2
82	1.9e-05	1	0	0	1	0.36	0.31	0.33	0.2
83	0.011	0.99	0	0	1	0.36	0.31	0.33	0.2
84	0	0	1	0	2	0.071	0	0.073	0
85	0	0	0	1	3	0	0.087	0	0.11
86	0	0.00026	1	0	2	0.071	0	0.073	0
87	0.52	0.48	0	0	0	0.25	0.12	0.33	0.067
88	1	0	0	0	0	0.25	0.12	0.33	0.067
89	0.012	0.99	0	0	1	0.36	0.31	0.33	0.2
90	0.01	0.99	0	0	1	0.36	0.31	0.33	0.2
91	1	0	0	0	0	0.25	0.12	0.33	0.067
92	0	0.0013	0	1	3	0	0.087	0	0.11
93	0.00013	1	0	0	1	0.36	0.31	0.33	0.2
94	1	0	0	0	0	0.25	0.12	0.33	0.067
95	1	1.4e-05	0	0	0	0.25	0.12	0.33	0.067
96	1	0	0	0	0	0.25	0.12	0.33	0.067
97	0.00011	1	0	0	1	0.36	0.31	0.33	0.2
98	0	9.1e-06	1	0	2	0.071	0	0.073	0
99	0	0	1	0	2	0.071	0	0.073	0
100	1	0	0	0	0	0.25	0.12	0.33	0.067
101	0	0	0	1	3	0	0.087	0	0.11
102	1.3e-06	1	0	0	1	0.36	0.31	0.33	0.2
103	1	0.00044	0	0	0	0.25	0.12	0.33	0.067
104	1	0	0	0	0	0.25	0.12	0.33	0.067
105	0	1	0	0	1	0.36	0.31	0.33	0.2
106	0	0	1	0	2	0.071	0	0.073	0
107	0	0	0	1	3	0	0.087	0	0.11
108	0	1	0	0	1	0.36	0.31	0.33	0.2
109	1	0	0	0	0	0.25	0.12	0.33	0.067
110	0	0	0	1	3	0	0.087	0	0.11
111	0	0	0	1	3	0	0.087	0	0.11
112	0	1	0	0	1	0.36	0.31	0.33	0.2
113	1	0	0	0	0	0.25	0.12	0.33	0.067
114	1	0	0	0	0	0.25	0.12	0.33	0.067
115	1	0	0	0	0	0.25	0.12	0.33	0.067
116	0	0	0	1	3	0	0.087	0	0.11
117	0	1	0	0	1	0.36	0.31	0.33	0.2
118	6.5e-06	1	0	0	1	0.36	0.31	0.33	0.2
119	0	1	0	0	1	0.36	0.31	0.33	0.2
120	0	0	1	0	2	0.071	0	0.073	0
121	0.0007	1	0	0	1	0.36	0.31	0.33	0.2
122	1	0	0	0	0	0.25	0.12	0.33	0.067
123	0.35	0.65	0	0	1	0.36	0.31	0.33	0.2
124	0	1	0	0	1	0.36	0.31	0.33	0.2
125	0	1	0	0	1	0.36	0.31	0.33	0.2
126	1	0	0	0	0	0.25	0.12	0.33	0.067
127	0	1	0	0	1	0.36	0.31	0.33	0.2
128	1	0	0	0	0	0.25	0.12	0.33	0.067
129	0	0.0081	0.99	0	2	0.071	0	0.073	0
130	0	0	1	0	2	0.071	0	0.073	0
131	0	0	1	0	2	0.071	0	0.073	0
132	1	0	0	0	0	0.25	0.12	0.33	0.067
133	0	1	0	0	1	0.36	0.31	0.33	0.2
134	0	0	1	0	2	0.071	0	0.073	0
135	0	0	0	1	3	0	0.087	0	0.11
136	0	0	0	1	3	0	0.087	0	0.11
137	0	1	0	0	1	0.36	0.31	0.33	0.2
138	0.56	0.44	0	0	0	0.25	0.12	0.33	0.067
139	0	0	1	0	2	0.071	0	0.073	0
140	1	0	0	0	0	0.25	0.12	0.33	0.067
141	0	0	1	0	2	0.071	0	0.073	0
142	0	0.0067	0.99	0	2	0.071	0	0.073	0
143	0	0	0	1	3	0	0.087	0	0.11
144	0	0	0	1	3	0	0.087	0	0.11
145	1	0	0	0	0	0.25	0.12	0.33	0.067
146	1	0	0	0	0	0.25	0.12	0.33	0.067
147	1	0	0	0	0	0.25	0.12	0.33	0.067
148	0	1	0	0	1	0.36	0.31	0.33	0.2
149	0	1	0	0	1	0.36	0.31	0.33	0.2
150	1	0.00014	0	0	0	0.25	0.12	0.33	0.067
151	0	1	0	0	1	0.36	0.31	0.33	0.2
152	0	0	0	1	3	0	0.087	0	0.11
153	0	1	0	0	1	0.36	0.31	0.33	0.2
154	0	0.097	0.9	0	2	0.071	0	0.073	0
155	1	0	0	0	0	0.25	0.12	0.33	0.067
156	0	0	0	1	3	0	0.087	0	0.11
157	0	0	0	1	3	0	0.087	0	0.11
158	0	1	0	0	1	0.36	0.31	0.33	0.2
159	0	1	0	0	1	0.36	0.31	0.33	0.2
160	1	0	0	0	0	0.25	0.12	0.33	0.067
161	0	0	0	1	3	0	0.087	0	0.11
162	0	1	0	0	1	0.36	0.31	0.33	0.2
163	1	0	0	0	0	0.25	0.12	0.33	0.067
164	0	0	1	0	2	0.071	0	0.073	0
165	6.7e-06	1	0	0	1	0.36	0.31	0.33	0.2
166	1	0	0	0	0	0.25	0.12	0.33	0.067
167	1	0	0	0	0	0.25	0.12	0.33	0.067
168	0	1	0	0	1	0.36	0.31	0.33	0.2
169	0	1	0	0	1	0.36	0.31	0.33	0.2
170	1	0	0	0	0	0.25	0.12	0.33	0.067
171	0	1	0	0	1	0.36	0.31	0.33	0.2
172	0	1.3e-06	0	1	3	0	0.087	0	0.11
173	0	0	1	0	2	0.071	0	0.073	0
174	0.022	0.98	0	0	1	0.36	0.31	0.33	0.2
175	0	0	0	1	3	0	0.087	0	0.11
176	0.4	0.6	0	0	1	0.36	0.31	0.33	0.2
177	1	0	0	0	0	0.25	0.12	0.33	0.067
178	0	0	0	1	3	0	0.087	0	0.11
179	0	0.047	0	0.95	3	0	0.087	0	0.11
180	0	1	0	0	1	0.36	0.31	0.33	0.2
181	0	0	1	0	2	0.071	0	0.073	0
182	0	1	0	0	1	0.36	0.31	0.33	0.2
183	1	0	0	0	0	0.25	0.12	0.33	0.067
184	1	0	0	0	0	0.25	0.12	0.33	0.067
185	0	0	1	0	2	0.071	0	0.073	0
186	0.02	0.98	0	0	1	0.36	0.31	0.33	0.2
187	1	0	0	0	0	0.25	0.12	0.33	0.067
188	0.00013	1	0	0	1	0.36	0.31	0.33	0.2
189	0	0	0	1	3	0	0.087	0	0.11
190	0	0	0	1	3	0	0.087	0	0.11
191	0	1	0	0	1	0.36	0.31	0.33	0.2
192	0	1	0	0	1	0.36	0.31	0.33	0.2
193	0	0	1	0	2	0.071	0	0.073	0
194	1	0.00023	0	0	0	0.25	0.12	0.33	0.067
195	0	1	0	0	1	0.36	0.31	0.33	0.2
196	0	1	0	0	1	0.36	0.31	0.33	0.2
197	0	1	0	0	1	0.36	0.31	0.33	0.2
198	0.035	0.97	0	0	1	0.36	0.31	0.33	0.2
199	1	0	0	0	0	0.25	0.12	0.33	0.067
200	0	1	0	0	1	0.36	0.31	0.33	0.2
201	0	1	0	0	1	0.36	0.31	0.33	0.2
202	0	1	0	0	1	0.36	0.31	0.33	0.2
203	1.5e-05	1	0	0	1	0.36	0.31	0.33	0.2
204	0	1	0	0	1	0.36	0.31	0.33	0.2
205	0	0	0	1	3	0	0.087	0	0.11
206	0.0012	1	0	0	1	0.36	0.31	0.33	0.2
207	1	0	0	0	0	0.25	0.12	0.33	0.067
208	0.96	0.035	0	0	0	0.25	0.12	0.33	0.067
209	0	1	0	0	1	0.36	0.31	0.33	0.2
210	0	0	1	0	2	0.071	0	0.073	0
211	0	1	0	0	1	0.36	0.31	0.33	0.2
212	0	1	0	0	1	0.36	0.31	0.33	0.2
213	0	1	0	0	1	0.36	0.31	0.33	0.2
214	0	1	0	0	1	0.36	0.31	0.33	0.2
215	0	0	1	0	2	0.071	0	0.073	0
216	0	0	0	1	3	0	0.087	0	0.11
217	0	1	0	0	1	0.36	0.31	0.33	0.2
218	0	0	0	1	3	0	0.087	0	0.11
219	0	0	0	1	3	0	0.087	0	0.11
220	0	0	1	0	2	0.071	0	0.073	0
221	0	1	0	0	1	0.36	0.31	0.33	0.2
222	1	0	0	0	0	0.25	0.12	0.33	0.067
223	1	0	0	0	0	0.25	0.12	0.33	0.067
224	0	1	0	0	1	0.36	0.31	0.33	0.2
225	0	1	0	0	1	0.36	0.31	0.33	0.2
226	0	0	0	1	3	0	0.087	0	0.11
227	0	0.071	0.93	0	2	0.071	0	0.073	0
228	1.7e-05	1	0	0	1	0.36	0.31	0.33	0.2
229	1	0	0	0	0	0.25	0.12	0.33	0.067
230	0	0	0	1	3	0	0.087	0	0.11
231	0	0	0	1	3	0	0.087	0	0.11
232	0	1	0	0	1	0.36	0.31	0.33	0.2
233	5.9e-05	1	0	0	1	0.36	0.31	0.33	0.2
234	0	1	0	0	1	0.36	0.31	0.33	0.2
235	0	0	0	1	3	0	0.087	0	0.11
236	1	0	0	0	0	0.25	0.12	0.33	0.067
237	1	0	0	0	0	0.25	0.12	0.33	0.067
238	0	1	0	0	1	0.36	0.31	0.33	0.2
239	0.0018	1	0	0	1	0.36	0.31	0.33	0.2
240	0	0	0	1	3	0	0.087	0	0.11
241	0.00092	1	0	0	1	0.36	0.31	0.33	0.2
242	0	1	0	0	1	0.36	0.31	0.33	0.2
243	0	0	0	1	3	0	0.087	0	0.11
244	0	1	0	0	1	0.36	0.31	0.33	0.2
245	0	1	0	0	1	0.36	0.31	0.33	0.2
246	0	1	0	0	1	0.36	0.31	0.33	0.2
247	0.0017	1	0	0	1	0.36	0.31	0.33	0.2
248	0	0	0	1	3	0	0.087	0	0.11
249	1	0	0	0	0	0.25	0.12	0.33	0.067
250	0	0	0	1	3	0	0.087	0	0.11
251	0	1	0	0	1	0.36	0.31	0.33	0.2
252	0	1	0	0	1	0.36	0.31	0.33	0.2
253	0	1	0	0	1	0.36	0.31	0.33	0.2
254	0	1	0	0	1	0.36	0.31	0.33	0.2
255	0	1	0	0	1	0.36	0.31	0.33	0.2
256	1	0	0	0	0	0.25	0.12	0.33	0.067
257	1	0	0	0	0	0.25	0.12	0.33	0.067
258	0.0034	1	0	0	1	0.36	0.31	0.33	0.2
259	0	0	1	0	2	0.071	0	0.073	0
260	0	1	0	0	1	0.36	0.31	0.33	0.2
261	0	1	0	0	1	0.36	0.31	0.33	0.2
262	1	0	0	0	0	0.25	0.12	0.33	0.067
263	0.00085	1	0	0	1	0.36	0.31	0.33	0.2
264	0	1	0	0	1	0.36	0.31	0.33	0.2
265	0	1	0	0	1	0.36	0.31	0.33	0.2
266	0	1	0	0	1	0.36	0.31	0.33	0.2
267	0	1	0	0	1	0.36	0.31	0.33	0.2
268	0	0	0	1	3	0	0.087	0	0.11
269	0.0023	1	0	0	1	0.36	0.31	0.33	0.2
270	0	0	1	0	2	0.071	0	0.073	0
271	0	1	0	0	1	0.36	0.31	0.33	0.2
272	0.99	0.009	0	0	0	0.25	0.12	0.33	0.067
273	0.95	0.054	0	0	0	0.25	0.12	0.33	0.067
274	0	1	0	0	1	0.36	0.31	0.33	0.2
275	0	1	0	0	1	0.36	0.31	0.33	0.2
276	0	1	0	0	1	0.36	0.31	0.33	0.2
277	1	0	0	0	0	0.25	0.12	0.33	0.067
278	0	1	0	0	1	0.36	0.31	0.33	0.2
279	0	1	0	0	1	0.36	0.31	0.33	0.2
