SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0.85	0	0.0044	0.14	0	0	0	0.00033	0	0	0	0.32	0.26	0.33	0.2
1	0.096	2.5e-06	0.71	3.4e-05	0	0	0	0.19	0	0	2	0.32	0.17	0.33	0.2
2	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15	0
3	4.7e-05	0.97	0.014	0	0	0	0	0.012	0	0.00095	1	0.32	0.42	0.33	0.27
4	0.00012	0.87	0.087	0	0	0	0	0.047	0	0	1	0.32	0.42	0.33	0.27
5	0	0	0	0	0.037	0	0.96	0	0	0	6	0	0.087	0	0.11
6	0	1	1.2e-05	0	0	0	0	5.2e-06	0	0.00016	1	0.32	0.42	0.33	0.27
7	0	1	0	0	0	0	0	0	0	0	1	0.32	0.42	0.33	0.27
8	0.025	0.004	0.64	1.5e-05	0	0	0	0.33	0	0	2	0.32	0.17	0.33	0.2
9	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
10	0.069	0.36	1.2e-05	0.27	0	0	0	0.3	0	0	1	0.32	0.42	0.33	0.27
11	0	0	0	0	1	0	0	0	0	0.0022	4	0.036	0.087	0.037	0.067
12	0	0	0	0	0	0	0	0	1	8.2e-05	8	0.14	0	0	0
13	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
14	0.97	5e-05	0.0088	0.024	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
15	0.69	0.0012	0.29	0.02	0	0	0	3.3e-06	0	0	0	0.32	0.26	0.33	0.2
16	0.9	5.7e-05	0.017	0.08	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
17	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
18	0.24	0.0015	7.5e-05	0.76	0	0	0	0	0	0	3	0.36	0.31	0.37	0.2
19	0.72	0	0.01	0.27	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
20	0.54	0.0011	0.32	0.13	0	0	0	3.6e-05	0	0.0041	0	0.32	0.26	0.33	0.2
21	0.47	0.39	0.0026	0.11	0	0	0	0.019	0	0	0	0.32	0.26	0.33	0.2
22	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
23	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
24	0.59	0.0039	0.34	0.059	0	0	0	0.00037	0	1.2e-05	0	0.32	0.26	0.33	0.2
25	0	0	0	0	0	0	0	0	0	1	9	0.32	0.058	0.33	0.022
26	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
27	0.33	3.1e-06	0.67	0.00062	0	0	0	0	0	0	2	0.32	0.17	0.33	0.2
28	0.77	3e-05	1.3e-06	0.23	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
29	0.69	0	0	0.31	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
30	0.97	0	0.012	0.015	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
31	0.71	0	0.26	0.023	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
32	0.98	1.2e-05	0.002	0.016	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
33	0.96	0.00044	0.0077	0.028	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
34	0	0	0	0	0	0	0	0	0	1	9	0.32	0.058	0.33	0.022
35	0.16	3.7e-06	1.2e-06	0.84	0	0	0	0	0	0	3	0.36	0.31	0.37	0.2
36	0.93	0.057	1.2e-05	0.017	0	0	0	7.9e-05	0	0	0	0.32	0.26	0.33	0.2
37	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
38	0.99	0	0.0067	1.2e-05	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
39	0.92	0.0034	0.041	0.039	0	0	0	2.5e-05	0	0	0	0.32	0.26	0.33	0.2
40	0.073	0	0.93	0.00035	0	0	0	0	0	0	2	0.32	0.17	0.33	0.2
41	0.75	0.0006	0.15	0.1	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
42	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
43	1	0	3.2e-05	0.00018	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
44	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15	0
45	0.93	0	0	0.067	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
46	0.98	0	0.011	0.0076	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
47	0.62	2.4e-05	0.24	0.14	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
48	0.69	0.013	0.033	0.26	0	0	0	0.00018	0	0	0	0.32	0.26	0.33	0.2
49	0.39	6.7e-06	0.0061	0.61	0	0	0	0	0	0	3	0.36	0.31	0.37	0.2
50	0.69	0.0001	0.0064	0.3	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
51	0.8	0.0025	0.007	0.19	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
52	0	0	0	0	2.6e-06	0	1	0	0	0	6	0	0.087	0	0.11
53	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
54	0.49	0	0.45	0.066	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
55	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
56	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
57	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
58	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
59	0	0	0	0	3.2e-05	0	1	0	0	0	6	0	0.087	0	0.11
60	0.8	2.8e-05	0.19	0.0046	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
61	1	0	0.003	0.00092	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
62	0	0	0	0	0	1	0	0	0	0	5	0	0	0.15	0
63	0.35	8.2e-06	0.6	0.051	0	0	0	0	0	0	2	0.32	0.17	0.33	0.2
64	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
65	0.98	0	0.012	0.0035	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
66	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
67	0.98	1.3e-05	0.00037	0.023	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
68	0.29	0.00018	0	0.71	0	0	0	0	0	0	3	0.36	0.31	0.37	0.2
69	0.91	0.00027	0.021	0.07	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
70	0	0	0	0	5.7e-06	0	1	0	0	0	6	0	0.087	0	0.11
71	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
72	0.9	1.3e-06	0.045	0.059	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
73	0.63	0.025	0.098	0.24	0	0	0	0.004	0	0	0	0.32	0.26	0.33	0.2
74	0	0.0042	0	3.4e-06	0	0	0	1	0	0	7	0.32	0.42	0.33	0.4
75	0	0	0	0	0	0	0	0	0	1	9	0.32	0.058	0.33	0.022
76	0.71	0	0.29	5.4e-06	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
77	0.016	0	0.98	0	0	0	0	0	0	0	2	0.32	0.17	0.33	0.2
78	0.45	3e-05	0.52	0.017	0	0	0	0	0	0.0066	2	0.32	0.17	0.33	0.2
79	0.42	9.6e-06	0.57	0.0079	0	0	0	0	0	0.0033	2	0.32	0.17	0.33	0.2
80	0	0	0	0	0.00019	0	1	0	0	0	6	0	0.087	0	0.11
81	0	0.0019	0	4e-06	0	0	0.83	0.17	0	0	6	0	0.087	0	0.11
82	0.25	8.2e-06	0.53	0.011	0	0	0	0.21	0	0	2	0.32	0.17	0.33	0.2
83	0.43	0.16	0.3	0.027	0	0	0	0.081	0	0	0	0.32	0.26	0.33	0.2
84	1	0	0	0	3.6e-06	0	0	0	0	0	0	0.32	0.26	0.33	0.2
85	0	0	0	0	0.2	0	0.8	0	0	0	6	0	0.087	0	0.11
86	5.9e-06	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
87	0.47	0.023	0.37	0.012	0	0	0	0.12	0	0	0	0.32	0.26	0.33	0.2
88	0	1	0	0	0	0	0	0	0	0	1	0.32	0.42	0.33	0.27
89	0.027	2.3e-05	0.69	7.1e-05	0	0	0	0.29	0	0	2	0.32	0.17	0.33	0.2
90	0.86	0.014	0.096	0.017	0	0	0	0.017	0	0	0	0.32	0.26	0.33	0.2
91	4.9e-06	0.99	0.0074	0	0	0	0	0.0052	0	0	1	0.32	0.42	0.33	0.27
92	0	0.019	0	9.6e-06	0.00065	0	0.98	0.00071	0	0	6	0	0.087	0	0.11
93	0.46	0.0027	0.42	0.0069	0	0	0	0.11	0	0	0	0.32	0.26	0.33	0.2
94	0	1	0	0	0	0	0	0	0	0	1	0.32	0.42	0.33	0.27
95	0.09	0.49	0.33	5.9e-06	0	0	0	0.094	0	0	1	0.32	0.42	0.33	0.27
96	0	0	0	0	0	0	0	0	0	1	9	0.32	0.058	0.33	0.022
97	0.11	1.7e-05	0.72	4.4e-05	0	0	0	0.17	0	0	2	0.32	0.17	0.33	0.2
98	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
99	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
100	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
101	0	0	0	0	0.053	0	0.95	0	0	0	6	0	0.087	0	0.11
102	0.78	0.0034	0.0011	0.21	0	0	0	7.4e-05	0	0	0	0.32	0.26	0.33	0.2
103	0.05	0.91	0.032	7.9e-05	0	0	0	0.0073	0	0	1	0.32	0.42	0.33	0.27
104	0	0	0	0	1	0	0	0	0	0	4	0.036	0.087	0.037	0.067
105	0.77	0	0.2	0.0013	0	0	0	0.024	0	0	0	0.32	0.26	0.33	0.2
106	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
107	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
108	0.73	0	0.23	0.0036	0	0	0	0.038	0	0	0	0.32	0.26	0.33	0.2
109	0	1	0	0	0	0	0	0	0	0	1	0.32	0.42	0.33	0.27
110	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
111	0	0	0	0	0	0	1	0	0	0	6	0	0.087	0	0.11
112	0.94	1.1e-05	0.036	0.017	0	0	0	0.0038	0	0	0	0.32	0.26	0.33	0.2
113	0	0	0.052	0	0	0	0	0	0	0.95	9	0.32	0.058	0.33	0.022
114	0.00012	0	0.62	0	0	0	0	0	0	0.38	2	0.32	0.17	0.33	0.2
115	4.3e-05	0	1	0	0	0	0	0	0	0	2	0.32	0.17	0.33	0.2
116	0	0	0	0	0.13	0	0.87	0	0	0	6	0	0.087	0	0.11
117	0.89	0	0.11	0	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
118	0.87	3.3e-06	0.13	0.0028	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
119	0.99	0	0.0017	0.0069	0	0	0	0	0	0	0	0.32	0.26	0.33	0.2
120	0	0	0	0	0	0	0	0	1	0	8	0.14	0	0	0
121	0.91	0.01	0.064	0.0073	0	0	0	0.0074	0	0	0	0.32	0.26	0.33	0.2
122	0	0.037	0.33	0	0	0	0	0.63	0	0	7	0.32	0.42	0.33	0.4
123	0.33	0.027	0.55	3.3e-05	0	0	0	0.09	0	0	2	0.32	0.17	0.33	0.2
124	0.95	3.5e-06	0.041	0.00052	0	0	0	0.0048	0	0	0	0.32	0.26	0.33	0.2
125	1	0	0.0019	0.0011	0	0	0	5.9e-05	0	0	0	0.32	0.26	0.33	0.2
126	0	1	0	0	0	0	0	0	0	0	1	0.32	0.42	0.33	0.27
127	1	0	0.001	0	0	0	0	7.2e-06	0	0	0	0.32	0.26	0.33	0.2
128	0	1	0	0	0	0	0	0	0	0	1	0.32	0.42	0.33	0.27
