SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	0.0019	0	0	0	1	0	0	4	0.38	0.49	0.52
1	1	0	0	0	0	0	0	0	0.29	0.55	0.52
2	0.7	0	0	0	0.3	0	0	0	0.29	0.55	0.52
3	0.96	0	0.044	2.8e-05	0	0	0	0	0.29	0.55	0.52
4	0.98	0	0	0	0.019	0	0	0	0.29	0.55	0.52
5	0	0	0	0	0	0	1	6	0	0.38	0.52
6	0.17	0	0	0	0.83	0	0	4	0.38	0.49	0.52
7	0	1	0	0	0	0	0	1	0	0.11	0
8	0	0	0	1	0	0	0	3	0.19	0.054	0
9	0	1	0	0	0	0	0	1	0	0.11	0
10	0.071	0	0	0	0.93	0	0	4	0.38	0.49	0.52
11	0	1	0	0	0	0	0	1	0	0.11	0
12	0.94	0	0	0	0.061	0	0	0	0.29	0.55	0.52
13	0	1	0	0	0	0	0	1	0	0.11	0
14	0	1	0	0	0	0	0	1	0	0.11	0
15	0	1	0	0	0	0	0	1	0	0.11	0
16	0	1	0	0	0	0	0	1	0	0.11	0
17	0.99	0	0	0	0.0095	0	0	0	0.29	0.55	0.52
18	0.95	0	0	0	0.045	0	0	0	0.29	0.55	0.52
19	1	0	0	0	0.0005	0	0	0	0.29	0.55	0.52
20	0.00097	0	0	0	8.3e-05	0	1	6	0	0.38	0.52
21	0	0	0	1	0	0	0	3	0.19	0.054	0
22	0.49	0	0	0	0.51	0	0	4	0.38	0.49	0.52
23	0	0	0	1	0	0	0	3	0.19	0.054	0
24	0	1	0	0	0	0	0	1	0	0.11	0
25	1	0	0	0	0.00098	0	0	0	0.29	0.55	0.52
26	0.31	0	0	0	0.69	0	0	4	0.38	0.49	0.52
27	0	0	0	0	0	1	0	5	0	0.057	0.16
28	0.71	0	0	0	0.29	0	0	0	0.29	0.55	0.52
29	0	0	0	0	0	1	0	5	0	0.057	0.16
30	0.45	0	0	0	0.55	0	0	4	0.38	0.49	0.52
31	0	1	0	0	0	0	0	1	0	0.11	0
32	0.18	0	0	0	0.82	0	0	4	0.38	0.49	0.52
33	0	1	0	0	0	0	0	1	0	0.11	0
34	0.89	0	0	0	0.11	0	0	0	0.29	0.55	0.52
35	0.27	0	0	0	0.73	0	0	4	0.38	0.49	0.52
36	0	1	0	0	0	0	0	1	0	0.11	0
37	0.049	0	0	0	0.95	0	0	4	0.38	0.49	0.52
38	0	0	0	1	0	0	0	3	0.19	0.054	0
39	0	0	0	0	0	1	0	5	0	0.057	0.16
40	1	0	0	0	6.4e-05	0	0	0	0.29	0.55	0.52
41	0	1	0	0	0	0	0	1	0	0.11	0
42	0.99	0	0	0	0.0078	0	0	0	0.29	0.55	0.52
43	0.53	0	0	0	0.47	0	0	0	0.29	0.55	0.52
44	1	0	0	0	0.0018	0	0	0	0.29	0.55	0.52
45	0.97	0	0	0	0.031	0	0	0	0.29	0.55	0.52
46	0.28	0	0	0	0.72	0	0	4	0.38	0.49	0.52
47	0	0	1	0	0	0	0	2	0.29	0.054	0.52
48	0	0	0	1	0	0	0	3	0.19	0.054	0
49	0	1	0	0	0	0	0	1	0	0.11	0
50	0.038	0	0	0	0.96	0	0	4	0.38	0.49	0.52
51	0.47	0	0	0	0.53	0	0	4	0.38	0.49	0.52
52	0	0	0	1	0	0	0	3	0.19	0.054	0
53	0	1	0	0	0	0	0	1	0	0.11	0
54	0.96	0	0	0	0.04	0	0	0	0.29	0.55	0.52
55	1	0	0	0	0	0	0	0	0.29	0.55	0.52
56	0	0	1	0	0	0	0	2	0.29	0.054	0.52
57	0	0	0	1	0	0	0	3	0.19	0.054	0
58	4.9e-05	0	0	0	1	0	0	4	0.38	0.49	0.52
59	0	1	0	0	0	0	0	1	0	0.11	0
60	0.48	0	0	0	0.52	0	0	4	0.38	0.49	0.52
61	0	0	0	1	0	0	0	3	0.19	0.054	0
62	0	0	1	0	0	0	0	2	0.29	0.054	0.52
63	0	0	0	1	0	0	0	3	0.19	0.054	0
64	0.93	0	0	0	0.071	0	0	0	0.29	0.55	0.52
65	0.34	0	0	0	0.66	0	0	4	0.38	0.49	0.52
66	0.9	0	0	0	0.095	0	0	0	0.29	0.55	0.52
67	0.61	0	0	0	0.39	0	0	0	0.29	0.55	0.52
68	0	0	1	0	0	0	0	2	0.29	0.054	0.52
69	0.91	0	0	0	0.087	0	0	0	0.29	0.55	0.52
70	1	0	0	0	4.2e-05	0	0	0	0.29	0.55	0.52
71	0	0	0	1	0	0	0	3	0.19	0.054	0
72	0.05	0	0	0	0.95	0	0	4	0.38	0.49	0.52
73	0.98	0	0	0	0.023	0	0	0	0.29	0.55	0.52
74	0	0	0	0	0	1	0	5	0	0.057	0.16
75	0	0	0	1	0	0	0	3	0.19	0.054	0
76	0	0	0	0	0	1	0	5	0	0.057	0.16
77	0	0	0	1	0	0	0	3	0.19	0.054	0
78	1	0	0	0	0	0	0	0	0.29	0.55	0.52
79	0	0	0	1	0	0	0	3	0.19	0.054	0
80	1	0	0	0	0	0	0	0	0.29	0.55	0.52
81	0.91	0	0	0	0.086	0	0	0	0.29	0.55	0.52
82	1	0	0	0	0.0047	0	0	0	0.29	0.55	0.52
83	0	0	0	0	0	1	0	5	0	0.057	0.16
84	0.073	0	0	0	0.93	0	0	4	0.38	0.49	0.52
85	0.55	0	0	0	0.45	0	0	0	0.29	0.55	0.52
86	0.46	0	0	0	0.54	0	0	4	0.38	0.49	0.52
87	0.85	0	0	0	0.15	0	0	0	0.29	0.55	0.52
88	0.34	0	0	0	0.66	0	0	4	0.38	0.49	0.52
89	0.58	0	0	0	0.42	0	0	0	0.29	0.55	0.52
90	0.045	0	0	0	0.95	0	0	4	0.38	0.49	0.52
91	1	0	0	0	0.0038	0	0	0	0.29	0.55	0.52
92	0.4	0	0	0	0.6	0	0	4	0.38	0.49	0.52
93	0.53	0	0	0	0.47	0	0	0	0.29	0.55	0.52
94	0	1	0	0	0	0	0	1	0	0.11	0
95	0.93	0	0	0	0.071	0	0	0	0.29	0.55	0.52
96	0	0	0	1	0	0	0	3	0.19	0.054	0
97	0.014	0	0	0	0.99	0	0	4	0.38	0.49	0.52
98	0.36	0	0	0	0.64	0	0	4	0.38	0.49	0.52
99	1	0	0	0	0.0032	0	0	0	0.29	0.55	0.52
100	0.98	0	0	0	0.015	0	0	0	0.29	0.55	0.52
101	0	0	0	1	0	0	0	3	0.19	0.054	0
102	0	0	1	0	0	0	0	2	0.29	0.054	0.52
103	0	0	0	0	0	1	0	5	0	0.057	0.16
104	0.18	0	0	0	0.82	0	0	4	0.38	0.49	0.52
105	0	1	0	0	0	0	0	1	0	0.11	0
106	0.0069	0	0	0	0.99	0	0	4	0.38	0.49	0.52
107	0	0	0	1	0	0	0	3	0.19	0.054	0
108	0.00098	0	0	0	1	0	0	4	0.38	0.49	0.52
109	0	1	0	0	0	0	0	1	0	0.11	0
110	0.99	0	0	0	0.0055	0	0	0	0.29	0.55	0.52
111	0.66	0	0	0	0.34	0	0	0	0.29	0.55	0.52
112	0.75	0	0	0	0.25	0	0	0	0.29	0.55	0.52
113	0.97	0	0	0	0.026	0	0	0	0.29	0.55	0.52
114	0	0	0	1	0	0	0	3	0.19	0.054	0
115	0	0	0	0	0	1	0	5	0	0.057	0.16
116	0.014	0	0	0	0.99	0	0	4	0.38	0.49	0.52
117	0.92	0	0	0	0.078	0	0	0	0.29	0.55	0.52
