SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
0	1	0	0	0	0.34	0.55	0.52
1	1	0	0	0	0.34	0.55	0.52
2	1	0	0	0	0.34	0.55	0.52
3	1	0	0	0	0.34	0.55	0.52
4	1	0	0	0	0.34	0.55	0.52
5	0	0	1	2	0	0.27	0.52
6	1	0	0	0	0.34	0.55	0.52
7	0	1	0	1	0.079	0.057	0.053
8	0	1	0	1	0.079	0.057	0.053
9	0	1	0	1	0.079	0.057	0.053
10	1	0	0	0	0.34	0.55	0.52
11	0	1	0	1	0.079	0.057	0.053
12	1	0	0	0	0.34	0.55	0.52
13	0	1	0	1	0.079	0.057	0.053
14	0	1	0	1	0.079	0.057	0.053
15	0	1	0	1	0.079	0.057	0.053
16	0	1	0	1	0.079	0.057	0.053
17	1	0	0	0	0.34	0.55	0.52
18	1	0	0	0	0.34	0.55	0.52
19	1	0	0	0	0.34	0.55	0.52
20	0.00094	0	1	2	0	0.27	0.52
21	0	1	0	1	0.079	0.057	0.053
22	1	0	0	0	0.34	0.55	0.52
23	0	1	0	1	0.079	0.057	0.053
24	0	1	0	1	0.079	0.057	0.053
25	1	0	0	0	0.34	0.55	0.52
26	1	0	0	0	0.34	0.55	0.52
27	0	1	0	1	0.079	0.057	0.053
28	1	0	0	0	0.34	0.55	0.52
29	0	1	0	1	0.079	0.057	0.053
30	1	0	0	0	0.34	0.55	0.52
31	0	1	0	1	0.079	0.057	0.053
32	1	0	0	0	0.34	0.55	0.52
33	0	1	0	1	0.079	0.057	0.053
34	1	0	0	0	0.34	0.55	0.52
35	1	0	0	0	0.34	0.55	0.52
36	0	1	0	1	0.079	0.057	0.053
37	1	0	0	0	0.34	0.55	0.52
38	0	1	0	1	0.079	0.057	0.053
39	0	1	0	1	0.079	0.057	0.053
40	1	0	0	0	0.34	0.55	0.52
41	0	1	0	1	0.079	0.057	0.053
42	1	0	0	0	0.34	0.55	0.52
43	1	0	0	0	0.34	0.55	0.52
44	1	0	0	0	0.34	0.55	0.52
45	1	0	0	0	0.34	0.55	0.52
46	1	0	0	0	0.34	0.55	0.52
47	0	1	0	1	0.079	0.057	0.053
48	0	1	0	1	0.079	0.057	0.053
49	0	1	0	1	0.079	0.057	0.053
50	1	0	0	0	0.34	0.55	0.52
51	1	0	0	0	0.34	0.55	0.52
52	0	1	0	1	0.079	0.057	0.053
53	0	1	0	1	0.079	0.057	0.053
54	1	0	0	0	0.34	0.55	0.52
55	1	0	0	0	0.34	0.55	0.52
56	0	1	0	1	0.079	0.057	0.053
57	0	1	0	1	0.079	0.057	0.053
58	1	0	0	0	0.34	0.55	0.52
59	0	1	0	1	0.079	0.057	0.053
60	1	0	0	0	0.34	0.55	0.52
61	0	1	0	1	0.079	0.057	0.053
62	0	1	0	1	0.079	0.057	0.053
63	0	1	0	1	0.079	0.057	0.053
64	1	0	0	0	0.34	0.55	0.52
65	1	0	0	0	0.34	0.55	0.52
66	1	0	0	0	0.34	0.55	0.52
67	1	0	0	0	0.34	0.55	0.52
68	0	1	0	1	0.079	0.057	0.053
69	1	0	0	0	0.34	0.55	0.52
70	1	0	0	0	0.34	0.55	0.52
71	0	1	0	1	0.079	0.057	0.053
72	1	0	0	0	0.34	0.55	0.52
73	1	0	0	0	0.34	0.55	0.52
74	0	1	0	1	0.079	0.057	0.053
75	0	1	0	1	0.079	0.057	0.053
76	0	1	0	1	0.079	0.057	0.053
77	0	1	0	1	0.079	0.057	0.053
78	1	0	0	0	0.34	0.55	0.52
79	0	1	0	1	0.079	0.057	0.053
80	1	0	0	0	0.34	0.55	0.52
81	1	0	0	0	0.34	0.55	0.52
82	1	0	0	0	0.34	0.55	0.52
83	0	1	0	1	0.079	0.057	0.053
84	1	0	0	0	0.34	0.55	0.52
85	1	0	0	0	0.34	0.55	0.52
86	1	0	0	0	0.34	0.55	0.52
87	1	0	0	0	0.34	0.55	0.52
88	1	0	0	0	0.34	0.55	0.52
89	1	0	0	0	0.34	0.55	0.52
90	1	0	0	0	0.34	0.55	0.52
91	1	0	0	0	0.34	0.55	0.52
92	1	0	0	0	0.34	0.55	0.52
93	1	0	0	0	0.34	0.55	0.52
94	0	1	0	1	0.079	0.057	0.053
95	1	0	0	0	0.34	0.55	0.52
96	0	1	0	1	0.079	0.057	0.053
97	1	0	0	0	0.34	0.55	0.52
98	1	0	0	0	0.34	0.55	0.52
99	1	0	0	0	0.34	0.55	0.52
100	1	0	0	0	0.34	0.55	0.52
101	0	1	0	1	0.079	0.057	0.053
102	0	1	0	1	0.079	0.057	0.053
103	0	1	0	1	0.079	0.057	0.053
104	1	0	0	0	0.34	0.55	0.52
105	0	1	0	1	0.079	0.057	0.053
106	1	0	0	0	0.34	0.55	0.52
107	0	1	0	1	0.079	0.057	0.053
108	1	0	0	0	0.34	0.55	0.52
109	0	1	0	1	0.079	0.057	0.053
110	1	0	0	0	0.34	0.55	0.52
111	1	0	0	0	0.34	0.55	0.52
112	1	0	0	0	0.34	0.55	0.52
113	1	0	0	0	0.34	0.55	0.52
114	0	1	0	1	0.079	0.057	0.053
115	0	1	0	1	0.079	0.057	0.053
116	1	0	0	0	0.34	0.55	0.52
117	1	0	0	0	0.34	0.55	0.52
118	1	0	0	0	0.34	0.55	0.52
119	1	0	0	0	0.34	0.55	0.52
120	0	1	0	1	0.079	0.057	0.053
121	1	0	0	0	0.34	0.55	0.52
122	0	1	0	1	0.079	0.057	0.053
123	1	0	0	0	0.34	0.55	0.52
124	0	0	1	2	0	0.27	0.52
125	0	1	0	1	0.079	0.057	0.053
126	1	0	0	0	0.34	0.55	0.52
127	0	0	1	2	0	0.27	0.52
128	0	0	1	2	0	0.27	0.52
129	0	1	0	1	0.079	0.057	0.053
130	0	0	1	2	0	0.27	0.52
131	1	0	0	0	0.34	0.55	0.52
132	0	1	0	1	0.079	0.057	0.053
133	1	0	0	0	0.34	0.55	0.52
134	1	0	0	0	0.34	0.55	0.52
135	1	0	0	0	0.34	0.55	0.52
136	0	1	0	1	0.079	0.057	0.053
137	1	0	0	0	0.34	0.55	0.52
138	0	1	0	1	0.079	0.057	0.053
139	1	0	0	0	0.34	0.55	0.52
140	0	1	0	1	0.079	0.057	0.053
141	0	0	1	2	0	0.27	0.52
142	1	0	0	0	0.34	0.55	0.52
143	1	0	0	0	0.34	0.55	0.52
144	1	0	0	0	0.34	0.55	0.52
145	1	0	0	0	0.34	0.55	0.52
146	0.14	0.86	0	1	0.079	0.057	0.053
147	0	1	0	1	0.079	0.057	0.053
148	1	0	0	0	0.34	0.55	0.52
149	1	0	0	0	0.34	0.55	0.52
150	0	1	0	1	0.079	0.057	0.053
151	1	0	0	0	0.34	0.55	0.52
152	0	1	0	1	0.079	0.057	0.053
153	1	0	0	0	0.34	0.55	0.52
154	1	0	0	0	0.34	0.55	0.52
155	0	1	0	1	0.079	0.057	0.053
156	1	0	0	0	0.34	0.55	0.52
157	0	1	0	1	0.079	0.057	0.053
158	1	0	0	0	0.34	0.55	0.52
159	0	1	0	1	0.079	0.057	0.053
160	0	1	0	1	0.079	0.057	0.053
