SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	1	0	0	0	0	0	0	0	0	0	0	0.34	0.55	0.52
1	0	0	0	0	0	0	0	0	0	1	9	0.032	0.49	0.52
2	0.15	0	0	0.85	0	0	0	0	0	0	3	0.29	0.44	0.52
3	1	0	0	0	0	0	0	0	0.00064	0	0	0.34	0.55	0.52
4	0.0016	0	0	1	0	0	0	0	0	0	3	0.29	0.44	0.52
5	0	1	0	0	0	0	0	0	0	0.0012	1	0	0.33	0.52
6	0.99	0	0	0.0072	0	0	0	0	0	0	0	0.34	0.55	0.52
7	0	0	0.48	0	0.48	0.036	0	0	0	0	2	0	0.11	0
8	0	0	0	0	0	0	1	0	0	0	6	0.23	0	0
9	0	0	0.5	0	0.5	2e-05	0	0	0	0	2	0	0.11	0
10	0.067	0	0	0.93	0	0	0	0	0	0	3	0.29	0.44	0.52
11	0	0	0.5	0	0.5	1.3e-05	0	0	0	0	2	0	0.11	0
12	0.91	0	0	0.086	0	0	0	0	0	0	0	0.34	0.55	0.52
13	0	0	0.5	0	0.5	0	0	0	0	0	2	0	0.11	0
14	0	0	0.5	0	0.5	0.00014	0	0	0	0	2	0	0.11	0
15	0	0	0.5	0	0.5	0	0	0	0	0	2	0	0.11	0
16	0	0	0.5	0	0.5	0	0	0	0	0	2	0	0.11	0
17	0.99	0	0	0.012	0	0	0	0	0	0	0	0.34	0.55	0.52
18	0.94	0	0	0.064	0	0	0	0	0	0	0	0.34	0.55	0.52
19	0.0016	0	0	1	0	0	0	0	0	0	3	0.29	0.44	0.52
20	0.00028	0.7	0	0.0017	0	0	0	0	0	0.3	1	0	0.33	0.52
21	0	0	0	0	0	0	1	0	0	0	6	0.23	0	0
22	0.89	0	0	0.11	0	0	0	0	0	0	0	0.34	0.55	0.52
23	0	0	0	0	0	0	1	0	0.00027	0	6	0.23	0	0
24	0	0	0.5	0	0.5	0.0025	0	0	0	0	2	0	0.11	0
25	0.00073	0	0	1	0	0	0	0	0	0	3	0.29	0.44	0.52
26	0.0018	0	0	1	0	0	0	0	0	0	3	0.29	0.44	0.52
27	0	0	0	0	0	1	0	0	0	0	5	0	0.057	0.053
28	0.17	0	0	0.83	0	0	0	0	0	0	3	0.29	0.44	0.52
29	0	0	0	0	0	0	0	1	0	0	7	0	0	0.32
30	0.33	0	0	0.67	0	0	0	0	0	0	3	0.29	0.44	0.52
31	0	0	0.5	0	0.5	0	0	0	0	0	2	0	0.11	0
32	0.76	0	0	0.24	0	0	0	0	0	0	0	0.34	0.55	0.52
33	0	0	0.49	0	0.49	0.012	0	0	0	0	2	0	0.11	0
34	0.95	0	0	0.051	0	0	0	0	0	0	0	0.34	0.55	0.52
35	0.69	0	0	0.31	0	0	0	0	0	0	0	0.34	0.55	0.52
36	0	0	0.5	0	0.5	0.00072	0	0	0	0	2	0	0.11	0
37	0.4	0	0	0.6	0	0	0	0	0	0	3	0.29	0.44	0.52
38	0	0	0	0	0	0	1	0	0	0	6	0.23	0	0
39	0	0	0	0	0	1	0	0	0	0	5	0	0.057	0.053
