SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
0	0	0	0.042	0	0	0	0	0	0.042	0	0.042	0	0	0	0	0	0.87	0	0	0	16	0.43	0.55	0.57
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.032	0.49	0.52
2	0	0.88	0.041	0	0	0	0	0	0.041	0	0.041	0	0	0	0	0	4.4e-05	0	0	0	1	0.29	0.44	0.52
3	0	0	0.33	0	0	0	0	0.016	0.33	0	0.33	0	0.00022	0	0	0	0.0079	0	0	0	2	0.34	0.55	0.52
4	0	1	0.00043	0	0	0	0	0	0.00043	0	0.00043	0	0	0	0	0	0	0	0	0	1	0.29	0.44	0.52
5	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0024	18	0	0.38	0.52
6	0	0.0065	0.24	0	0	0	0	0	0.24	0	0.24	0	0	0	0	0	0.26	0	0	0	16	0.43	0.55	0.57
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.00028	0	0.5	0	0	13	0	0.054	0
8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.29	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0.87	0	0.067	0	0	15	0	0.11	0
10	0	0.95	0.018	0	0	0	0	0	0.018	0	0.018	0	0	0	0	0	1.7e-05	0	0	0	1	0.29	0.44	0.52
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0.063	0	0.47	0	0	13	0	0.054	0
12	0	0.11	0.3	0	0	0	0	0	0.3	0	0.3	0	0	0	0	0	0.00022	0	0	0	2	0.34	0.55	0.52
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.99	0	0.0028	0	0	15	0	0.11	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0.91	0	0.044	0	0	15	0	0.11	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0.11	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0	1	0	0.00097	0	0	15	0	0.11	0
17	0	0.015	0.33	0	0	0	0	0	0.33	0	0.33	0	0	0	0	0	0.0031	0	0	0	2	0.34	0.55	0.52
18	0	0.078	0.31	0	0	0	0	0	0.31	0	0.31	0	0	0	0	0	0.002	0	0	0	2	0.34	0.55	0.52
19	0	1	0.00043	0	0	0	0	0	0.00043	0	0.00043	0	0	0	0	0	0	0	0	0	1	0.29	0.44	0.52
20	0.0011	0.0014	6.2e-05	0	0	0	0.054	0	6.2e-05	0	6.2e-05	0	0	0	0	0	1.5e-06	0	0.75	0.19	18	0	0.38	0.52
21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.097	0	0
22	0	0.12	0.24	0	0	0	0	0	0.24	0	0.24	0	0	0	0	0	0.16	0	0	0	2	0.34	0.55	0.52
23	0	0	0	0	0	0	0	0.00022	0	0	0	1	0	0	0	0	0	0	0	0	11	0.29	0	0
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.0064	0	0.5	0	0	13	0	0.054	0
25	0	1	0.0002	0	0	0	0	0	0.0002	0	0.0002	0	0	0	0	0	0	0	0	0	1	0.29	0.44	0.52
26	0	1	0.00047	0	0	0	0	0	0.00047	0	0.00047	0	0	0	0	0	0	0	0	0	1	0.29	0.44	0.52
27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.079	0.057	0.053
28	0	0.85	0.048	0	0	0	0	0	0.048	0	0.048	0	0	0	0	0	0.0026	0	0	0	1	0.29	0.44	0.52
29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0.11
30	0	0.72	0.094	0	0	0	0	0	0.094	0	0.094	0	0	0	0	0	0.0033	0	0	0	1	0.29	0.44	0.52
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	1	0	0.00017	0	0	15	0	0.11	0
32	0	0.23	0.19	0	0	0	0	0	0.19	0	0.19	0	0	0	0	0	0.2	0	0	0	1	0.29	0.44	0.52
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.0062	0	0.5	0	0	13	0	0.054	0
34	0	0.063	0.31	0	0	0	0	0	0.31	0	0.31	0	0	0	0	0	0.0012	0	0	0	2	0.34	0.55	0.52
35	0	0.35	0.21	0	0	0	0	0	0.21	0	0.21	0	0	0	0	0	0.023	0	0	0	1	0.29	0.44	0.52
