SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.12	0.12	2.2e-05	0.14	0	0.0071	3.3e-05	0	0	0	0.12	2.4e-05	0	0.14	0.37	14	0.28	0.34
1	0.11	0.11	1.8e-05	0.13	0	0.0049	0	0	0	0	0.11	1.9e-05	0	0.13	0.41	14	0.28	0.34
2	0.16	0.16	2.8e-05	0.095	0	0.0049	0.00011	0	0	0.00015	0.16	0.00013	0	0.095	0.32	14	0.28	0.34
3	0.22	0.22	1.4e-06	0.069	0	0.0031	0	0	0	4.1e-06	0.22	2.8e-05	0	0.069	0.19	0	0.25	0.34
4	0.14	0.14	4.4e-05	0.1	0	0.0058	0.0005	0	0	4.1e-05	0.14	0.00015	0	0.1	0.35	14	0.28	0.34
5	0.22	0.22	5.2e-05	0.032	0	0.00071	0	0.00091	0	0.0032	0.22	0.0017	9.4e-05	0.032	0.27	14	0.28	0.34
6	0.28	0.28	0	0.023	0	0.00059	0	0	0	0.0021	0.28	0.00012	0	0.023	0.11	0	0.25	0.34
7	0.027	0.027	0	0.015	0	0.0015	0.0003	0	0.8	0.059	0.027	1e-05	0	0.015	0.029	8	0	0.56
8	0.1	0.1	0.00019	0.081	0	0.0019	4.5e-06	0	0	0	0.1	0.00021	0	0.081	0.53	14	0.28	0.34
9	0	0	0	0	0	0	0	0.0046	0	3.6e-06	0	0	1	0	0	12	0.11	0.11
10	0.12	0.12	0.00044	0.041	0	0.00043	0	0	0	0	0.12	0.00084	0	0.041	0.57	14	0.28	0.34
11	0.2	0.2	2.4e-05	0.05	0	0.0015	0	0	0	2.2e-05	0.2	0.00047	0	0.05	0.29	14	0.28	0.34
12	0.18	0.18	5.7e-05	0.049	0	0.0011	0	0	0	1.2e-06	0.18	0.00056	0	0.049	0.36	14	0.28	0.34
13	0.046	0.046	1.4e-05	0.25	0	0.023	0.0028	0	0	0	0.046	1.3e-06	0	0.25	0.34	14	0.28	0.34
14	0.13	0.13	0.00021	0.069	0	0.0021	0.00011	7.6e-05	0	5.9e-06	0.13	0.00065	0	0.069	0.45	14	0.28	0.34
15	0.04	0.04	3.9e-06	0.26	0	0.014	0	0	0	0	0.04	0	0	0.26	0.35	14	0.28	0.34
16	0.17	0.17	4.4e-05	0.08	0	0.0038	0.00018	3.4e-06	0	0.00087	0.17	0.00028	0	0.08	0.32	14	0.28	0.34
17	0.014	0.014	0	0.00022	0	4e-06	0	0	0	0.96	0.014	4.1e-05	0	0.00022	0.0018	9	0.11	0.33
18	0.039	0.039	0	0.0008	0	1.5e-05	0	0	0	0.88	0.039	0.0001	0	0.0008	0.0062	9	0.11	0.33
19	0.15	0.15	0.00026	0.025	0	0.00016	0	0	0	0	0.15	0.0015	0	0.025	0.51	14	0.28	0.34
20	0.25	0.25	5e-06	0.037	0	0.0012	0	0	0	0.0018	0.25	0.00027	0	0.037	0.18	0	0.25	0.34
21	0.24	0.24	3.3e-06	0.0062	0	6.5e-05	0	0	0	0.19	0.24	0.0016	0	0.0062	0.085	0	0.25	0.34
22	0.17	0.17	9.7e-06	0.11	0	0.0089	0.00039	0	0	0.0024	0.17	6e-05	0	0.11	0.25	14	0.28	0.34
23	0.06	0.06	3.5e-05	0.14	0	0.0034	0	0	0	0	0.06	5.8e-06	0	0.14	0.54	14	0.28	0.34
24	0.31	0.31	0	0.011	0	0.00025	0	0	0	0.002	0.31	4.5e-05	0	0.011	0.05	0	0.25	0.34
25	0.17	0.17	1.5e-05	0.085	0	0.0033	0	0	0	0	0.17	8.8e-05	0	0.085	0.33	14	0.28	0.34
26	0.18	0.18	9.8e-06	0.07	0	0.0019	0	0	0	0	0.18	6.3e-05	0	0.07	0.32	14	0.28	0.34
27	0.096	0.096	0	0.23	0	0.023	0	0	0	0	0.096	0	0	0.23	0.23	3	0.28	0.38
