SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.15	0.083	0.41	0	0.083	0	2.1e-05	7.9e-05	0.0022	0.15	0.083	0.017	0.0022	3.3e-05	0	0.017	0	2.1e-05	2	0.28	0.34
1	0.14	0.078	0.45	0	0.078	0	1.7e-05	6.3e-05	0.0016	0.14	0.078	0.013	0.0016	0	0	0.013	0	1.7e-05	2	0.28	0.34
2	0.21	0.058	0.35	0	0.058	0	2.7e-05	0.00044	0.0016	0.21	0.058	0.024	0.0016	0.00012	0.00015	0.024	0	2.7e-05	2	0.28	0.34
3	0.29	0.041	0.21	0	0.041	0	1.3e-06	9.2e-05	0.00097	0.29	0.041	0.047	0.00097	0	4.1e-06	0.047	0	1.3e-06	0	0.25	0.34
4	0.19	0.064	0.39	0	0.064	0	4.2e-05	0.00049	0.0018	0.19	0.064	0.02	0.0018	0.0005	4.1e-05	0.02	0	4.2e-05	2	0.28	0.34
5	0.29	0.02	0.31	9.6e-05	0.02	0	5.1e-05	0.0059	0.00023	0.29	0.02	0.019	0.00023	0	0.0033	0.019	0.00093	5.1e-05	2	0.28	0.34
6	0.36	0.014	0.13	0	0.014	0	0	0.0004	0.00019	0.36	0.014	0.05	0.00019	0	0.0021	0.05	0	0	0	0.25	0.34
7	0.035	0.0089	0.032	0	0.0089	0.8	0	3.4e-05	0.00046	0.035	0.0089	0.0076	0.00046	0.0003	0.06	0.0076	0	0	5	0	0.56
8	0.13	0.049	0.58	0	0.049	0	0.00018	0.00069	0.00061	0.13	0.049	0.0064	0.00061	4.5e-06	0	0.0064	0	0.00018	2	0.28	0.34
9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.6e-06	0	0.0046	0	3	0.11	0.11
10	0.15	0.025	0.62	0	0.025	0	0.00042	0.0027	0.00013	0.15	0.025	0.0043	0.00013	0	0	0.0043	0	0.00042	2	0.28	0.34
11	0.27	0.031	0.32	0	0.031	0	2.3e-05	0.0016	0.00048	0.27	0.031	0.022	0.00048	0	2.2e-05	0.022	0	2.3e-05	2	0.28	0.34
12	0.24	0.03	0.41	0	0.03	0	5.5e-05	0.0019	0.00034	0.24	0.03	0.014	0.00034	0	1.3e-06	0.014	0	5.5e-05	2	0.28	0.34
13	0.061	0.15	0.38	0	0.15	0	1.4e-05	4.4e-06	0.0074	0.061	0.15	0.0091	0.0074	0.0029	0	0.0091	0	1.4e-05	2	0.28	0.34
14	0.17	0.042	0.5	0	0.042	0	0.0002	0.0021	0.00065	0.17	0.042	0.01	0.00065	0.00011	5.9e-06	0.01	7.6e-05	0.0002	2	0.28	0.34
15	0.053	0.16	0.39	0	0.16	0	3.7e-06	0	0.0046	0.053	0.16	0.007	0.0046	0	0	0.007	0	3.7e-06	2	0.28	0.34
