SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.25	0.34
1	1	0	0	0.25	0.34
2	1	0	0	0.25	0.34
3	1	0	0	0.25	0.34
4	1	0	0	0.25	0.34
5	1	0.0001	0	0.25	0.34
6	1	0	0	0.25	0.34
7	1	3e-06	0	0.25	0.34
8	1	0	0	0.25	0.34
9	0	1	1	0.11	0.11
10	1	0	0	0.25	0.34
11	1	0	0	0.25	0.34
12	1	0	0	0.25	0.34
13	1	0	0	0.25	0.34
14	1	0	0	0.25	0.34
15	1	0	0	0.25	0.34
16	1	0	0	0.25	0.34
17	1	1.2e-05	0	0.25	0.34
18	1	2.7e-06	0	0.25	0.34
19	1	0	0	0.25	0.34
20	1	0	0	0.25	0.34
21	1	0	0	0.25	0.34
22	1	0	0	0.25	0.34
23	1	0	0	0.25	0.34
24	1	0	0	0.25	0.34
25	1	0	0	0.25	0.34
26	1	0	0	0.25	0.34
27	1	0	0	0.25	0.34
28	1	0	0	0.25	0.34
29	1	0	0	0.25	0.34
30	1	0	0	0.25	0.34
31	1	0	0	0.25	0.34
32	1	0	0	0.25	0.34
33	1	0	0	0.25	0.34
34	1	0	0	0.25	0.34
35	1	0	0	0.25	0.34
36	1	0	0	0.25	0.34
37	1	3.8e-05	0	0.25	0.34
38	1	0	0	0.25	0.34
39	1	0	0	0.25	0.34
40	1	0.001	0	0.25	0.34
41	3.5e-05	1	1	0.11	0.11
42	1	0	0	0.25	0.34
43	1	6.1e-06	0	0.25	0.34
44	1	7.1e-06	0	0.25	0.34
45	1	0	0	0.25	0.34
46	1	0	0	0.25	0.34
47	1	0	0	0.25	0.34
48	1	0	0	0.25	0.34
49	1	0	0	0.25	0.34
50	1	0	0	0.25	0.34
51	1	0	0	0.25	0.34
52	1	0	0	0.25	0.34
53	1	0	0	0.25	0.34
54	1	0	0	0.25	0.34
55	1	0	0	0.25	0.34
56	1	0	0	0.25	0.34
57	1	0	0	0.25	0.34
58	1	0	0	0.25	0.34
59	1	0	0	0.25	0.34
60	1	0	0	0.25	0.34
61	1	0	0	0.25	0.34
62	0	1	1	0.11	0.11
63	1	0	0	0.25	0.34
64	1	0	0	0.25	0.34
65	1	0	0	0.25	0.34
66	1	0	0	0.25	0.34
67	1	0	0	0.25	0.34
68	1	0	0	0.25	0.34
69	1	0	0	0.25	0.34
70	1	0	0	0.25	0.34
