SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.51	0.49	0	0	0	0.25	0.34
1	0.51	0.49	0	0	0	0.25	0.34
2	0.67	0.33	0	0	0	0.25	0.34
3	0.8	0.2	0	0	0	0.25	0.34
4	0.63	0.37	0	0	0	0.25	0.34
5	0.89	0.11	0.00084	8.6e-05	0	0.25	0.34
6	0.94	0.064	0	0	0	0.25	0.34
7	0.69	0.31	0	2e-06	0	0.25	0.34
8	0.6	0.4	0	0	0	0.25	0.34
9	0	0	0.0046	1	3	0.11	0.11
10	0.77	0.23	0	0	0	0.25	0.34
11	0.83	0.17	0	0	0	0.25	0.34
12	0.82	0.18	0	0	0	0.25	0.34
13	0.18	0.82	0	0	1	0.28	0.38
14	0.7	0.3	9e-05	0	0	0.25	0.34
15	0.16	0.84	0	0	1	0.28	0.38
16	0.72	0.28	3.3e-06	0	0	0.25	0.34
17	0.99	0.013	0	1.1e-05	0	0.25	0.34
18	0.98	0.017	0	2.5e-06	0	0.25	0.34
19	0.88	0.12	0	0	0	0.25	0.34
20	0.89	0.11	0	0	0	0.25	0.34
21	0.98	0.021	0	0	0	0.25	0.34
22	0.65	0.35	0	0	0	0.25	0.34
23	0.34	0.66	0	0	1	0.28	0.38
24	0.97	0.029	0	0	0	0.25	0.34
25	0.7	0.3	0	0	0	0.25	0.34
26	0.76	0.24	0	0	0	0.25	0.34
27	0.33	0.67	0	0	1	0.28	0.38
28	0.95	0.049	0	0	0	0.25	0.34
29	0.68	0.32	0	0	0	0.25	0.34
30	0.4	0.6	0	0	1	0.28	0.38
31	0.89	0.11	0	0	0	0.25	0.34
32	0.73	0.27	2.8e-06	0	0	0.25	0.34
33	0.21	0.79	0	0	1	0.28	0.38
34	0.52	0.48	0	0	0	0.25	0.34
35	0.78	0.22	0	0	0	0.25	0.34
36	0.94	0.062	0	0	0	0.25	0.34
37	0.78	0.22	0.0025	2.9e-05	0	0.25	0.34
38	0.56	0.44	0	0	0	0.25	0.34
39	0.46	0.54	2.7e-06	0	1	0.28	0.38
40	0.91	0.078	0.014	0.00087	0	0.25	0.34
41	0	0	1	0.0021	2	0.22	0.11
42	0.67	0.33	0	0	0	0.25	0.34
43	0.79	0.21	3.9e-06	4.6e-06	0	0.25	0.34
44	0.79	0.2	4.1e-06	5.4e-06	0	0.25	0.34
45	0.68	0.32	0	0	0	0.25	0.34
46	0.69	0.31	0	0	0	0.25	0.34
47	0.92	0.085	2.2e-05	0	0	0.25	0.34
48	0.5	0.5	0	0	1	0.28	0.38
49	0.48	0.52	0	0	1	0.28	0.38
50	0.72	0.28	0	0	0	0.25	0.34
51	0.75	0.25	0	0	0	0.25	0.34
52	0.36	0.64	0	0	1	0.28	0.38
53	0.9	0.1	0	0	0	0.25	0.34
54	0.91	0.085	0	0	0	0.25	0.34
55	0.79	0.21	4.7e-05	0	0	0.25	0.34
56	0.63	0.37	0	0	0	0.25	0.34
57	0.73	0.27	0	0	0	0.25	0.34
58	0.79	0.21	0	0	0	0.25	0.34
59	0.74	0.26	2.6e-06	0	0	0.25	0.34
60	0.62	0.38	0	0	0	0.25	0.34
61	0.7	0.3	0.0018	0	0	0.25	0.34
62	0	0	1.5e-06	1	3	0.11	0.11
63	0.61	0.39	0	0	0	0.25	0.34
64	0.67	0.33	0	0	0	0.25	0.34
65	0.87	0.13	0	0	0	0.25	0.34
66	0.84	0.16	0	0	0	0.25	0.34
67	0.68	0.32	0	0	0	0.25	0.34
68	0.21	0.79	0	0	1	0.28	0.38
69	0.92	0.077	4.5e-06	0	0	0.25	0.34
70	0.67	0.33	0	0	0	0.25	0.34
