SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0.19	0	0.13	0	3.4e-05	0.057	0	0.057	0	3.5e-05	0.029	0.13	0.13	0	0.13	0.13	0.029	0	0.25	0.34
1	0.18	0	0.14	0	2.7e-05	0.044	0	0.044	0	0	0.02	0.14	0.14	0	0.14	0.14	0.02	0	0.25	0.34
2	0.27	0	0.11	8.6e-05	0.00019	0.08	0	0.08	8.6e-05	0.00012	0.02	0.11	0.11	0	0.11	0.11	0.02	0	0.25	0.34
3	0.36	0	0.062	2.3e-06	3.9e-05	0.15	0	0.15	2.3e-06	0	0.012	0.062	0.062	0	0.062	0.062	0.012	0	0.25	0.34
4	0.24	0	0.12	2.4e-05	0.00021	0.066	0	0.066	2.4e-05	0.00052	0.023	0.12	0.12	0	0.12	0.12	0.023	0	0.25	0.34
5	0.38	0	0.095	0.002	0.0026	0.065	0.0001	0.065	0.002	0	0.003	0.095	0.095	0.00096	0.095	0.095	0.003	0	0.25	0.34
6	0.47	0	0.039	0.0012	0.00017	0.16	0	0.16	0.0012	0	0.0024	0.039	0.039	0	0.039	0.039	0.0024	0	0.25	0.34
7	0.2	0	0.043	0.16	6.6e-05	0.11	1.6e-06	0.11	0.16	0.0014	0.026	0.043	0.043	0	0.043	0.043	0.026	0	0.25	0.34
8	0.15	0	0.16	0	0.00027	0.019	0	0.019	0	4.2e-06	0.0071	0.16	0.16	0	0.16	0.16	0.0071	2	0.28	0.34
9	0	0	0	2.1e-06	0	0	1	0	2.1e-06	0	0	0	0	0.0046	0	0	0	6	0.11	0.11
10	0.16	0	0.16	0	0.001	0.012	0	0.012	0	0	0.0015	0.16	0.16	0	0.16	0.16	0.0015	2	0.28	0.34
11	0.35	0	0.099	1.3e-05	0.00068	0.074	0	0.074	1.3e-05	0	0.0063	0.099	0.099	0	0.099	0.099	0.0063	0	0.25	0.34
12	0.29	0	0.12	0	0.00079	0.046	0	0.046	0	0	0.0043	0.12	0.12	0	0.12	0.12	0.0043	0	0.25	0.34
13	0.085	0	0.13	0	2.1e-06	0.033	0	0.033	0	0.0033	0.1	0.13	0.13	0	0.13	0.13	0.1	2	0.28	0.34
14	0.21	0	0.14	3.2e-06	0.00085	0.032	0	0.032	3.2e-06	0.00011	0.0078	0.14	0.14	7.2e-05	0.14	0.14	0.0078	0	0.25	0.34
15	0.081	0	0.14	0	0	0.028	0	0.028	0	0	0.072	0.14	0.14	0	0.14	0.14	0.072	2	0.28	0.34
16	0.28	0	0.11	0.00051	0.00039	0.074	0	0.074	0.00051	0.00019	0.015	0.11	0.11	3.5e-06	0.11	0.11	0.015	0	0.25	0.34
17	0.02	0	0.00053	0.48	5e-05	0.0065	0	0.0065	0.48	0	1.4e-05	0.00053	0.00053	0	0.00053	0.00053	1.4e-05	3	0.11	0.33
18	0.056	0	0.0018	0.45	0.00013	0.018	0	0.018	0.45	0	5.5e-05	0.0018	0.0018	0	0.0018	0.0018	5.5e-05	3	0.11	0.33
19	0.22	0	0.15	0	0.0019	0.013	0	0.013	0	0	0.00058	0.15	0.15	0	0.15	0.15	0.00058	0	0.25	0.34
20	0.42	0	0.063	0.0011	0.00039	0.13	0	0.13	0.0011	0	0.005	0.063	0.063	0	0.063	0.063	0.005	0	0.25	0.34
21	0.43	0	0.032	0.13	0.0025	0.075	0	0.075	0.13	0	0.0003	0.032	0.032	0	0.032	0.032	0.0003	0	0.25	0.34
22	0.27	0	0.081	0.0014	8.2e-05	0.12	0	0.12	0.0014	0.0004	0.035	0.081	0.081	0	0.081	0.081	0.035	0	0.25	0.34
23	0.092	0	0.17	0	7.7e-06	0.014	0	0.014	0	0	0.013	0.17	0.17	0	0.17	0.17	0.013	2	0.28	0.34
24	0.47	0	0.015	0.0011	5.9e-05	0.22	0	0.22	0.0011	0	0.00094	0.015	0.015	0	0.015	0.015	0.00094	0	0.25	0.34
25	0.28	0	0.11	0	0.00013	0.07	0	0.07	0	0	0.013	0.11	0.11	0	0.11	0.11	0.013	0	0.25	0.34
26	0.3	0	0.11	0	9e-05	0.07	0	0.07	0	0	0.0079	0.11	0.11	0	0.11	0.11	0.0079	0	0.25	0.34
27	0.17	0	0.082	0	0	0.11	0	0.11	0	0	0.1	0.082	0.082	0	0.082	0.082	0.1	0	0.25	0.34
28	0.31	0	0.0076	0.01	8.7e-06	0.31	0	0.31	0.01	0	0.0027	0.0076	0.0076	0	0.0076	0.0076	0.0027	0	0.25	0.34
29	0.24	0	0.13	0	0.0001	0.051	0	0.051	0	0	0.0099	0.13	0.13	0	0.13	0.13	0.0099	0	0.25	0.34
30	0.11	0	0.16	0	6.7e-05	0.019	0	0.019	0	0.00022	0.019	0.16	0.16	0	0.16	0.16	0.019	2	0.28	0.34
31	0.39	0	0.095	0	0.00031	0.065	0	0.065	0	0	0.002	0.095	0.095	0	0.095	0.095	0.002	0	0.25	0.34
32	0.3	0	0.09	0.00067	0.00029	0.1	0	0.1	0.00067	0.0001	0.021	0.09	0.09	3.2e-06	0.09	0.09	0.021	0	0.25	0.34
33	0.033	0	0.046	0	4.2e-06	0.012	0	0.012	0	0.62	0.045	0.046	0.046	0	0.046	0.046	0.045	9	0.43	0.52
34	0.2	0	0.12	2.3e-05	8.9e-05	0.066	0	0.066	2.3e-05	0.007	0.04	0.12	0.12	0	0.12	0.12	0.04	0	0.25	0.34
35	0.28	0	0.12	0	0.00043	0.048	0	0.048	0	0	0.0056	0.12	0.12	0	0.12	0.12	0.0056	0	0.25	0.34
36	0.36	0	0.12	0	0.0032	0.027	0	0.027	0	0	0.00045	0.12	0.12	0	0.12	0.12	0.00045	0	0.25	0.34
37	0.24	0	0.14	7.2e-05	0.0018	0.033	2.4e-05	0.033	7.2e-05	5.4e-05	0.0048	0.14	0.14	0.0021	0.14	0.14	0.0048	0	0.25	0.34
38	0.23	0	0.043	1.2e-05	2.6e-06	0.21	0	0.21	1.2e-05	2.6e-06	0.069	0.043	0.043	0	0.043	0.043	0.069	0	0.25	0.34
39	0.16	0	0.11	2.2e-05	0.00011	0.051	0	0.051	2.2e-05	0.097	0.046	0.11	0.11	2.5e-06	0.11	0.11	0.046	0	0.25	0.34
40	0.36	0	0.11	0.001	0.0068	0.04	0.00093	0.04	0.001	0	0.0012	0.11	0.11	0.016	0.11	0.11	0.0012	0	0.25	0.34
41	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	1	0	0	0	13	0.22	0.11
42	0.18	0	0.15	0	0.00054	0.025	0	0.025	0	3.2e-05	0.0067	0.15	0.15	0	0.15	0.15	0.0067	0	0.25	0.34
43	0.33	0	0.074	0.02	0.00034	0.12	5.2e-06	0.12	0.02	4.3e-05	0.015	0.074	0.074	4.4e-06	0.074	0.074	0.015	0	0.25	0.34
44	0.33	0	0.072	0.023	0.00035	0.12	6.1e-06	0.12	0.023	3.5e-05	0.014	0.072	0.072	4.6e-06	0.072	0.072	0.014	0	0.25	0.34
45	0.27	0	0.11	2.6e-06	0.00011	0.076	0	0.076	2.6e-06	5.3e-06	0.017	0.11	0.11	0	0.11	0.11	0.017	0	0.25	0.34
46	0.24	0	0.13	0	0.00013	0.049	0	0.049	0	0	0.0096	0.13	0.13	0	0.13	0.13	0.0096	0	0.25	0.34
47	0.39	0	0.1	1.7e-05	0.0031	0.05	0	0.05	1.7e-05	0	0.0015	0.1	0.1	2.5e-05	0.1	0.1	0.0015	0	0.25	0.34
48	0.17	0	0.14	0	8.2e-05	0.039	0	0.039	0	0.0002	0.024	0.14	0.14	0	0.14	0.14	0.024	0	0.25	0.34
49	0.098	0	0.17	0	0.00012	0.0085	0	0.0085	0	0.00053	0.012	0.17	0.17	0	0.17	0.17	0.012	2	0.28	0.34
50	0.29	0	0.092	0.0024	0.00024	0.1	0	0.1	0.0024	0.00023	0.02	0.092	0.092	0	0.092	0.092	0.02	0	0.25	0.34
51	0.28	0	0.12	0	0.00015	0.059	0	0.059	0	0	0.0073	0.12	0.12	0	0.12	0.12	0.0073	0	0.25	0.34
52	0.17	0	0.07	0	2e-06	0.12	0	0.12	0	9e-05	0.12	0.07	0.07	0	0.07	0.07	0.12	0	0.25	0.34
53	0.43	0	0.063	0.0022	0.00044	0.12	0	0.12	0.0022	0	0.0042	0.063	0.063	0	0.063	0.063	0.0042	0	0.25	0.34
54	0.36	0	0.11	0	0.0013	0.039	0	0.039	0	0	0.00096	0.11	0.11	0	0.11	0.11	0.00096	0	0.25	0.34
55	0.3	0	0.11	4.2e-05	0.00092	0.06	0	0.06	4.2e-05	6.3e-06	0.0078	0.11	0.11	4.9e-05	0.11	0.11	0.0078	0	0.25	0.34
56	0.28	0	0.072	0	6.7e-06	0.15	0	0.15	0	0	0.032	0.072	0.072	0	0.072	0.072	0.032	0	0.25	0.34
57	0.33	0	0.064	0	1.1e-05	0.16	0	0.16	0	0	0.018	0.064	0.064	0	0.064	0.064	0.018	0	0.25	0.34
58	0.35	0	0.084	0	6.7e-05	0.11	0	0.11	0	0	0.0095	0.084	0.084	0	0.084	0.084	0.0095	0	0.25	0.34
