SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.019	0	0.018	0.44	0	0	6.3e-05	0	0	0.012	0	0	0	0	0.44	0	0	0.063	3	0.6	0.52
1	0.098	0	0.028	0.17	0	0	0.00098	0	0	0.025	0	0	0	0	0.17	0	0	0.51	17	0.32	0.33
2	0	0	0	0	1.5e-05	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	15	0	0.062
3	0	0.7	0	0	0	0	0	0	0	0	0	0	0	1.5e-06	0	0	0.3	0	1	0.11	0
4	0	0.7	0	0	0	0	0	0	0	0	0.00013	0	0	0.01	0	0	0.29	0	1	0.11	0
5	0.0006	0	0.001	0.5	0	0	0	0	0	1.6e-05	0	0	0	0	0.5	0	0	0.0011	3	0.6	0.52
6	0	0.00021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8.8e-05	0	10	0.25	0
7	0	0.7	0	0	0	0	0	0	0	0	0	0	0	9e-05	0	0	0.3	0	1	0.11	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.071	0.031
9	0.015	0	0.025	0.041	0	0.00012	0.1	0.00063	0	0.19	0	0.0096	0.00063	0	0.041	0	0	0.58	17	0.32	0.33
10	0	0.7	0	0	0	0	0	0	0	0	0.00065	0	0	0.0032	0	0	0.29	0	1	0.11	0
11	0	0	0	0	0	1	0	0.00057	0	0	0	0	0.00057	0	0	0	0	0	5	0.32	0.093
12	1.2e-06	0	0	0.5	0	0	0	0	0	1.4e-05	0	0	0	0	0.5	0	0	1.3e-05	3	0.6	0.52
13	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	1	0.11	0
14	0	0	0	0	0	0	4e-05	0	0	4.9e-05	0	0.0053	0	0	0	0	0	0.99	17	0.32	0.33
15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.071	0.031
16	0	1.3e-05	0	0	0	0.23	0	0.0016	0	8.8e-05	0.77	0	0.0016	0	0	0	5.5e-06	1.4e-05	10	0.25	0
17	0.02	0	0.067	0.45	0	0	0	0	0	3e-05	0	0	0	0	0.45	0	0	0.015	3	0.6	0.52
18	0.0076	0	0.0027	0.42	0	0	2.1e-05	0	0	0.079	0	0	0	0	0.42	0	0	0.069	3	0.6	0.52
19	0.094	0	0.038	0.18	0	0	0.0015	0	0	0.052	0	0	0	0	0.18	0	0	0.46	17	0.32	0.33
20	0	0	0	0	0	0.97	0	0.013	0	0	0	0	0.013	0	0	0	0	0	5	0.32	0.093
21	0.18	0	0.15	0.06	0	0	0.036	0	0	0.036	0	0	0	0	0.06	0	0	0.48	17	0.32	0.33
22	0.13	0	0.13	0.14	0	0	0.048	0	0	0.066	0	1.1e-06	0	0	0.14	0	0	0.36	17	0.32	0.33
23	0	0.032	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0.014	0	10	0.25	0
24	0	0.69	0	0	0	0	0	0	0	0	0.015	0	0	3.9e-05	0	0	0.29	0	1	0.11	0
25	0	0.7	0	0	0	0	0	0	0	0	2.7e-06	0	0	0	0	0	0.3	0	1	0.11	0
26	0	0	0	0	0.013	0	0	0	0.71	0	0	0	0	1.3e-05	0	0.27	0	0	8	0	0.093
27	0.045	0	0.11	0.4	0	0	0.00088	0	0	0.0011	0	0	0	0	0.4	0	0	0.054	3	0.6	0.52
28	0.044	0	0.11	0.4	0	0	0.0018	0	0	0.0012	0	0	0	0	0.4	0	0	0.053	3	0.6	0.52
29	0.19	0	0.13	0.053	0	0	0.03	0	0	0.022	0	0	0	0	0.053	0	0	0.52	17	0.32	0.33
30	0	0	0	0	0.58	0	0	0	0.42	0	0	0	0	0	0	0.00029	0	0	4	0	0.16
31	0.16	0	0.16	0.11	0	0	0.033	0	0	0.043	0	0	0	0	0.11	0	0	0.39	17	0.32	0.33
32	0.13	0	0.13	0.15	0	0	0.07	0	0	0.073	0	8.2e-06	0	0	0.15	0	0	0.3	17	0.32	0.33
33	0	0	1.8e-06	0.0011	0	0	0.014	0	0	0.91	0	0	0	0	0.0011	0	0	0.077	9	0.4	0.28
34	0.24	0	0.34	0.04	0	0	0.018	0	0	0.004	0	0	0	0	0.04	0	0	0.32	2	0.56	0.62
35	0	0	0	0	0.0029	0	0	0	0.82	0	0	0	0	0	0	0.17	0	0	8	0	0.093
36	0.055	0	0.036	0.33	0	0	0.00043	0	0	0.036	0	0	0	0	0.33	0	0	0.22	3	0.6	0.52
37	0	0	0	0	0	0	0.04	9e-05	0	0.019	0	0.032	9e-05	0	0	0	0	0.91	17	0.32	0.33
38	0	0	0	0	0	0.36	0.00025	0.29	0	0.0059	0	0.0022	0.29	0.00015	0	0	0	0.056	5	0.32	0.093
39	0	0.69	0	0	0	0	0	0	0	0	0.017	0	0	0.0048	0	0	0.29	0	1	0.11	0
40	0.045	0	0.0092	0.23	0	0	0.00018	0	0	0.077	0	0	0	0	0.23	0	0	0.4	17	0.32	0.33
41	0	0	0	0	0.0011	0	0	0	0.7	0	0	0	0	0	0	0.3	0	0	8	0	0.093
42	0.25	0	0.26	0.07	0	0	0.00038	0	0	0.00097	0	0	0	0	0.07	0	0	0.34	17	0.32	0.33
43	0	0.7	0	0	0	0	0	0	0	0	0.0057	0	0	2.2e-05	0	0	0.29	0	1	0.11	0
44	0	0	0	0	0	0.75	4.1e-06	0.12	0	0.0023	0	5.2e-06	0.12	0	0	0	0	0.0026	5	0.32	0.093
45	0.11	0	0.096	0.17	0	0	0.023	0	0	0.078	0	0	0	0	0.17	0	0	0.35	17	0.32	0.33
46	0.074	0	0.05	0.23	0	0	0.0074	0	0	0.1	0	0	0	0	0.23	0	0	0.31	17	0.32	0.33
47	0	0	0	0	0	1	0	0.00031	0	0	0	0	0.00031	0	0	0	0	0	5	0.32	0.093
48	0.13	0	0.12	0.12	0	0	0.061	0	0	0.083	0	0	0	0	0.12	0	0	0.38	17	0.32	0.33
49	0.064	0	0.032	0.16	0	0	0.013	0	0	0.21	0	0	0	0	0.16	0	0	0.36	17	0.32	0.33
50	0.00069	0	3.4e-05	0.024	0	0	8.8e-05	0	0	0.91	0	0	0	0	0.024	0	0	0.038	9	0.4	0.28
51	0.019	0	0.0035	0.3	0	0	7.9e-05	0	0	0.15	0	0	0	0	0.3	0	0	0.23	3	0.6	0.52
52	1.8e-06	0	7.1e-06	4.2e-05	0	0.00028	0.04	0.0074	0	0.11	0	0.014	0.0074	0	4.2e-05	0	0	0.82	17	0.32	0.33
53	0.026	0	0.036	0.43	0	0	9.3e-05	0	0	0.0061	0	0	0	0	0.43	0	0	0.063	3	0.6	0.52
54	0	0.7	0	0	0	0	0	0	0	0	0.00011	0	0	0.0022	0	0	0.3	0	1	0.11	0
55	0.011	0	0.014	0.46	0	0	0.0026	0	0	0.01	0	0	0	0	0.46	0	0	0.033	3	0.6	0.52
56	0.16	0	0.15	0.15	0	0	0.011	0	0	0.023	0	0	0	0	0.15	0	0	0.36	17	0.32	0.33
57	0	0.54	0	0	0	3.7e-06	0	0	0	0	0.23	0	0	0.00034	0	0	0.23	0	1	0.11	0
58	0.16	0	0.13	0.24	0	0	0.0013	0	0	0.012	0	0	0	0	0.24	0	0	0.22	3	0.6	0.52
59	0	0	0	0	1.9e-05	0	0	0	0.3	0	0	0	0	0	0	0.7	0	0	15	0	0.062
60	0	0	0	0	0.27	0	0	0	0.69	0	0	0	0	1.1e-05	0	0.049	0	0	8	0	0.093
61	0.13	0	0.096	0.27	0	0	0.0014	0	0	0.021	0	0	0	0	0.27	0	0	0.21	3	0.6	0.52
62	0.16	0	0.27	0.016	0	0	0.042	0	0	0.022	0	0	0	0	0.016	0	0	0.48	17	0.32	0.33
63	0	0.69	0	0	0	0	0	0	0	0	0.014	0	0	2.4e-05	0	0	0.29	0	1	0.11	0
64	0.0025	0	0.0017	0.11	0	0.37	1.3e-05	0.19	0	0.0048	0	1.4e-05	0.19	0	0.11	0	0	0.011	5	0.32	0.093
65	0	0.7	0	0	0	0	0	0	0	0	0.0058	0	0	0.0006	0	0	0.29	0	1	0.11	0
66	0.014	0	0.027	0.03	0	0	0.12	0	0	0.45	0	0	0	0	0.03	0	0	0.34	9	0.4	0.28
67	0	0	0	0	0.05	0.13	0	0	0.7	0	0	0	0	0	0	0.12	0	0	8	0	0.093
68	0.0098	0	0.015	0.0081	0	0	0.08	0	0	0.28	0	0	0	0	0.0081	0	0	0.6	17	0.32	0.33
69	0.12	0	0.12	0.16	0	0	0.053	0	0	0.068	0	0	0	0	0.16	0	0	0.32	17	0.32	0.33
70	0	0	0	0	0.022	0	0.00021	0	0.53	0	0	0	0	9e-06	0	0.13	0	0.32	8	0	0.093
71	0	0	0	0	0.042	0.14	0	0	0.76	0	0	0	0	0	0	0.056	0	0	8	0	0.093
72	0	0	0	0	0	0.95	0	0.023	0	0	0	0	0.023	0	0	0	0	0	5	0.32	0.093
73	0	1.6e-05	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6.9e-06	0	10	0.25	0
74	0	0	0	0	0	0	0.89	0	0	0.05	0	7.2e-05	0	0	0	0	0	0.064	6	0.36	0.43
75	0	0	0	0	0.0047	0	0	0	0.81	0	0	0	0	0	0	0.18	0	0	8	0	0.093
76	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.071	0.031
77	0	0.7	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0.29	0	1	0.11	0
78	0	0	0	0	0	0.63	0	0.19	0	0	0	0	0.19	0	0	0	0	0	5	0.32	0.093
