SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.82	0	0	0	0	0	0.18	0	0.6	0.57
1	0.51	0	0	0	0	0	0.49	0	0.6	0.57
2	0	0	0	1	2.1e-05	0	0	3	0	0.093
3	0	1	0	0	0	0	0	1	0.14	0
4	0	1	0	0	0	0.00026	0	1	0.14	0
5	0.99	0	0	0	0	0	0.013	0	0.6	0.57
6	0	0.9	0	0	0	0.1	0	1	0.14	0
7	0	1	0	0	0	0	0	1	0.14	0
8	0	0	0	0	0	1	0	5	0.21	0.031
9	0.093	0	0.00091	0	0	0	0.91	6	0.32	0.33
10	0	1	0	0	0	0.00037	0	1	0.14	0
11	0	0	3.7e-05	0	0	1	0	5	0.21	0.031
12	1	0	0	0	0	0	0.0031	0	0.6	0.57
13	0	1	0	0	0	0	0	1	0.14	0
14	0	0	0	0	0	0	1	6	0.32	0.33
15	0	0	0	0	0	1	0	5	0.21	0.031
16	0	0.017	0.55	0	0	0.43	0.00018	2	0.32	0.12
17	0.97	0	0	0	0	0	0.031	0	0.6	0.57
18	0.74	0	0	0	0	0	0.26	0	0.6	0.57
19	0.52	0	0	0	0	0	0.48	0	0.6	0.57
20	0	0	1	0	0	0	0	2	0.32	0.12
21	0.41	0	0	0	0	0	0.59	6	0.32	0.33
22	0.48	0	0	0	0	0	0.52	6	0.32	0.33
23	0	0.99	0	0	0	0.0074	0	1	0.14	0
24	0	1	0	0	0	0.0005	0	1	0.14	0
25	0	1	0	0	0	0	0	1	0.14	0
26	0	0	0	0.99	0.012	0	0	3	0	0.093
27	0.89	0	0	0	0	0	0.11	0	0.6	0.57
28	0.89	0	0	0	0	0	0.11	0	0.6	0.57
29	0.39	0	0	0	0	0	0.61	6	0.32	0.33
30	0	0	0	0.51	0.49	0	0	3	0	0.093
31	0.48	0	0	0	0	0	0.52	6	0.32	0.33
32	0.52	0	0	0	0	0	0.48	0	0.6	0.57
33	0.0011	0	0	0	0	0	1	6	0.32	0.33
34	0.5	0	0	0	0	0	0.5	0	0.6	0.57
35	0	0	0	1	0.0024	0	0	3	0	0.093
