SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.25	0	0	0.45	0.014	0	0	0	0	0	0.00077	0.29	0	3	0.32	0.28
1	0.28	0	0	0.71	0.0078	0	0	0	0	0	8.7e-06	0.0019	0	3	0.32	0.28
2	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0.093
3	0	1.4e-06	1	0	0	0	0	0	0	0	0	0	0	2	0.11	0
4	0	0.0098	0.99	1.1e-06	0	0	0	0.00013	0	0	0	0	0	2	0.11	0
5	0.28	0	0	0.23	0.0024	0	0	0	0	0	5.5e-05	0.48	0	11	0.6	0.43
6	0	0	0.00028	0.12	0	0	0.0014	0.88	0	0	0	0	0	7	0.25	0
7	0	8.8e-05	1	0	0	0	0	0	0	0	0	0	0	2	0.11	0
8	0	1	0	0	0	0	0.00011	0	0	0	0	0	0	1	0.071	0.031
9	0.027	0	0	0.93	0.00083	0.00034	0	0	0	0.018	0.0058	0.014	0	3	0.32	0.28
10	0	0.0031	1	7.9e-06	0	0	0	0.0006	0	0	0	0	0	2	0.11	0
11	0	0	0	0	0	0.00015	1	0	0	0	0	0	0	6	0.28	0.031
12	0.00014	0	0	0.00066	0.00012	0	0	0	0	0	0	1	0	11	0.6	0.43
13	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.11	0
14	0	0	0	0.99	0	0	0	0	0	0.0095	0	0	0	3	0.32	0.28
15	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.071	0.031
16	0	0	1.5e-05	0.00032	0	0.043	0.38	0.57	0	0	0	0	0	7	0.25	0
17	0.75	0	0	0.24	0.00057	0	0	0	0	0	0	0.0065	0	0	0.6	0.57
18	0.14	0	0	0.66	0.052	0	0	0	0	0	4.7e-05	0.15	0	3	0.32	0.28
19	0.29	0	0	0.7	0.011	0	0	0	0	0	4.9e-05	0.00059	0	3	0.32	0.28
20	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.32	0.12
21	0.4	0	0	0.59	0.0065	0	0	0	0	0	0.0012	0.00058	0	3	0.32	0.28
22	0.35	0	0	0.6	0.015	0	0	0	0	8.4e-05	0.0039	0.031	0	3	0.32	0.28
23	0	0	0.049	0	0	0	0.00047	0.95	0	0	0	0	0	7	0.25	0
24	0	3.8e-05	0.99	0	0	0	6e-06	0.014	0	0	0	0	0	2	0.11	0
25	0	0	1	0	0	0	0	2.5e-06	0	0	0	0	0	2	0.11	0
26	0	1.1e-05	0	0	0	0	0	0	0	0	0	0	1	12	0	0.093
27	0.55	0	0	0.36	0.0032	0	0	0	0	1.1e-06	0.00015	0.089	0	0	0.6	0.57
28	0.54	0	0	0.36	0.0034	0	0	0	0	3.8e-06	0.00021	0.096	0	0	0.6	0.57
29	0.41	0	0	0.59	0.0049	0	0	0	0	0	0.00026	0.00022	0	3	0.32	0.28
30	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0.093
31	0.4	0	0	0.58	0.0095	0	0	0	0	1.1e-06	0.0015	0.0061	0	3	0.32	0.28
32	0.4	0	0	0.5	0.019	0	0	0	0	0.00018	0.0097	0.067	0	3	0.32	0.28
33	0.00011	0	0	0.29	1.3e-05	0	0	0	0	0.00082	0.59	0.12	0	10	0.48	0.33
34	0.58	0	0	0.41	0.0017	0	0	0	0	0	5.3e-05	0.00016	0	0	0.6	0.57
35	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0.093
36	0.31	0	0	0.66	0.015	0	0	0	0	0	3.6e-05	0.013	0	3	0.32	0.28
37	0	0	0	0.94	0	3e-06	0	0	0	0.06	7.2e-05	0	0	3	0.32	0.28
38	0	0.00014	0	0.54	0	0.46	0.0043	0	0	0.0013	1.1e-05	0	0	3	0.32	0.28
39	0	0.0047	0.98	0	0	0	0.00022	0.016	0	0	0	0	0	2	0.11	0
40	0.2	0	0	0.79	0.016	0	0	0	0	0	1e-05	0.00032	0	3	0.32	0.28
41	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0.093
42	0.63	0	0	0.37	0.00058	0	0	0	0	0	0	4.7e-06	0	0	0.6	0.57
43	0	2.1e-05	0.99	0	0	0	0	0.0053	0	0	0	0	0	2	0.11	0
44	0	0	0	0.086	0	0.9	0.019	0	0	1.9e-05	9.4e-06	0	0	5	0.32	0.12
45	0.33	0	0	0.63	0.017	0	0	0	0	2.1e-06	0.0022	0.028	0	3	0.32	0.28
46	0.27	0	0	0.66	0.023	0	0	0	0	0	0.0013	0.039	0	3	0.32	0.28
47	0	0	0	0	0	0.037	0.96	0	0	0	0	0	0	6	0.28	0.031
48	0.34	0	0	0.61	0.016	0	0	0	0	3e-05	0.0071	0.029	0	3	0.32	0.28
49	0.22	0	0	0.72	0.032	0	0	0	0	0	0.0056	0.019	0	3	0.32	0.28
50	0.024	0	0	0.69	0.25	0	0	0	0	0	0.027	0.011	0	3	0.32	0.28
51	0.14	0	0	0.82	0.038	0	0	0	0	0	3.7e-05	0.0035	0	3	0.32	0.28
52	7.5e-06	0	0	0.98	0	0.0015	0	0	0	0.018	0.00075	5.9e-05	0	3	0.32	0.28
53	0.38	0	0	0.49	0.0098	0	0	0	0	0	4.2e-05	0.12	0	3	0.32	0.28
54	0	0.0021	1	0	0	0	0	0.0001	0	0	0	0	0	2	0.11	0
