SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0.11	0.081	0	0.00074	0	0	0.81	0	0	0.0002	0	0	0	0	0	0.00034	0	0	0	0.0028	6	0.6	0.48
1	0.23	0.73	0	0.00031	0	0	0.034	0	0	0.004	0	0	0	0	0	0.00034	0	0	0	0.0011	1	0.32	0.33
2	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	17	0	0.062
3	0	0	0	0	0	0	0	0	0.87	0	0	0.13	0	0	0	0	0	0	0	0	8	0.11	0
4	0	0	0	0	0	0	0	5.7e-05	0.93	0	0	0.067	9.2e-05	0	0.0001	0	0	0	4.5e-06	0	8	0.11	0
5	0.029	0.0013	0	1.2e-06	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	4e-05	6	0.6	0.48
6	0	0	0	0	0	0	0	0.38	0.00025	0	0	0.015	0.6	0	0	0	0	0	0.0048	0	12	0.25	0
7	0	0	0	0	0	0	0	0	0.97	0	0	0.034	0	0	0	0	0	0	0	0	8	0.11	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e-05	0	0	0	1	0	18	0.25	0.031
9	0.024	0.79	0	0.016	0.0002	0	0.057	0	0	0.0011	0	0	0	0.00069	0	0.032	0.0077	0	0	0.072	1	0.32	0.33
10	0	0	0	0	0	0	0	0.00026	0.89	0	0	0.11	0.00042	0	5.7e-06	0	0	0	1.4e-05	0	8	0.11	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7e-05	0	0	0	0	1	0	18	0.25	0.031
12	9.2e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.6	0.48
13	0	0	0	0	0	0	0	0	0.76	0	0	0.24	0	0	0	0	0	0	0	0	8	0.11	0
14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	1	0.32	0.33
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.036	0.062
16	0	2.3e-05	0	0	0.00082	0	0	0.29	1.6e-05	0	0	0.00041	0.47	0.061	0	2.7e-06	0	0	0.17	5e-05	12	0.25	0
17	0.48	0.052	0	0.004	0	0	0.46	0	0	3.2e-06	0	0	0	0	0	0	0	0	0	0	0	0.6	0.57
18	0.08	0.096	0	1.6e-05	0	0	0.81	0	0	0.00018	0	0	0	0	0	0.00068	0	0	0	0.012	6	0.6	0.48
19	0.23	0.71	0	0.001	0	0	0.048	0	0	0.0057	0	0	0	0	0	0.0016	0	0	0	0.0054	1	0.32	0.33
20	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.32	0.12
21	0.15	0.73	0	0.054	0	0	0.013	0	0	0.038	0	0	0	0	0	0.0063	0	0	0	0.008	1	0.32	0.33
22	0.15	0.57	0	0.081	0	0	0.12	0	0	0.037	0	0	0	0	0	0.013	0	0	0	0.025	1	0.32	0.33
23	0	0	0	0	0	0	0	0.25	0.027	0	0	0.31	0.41	0	0	0	0	0	0.0024	0	12	0.25	0
24	0	0	0	0	0	0	0	0.0039	0.56	0	0	0.43	0.0062	0	0	0	0	0	7.4e-05	0	8	0.11	0
25	0	0	0	0	0	0	0	0	0.83	0	0	0.17	0	0	0	0	0	0	0	0	8	0.11	0
