SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.024	0.5	0.038	0.43	0	0	0.0041	0	0	0	0	0	0	0	1	0.32	0.28
1	0.014	0.82	0.12	0.0029	0	0	0.038	0	0	0	0	0	0	0	1	0.32	0.28
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0.093
3	0	0	0	0	0	0	0	1.4e-06	0	0	0	1	0	0	11	0.11	0
4	0	1e-06	0	0	0	0.00013	0	0.0099	0	0	0	0.99	0	0	11	0.11	0
5	0.0041	0.26	0.0046	0.73	0	0	1.5e-05	0	0	0	0	0	0	0	3	0.6	0.43
6	0	0.11	0	0	0.00068	0.89	0	0	0	0	0	0.00029	0.00068	0	5	0.25	0
7	0	0	0	0	0	0	0	8.8e-05	0	0	0	1	0	0	11	0.11	0
8	0	0	0	0	5.5e-05	0	0	1	0	0	0	0	5.5e-05	0	7	0.071	0.031
9	0.0011	0.85	0.013	0.017	0	0	0.12	0	0.00033	0	7.2e-06	0	0	0	1	0.32	0.28
10	0	7.5e-06	0	0	0	0.0006	0	0.0032	0	0	0	1	0	0	11	0.11	0
11	0	0	0	0	0.5	0	0	0	0.00015	0	0	0	0.5	0	4	0.28	0.031
12	0.00013	0.00049	0	1	0	0	0	0	0	0	0	0	0	0	3	0.6	0.43
13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.11	0
14	0	0.94	0	0	0	0	0.061	0	0	0	0	0	0	0	1	0.32	0.28
15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.071	0.031
16	0	0.0003	0	0	0.19	0.57	0	0	0.042	0	6.3e-05	1.5e-05	0.19	0	5	0.25	0
17	0.0027	0.76	0.21	0.027	0	0	0.0017	0	0	0	0	0	0	0	1	0.32	0.28
18	0.084	0.69	0.011	0.21	0	0	0.0016	0	0	0	0	0	0	0	1	0.32	0.28
19	0.019	0.81	0.13	0.0009	0	0	0.04	0	0	0	0	0	0	0	1	0.32	0.28
20	0	0	0	0	0	0	0	0	1	0	0.00047	0	0	0	8	0.32	0.12
21	0.0073	0.44	0.33	0.00057	0	0	0.22	0	0	0	0	0	0	0	1	0.32	0.28
22	0.019	0.53	0.25	0.036	0	0	0.17	0	0	0	0	0	0	0	1	0.32	0.28
23	0	0	0	0	0.00023	0.95	0	0	0	0	0	0.049	0.00023	0	5	0.25	0
24	0	0	0	0	3e-06	0.014	0	3.8e-05	0	0	0	0.99	3e-06	0	11	0.11	0
25	0	0	0	0	0	2.5e-06	0	0	0	0	0	1	0	0	11	0.11	0
26	0	0	0	0	0	0	0	1.2e-05	0	0	0	0	0	1	13	0	0.093
27	0.008	0.59	0.19	0.2	0	0	0.011	0	0	0	0	0	0	0	1	0.32	0.28
28	0.0084	0.59	0.19	0.21	0	0	0.011	0	0	0	0	0	0	0	1	0.32	0.28
29	0.0053	0.42	0.34	0.00021	0	0	0.23	0	0	0	0	0	0	0	1	0.32	0.28
30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0.093
31	0.012	0.5	0.3	0.0069	0	0	0.18	0	0	0	0	0	0	0	1	0.32	0.28
32	0.025	0.43	0.28	0.076	0	0	0.19	0	0	0	0	0	0	0	1	0.32	0.28
33	4.1e-05	0.62	4.3e-06	0.33	0	0	0.054	0	0	0	0	0	0	0	1	0.32	0.28
34	0.0016	0.25	0.53	0.00012	0	0	0.22	0	0	0	0	0	0	0	2	0.6	0.62
