SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.57	0.38	0	0.044	0	0	0	0	0	0	0	0.32	0.28
1	0.87	0.0024	0	0.13	0	0	0	0	0	0	0	0.32	0.28
2	0	0	0.99	0	0	0	0	0.0058	0	0	2	0	0.093
3	0	0	0	0	0	0	1	0	0	0	6	0.11	0
4	1.2e-06	0	0	0	0.00013	4.1e-06	0.99	0	0	0.013	6	0.11	0
5	0.31	0.68	0	0.0055	0	0	0	0	0	0	1	0.6	0.43
6	0.13	0	0	0	0.86	0.0046	0.00027	0	0	0	4	0.25	0
7	0	0	0	0	0	0	1	0	0	2.9e-05	6	0.11	0
8	0	0	0	0	0	1	0	0	0	0	5	0.25	0.031
9	0.97	0.015	0	0.015	0	0	0	0	0.00031	0	0	0.32	0.28
10	9.2e-06	0	0	0	0.00061	1.4e-05	1	0	0	0.0015	6	0.11	0
11	0	0	0	0	0	1	0	0	4.9e-05	0	5	0.25	0.031
12	0.00063	1	0	0	0	0	0	0	0	0	1	0.6	0.43
13	0	0	0	0	0	0	1	0	0	0	6	0.11	0
14	1	0	0	0	0	0	0	0	0	0	0	0.32	0.28
15	0	0	0	0	0	0	0	0	0	1	9	0.036	0.28
16	0.00048	0	0	0	0.76	0.19	2e-05	0	0.056	0	4	0.25	0
17	0.77	0.022	0	0.21	0	0	0	0	0	0	0	0.32	0.28
18	0.8	0.19	0	0.013	0	0	0	0	0	0	0	0.32	0.28
19	0.86	0.00076	0	0.14	0	0	0	0	0	0	0	0.32	0.28
20	0	0	0	0	0	0	0	0	1	0	8	0.32	0.12
21	0.56	0.00058	0	0.43	0	0	0	0	0	0	0	0.32	0.28
22	0.65	0.035	0	0.31	0	0	0	0	0	0	0	0.32	0.28
23	0	0	0	0	0.95	0.0038	0.048	0	0	0	4	0.25	0
24	0	0	0	0	0.014	0.00011	0.99	0	0	0	6	0.11	0
25	0	0	0	0	2.6e-06	0	1	0	0	0	6	0.11	0
26	0	0	0.92	0	0	0	0	0.08	0	0	2	0	0.093
27	0.63	0.16	0	0.21	0	0	0	0	0	0	0	0.32	0.28
28	0.62	0.17	0	0.2	0	0	0	0	0	0	0	0.32	0.28
29	0.55	0.00022	0	0.45	0	0	0	0	0	0	0	0.32	0.28
30	0	0	0.35	0	0	0	0	0.65	0	0	7	0	0.12
31	0.62	0.0067	0	0.38	0	0	0	0	0	0	0	0.32	0.28
32	0.56	0.078	0	0.37	0	0	0	0	0	0	0	0.32	0.28
33	0.71	0.29	0	4.9e-06	0	0	0	0	0	0	0	0.32	0.28
34	0.32	0.00013	0	0.68	0	0	0	0	0	0	3	0.6	0.62
35	0	0	0.95	0	0	0	0	0.05	0	0	2	0	0.093
36	0.88	0.018	0	0.1	0	0	0	0	0	0	0	0.32	0.28
37	1	0	0	0	0	0	0	0	2.8e-06	0	0	0.32	0.28
38	0.57	0	0	0	0	0.0083	0	0	0.42	1.4e-05	0	0.32	0.28
39	0	0	0	0	0.016	0.0014	0.98	0	0	0	6	0.11	0
40	0.95	0.0004	0	0.046	0	0	0	0	0	0	0	0.32	0.28
41	0	0	0.97	0	0	0	0	0.032	0	0	2	0	0.093
42	0.43	5.7e-06	0	0.57	0	0	0	0	0	0	3	0.6	0.62
