SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0.0024	0.21	0	0.094	0.21	6.9e-05	0	0	4.6e-05	0	0	0	0	0.49	0	0	0	0	0	13	0.56	0.52
1	0.0051	0.14	0	0.67	0.14	0.00095	0	0	1.5e-05	0	0	0	0	0.049	0	0	0	0	0	3	0.32	0.33
2	0	0	0	0	0	0	0	0	0	0.32	0	0	0.68	0	0	0	0	0	0.0055	12	0	0.062
3	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.4	0.4	1.4e-06	0	0	14	0.11	0
4	0	0	0	0	0	0	0	0	0	0	0.00013	0.19	0	0	0.4	0.4	0.0099	0	0	14	0.11	0
5	5.2e-06	0.06	0	0.0015	0.06	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0	13	0.56	0.52
6	0	0	0	0	0	0	4.7e-06	0	0	0	1	6.1e-05	0	0	0.00013	0.00013	0	0	0	10	0.25	0
7	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.4	0.4	8.8e-05	0	0	14	0.11	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.071	0.031
9	0.016	0.015	0.00037	0.78	0.015	0.099	3.2e-06	0.0009	0.00083	0	0	0	0	0.068	0	0	0	0.0082	0	3	0.32	0.33
10	0	0	0	0	0	0	0	0	0	0	0.00062	0.19	0	0	0.4	0.4	0.0032	0	0	14	0.11	0
11	0	0	0.0066	0	0	0	0.99	1.2e-05	0	0	0	0	0	0	0	0	0	0	0	6	0.32	0.062
12	0	0.26	0	3.2e-05	0.26	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	13	0.56	0.52
13	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.4	0.4	0	0	0	14	0.11	0
14	0	0	0	1	0	2.9e-05	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	3	0.32	0.33
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.071	0.031
16	0	0	0.012	1.5e-05	0	0	0.39	0.0036	0	0	0.59	2.9e-06	0	0	6e-06	6e-06	0	0	0	10	0.25	0
17	0.0013	0.021	0	0.012	0.021	0	0	0	5e-05	0	0	0	0	0.94	0	0	0	0	0	13	0.56	0.52
18	0.00013	0.38	0	0.088	0.38	2e-05	0	0	0	0	0	0	0	0.15	0	0	0	0	0	1	0.64	0.52
