SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0.54	0	0	0.055	0.29	0.12	0	0	0	0	0	0	0	0	0	0.00018	0	0	0.6	0.52
1	0.24	0	0	0.33	0.0035	0.42	0	0	0	0	0	0	0	0	0	0.0039	0	5	0.36	0.28
2	0	0	0	0	0	0	0	1	0.0043	0	3.2e-06	0	0	0	0	0	0	7	0	0.062
3	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.86	0	0	0	13	0.11	0
4	0	0.00015	0	0	0	0	0.00011	0	0	0	0	0.072	5e-05	0.93	0	0	0	13	0.11	0
5	0.82	0	0	0.0024	0.17	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.52
6	0	0.98	0	0	0	0	0	0	0	0	0	0.016	0.005	0.00024	0	0	0	1	0.25	0
7	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0.96	0	0	0	13	0.11	0
8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0.21	0.031
9	0.064	0	8.7e-06	0.056	0.034	0.76	0	0	0	0.084	0	0	0	0	0	0.0012	0.00088	5	0.36	0.28
10	0	0.00069	0	0	0	0	5.7e-06	0	0	0	0	0.12	0.00012	0.88	0	0	0	13	0.11	0
11	0	0	1.7e-05	0	0	0	0	0	0	0	0	0	1	0	0	0	5.2e-05	12	0.21	0.031
12	0.023	0	0	0	0.98	4.7e-05	0	0	0	0	0	0	0	0	0	0	0	4	0.6	0.43
13	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0.74	0	0	0	13	0.11	0
14	0	0	0	0	0	0.38	0	0	0	0.62	0	0	0	0	0	0	0	9	0.3	0.4
15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0.036	0.062
16	0	0.83	0.082	0	0	0.00023	0	0	0	0	0	0.00047	0.033	1.7e-05	0	0	0.059	1	0.25	0
17	0.89	0	0	0.095	0.0057	0.0066	0	0	0	0	0	0	0	0	0	1.8e-06	0	0	0.6	0.52
18	0.44	0	0	0.019	0.16	0.39	0	0	0	0	0	0	0	0	0	0.00013	0	0	0.6	0.52
19	0.23	0	0	0.29	0.00096	0.47	0	0	0	0	0	0	0	0	0	0.0049	0	5	0.36	0.28
20	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0.32	0.12
21	0.09	0	0	0.64	0.0005	0.23	0	0	0	0	0	0	0	0	0	0.037	0	3	0.6	0.62
22	0.19	0	0	0.44	0.029	0.3	0	0	0	0.00015	0	0	0	0	0	0.033	0	3	0.6	0.62
23	0	0.65	0	0	0	0	0	0	0	0	0	0.32	0.0065	0.026	0	0	0	1	0.25	0
24	0	0.01	0	0	0	0	0	0	0	0	0	0.44	0.00061	0.55	0	0	0	13	0.11	0
25	0	2.7e-06	0	0	0	0	0	0	0	0	0	0.18	0	0.82	0	0	0	13	0.11	0
26	0	0	0	0	0	0	0.002	0.85	0.14	0	0.0042	0	0	0	0	0	0	7	0	0.062
27	0.69	0	0	0.19	0.086	0.039	0	0	0	2e-06	0	0	0	0	0	0.00015	0	0	0.6	0.52
28	0.69	0	0	0.18	0.092	0.04	0	0	0	6.8e-06	0	0	0	0	0	0.00015	0	0	0.6	0.52
29	0.079	0	0	0.69	0.0002	0.2	0	0	0	0	0	0	0	0	0	0.034	0	3	0.6	0.62
30	0	0	0	0	0	0	0	0.00045	0.9	0	0.095	0	0	0	0	0	0	8	0	0.12
31	0.16	0	0	0.55	0.0058	0.25	0	0	0	1.9e-06	0	0	0	0	0	0.029	0	3	0.6	0.62
32	0.2	0	0	0.44	0.055	0.26	0	0	0	0.00027	0	0	0	0	0	0.046	0	3	0.6	0.62
33	0.0021	0	0	3.2e-06	0.11	0.88	0	0	0	0.0015	0	0	0	0	0	0	0	5	0.36	0.28
34	0.061	0	0	0.87	9.4e-05	0.057	0	0	0	0	0	0	0	0	0	0.017	0	3	0.6	0.62
35	0	0	0	0	0	0	5.9e-05	0.84	0.15	0	0.0015	0	0	0	0	0	0	7	0	0.062
36	0.46	0	0	0.18	0.019	0.34	0	0	0	0	0	0	0	0	0	0.0015	0	0	0.6	0.52
37	0	0	0	0	1.1e-06	0.53	0	0	0	0.47	0	0	0	0	0	0	1.3e-05	5	0.36	0.28
38	0	0	0.0082	0	0	0.11	1.6e-05	0	0	0.0044	0	0	0.02	0	0	0	0.86	16	0.32	0.12
39	0	0.015	0	0	0	0	4.3e-06	0	0	0	0	0.24	0.0049	0.74	0	0	0	13	0.11	0
40	0.24	0	0	0.11	0.00057	0.64	0	0	0	0	0	0	0	0	0	0.0011	0	5	0.36	0.28
41	0	0	0	0	0	0	0.00014	0.95	0.053	0	0.00036	0	0	0	0	0	0	7	0	0.062
42	0.1	0	0	0.86	5.1e-06	0.043	0	0	0	0	0	0	0	0	0	0.0015	0	3	0.6	0.62
43	0	0.0038	0	0	0	0	0	0	0	0	0	0.45	0.00028	0.55	0	0	0	13	0.11	0
44	0	0	0.045	0	0	0.018	0	0	0	3.6e-05	0	0	0.012	0	0	0	0.92	16	0.32	0.12
45	0.23	0	0	0.36	0.03	0.36	0	0	0	4.3e-06	0	0	0	0	0	0.021	0	3	0.6	0.62
46	0.28	0	0	0.22	0.046	0.44	0	0	0	0	0	0	0	0	0	0.0095	0	5	0.36	0.28
47	0	0	0.44	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.32	2	0.38	0.08
48	0.17	0	0	0.44	0.026	0.33	0	0	0	5.1e-05	0	0	0	0	0	0.043	0	3	0.6	0.62
49	0.19	0	0	0.18	0.02	0.6	0	0	0	0	0	0	0	0	0	0.015	0	5	0.36	0.28
50	0.027	0	0	0.0018	0.005	0.97	0	0	0	0	0	0	0	0	0	0.00052	0	5	0.36	0.28
51	0.26	0	0	0.038	0.0048	0.69	0	0	0	0	0	0	0	0	0	0.00047	0	5	0.36	0.28
52	7.7e-05	0	3.9e-06	7.8e-06	0.00023	0.86	0	0	0	0.13	0	0	0	0	0	0	0.0061	5	0.36	0.28
53	0.68	0	0	0.098	0.12	0.1	0	0	0	0	0	0	0	0	0	0.00018	0	0	0.6	0.52
