SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0.033	0	0.033	0	0	0	0	0.00043	0	0	0	0	0	0	0.93	0	14	0.32	0.28
1	0.061	0	0.061	0	0	0	0	0.00014	0	0	0	0	0	0	0.88	0	14	0.32	0.28
2	0	0	0	0.003	0	0	0	0	0.003	0	0	0.5	0.5	0	0	0	11	0	0.093
3	0	0.86	0	0	0.14	0	0	0	0	0	0	0	0	0	0	1.5e-06	1	0.11	0
4	0	0.92	0	0	0.07	0	0	0	0	0	0	0	0	0.00014	1.6e-06	0.011	1	0.11	0
5	0.008	0	0.008	0	0	0	0	5.7e-06	0	0	0	0	0	0	0.98	0	14	0.32	0.28
6	0	0.00023	0	0	0.015	0.00022	0	0	0	0	0	0	0	0.83	0.15	0	13	0.25	0
7	0	0.96	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0.00011	1	0.11	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.071	0.031
9	0.0068	0	0.0068	0	0	0	0.00015	0.01	0	1.8e-05	0	0	0	0	0.98	0	14	0.32	0.28
10	0	0.88	0	0	0.12	0	0	0	0	0	0	0	0	0.00062	1.2e-05	0.0035	1	0.11	0
11	0	0	0	0	0	0.98	0.0027	0	0	0.013	0	0	0	0	0	0	5	0.32	0.031
12	5.6e-05	0	5.6e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.32	0.28
13	0	0.75	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.32	0.28
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.071	0.031
16	0	8.2e-06	0	0	0.00023	0.57	0.0086	1e-06	0	0.05	0	0	0	0.37	0.00029	0	5	0.32	0.031
17	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.8	0	14	0.32	0.28
18	0.0074	0	0.0074	0	0	0	0	0.00046	0	0	0	0	0	0	0.98	0	14	0.32	0.28
19	0.063	0	0.063	0	0	0	0	0.00068	0	0	0	0	0	0	0.87	0	14	0.32	0.28
20	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	9	0.32	0.093
21	0.21	0	0.21	0	0	0	0	0.0045	0	0	0	0	0	0	0.59	0	14	0.32	0.28
22	0.15	0	0.15	0	0	0	0	0.0089	0	0	0	0	0	0	0.69	0	14	0.32	0.28
23	0	0.028	0	0	0.34	2.5e-05	0	0	0	0	0	0	0	0.63	0	0	13	0.25	0
24	0	0.55	0	0	0.44	0	0	0	0	0	0	0	0	0.0091	0	2.7e-05	1	0.11	0
25	0	0.82	0	0	0.18	0	0	0	0	0	0	0	0	2.4e-06	0	0	1	0.11	0
26	0	0	0	0.041	0	0	0	0	0.041	0	0	0.46	0.46	0	0	1.3e-05	11	0	0.093
27	0.12	0	0.12	0	0	0	0	0.00019	0	0	0	0	0	0	0.77	0	14	0.32	0.28
28	0.11	0	0.11	0	0	0	0	0.00029	0	0	0	0	0	0	0.77	0	14	0.32	0.28
29	0.21	0	0.21	0	0	0	0	0.0018	0	0	0	0	0	0	0.57	0	14	0.32	0.28
30	0	0	0	0.33	0	0	0	0	0.33	0	0	0.17	0.17	0	0	0	3	0	0.12
31	0.18	0	0.18	0	0	0	0	0.0048	0	0	0	0	0	0	0.64	0	14	0.32	0.28
32	0.18	0	0.18	0	0	0	0	0.018	0	0	0	0	0	0	0.62	0	14	0.32	0.28
33	1.1e-06	0	1.1e-06	0	0	0	0	0.65	0	0	0	0	0	0	0.35	0	7	0.44	0.33
34	0.33	0	0.33	0	0	0	0	0.00038	0	0	0	0	0	0	0.34	0	14	0.32	0.28
35	0	0	0	0.026	0	0	0	0	0.026	0	0	0.47	0.47	0	0	0	11	0	0.093
36	0.048	0	0.048	0	0	0	0	0.00042	0	0	0	0	0	0	0.9	0	14	0.32	0.28
37	0	0	0	0	0	0	2.2e-06	0.00066	0	0	0	0	0	0	1	0	14	0.32	0.28
38	0	0	0	0	0	0.0013	0.43	5.5e-05	0	0.09	0	0	0	0	0.48	9.2e-05	14	0.32	0.28
39	0	0.75	0	0	0.23	3.1e-05	0	0	0	0	0	0	0	0.014	0	0.0045	1	0.11	0
40	0.021	0	0.021	0	0	0	0	0.00026	0	0	0	0	0	0	0.96	0	14	0.32	0.28
41	0	0	0	0.016	0	0	0	0	0.016	0	0	0.48	0.48	0	0	0	11	0	0.093
42	0.27	0	0.27	0	0	0	0	8.8e-06	0	0	0	0	0	0	0.45	0	14	0.32	0.28
43	0	0.55	0	0	0.44	0	0	0	0	0	0	0	0	0.0034	0	1.5e-05	1	0.11	0
44	0	0	0	0	0	0.013	0.55	3.2e-05	0	0.35	0	0	0	0	0.092	0	6	0.28	0.12
45	0.11	0	0.11	0	0	0	0	0.0064	0	0	0	0	0	0	0.76	0	14	0.32	0.28
46	0.068	0	0.068	0	0	0	0	0.0047	0	0	0	0	0	0	0.86	0	14	0.32	0.28
47	0	0	0	0	0	0.77	0.014	0	0	0.21	0	0	0	0	0	0	5	0.32	0.031
48	0.15	0	0.15	0	0	0	0	0.014	0	0	0	0	0	0	0.68	0	14	0.32	0.28
49	0.056	0	0.056	0	0	0	0	0.014	0	0	0	0	0	0	0.87	0	14	0.32	0.28
50	0.0015	0	0.0015	0	0	0	0	0.062	0	0	0	0	0	0	0.94	0	14	0.32	0.28
51	0.0093	0	0.0093	0	0	0	0	0.00052	0	0	0	0	0	0	0.98	0	14	0.32	0.28
52	0	0	0	0	0	0	0.0008	0.0025	0	3.1e-05	0	0	0	0	1	0	14	0.32	0.28
53	0.049	0	0.049	0	0	0	0	8.7e-05	0	0	0	0	0	0	0.9	0	14	0.32	0.28
54	0	0.89	0	0	0.1	0	0	0	0	0	0	0	0	0.00011	0	0.0024	1	0.11	0
55	0.026	0	0.026	0	0	0	0	0.023	0	0	0	0	0	0	0.92	0	14	0.32	0.28
56	0.17	0	0.17	0	0	0	0	0.0011	0	0	0	0	0	0	0.67	0	14	0.32	0.28
57	0	0.42	0	0	0.44	0.00025	0	0	0	0	0	0	0	0.14	0	0.00023	4	0.14	0
58	0.19	0	0.19	0	0	0	0	0.00032	0	0	0	0	0	0	0.62	0	14	0.32	0.28
59	0	0	0	0.0033	0	0	0	0	0.0033	0	0	0.5	0.5	0	0	0	11	0	0.093
60	0	0	0	0.15	0	0	0	0	0.15	0	0	0.35	0.35	0	0	8.7e-06	11	0	0.093
61	0.15	0	0.15	0	0	0	0	0.00062	0	0	0	0	0	0	0.69	0	14	0.32	0.28
62	0.1	0	0.1	0	0	0	0	0.00034	0	0	0	0	0	0	0.8	0	14	0.32	0.28
63	0	0.53	0	0	0.46	0	0	0	0	0	0	0	0	0.0083	5.2e-05	1.6e-05	1	0.11	0
64	0.0032	0	0.0032	0	0	0.0003	0.5	3.9e-05	0	0.16	0	0	0	0	0.34	0	6	0.28	0.12
65	0	0.77	0	0	0.22	0	0	0	0	0	0	0	0	0.0049	0	0.00058	1	0.11	0
66	0.013	0	0.013	0	0	0	0	0.033	0	0	0	0	0	0	0.94	0	14	0.32	0.28
67	0	0	0	0.074	0	0.0023	0	0	0.074	0.049	0	0.4	0.4	0	6e-05	0	11	0	0.093
68	0.0066	0	0.0066	0	0	0	0	0.016	0	0	0	0	0	0	0.97	0	14	0.32	0.28
69	0.15	0	0.15	0	0	0	0	0.013	0	0	0	0	0	0	0.69	0	14	0.32	0.28
70	0	0	0	0.06	0	0	0	0	0.06	0	0	0.44	0.44	0	0	1.2e-05	11	0	0.093
71	0	0	0	0.08	0	7.9e-05	0	0	0.08	0.049	0	0.4	0.4	0	1.7e-06	0	11	0	0.093
72	0	0	0	0	0	0	0.58	0	0	0.42	0	0	0	0	0	0	6	0.28	0.12
73	0	2.1e-05	0	0	0.012	1.3e-06	0	0	0	0	0	0	0	0.97	0.017	0	13	0.25	0
74	0	0	0	0	0	0	0	1.5e-05	0	0	0	0	0	0	1	0	14	0.32	0.28
75	0	0	0	0.031	0	0	0	0	0.031	0	0	0.47	0.47	0	0	0	11	0	0.093
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.071	0.031
77	0	0.19	0	0	0.81	0	0	0	0	0	0	0	0	0.0014	0	0	4	0.14	0
78	0	0	0	0	0	1e-06	0.86	0	0	0.14	0	0	0	0	1.3e-05	0	6	0.28	0.12
79	0.25	0	0.25	0	0	0	0	0.15	0	0	0	0	0	0	0.35	0	14	0.32	0.28
80	0.28	0	0.28	0	0	0	0	1.3e-05	0	0	0	0	0	0	0.45	0	14	0.32	0.28
81	0	0.62	0	0	0.29	0.0011	5.6e-05	0.0035	0	5.3e-05	0	0	0	0.081	0	0.0055	1	0.11	0
82	0	0	0	0.1	0	0	0	4.3e-06	0.1	0	0	0.4	0.4	0	0	0.00013	11	0	0.093
83	0	0.79	0	0	0.2	0	0	0.00035	0	0	0	0	0	0.0022	0	0.0017	1	0.11	0
84	0	0.94	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0.0001	1	0.11	0
85	0	0	0	0	0	0	1	0	0	0.00056	0	0	0	0	0	0	6	0.28	0.12
86	0	0	0	0.084	0	0	0	0	0.084	0	0	0.42	0.42	0	0	1.4e-05	11	0	0.093
87	0.4	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.6	0.62
88	0	0	0	0	0	0.87	0.022	1.4e-06	0	0.11	0	0	0	0	0	0	5	0.32	0.031
89	0	0	0	0.069	0	0	0	0	0.069	0	0	0.43	0.43	0	0	0	11	0	0.093
90	0	0	0	0	0	0.0021	0.097	0	0	0.9	0	0	0	0	5.5e-06	0	9	0.32	0.093
91	0	0	0	0	0	0	1	0	0	0.0016	0	0	0	0	1.9e-05	0	6	0.28	0.12
92	0	0	0	0	0	1	8.4e-05	0	0	0.0018	0	0	0	0	0	0	5	0.32	0.031
