SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0.22	0	0	0	0.78	2e-05	0	0	0	5	0.22	0.17	0.17	0.11
1	0	0.051	0	0	0	0.95	0.0013	0	0	0	5	0.22	0.17	0.17	0.11
2	0.00028	1	0	0	0	0	0	0	0	0.0002	1	0.25	0.19	0.22	0.14
3	0	1	0	0	0	0.0042	0.00034	0	0	0	1	0.25	0.19	0.22	0.14
4	0	1	0	0	0	0.0029	6.7e-06	0	0	0	1	0.25	0.19	0.22	0.14
5	0.01	0.26	0	0	0.067	0	0	0	0	0.67	9	0.47	0.33	0.34	0.22
6	0	1	0	0	0	0.0001	0.0012	0	0	0	1	0.25	0.19	0.22	0.14
7	4.4e-05	1	0	0	1.1e-05	0	0	0	0	0.00053	1	0.25	0.19	0.22	0.14
8	1.5e-05	0.73	0.084	0	0	0.12	0.067	0	0	0.00082	1	0.25	0.19	0.22	0.14
9	0.00028	1	0	0	0	0	0	0	0	2.7e-05	1	0.25	0.19	0.22	0.14
10	0	0.99	0	0	0	0.0065	0.0047	0	0	0	1	0.25	0.19	0.22	0.14
11	0	0	0.0011	0	0	0	0	1	0	0	7	0.19	0.11	0.2	0
12	0	0.84	0	0	0	0.16	0.00088	0	0	0	1	0.25	0.19	0.22	0.14
13	0	0.25	0	0	0	0.75	2.7e-05	0	0	0	5	0.22	0.17	0.17	0.11
14	0	0.97	0	0	0	0.028	0.0018	0	0	0	1	0.25	0.19	0.22	0.14
15	0	0.001	0.53	0	0	0.0026	0.00014	0.47	0	0	2	0.25	0.19	0.22	0.016
16	0.06	0.73	0	0	0.029	0	0	0	0	0.18	1	0.25	0.19	0.22	0.14
17	0	0.9	0	0	0	0.097	0.0003	0	0	0	1	0.25	0.19	0.22	0.14
18	0	0.77	3.4e-05	0	0	0.23	0.0027	0	0	0	1	0.25	0.19	0.22	0.14
19	0	0.3	2.9e-05	0	0	0.7	0.0033	0	0	0	5	0.22	0.17	0.17	0.11
20	5.5e-06	0.88	0.00039	0	0	0.11	0.0049	0	0	0.0074	1	0.25	0.19	0.22	0.14
21	0.02	0.43	0	0	0	0.0006	0.003	0	0	0.55	9	0.47	0.33	0.34	0.22
22	0.019	0.18	0	0	0.063	0	0	0	0	0.74	9	0.47	0.33	0.34	0.22
23	0	0.076	0	0	0	0.92	0.002	0	0	0	5	0.22	0.17	0.17	0.11
24	0	0.57	0	0	0	0.43	0	0	0	0	1	0.25	0.19	0.22	0.14
25	0	0.87	0	0	0	0.13	0.00014	0	0	0	1	0.25	0.19	0.22	0.14
26	0	0.93	0	0	0	0.069	0.0021	0	0	0	1	0.25	0.19	0.22	0.14
27	0.046	0.79	0	0	0.025	0	0	0	0	0.13	1	0.25	0.19	0.22	0.14
28	0.0002	1	0	0	0	0	0	0	0	0.0034	1	0.25	0.19	0.22	0.14
29	0	0.88	0	0	0	0.12	0.00069	0	0	1.1e-05	1	0.25	0.19	0.22	0.14
30	0	0.73	0	0	0	0.27	0.00083	0	0	1e-06	1	0.25	0.19	0.22	0.14
31	0	0.96	0	0	0	0.028	0.016	0	0	2.3e-05	1	0.25	0.19	0.22	0.14
32	0	1	0	0	0	0	0	0	0	0	1	0.25	0.19	0.22	0.14
33	0.87	0.096	0	0	0	0	0	0	0	0.033	0	0.42	0.4	0.47	0.22
34	0.019	0.7	0	0	0.0037	0	0	0	0	0.28	1	0.25	0.19	0.22	0.14
35	0	0.98	0	0	0	0.0088	0.013	0	0	0	1	0.25	0.19	0.22	0.14
36	0	0.65	0	0	0	0.35	0.00064	0	0	0	1	0.25	0.19	0.22	0.14
37	0	0.54	0	0	0	0.46	0.00011	0	0	0	1	0.25	0.19	0.22	0.14
38	0	0.91	0	0	0	0.084	0.0013	0	0	0	1	0.25	0.19	0.22	0.14
39	2.4e-05	0.17	0	0	0.82	0	0	0	0	0.0075	4	0.75	0.53	0.59	0.38
40	0	0.87	0	0	0.13	0	0	0	0	0	1	0.25	0.19	0.22	0.14
41	0	0.72	0	0	0	0.045	0.24	0	0	0	1	0.25	0.19	0.22	0.14
42	7.3e-06	0.94	0	0	0	0.055	0.0026	0	0	0.00079	1	0.25	0.19	0.22	0.14
43	4.9e-05	1.7e-06	0	0	0	0	0	0	0	1	9	0.47	0.33	0.34	0.22
44	0	0.46	2.8e-05	0	0	0.53	0.011	0	0	0	5	0.22	0.17	0.17	0.11
45	0	0.52	0	0	0	0.48	4.3e-05	0	0	0	1	0.25	0.19	0.22	0.14
46	0	0	0.00017	0	0	0	0	1	0	0	7	0.19	0.11	0.2	0
47	0	0.57	0.0011	0	0	0.033	0.4	0	0	0	1	0.25	0.19	0.22	0.14
48	1.3e-05	0.0025	0	0	0	0	0	0	0	1	9	0.47	0.33	0.34	0.22
49	0	0.37	0	0	0	0.63	7.3e-05	0	0	0	5	0.22	0.17	0.17	0.11
50	0	0.15	4.5e-06	0	0	0.85	0.00046	0	0	0	5	0.22	0.17	0.17	0.11
51	0	0.98	0	0	0	0.019	0	0	0	0	1	0.25	0.19	0.22	0.14
52	0	0.095	0	0	0	0.9	0.00013	0	0	0	5	0.22	0.17	0.17	0.11
53	0	0	0	1	0	0	0	0	0	0	3	0	0.021	0	0.14
54	0.035	0.88	0	0	0	0	0	0	0	0.088	1	0.25	0.19	0.22	0.14
55	0	0.41	0.099	0	0	0.03	0.46	0	0	8e-05	6	0.25	0.26	0.22	0.096
56	0.00021	1	0	0	0	0	0	0	0	0.00074	1	0.25	0.19	0.22	0.14
57	0	0.79	1.4e-05	0	0	0.21	0.00067	0	0	0	1	0.25	0.19	0.22	0.14
58	0	0.99	0	0	0	0.002	0.011	0	0	0	1	0.25	0.19	0.22	0.14
59	0	0	0	1	0	0	0	0	0	0	3	0	0.021	0	0.14
60	0	0.67	0	0	0	0.33	1.3e-05	0	0	0	1	0.25	0.19	0.22	0.14
61	0.0069	0.94	0	0	0.0058	0	0	0	0	0.052	1	0.25	0.19	0.22	0.14
62	0	0.47	0	0	0	0.53	0.00021	0	0	0	5	0.22	0.17	0.17	0.11
63	0	0.02	0	0	0	0.98	0	0	0	0	5	0.22	0.17	0.17	0.11
64	0	1	0	0	0	0.00097	0.00021	0	0	0	1	0.25	0.19	0.22	0.14
65	0.022	0.35	0	0	1.9e-05	3.5e-05	0.00087	0	0	0.63	9	0.47	0.33	0.34	0.22
66	0	0.05	0	0	0	0.95	2.9e-05	0	0	0	5	0.22	0.17	0.17	0.11
67	0	0	1	0	0	0	0	0	0	0	2	0.25	0.19	0.22	0.016
68	0	0	0	0	0	0	0	0	1	0	8	0.75	0	0.087	0.096
69	0	0.28	0	0	0	0.72	0.00066	0	0	0	5	0.22	0.17	0.17	0.11
70	0	0.97	3.6e-06	0.028	0	0	0	0	0	0	1	0.25	0.19	0.22	0.14
71	0	0.99	0	0	0.011	0	0	0	0	1.2e-05	1	0.25	0.19	0.22	0.14
72	0	0.00032	1	0	0	0	0	0	0	0	2	0.25	0.19	0.22	0.016
73	0	0.99	0	0	0	0.0035	0.0022	0	0	0	1	0.25	0.19	0.22	0.14
74	0	0	0	1	0	0	0	0	0	0	3	0	0.021	0	0.14
75	0.027	0.42	2.5e-06	0	0	0.53	0.0053	0	0	0.011	5	0.22	0.17	0.17	0.11
76	0	0.0013	0.92	0	0	0.0018	0.00032	0.08	0	0	2	0.25	0.19	0.22	0.016
77	0.012	0.19	0.44	0	0	0.13	0.011	0.21	0	0.019	2	0.25	0.19	0.22	0.016
78	0	0	0	1	0	0	0	0	0	0	3	0	0.021	0	0.14
79	0.0014	0.85	3.9e-06	0	0	0.15	0.0019	0	0	0.0015	1	0.25	0.19	0.22	0.14
80	0	0.75	0	0	0	0.25	0.00041	0	0	0.0014	1	0.25	0.19	0.22	0.14
81	0	0	4.1e-05	0	0	0	0	1	0	0	7	0.19	0.11	0.2	0
82	0	0	0	0	0	3.7e-05	0	0.96	0	0.036	7	0.19	0.11	0.2	0
83	0	0.95	0	0	0	0.049	0.00024	0	0	2.9e-05	1	0.25	0.19	0.22	0.14
