SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0	0	0	0.25	0.19	0.22	0.14
1	1	0	0	0	0	0.25	0.19	0.22	0.14
2	1	0	0	2.5e-05	0	0.25	0.19	0.22	0.14
3	1	0	0	0	0	0.25	0.19	0.22	0.14
4	1	0	0	3e-05	0	0.25	0.19	0.22	0.14
5	0.6	0	0	0.4	0	0.25	0.19	0.22	0.14
6	1	0	0	0	0	0.25	0.19	0.22	0.14
7	1	0	0	0.0022	0	0.25	0.19	0.22	0.14
8	0.86	0.13	0	0.0088	0	0.25	0.19	0.22	0.14
9	1	0	0	2.4e-05	0	0.25	0.19	0.22	0.14
10	1	0	0	0	0	0.25	0.19	0.22	0.14
11	0	1	0	0	1	0.25	0.19	0.22	0.016
12	1	0	0	0	0	0.25	0.19	0.22	0.14
13	1	0	0	0	0	0.25	0.19	0.22	0.14
14	1	0	0	0.00027	0	0.25	0.19	0.22	0.14
15	0.0015	1	0	5.2e-06	1	0.25	0.19	0.22	0.016
16	1	0	0	0.0006	0	0.25	0.19	0.22	0.14
17	1	0	0	0.00082	0	0.25	0.19	0.22	0.14
18	1	5.9e-05	0	3.6e-05	0	0.25	0.19	0.22	0.14
19	1	0.00013	0	2e-06	0	0.25	0.19	0.22	0.14
20	0.38	0.00022	0	0.62	3	0.47	0.19	0.22	0.14
21	1	0	0	0.004	0	0.25	0.19	0.22	0.14
22	0.94	0	0	0.058	0	0.25	0.19	0.22	0.14
23	1	0	0	0	0	0.25	0.19	0.22	0.14
24	1	0	0	0	0	0.25	0.19	0.22	0.14
25	1	0	0	0	0	0.25	0.19	0.22	0.14
26	1	0	0	7e-05	0	0.25	0.19	0.22	0.14
27	1	0	0	0	0	0.25	0.19	0.22	0.14
28	1	0	0	5.8e-05	0	0.25	0.19	0.22	0.14
29	1	0	0	0.0039	0	0.25	0.19	0.22	0.14
30	1	0	0	0.00046	0	0.25	0.19	0.22	0.14
31	1	0	0	1.3e-05	0	0.25	0.19	0.22	0.14
32	1	0	0	0	0	0.25	0.19	0.22	0.14
33	1	0	0	0	0	0.25	0.19	0.22	0.14
34	1	0	0	1.6e-05	0	0.25	0.19	0.22	0.14
35	1	0	0	0	0	0.25	0.19	0.22	0.14
36	1	0	0	0.0038	0	0.25	0.19	0.22	0.14
37	1	0	0	0	0	0.25	0.19	0.22	0.14
38	1	0	0	0.0019	0	0.25	0.19	0.22	0.14
39	0.98	0	0	0.016	0	0.25	0.19	0.22	0.14
40	1	0	0	0.0017	0	0.25	0.19	0.22	0.14
41	1	0	0	0	0	0.25	0.19	0.22	0.14
42	0.99	0	0	0.0056	0	0.25	0.19	0.22	0.14
43	1	0	0	0.0025	0	0.25	0.19	0.22	0.14
44	1	8.1e-05	0	0	0	0.25	0.19	0.22	0.14
45	1	0	0	0	0	0.25	0.19	0.22	0.14
46	0	1	0	0	1	0.25	0.19	0.22	0.016
47	1	0.0026	0	1.8e-06	0	0.25	0.19	0.22	0.14
48	0.99	0	0	0.013	0	0.25	0.19	0.22	0.14
49	1	0	0	0	0	0.25	0.19	0.22	0.14
50	1	3.9e-05	0	0	0	0.25	0.19	0.22	0.14
51	1	0	0	0	0	0.25	0.19	0.22	0.14
52	1	0	0	0	0	0.25	0.19	0.22	0.14
53	0	0	1	0	2	0	0.021	0	0.14
54	1	0	0	0	0	0.25	0.19	0.22	0.14
55	0.75	0.25	0	0.00045	0	0.25	0.19	0.22	0.14
56	1	0	0	7e-05	0	0.25	0.19	0.22	0.14
57	1	2.4e-05	0	5.7e-05	0	0.25	0.19	0.22	0.14
58	1	0	0	0	0	0.25	0.19	0.22	0.14
59	0	0	1	0	2	0	0.021	0	0.14
60	1	0	0	0	0	0.25	0.19	0.22	0.14
61	0.99	0	0	0.013	0	0.25	0.19	0.22	0.14
62	1	0	0	0	0	0.25	0.19	0.22	0.14
63	1	0	0	0	0	0.25	0.19	0.22	0.14
64	1	0	0	0.0014	0	0.25	0.19	0.22	0.14
65	0.96	0	0	0.039	0	0.25	0.19	0.22	0.14
66	1	0	0	0	0	0.25	0.19	0.22	0.14
67	0	1	0	0	1	0.25	0.19	0.22	0.016
68	9e-05	7.4e-05	0	1	3	0.47	0.19	0.22	0.14
69	1	0	0	0	0	0.25	0.19	0.22	0.14
70	0.98	4.8e-06	0.019	0	0	0.25	0.19	0.22	0.14
71	1	0	0	0.00034	0	0.25	0.19	0.22	0.14
72	0.00024	1	0	0	1	0.25	0.19	0.22	0.016
73	0.97	0	0	0.027	0	0.25	0.19	0.22	0.14
74	0	0	1	0	2	0	0.021	0	0.14
75	1	8e-06	0	0	0	0.25	0.19	0.22	0.14
76	0.0011	1	0	0	1	0.25	0.19	0.22	0.016
77	0.24	0.76	0	0.00022	1	0.25	0.19	0.22	0.016
78	0	0	1	0	2	0	0.021	0	0.14
79	1	6.1e-06	0	0.00019	0	0.25	0.19	0.22	0.14
80	1	0	0	0.001	0	0.25	0.19	0.22	0.14
81	0	1	0	0	1	0.25	0.19	0.22	0.016
82	0	0	0	1	3	0.47	0.19	0.22	0.14
83	1	0	0	1.5e-05	0	0.25	0.19	0.22	0.14
