SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	1.1e-05	0.12	0	0.025	0	0	0.71	0.12	0	0	0	0	0	0	0	0.025	0	0	8	0.19	0.17	0.17	0.11
1	0	0	0	0.046	0	0.034	0	0	0.84	0.046	0	0	0	0	0	0	0	0.034	0	0	8	0.19	0.17	0.17	0.11
2	0	0	0.03	0.15	0.0023	0	0	0	0	0.15	0	0	0	0	0.67	0	0	0	0	0	14	0.53	0.4	0.41	0.22
3	0	0	0.0056	0.48	0	0.017	0	0	0.00042	0.48	0	0	0	0	0	0	0	0.017	0	0	3	0.25	0.19	0.22	0.14
4	0	0.0025	0.013	0.49	0	0.0032	0	0	0.00065	0.49	0	0	0	0	0	0	0	0.0032	0	0	3	0.25	0.19	0.22	0.14
5	0	0.0047	0.038	0.046	0.071	0	0	0.71	0	0.046	0	0	0	0	0.049	0	0.035	0	0	0	7	0.75	0.6	0.28	0.38
6	0	0	0.001	0.3	0	0.2	0	0	0	0.3	0	0	0	0	0	0	0	0.2	0	0	3	0.25	0.19	0.22	0.14
7	0	0.065	0.03	0.45	0.00039	0	0	0	0	0.45	0	0	0	0	0.00015	0	3.6e-06	0	0	0	3	0.25	0.19	0.22	0.14
8	0.038	0.00019	0.036	0.37	0.00031	0.059	0	0	0.071	0.37	0	0	0	0	1.8e-05	0	0	0.059	0	0	3	0.25	0.19	0.22	0.14
9	0	0.0044	0.01	0.49	0.00025	0	0	0	0	0.49	0	0	0	0	0.0013	0	0	0	0	0	3	0.25	0.19	0.22	0.14
10	0	0	0.00052	0.44	0	0.057	0	0	0.0013	0.44	0	0	0	0	0	0	0	0.057	0	0	3	0.25	0.19	0.22	0.14
11	0.00047	0	0	0	0	0	0.036	0	0	0	0	0	0	0.96	0	0	0	0	0	0	13	0.19	0.11	0.22	0
12	0	6.8e-06	0.00047	0.38	0	0.048	0	0	0.15	0.38	0	0	0	0	0	0	0	0.048	0	0	3	0.25	0.19	0.22	0.14
13	0	0	0	0.1	0	0.017	0	0	0.76	0.1	0	0	0	0	0	0	0	0.017	0	0	8	0.19	0.17	0.17	0.11
14	0	1.2e-05	0.019	0.46	0	0.028	0	0	0.009	0.46	0	0	0	0	0	0	0	0.028	0	0	3	0.25	0.19	0.22	0.14
15	0.089	0	1.6e-05	0.0002	0	0.00015	0.82	0	0.00045	0.0002	0	0	0	0.09	0	0	0	0.00015	0	0	6	0.25	0.19	0.22	0
16	0	0.0012	0.0067	0.37	0.19	0	0	5.7e-06	0	0.37	0	0	0	0	0.044	0	0.022	0	0	0	3	0.25	0.19	0.22	0.14
17	0	0.00088	0.025	0.45	0	0.015	0	0	0.034	0.45	0	0	0	0	0	0	0	0.015	0	0	3	0.25	0.19	0.22	0.14
18	1.4e-05	1.5e-06	0.0036	0.35	0	0.079	0	0	0.13	0.35	0	0	0	0	0	0	0	0.079	0	0	3	0.25	0.19	0.22	0.14
19	1.1e-05	1.6e-05	0.00022	0.13	0	0.018	0	0	0.71	0.13	0	0	0	0	0	0	0	0.018	0	0	8	0.19	0.17	0.17	0.11
20	9.8e-05	0.00035	0.44	0.25	0.0011	0.029	0	0	0.011	0.25	0	0	0	0	3.6e-05	0	0	0.029	0	0	2	0.36	0.19	0.22	0.14
21	0	0.021	0.018	0.32	0.28	0.0021	0	0	0.00032	0.32	0	0	0	0	0.024	0	0	0.0021	0	0	3	0.25	0.19	0.22	0.14
22	0	1.2e-06	0.0033	0.035	0.92	0	0	0	0	0.035	0	0	0	0	0.0044	0	6.5e-05	0	0	0	4	0.47	0.33	0.41	0.22
23	0	0	1.5e-06	0.041	0	0.12	0	0	0.68	0.041	0	0	0	0	0	0	0	0.12	0	0	8	0.19	0.17	0.17	0.11
24	0	0	3.2e-06	0.36	0	0.015	0	0	0.26	0.36	0	0	0	0	0	0	0	0.015	0	0	3	0.25	0.19	0.22	0.14
25	0	0	4.9e-05	0.41	0	0.026	0	0	0.12	0.41	0	0	0	0	0	0	0	0.026	0	0	3	0.25	0.19	0.22	0.14
26	0	0.00031	0.0043	0.44	0	0.034	0	0	0.052	0.44	0	0	0	0	0	0	0	0.034	0	0	3	0.25	0.19	0.22	0.14
27	0	0.00034	0.00023	0.4	0.082	0	0	0	0	0.4	0	0	0	0	0.013	0	0.11	0	0	0	3	0.25	0.19	0.22	0.14
28	0	0.00011	0.016	0.48	0.0029	0	0	0	0	0.48	0	0	0	0	0.017	0	0	0	0	0	3	0.25	0.19	0.22	0.14
29	0	0.0056	0.038	0.43	1.1e-06	0.019	0	0	0.048	0.43	0	0	0	0	0	0	0	0.019	0	0	3	0.25	0.19	0.22	0.14
30	0	0.0076	0.0087	0.38	0	0.019	0	0	0.19	0.38	0	0	0	0	0	0	0	0.019	0	0	3	0.25	0.19	0.22	0.14
31	0	0.0018	0.002	0.46	1.4e-05	0.026	0	0	0.028	0.46	0	0	0	0	0	0	0	0.026	0	0	3	0.25	0.19	0.22	0.14
32	0	0.034	0	0.48	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0	3	0.25	0.19	0.22	0.14
33	0	0	0.00023	0.075	0.72	0	0	0	0	0.075	0	0	0	0	0.13	0	0	0	0	0	4	0.47	0.33	0.41	0.22
34	0	0.022	0.0022	0.21	0.53	0	0	0	0	0.21	0	0	0	0	0.021	0	1.8e-05	0	0	0	4	0.47	0.33	0.41	0.22
35	0	0	0.00057	0.47	0	0.027	0	0	0.0041	0.47	0	0	0	0	0	0	0	0.027	0	0	3	0.25	0.19	0.22	0.14
36	0	3.4e-05	0.048	0.38	0	0.029	0	0	0.13	0.38	0	0	0	0	0	0	0	0.029	0	0	3	0.25	0.19	0.22	0.14
37	0	1.1e-05	0.00016	0.2	0	0.015	0	0	0.56	0.2	0	0	0	0	0	0	0	0.015	0	0	8	0.19	0.17	0.17	0.11
38	0	3e-05	0.047	0.43	0	0.037	0	0	0.021	0.43	0	0	0	0	0	0	0	0.037	0	0	3	0.25	0.19	0.22	0.14
39	0	0.6	0.0074	0.051	0.00092	0	0	0.0052	0	0.051	0	0	0	0	4.9e-05	0	0.28	0	0	0	1	0.25	0.19	0.22	0.3
40	0	0.039	0.067	0.45	0	0	0	0	0	0.45	0	0	0	0	0	0	0.00021	0	0	0	3	0.25	0.19	0.22	0.14
41	0	0	0.00026	0.42	0	0.056	0	0	0.051	0.42	0	0	0	0	0	0	0	0.056	0	0	3	0.25	0.19	0.22	0.14
42	0	0.012	0.027	0.45	0.00029	0.013	0	0	0.041	0.45	0	0	0	0	8.4e-06	0	0	0.013	0	0	3	0.25	0.19	0.22	0.14
43	0	0	0	3.1e-06	0.99	0	0	0	0	3.1e-06	0	0	0	0	0.011	0	0	0	0	0	4	0.47	0.33	0.41	0.22
44	8.2e-06	3.7e-06	8e-05	0.15	0	0.027	0	0	0.64	0.15	0	0	0	0	0	0	0	0.027	0	0	8	0.19	0.17	0.17	0.11
45	0	5e-06	5e-05	0.26	0	0.016	0	0	0.45	0.26	0	0	0	0	0	0	0	0.016	0	0	8	0.19	0.17	0.17	0.11
46	0.00014	0	0	0	0	0	0.0019	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.19	0.11	0.22	0
47	0.00053	0	0.0011	0.31	0	0.18	0	0	0.021	0.31	0	0	0	0	0	0	0	0.18	0	0	3	0.25	0.19	0.22	0.14
48	0	0	0.0011	0.0072	0.65	0	0	0	0	0.0072	0	0	0	0	0.34	0	0	0	0	0	4	0.47	0.33	0.41	0.22
49	0	0	5.6e-06	0.23	0	0.062	0	0	0.41	0.23	0	0	0	0	0	0	0	0.062	0	0	8	0.19	0.17	0.17	0.11
50	0	0	6.1e-06	0.054	0	0.02	0	0	0.85	0.054	0	0	0	0	0	0	0	0.02	0	0	8	0.19	0.17	0.17	0.11
51	0	0.26	0.00097	0.37	0	0.00071	0	0	0.0072	0.37	0	0	0	0	0	0	0	0.00071	0	0	3	0.25	0.19	0.22	0.14
52	0	0	7.7e-05	0.14	0	0.029	0	0	0.67	0.14	0	0	0	0	0	0	0	0.029	0	0	8	0.19	0.17	0.17	0.11
53	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.021	0	0.14
54	0	0	0.00066	0.34	0.096	0	0	0	0	0.34	0	0	0	0	0.23	0	0	0	0	0	3	0.25	0.19	0.22	0.14
55	0.076	7.3e-06	0.014	0.35	3.3e-05	0.093	0	0	0.025	0.35	0	0	0	0	0	0	0	0.093	0	0	3	0.25	0.19	0.22	0.14
56	0	5.3e-05	0.016	0.48	0.0025	0.0038	0	0	0	0.48	0	0	0	0	0.011	0	0	0.0038	0	0	3	0.25	0.19	0.22	0.14
57	5.9e-06	0.0033	0.0032	0.37	0	0.019	0	0	0.21	0.37	0	0	0	0	0	0	0	0.019	0	0	3	0.25	0.19	0.22	0.14
58	0	0	5.5e-05	0.43	0	0.073	0	0	0.00039	0.43	0	0	0	0	0	0	0	0.073	0	0	3	0.25	0.19	0.22	0.14
59	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.021	0	0.14
60	0	0	3.8e-06	0.21	0	0.0077	0	0	0.56	0.21	0	0	0	0	0	0	0	0.0077	0	0	8	0.19	0.17	0.17	0.11
61	0	0.0026	0.032	0.45	0.05	5.5e-05	0	2e-05	0	0.45	0	0	0	0	0.013	0	0.002	5.5e-05	0	0	3	0.25	0.19	0.22	0.14
62	0	0	6.7e-06	0.17	0	0.017	0	0	0.63	0.17	0	0	0	0	0	0	0	0.017	0	0	8	0.19	0.17	0.17	0.11
63	0	0	0	0.007	0	0.0051	0	0	0.98	0.007	0	0	0	0	0	0	0	0.0051	0	0	8	0.19	0.17	0.17	0.11
64	0	9e-06	0.17	0.4	0	0.012	0	0	5e-05	0.4	0	0	0	0	0	0	0	0.012	0	0	3	0.25	0.19	0.22	0.14
65	0	0.058	0.025	0.18	0.43	0.0056	0	7.8e-05	1.2e-05	0.18	0	0	0	0	0.11	0	9.2e-06	0.0056	0	0	4	0.47	0.33	0.41	0.22
66	0	0	0	0.011	0	0.0016	0	0	0.98	0.011	0	0	0	0	0	0	0	0.0016	0	0	8	0.19	0.17	0.17	0.11
67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.19	0.22	0.016
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.75	0	0.087	0.096
69	0	0	0.0015	0.23	0	0.033	0	0	0.47	0.23	0	0	0	0	0	0	0	0.033	0	0	8	0.19	0.17	0.17	0.11
70	1.3e-06	0	0	0.4	0	0.089	0	0	0	0.4	0	0	0.014	0	0	0	0	0.089	0	0	3	0.25	0.19	0.22	0.14
71	0	0.14	0.012	0.42	3.6e-06	0	0	0	0	0.42	0	0	0	0	0	0	0.00034	0	0	0	3	0.25	0.19	0.22	0.14
72	0.14	0	0	4.8e-05	0	6.7e-05	0.86	0	0	4.8e-05	0	0	0	0	0	0	0	6.7e-05	0	0	6	0.25	0.19	0.22	0
73	0	0	0.52	0.23	0	0.01	0	0	5.4e-05	0.23	0	0	0	0	0	0	0	0.01	0	0	2	0.36	0.19	0.22	0.14
74	0	0.86	0	0	0	0	0	0	0	0	0	2.1e-06	0.14	0	0	0	0	0	0	0	1	0.25	0.19	0.22	0.3
75	0	6.5e-05	5e-05	0.12	0.0094	0.011	0	0	0.73	0.12	0	0	0	0	0.0018	0	0	0.011	0	0	8	0.19	0.17	0.17	0.11
76	0.15	0	5.6e-06	0.00024	0	0.00023	0.82	0	0.00047	0.00024	0	0	0	0.026	0	0	0	0.00023	0	0	6	0.25	0.19	0.22	0
77	0.15	6.2e-05	0.0016	0.074	0.026	0.016	0.41	0	0.098	0.074	0	0	0	0.12	0.015	0	1.3e-06	0.016	0	0	6	0.25	0.19	0.22	0
78	0	1	0	0	0	0	0	0	0	0	0	2.2e-06	0.0016	0	0	0	0	0	0	0	1	0.25	0.19	0.22	0.3
79	0	3.3e-05	0.0079	0.39	0.02	0.05	0	0	0.078	0.39	0	0	0	0	0.006	0	0	0.05	0	0	3	0.25	0.19	0.22	0.14
80	0	0	0.17	0.25	0.01	0.096	0	0	0.005	0.25	0	0	0	0	0.12	0	0	0.096	0	0	3	0.25	0.19	0.22	0.14
81	1.1e-05	0	0	0	0	0	0.00098	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.19	0.11	0.22	0
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.36	0.19	0.22	0.14
83	0	0	0.024	0.44	0.00098	0.046	0	0	0.0036	0.44	0	0	0	0	0.0043	0	0	0.046	0	0	3	0.25	0.19	0.22	0.14
