SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.14	0	0
1	0	2.4e-05	0.75	0.00066	1.3e-05	0	0.00031	0	0	0.00014	0	0	0.0013	0	0.23	0	0.00032	0.0022	0	0.016	2	0.23	0.26	0.2	0.18
2	0	2.4e-05	0.41	0.41	0.14	0	7.7e-05	0	0	0.00036	0	0	6.7e-05	0.00091	0.035	0	0.00012	0.0011	0	0.006	3	0.23	0.23	0.13	0.18
3	0	0.014	0.54	0.015	0.036	0	0.011	0	0	2.1e-05	0	0	5.8e-05	6.1e-06	0.34	0	2.7e-05	0.002	0	0.046	2	0.23	0.26	0.2	0.18
4	0	0.0086	0.61	0.2	0.027	0	0.0047	0	0	6.5e-05	0	0	0	0	0.15	0	2e-05	0.00037	0	1.9e-05	2	0.23	0.26	0.2	0.18
5	0	0.00038	0.63	0.042	0.0094	0	0.0026	0	0	0.002	0	0	0.069	0	0.12	0	0.013	0.07	0	0.041	2	0.23	0.26	0.2	0.18
6	0	6.1e-06	0.29	0.56	0.1	0	3e-05	0	0	0.00026	0	0	2.7e-06	0	0.038	0	1.4e-05	3.6e-05	0	0.0047	3	0.23	0.23	0.13	0.18
7	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	5	0	0.082	0.089	0
8	0	0.00016	0.67	0.0016	9e-05	0	0.0002	0	0	1.5e-05	0	0	1.5e-06	0	0.32	0	4.1e-06	0.00014	0	0.012	2	0.23	0.26	0.2	0.18
9	0	0.0012	0.39	0.28	0.18	0	0.0069	0	0	0.00015	0	0	2.9e-06	0	0.14	0	9.3e-05	0.00025	0	0.00044	2	0.23	0.26	0.2	0.18
10	1	0	0	0	0	0	0	0	0	0	1.2e-05	0	0	0	0	1.4e-06	0	0	0	0	0	0	0	0	0
11	0	0.00036	0.43	3.7e-05	1.4e-06	0	0.0032	0	0	3e-06	0	0	2.1e-06	0	0.57	0	5.2e-06	6.3e-05	0	0.0012	14	0.23	0.26	0.2	0.14
12	0	0.025	0.16	0.00029	0.00026	0	0.094	0	0	0	0	0	0	0	0.72	0	0	1.8e-06	0	2.7e-05	14	0.23	0.26	0.2	0.14
13	0	0.00071	0.47	0.0043	0.00016	0	0.0025	0	0	0.00081	0	0	0.0057	0	0.066	0	0.03	0.42	0	0.0012	2	0.23	0.26	0.2	0.18
14	0	0	0.39	0.6	0.0016	0	0	0	0	4.2e-05	0	0	0	0	0.013	0	0	0	0	9.5e-05	3	0.23	0.23	0.13	0.18
15	0	0.0032	0.64	0.0054	0.0009	0	0.015	0	0	6.4e-05	0	0	7.6e-05	0	0.33	0	0.0005	0.005	0	0.0012	2	0.23	0.26	0.2	0.18
16	0	2.2e-06	0.19	0.00046	0.00019	0	7.1e-06	0	0	0	0	0	0	0	0.65	0	0	0	0	0.16	14	0.23	0.26	0.2	0.14
17	0	0.0022	0.65	0.14	0.042	0	0.0014	0	0	0.00039	0	0	1.3e-05	0	0.14	0	0.00018	0.0045	0	0.015	2	0.23	0.26	0.2	0.18
18	0	0.006	0.47	0.19	0.089	0	0.018	0	0	3.3e-05	0	0	0	0	0.22	0	3.2e-05	0.00015	0	2.5e-05	2	0.23	0.26	0.2	0.18
19	0	1.4e-05	0.88	0.00022	0	0	7e-06	0	0	5.1e-05	0	0	0	0	0.12	0	1.5e-05	0.0016	0	0.0023	2	0.23	0.26	0.2	0.18
20	0	2.6e-05	0.56	0.28	0.034	0	1.1e-05	0	0	0.00045	0	0	1.2e-05	0	0.054	0	2.7e-05	0.00084	0	0.067	2	0.23	0.26	0.2	0.18
21	0	0.013	0.098	0.07	0.63	0	0.03	0	0	2.1e-06	0	0	0	0	0.16	0	0	5.5e-06	0	0.0002	4	0.23	0.23	0.11	0.12
22	0	0.0005	0.52	0.00033	1.1e-05	0	0.0014	0	0	0	0	0	0	0	0.48	0	1.7e-06	3.4e-05	0	4.2e-05	2	0.23	0.26	0.2	0.18
23	0	3.5e-06	0.24	0.00092	3.1e-06	0	5.6e-06	0	0	0.0014	0	0	0.016	0	0.0085	0	0.021	0.71	0	0.0045	17	0.29	0.31	0.27	0.25
24	0	0.0022	0.67	0.015	0.0022	0	0.0025	0	0	0.00054	0	0	0.0034	0	0.14	0	0.0045	0.14	0	0.016	2	0.23	0.26	0.2	0.18
25	0	0	0.58	0.38	0.0039	0	0	0	0	0.0045	0	0	0.00013	0	0.015	0	0.00034	0.0021	0	0.014	2	0.23	0.26	0.2	0.18
26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0.00021	0.45	0.095	0.071	0	0.00048	0	0	0.00027	0	0	0.00018	0	0.15	0	3.2e-05	0.00031	0	0.23	2	0.23	0.26	0.2	0.18
28	0	0.0085	0.58	3.6e-05	0	0	0.0014	0	0	1.7e-06	0	0	0	0	0.41	0	6.3e-06	0.0025	0	0.00036	2	0.23	0.26	0.2	0.18
29	0	0.00025	0.51	0.073	0.017	0	0.00014	0	0	1.2e-06	0	0	0	0	0.4	0	0	0	0	0.00014	2	0.23	0.26	0.2	0.18
30	0	0	0.65	7.6e-05	0	0	0	0	0	0.00035	0	0	2.7e-06	0	0.01	0	0.00071	0.34	0	0.00011	2	0.23	0.26	0.2	0.18
31	0	2.2e-05	0.88	0.00095	3.9e-06	0	4e-05	0	0	0.00021	0	0	0.0001	0	0.096	0	0.00069	0.021	0	0.0027	2	0.23	0.26	0.2	0.18
32	0	0.00039	0.04	9.4e-06	0	0	0.0012	0	0	3.1e-05	0	0	0.0035	2.5e-06	0.0076	0	0.025	0.92	0	2.1e-05	17	0.29	0.31	0.27	0.25
33	0	0.34	0.033	0.00028	0.00015	0	1.8e-06	0	0	0	0	0	0	0	0.63	0	0	0	0	0	14	0.23	0.26	0.2	0.14
34	0	0.027	0.29	0.031	0.11	0	0.0015	0	0	2.8e-06	0	0	0	0	0.38	0	0	6.9e-06	0	0.17	14	0.23	0.26	0.2	0.14
35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.077	0.058	0.022	0.02
36	0	4.1e-06	0.84	0.073	0.001	0	7e-06	0	0	0.0002	0	0	0	0	0.08	0	8.9e-06	9.3e-05	0	0.0025	2	0.23	0.26	0.2	0.18
37	0	0.00056	0.72	0.0022	9.6e-05	0	0.00079	0	0	0.0004	0	0	0.003	0	0.14	0	0.0028	0.11	0	0.019	2	0.23	0.26	0.2	0.18
38	0	0	0	0	0	1.4e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.14	0	0
39	0	0.012	0.2	0.00045	0.00056	0	0.14	0	0	1.5e-06	0	0	4e-06	0	0.64	0	6e-06	3.2e-05	0	0.00059	14	0.23	0.26	0.2	0.14
40	0	4.6e-05	0.12	0.46	0.36	0	2.5e-05	0	0	0.00014	0	0	0	0	0.021	0	1.5e-06	2.2e-05	0	0.035	3	0.23	0.23	0.13	0.18
41	0	1.7e-05	0.55	0.024	0.0018	0	2.7e-05	0	0	0.00047	0	0	0.00079	0	0.078	0	0.00013	0.0025	0	0.34	2	0.23	0.26	0.2	0.18
42	0	3.1e-05	0.32	0.056	0.066	0	9.4e-05	0	0	1e-06	0	0	0	0	0.54	0	0	0	0	0.019	14	0.23	0.26	0.2	0.14
43	0	0	0.57	0.36	0.011	0	3.2e-06	0	0	0.00016	0	0	0	0	0.061	0	1.5e-06	1.9e-06	0	0.0012	2	0.23	0.26	0.2	0.18
44	0	5.3e-06	0.04	0.00067	0.0011	0	0.027	0	0	0	0	0	0	0	0.93	0	0	0	0	0	14	0.23	0.26	0.2	0.14
45	0	0.0053	0.035	0.016	0.58	0	0.027	0	0	0	0	0	0	0	0.34	0	0	0	0	8.1e-05	4	0.23	0.23	0.11	0.12
46	0	0.083	0.32	0.00023	1.2e-05	0	0.31	0	0	4.1e-06	0	0	1.3e-06	0	0.25	0	0.0021	0.038	0	0	2	0.23	0.26	0.2	0.18
47	0	0.0034	0.37	0.034	0.12	0	0.03	0	0	8.2e-05	0	0	0.0012	0	0.4	0	8.7e-05	0.00034	0	0.045	14	0.23	0.26	0.2	0.14
48	0	6e-06	0.22	0.38	0.14	0	1.4e-05	0	0	0.001	0	0	0.00024	0	0.026	0	3.6e-05	0.00022	0	0.22	3	0.23	0.23	0.13	0.18
49	0	1.3e-05	0.29	0.11	0.013	0	1e-05	0	1.5e-06	0.0023	0	0	0.00097	0	0.022	0	0.00024	0.0052	0	0.55	19	0.17	0.31	0.2	0.18
50	0	0	0.0021	0.00068	6e-05	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	1	19	0.17	0.31	0.2	0.18
51	0	0	0.0095	0.019	0.00083	0	0	0	0	3.9e-06	0	0	0	0	0.00061	0	0	0	0	0.97	19	0.17	0.31	0.2	0.18
