SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3
0	0	1	0	1	0.051	0.12	0.022	0.02
1	1	0	0	0	0.23	0.26	0.2	0.18
2	1	0	0	0	0.23	0.26	0.2	0.18
3	1	0	0	0	0.23	0.26	0.2	0.18
4	1	0	0	0	0.23	0.26	0.2	0.18
5	1	0	0	0	0.23	0.26	0.2	0.18
6	1	0	0	0	0.23	0.26	0.2	0.18
7	0	0	1	2	0	0	0.044	0.02
8	1	0	0	0	0.23	0.26	0.2	0.18
9	1	0	0	0	0.23	0.26	0.2	0.18
10	0	0	1	2	0	0	0.044	0.02
11	1	0	0	0	0.23	0.26	0.2	0.18
12	1	0	0	0	0.23	0.26	0.2	0.18
13	1	0	0	0	0.23	0.26	0.2	0.18
14	1	0	0	0	0.23	0.26	0.2	0.18
15	1	0	0	0	0.23	0.26	0.2	0.18
16	1	0	0	0	0.23	0.26	0.2	0.18
17	1	0	0	0	0.23	0.26	0.2	0.18
18	1	0	0	0	0.23	0.26	0.2	0.18
19	1	0	0	0	0.23	0.26	0.2	0.18
20	1	0	0	0	0.23	0.26	0.2	0.18
21	1	0	0	0	0.23	0.26	0.2	0.18
22	1	0	0	0	0.23	0.26	0.2	0.18
23	1	0	0	0	0.23	0.26	0.2	0.18
24	1	0	0	0	0.23	0.26	0.2	0.18
25	1	0	0	0	0.23	0.26	0.2	0.18
26	0	0	1	2	0	0	0.044	0.02
27	1	0	0	0	0.23	0.26	0.2	0.18
28	1	0	0	0	0.23	0.26	0.2	0.18
29	1	0	0	0	0.23	0.26	0.2	0.18
30	1	0	0	0	0.23	0.26	0.2	0.18
31	1	0	0	0	0.23	0.26	0.2	0.18
32	1	0	0	0	0.23	0.26	0.2	0.18
33	1	0	0	0	0.23	0.26	0.2	0.18
34	1	0	0	0	0.23	0.26	0.2	0.18
35	0	1	0	1	0.051	0.12	0.022	0.02
36	1	0	0	0	0.23	0.26	0.2	0.18
37	1	0	0	0	0.23	0.26	0.2	0.18
38	0	1	0	1	0.051	0.12	0.022	0.02
39	1	0	0	0	0.23	0.26	0.2	0.18
40	1	0	0	0	0.23	0.26	0.2	0.18
41	1	0	0	0	0.23	0.26	0.2	0.18
42	1	0	0	0	0.23	0.26	0.2	0.18
43	1	0	0	0	0.23	0.26	0.2	0.18
44	1	0	0	0	0.23	0.26	0.2	0.18
45	1	0	0	0	0.23	0.26	0.2	0.18
46	1	0	0	0	0.23	0.26	0.2	0.18
47	1	0	0	0	0.23	0.26	0.2	0.18
48	1	0	0	0	0.23	0.26	0.2	0.18
49	1	0	0	0	0.23	0.26	0.2	0.18
50	1	0	0	0	0.23	0.26	0.2	0.18
51	1	0	0	0	0.23	0.26	0.2	0.18
52	1	0	0	0	0.23	0.26	0.2	0.18
53	1	0	0	0	0.23	0.26	0.2	0.18
54	1	0	0	0	0.23	0.26	0.2	0.18
55	1	0	0	0	0.23	0.26	0.2	0.18
56	1	0	0	0	0.23	0.26	0.2	0.18
57	1	0	0	0	0.23	0.26	0.2	0.18
58	1	0	0	0	0.23	0.26	0.2	0.18
59	1	0	0	0	0.23	0.26	0.2	0.18
60	1	0	0	0	0.23	0.26	0.2	0.18
61	1	0	0	0	0.23	0.26	0.2	0.18
62	1	0	0	0	0.23	0.26	0.2	0.18
63	1	0	0	0	0.23	0.26	0.2	0.18
64	1	0	0	0	0.23	0.26	0.2	0.18
65	1	0	0	0	0.23	0.26	0.2	0.18
66	1	0	0	0	0.23	0.26	0.2	0.18
67	1	0	0	0	0.23	0.26	0.2	0.18
68	1	0	0	0	0.23	0.26	0.2	0.18
69	1	0	0	0	0.23	0.26	0.2	0.18
70	1	0	0	0	0.23	0.26	0.2	0.18
71	1	0	0	0	0.23	0.26	0.2	0.18
72	1	0	0	0	0.23	0.26	0.2	0.18
73	0	1	0	1	0.051	0.12	0.022	0.02
74	1	0	0	0	0.23	0.26	0.2	0.18
75	1	0	0	0	0.23	0.26	0.2	0.18
76	1	0	0	0	0.23	0.26	0.2	0.18
77	1	0	0	0	0.23	0.26	0.2	0.18
78	1	0	0	0	0.23	0.26	0.2	0.18
79	1	0	0	0	0.23	0.26	0.2	0.18
80	1	0	0	0	0.23	0.26	0.2	0.18
81	0	1	0	1	0.051	0.12	0.022	0.02
82	0	0	1	2	0	0	0.044	0.02
83	0	0	1	2	0	0	0.044	0.02
84	1	0	0	0	0.23	0.26	0.2	0.18
85	1	0	0	0	0.23	0.26	0.2	0.18
86	1	0	0	0	0.23	0.26	0.2	0.18
87	1	0	0	0	0.23	0.26	0.2	0.18
88	1	0	0	0	0.23	0.26	0.2	0.18
89	1	0	0	0	0.23	0.26	0.2	0.18
90	1	0	0	0	0.23	0.26	0.2	0.18
91	1	0	0	0	0.23	0.26	0.2	0.18
92	1	0	0	0	0.23	0.26	0.2	0.18
93	1	0	0	0	0.23	0.26	0.2	0.18
94	0	1	0	1	0.051	0.12	0.022	0.02
95	1	0	0	0	0.23	0.26	0.2	0.18
96	1	0	0	0	0.23	0.26	0.2	0.18
97	1	0	0	0	0.23	0.26	0.2	0.18
98	1	0	0	0	0.23	0.26	0.2	0.18
99	1	0	0	0	0.23	0.26	0.2	0.18
100	1	0	0	0	0.23	0.26	0.2	0.18
101	1	0	0	0	0.23	0.26	0.2	0.18
102	1	0	4.6e-05	0	0.23	0.26	0.2	0.18
103	1	0	0	0	0.23	0.26	0.2	0.18
104	1	0	0	0	0.23	0.26	0.2	0.18
105	1	0	0	0	0.23	0.26	0.2	0.18
106	1	0	0	0	0.23	0.26	0.2	0.18
107	1	0	0	0	0.23	0.26	0.2	0.18
108	1	0	0	0	0.23	0.26	0.2	0.18
109	1	0	0	0	0.23	0.26	0.2	0.18
110	1	0	0	0	0.23	0.26	0.2	0.18
111	1	0	0	0	0.23	0.26	0.2	0.18
112	1	0	0	0	0.23	0.26	0.2	0.18
113	1	0	0	0	0.23	0.26	0.2	0.18
114	1	0	0	0	0.23	0.26	0.2	0.18
115	1	0	0	0	0.23	0.26	0.2	0.18
116	0	0	1	2	0	0	0.044	0.02
117	0	1	0	1	0.051	0.12	0.022	0.02
