SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	1	0	0	0	1.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.051	0.087	0.022	0.02
1	0.00074	0	0.79	0.0018	0.073	0	0.0093	0	0	0.00049	0	0	0.0061	2.4e-05	0	9.9e-06	0.12	2.4e-05	0	2	0.23	0.26	0.18	0.18
2	0.0035	0	0.76	0.00017	0.03	0	0.0027	0	0	1.8e-05	0	5.8e-05	0.00024	0.078	0.047	4.2e-05	0.0016	0.078	0	2	0.23	0.26	0.18	0.18
3	0.015	0	0.6	0.048	0.19	0	0.0012	0	0	0.00063	0	0.0013	0.0004	0.07	0.00038	1.2e-05	0.0064	0.07	0	2	0.23	0.26	0.18	0.18
4	0	0	0.37	0.0024	0.61	0	5.2e-05	0	0	0	0	0	0	0.0064	0	0	0.00066	0.0064	0	4	0.29	0.31	0.2	0.18
5	0.016	0	0.54	0.0047	0.087	0	0.11	0	0	0.013	0	0	0.1	0.0044	0.00044	0.003	0.11	0.0044	0	2	0.23	0.26	0.18	0.18
6	0.00044	0	0.89	5.5e-05	0.0091	0	0.00013	0	0	0	0	0	4e-06	0.045	0.0061	0	0.00057	0.045	0	2	0.23	0.26	0.18	0.18
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0.044	0.02
8	1.1e-05	0	0.85	0.0011	0.14	0	0.00011	0	0	3e-06	0	0	6.3e-06	0.00027	0	0	0.0048	0.00027	0	2	0.23	0.26	0.18	0.18
9	3e-06	0	0.78	0.011	0.074	0	0.00072	0	0	0	0	0	3.6e-06	0.066	1.9e-05	1e-05	0.0067	0.066	0	2	0.23	0.26	0.18	0.18
10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.00058	7	0	0	0	0
11	3e-06	0	0.71	0.046	0.17	0	0.00037	0	0	2.1e-06	0	0	2.5e-05	9.2e-06	0	0	0.08	9.2e-06	0	2	0.23	0.26	0.18	0.18
12	0	0	0.26	0.57	0.16	0	4.2e-06	0	0	0	0	0	0	0.00069	0	0	0.01	0.00069	0	3	0.29	0.26	0.2	0.091
13	0	0	0.15	0.0028	0.47	0	0.17	0	0	0.0016	0	0	0.0052	6.7e-05	0	0.01	0.18	6.7e-05	0	4	0.29	0.31	0.2	0.18
14	0	0	0.99	0	0.0041	0	0	0	0	0	0	0	0	0.00082	0	0	0	0.00082	0	2	0.23	0.26	0.18	0.18
15	1.8e-06	0	0.46	0.032	0.4	0	0.0055	0	0	2e-05	0	0	0.00013	0.0007	0	6.9e-05	0.11	0.0007	0	2	0.23	0.26	0.18	0.18
16	0.027	0	0.97	0.0001	8e-05	0	0	0	0	0	0	0	0	0.0014	0	0	1.4e-06	0.0014	0	2	0.23	0.26	0.18	0.18
17	4.2e-05	0	0.7	0.002	0.24	0	0.0013	0	0	9.4e-06	0	0	1.5e-05	0.027	0.00011	1.8e-05	0.0029	0.027	0	2	0.23	0.26	0.18	0.18
18	0	0	0.61	0.02	0.3	0	0.00017	0	0	0	0	0	0	0.03	0	2.2e-06	0.0066	0.03	0	2	0.23	0.26	0.18	0.18
19	0	0	0.52	2.8e-05	0.48	0	0.0003	0	0	3.2e-06	0	0	1.5e-06	1.1e-06	0	0	0.0031	1.1e-06	0	2	0.23	0.26	0.18	0.18
20	0.00033	0	0.88	2e-05	0.052	0	0.00024	0	0	1.4e-05	0	0	1.7e-05	0.028	0.0071	0	0.00038	0.028	0	2	0.23	0.26	0.18	0.18
21	0	0	0.2	0.054	0.022	0	8e-06	0	0	0	0	0	0	0.36	1.5e-05	0	0.0009	0.36	0	13	0.23	0.26	0.11	0.12
22	0	0	0.43	0.0056	0.54	0	3.4e-05	0	0	0	0	0	0	2.4e-05	0	0	0.026	2.4e-05	0	4	0.29	0.31	0.2	0.18
23	6.3e-06	0	0.16	1.8e-05	0.34	0	0.34	0	0	0.04	0	0	0.041	4.8e-06	0	0.0067	0.069	4.8e-06	0	6	0.29	0.26	0.27	0.25
24	4.2e-05	0	0.37	0.0043	0.51	0	0.038	0	0	0.0054	0	0	0.0046	0.0016	2.8e-06	0.00085	0.064	0.0016	0	4	0.29	0.31	0.2	0.18
25	8.4e-05	0	0.97	0	0.02	0	0.0025	0	0	1.3e-05	0	0	0.00015	0.0018	0.0014	4.8e-06	0.00082	0.0018	0	2	0.23	0.26	0.18	0.18
26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.3e-05	7	0	0	0	0
27	0.21	0	0.66	0.001	0.011	0	0.00034	0	0	5.9e-05	0	0	0.0003	0.048	0.024	0	0.0012	0.048	0	2	0.23	0.26	0.18	0.18
28	0	0	0.042	0.0012	0.95	0	2.6e-05	0	0	0	0	0	0	0	0	0	0.0028	0	0	4	0.29	0.31	0.2	0.18
29	0	0	0.94	0.00024	0.023	0	0	0	0	0	0	0	0	0.016	0	0	1.1e-05	0.016	0	2	0.23	0.26	0.18	0.18
30	0	0	0.047	0	0.95	0	0.0025	0	0	1.5e-05	0	0	1.6e-06	0	0	1.1e-06	0.0012	0	0	4	0.29	0.31	0.2	0.18
31	0	0	0.45	0.00011	0.5	0	0.0093	0	0	0.00011	0	0	0.00022	5.5e-06	0	2.3e-05	0.043	5.5e-06	0	4	0.29	0.31	0.2	0.18
32	0	0	0.0072	0.0021	0.39	0	0.23	0	0	0.0054	0	0	0.0051	0	0	0.024	0.34	0	0	4	0.29	0.31	0.2	0.18
33	0	0	0.43	2.3e-05	0.51	0	0	0	0	0	0	0	0	0.029	0	0	0	0.029	0	4	0.29	0.31	0.2	0.18
34	0.00038	0	0.45	0.0039	0.061	0	0	0	0	0	0	0	0	0.24	0.00026	0	2.1e-05	0.24	0	2	0.23	0.26	0.18	0.18
35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.051	0.087	0.022	0.02
36	0	0	0.95	1e-05	0.046	0	6.4e-05	0	0	0	0	0	0	0.00056	0	0	0.0005	0.00056	0	2	0.23	0.26	0.18	0.18
37	3.3e-05	0	0.39	0.0021	0.48	0	0.038	0	0	0.0072	0	0	0.0066	0.00013	0	0.00029	0.077	0.00013	0	4	0.29	0.31	0.2	0.18
38	0	1	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.051	0.087	0.022	0.02
39	1.2e-05	0	0.23	0.67	0.047	0	0.00014	0	0	0	0	0	1.5e-05	0.00086	0	0	0.047	0.00086	0	3	0.29	0.26	0.2	0.091
40	0.0032	0	0.3	3.7e-05	0.0042	0	1.1e-05	0	0	0	0	0	0	0.2	0.3	0	1.8e-05	0.2	0	2	0.23	0.26	0.18	0.18
41	0.1	0	0.84	9.4e-05	0.04	0	0.0022	0	0	0.0013	0	0	0.0022	0.0025	0.0015	5.5e-06	0.0043	0.0025	0	2	0.23	0.26	0.18	0.18
42	0.00069	0	0.89	0.00023	0.00036	0	0	0	0	0	0	0	0	0.056	1.8e-05	0	2.7e-06	0.056	0	2	0.23	0.26	0.18	0.18
43	4.9e-06	0	0.99	3.6e-06	0.0022	0	8.5e-06	0	0	0	0	0	0	0.0029	1.1e-05	0	0.00013	0.0029	0	2	0.23	0.26	0.18	0.18
44	0	0	0.67	0.33	2.4e-05	0	0	0	0	0	0	0	0	0.0011	0	0	0.00025	0.0011	0	2	0.23	0.26	0.18	0.18
45	1.6e-06	0	0.12	0.068	0.00064	0	0	0	0	0	0	0	0	0.41	0	0	1.6e-05	0.41	0	13	0.23	0.26	0.11	0.12
46	0	0	0.0066	0.034	0.83	0	0.0012	0	0	0	0	0	0	0	0	5.9e-05	0.13	0	0	4	0.29	0.31	0.2	0.18
47	0.12	0	0.58	0.088	0.015	0	0.0013	0	0	0.00016	0	0	0.0028	0.086	0.0017	6e-06	0.019	0.086	0	2	0.23	0.26	0.18	0.18
48	0.14	0	0.12	5.9e-06	0.00057	0	7.6e-05	0	0	9.8e-06	0	0	8.2e-05	0.016	0.71	0	4.8e-05	0.016	0	14	0.15	0.26	0.089	0.18
49	0.32	0	0.4	1.9e-05	0.013	0	0.0022	0	0	0.0012	0.00018	0	0.0014	0.0088	0.24	1.2e-05	0.00047	0.0088	0	2	0.23	0.26	0.18	0.18
50	0.99	0	8.2e-05	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0.13	0.26	0.2	0.16
51	0.27	0	0.0082	0	0	0	0	0	0	0	0	0	0	0.0002	0.72	0	0	0.0002	0	14	0.15	0.26	0.089	0.18
52	0.002	0	0.22	0.0083	0.017	0	9.5e-05	0	0	1.4e-06	0	0	5.8e-06	0.37	0.018	1.9e-06	0.00071	0.37	0	13	0.23	0.26	0.11	0.12
53	0	0	0.85	0.00012	0.00025	0	0	0	0	0	0	0	0	0.073	0	0	1.9e-05	0.073	0	2	0.23	0.26	0.18	0.18
54	0.045	0	0.86	0.0012	0.045	0	0.0076	0	0	0.00097	0	0	0.006	0.0079	0.0013	4.2e-05	0.015	0.0079	0	2	0.23	0.26	0.18	0.18
55	0.97	0	1.7e-05	0	0	0	0	0	0	0	0	0	0	4.3e-05	0.032	0	0	4.3e-05	0	0	0.13	0.26	0.2	0.16
56	0.95	0	0.05	0	6.5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.26	0.2	0.16
57	3.6e-06	0	0.56	0.09	0.25	0	0.0011	0	0	0	0	0	5.9e-06	0.036	1.8e-06	4.6e-05	0.03	0.036	0	2	0.23	0.26	0.18	0.18
