SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0.14	0	0
1	0.033	0	0	0	0	0	0.024	0.0019	0	5.7e-05	0	0.00019	0.0013	0.89	0.049	0	13	0.23	0.26	0.2	0.16
2	0.095	0	0	0	0	0.0038	0.011	0.004	0.0068	0.00023	0	0.0055	3.7e-05	0.81	0.066	0	13	0.23	0.26	0.2	0.16
3	0.018	0	0	0	0	0.0052	0.001	0.0022	0.0031	0.041	0	0.017	0.0046	0.83	0.077	0	13	0.23	0.26	0.2	0.16
4	0.67	0	0	0	0	0	9.5e-06	0.00015	0	0.0095	0	0	0	0.31	0.0026	0	0	0.29	0.25	0.2	0.18
5	0.13	0	0	0	0	0	0.22	0.059	0	0.00087	0	0.0095	0.0065	0.5	0.082	0	13	0.23	0.26	0.2	0.16
6	0.097	0	0	0	0	0	0.0023	0.00011	0	5.3e-05	0	0.00063	0	0.84	0.063	0	13	0.23	0.26	0.2	0.16
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0.067	0.04
8	0.019	0	0	0	0	0	0.00026	0.00012	0	0.00036	0	4.8e-06	6.8e-05	0.97	0.0062	0	13	0.23	0.26	0.2	0.16
9	0.3	0	0	0	0	0	0.0007	0.00026	0	0.0034	0	3e-06	0	0.56	0.13	0	13	0.23	0.26	0.2	0.16
10	0	0.5	0	0	0.5	0	0	0	0	0	1.1e-05	0	0	0	0	1.1e-05	1	0	0	0	0
11	0.018	0	0	0	0	0	0.00024	4.8e-05	0	0.00074	0	0	5.2e-05	0.94	0.044	0	13	0.23	0.26	0.2	0.16
12	0.046	0	0	0	0	0	1.3e-06	1.5e-06	0	0.06	0	0	0	0.76	0.14	0	13	0.23	0.26	0.2	0.16
13	0.43	0	0	0	0	0	0.049	0.26	0	0.0012	0	0	0.0017	0.25	0.0054	0	0	0.29	0.25	0.2	0.18
14	0.046	0	0	0	0	0	4.4e-06	0	0	0	0	0	0	0.95	0.00024	0	13	0.23	0.26	0.2	0.16
15	0.25	0	0	0	0	0	0.002	0.0032	0	0.0056	0	1.2e-06	0.00019	0.69	0.049	0	13	0.23	0.26	0.2	0.16
16	1.3e-05	0	0	0	0	0	0	0	0	6.1e-06	0	0.012	0	0.93	0.063	0	13	0.23	0.26	0.2	0.16
17	0.19	0	0	0	0	0	0.0024	0.0051	0	0.0066	0	6.3e-05	4e-05	0.78	0.011	0	13	0.23	0.26	0.2	0.16
18	0.55	0	0	0	0	0	3e-05	7.5e-05	0	0.0082	0	0	0	0.4	0.035	0	0	0.29	0.25	0.2	0.18
19	0.047	0	0	0	0	0	0.00067	0.0017	0	4e-05	0	0	4.9e-05	0.95	0.00033	0	13	0.23	0.26	0.2	0.16
20	0.055	0	0	0	0	0	0.0039	0.0018	0	0.00015	0	0.00049	7.2e-05	0.94	0.0034	0	13	0.23	0.26	0.2	0.16
21	0.078	0	0	0	0	0	2e-05	1.1e-05	0	0.074	0	4e-06	1.1e-06	0.6	0.25	0	13	0.23	0.26	0.2	0.16
22	0.11	0	0	0	0	0	9e-06	2.1e-05	0	0.00084	0	0	3.8e-06	0.88	0.009	0	13	0.23	0.26	0.2	0.16
23	0.078	0	0	0	0	0	0.16	0.65	0	8.8e-06	0	1.4e-06	0.0062	0.1	0.00014	0	7	0.29	0.31	0.27	0.25
24	0.22	0	0	0	0	0	0.032	0.12	0	0.0051	0	4.1e-05	0.012	0.6	0.011	0	13	0.23	0.26	0.2	0.16
25	0.13	0	0	0	0	0	0.07	0.0071	0	2.1e-06	0	8e-05	1.2e-05	0.79	0.0034	0	13	0.23	0.26	0.2	0.16
