SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	1	0	4.6e-06	0	6	0.051	0.087	0.022	0.02
1	0.00044	0.99	0	0	0	0.0019	0	0.0049	0	0	1	0.23	0.26	0.2	0.18
2	0.00011	0.52	0	0	0	0.47	0	0.0031	0	0	1	0.23	0.26	0.2	0.18
3	0.019	0.83	0	0	0	0.15	0	0.0013	0	0	1	0.23	0.26	0.2	0.18
4	0.0052	0.63	0	0	0	0.37	0	0.00031	0	0	1	0.23	0.26	0.2	0.18
5	0.0034	0.77	0	0	0	0.068	0	0.15	0	0	1	0.23	0.26	0.2	0.18
6	4e-05	0.36	0	0	0	0.64	0	0.00016	0	0	5	0.23	0.23	0.13	0.14
7	0	0	0	1	0	0	0	0	0	0	3	0	0	0.022	0.02
8	0.00032	0.99	0	0	0	0.0078	0	0.00011	0	0	1	0.23	0.26	0.2	0.18
9	0.0067	0.36	0	0	0	0.64	0	0.00077	0	0	5	0.23	0.23	0.13	0.14
10	0	0	0	1	0	0	0	0	0	0	3	0	0	0.022	0.02
11	0.008	0.99	0	0	0	0.0008	0	0.00017	0	0	1	0.23	0.26	0.2	0.18
12	0.38	0.59	0	0	0	0.034	0	7.4e-06	0	0	1	0.23	0.26	0.2	0.18
13	0.0031	0.54	0	0	0	0.0048	0	0.45	0	0	1	0.23	0.26	0.2	0.18
14	0	0.74	0	0	0	0.26	0	0	0	0	1	0.23	0.26	0.2	0.18
15	0.023	0.94	0	0	0	0.029	0	0.0091	0	0	1	0.23	0.26	0.2	0.18
16	3.8e-05	0.95	0	0	0	0.054	0	0	0	0	1	0.23	0.26	0.2	0.18
17	0.0017	0.75	0	0	0	0.24	0	0.0031	0	0	1	0.23	0.26	0.2	0.18
18	0.017	0.42	0	0	0	0.56	0	0.00031	0	0	5	0.23	0.23	0.13	0.14
19	8.6e-06	1	0	0	0	0.00023	0	0.00038	0	0	1	0.23	0.26	0.2	0.18
20	1.6e-05	0.75	0	0	0	0.25	0	0.00056	0	0	1	0.23	0.26	0.2	0.18
21	0.034	0.1	0	0	0	0.86	0	1.1e-05	0	0	5	0.23	0.23	0.13	0.14
22	0.0028	0.99	0	0	0	0.0041	0	5.1e-05	0	0	1	0.23	0.26	0.2	0.18
