SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
0	0.62	0	0	0	0	0	0.00012	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
1	0.6	0	0	0	2.5e-05	0	0.006	0	0.36	0	0	0.03	0.0032	0	0	0	0	0	0	0	0	0.68	0.77	0.84
2	0	0	0.0013	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.68	0.17	0.37
3	0.61	0	0.00024	0	2e-05	0	0.00067	0	0.37	0	0	0.012	0.00078	0	0	0	0	0	0	0	0	0.68	0.77	0.84
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.036	0.086	0.19
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.036	0.086	0.19
6	0.49	0	0.0017	0.0056	4e-05	1.2e-06	0.0038	0	0.3	0	0	0.18	0.016	0	7.6e-06	0.0037	0	2.2e-06	0	0	0	0.68	0.77	0.84
7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0.1	0
8	0.1	0	0	3.6e-05	9.9e-06	0.0011	0.56	0	0.064	0	0	0.04	0.02	0	0.21	2.4e-05	0	4.9e-05	0	0	6	0.68	0.87	0.86
9	0.57	0	0.014	1.8e-05	3.4e-05	0	0.00021	0	0.35	0	0	0.065	0.0036	0	0	1.2e-05	0	0	0	0	0	0.68	0.77	0.84
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.036	0.086	0.19
11	0.59	0	0.0046	0	9.9e-06	0	0.046	0	0.36	0	0	0.0017	0.00029	0	0.0012	0	0	1.6e-05	0	0	0	0.68	0.77	0.84
12	0.52	0	4.4e-06	9.7e-05	2.5e-05	1.4e-05	0.09	0	0.32	0	0	0.043	0.0074	0	0.014	6.4e-05	0	1.5e-05	0	0	0	0.68	0.77	0.84
13	0.52	0	0.062	0.00014	3.5e-05	0	0.0012	0	0.32	0	0	0.089	0.0077	0	0	9.4e-05	0	1.5e-06	0	0	0	0.68	0.77	0.84
14	0.56	0	0.086	0	1.1e-05	0	0.0014	0	0.35	0	0	0.0022	0.00017	0	0	0	0	1.5e-06	0	0	0	0.68	0.77	0.84
15	0.56	0	0.071	0	1.4e-05	0	0.021	0	0.34	0	0	0.0047	0.00077	0	4.9e-05	0	0	1.2e-05	0	0	0	0.68	0.77	0.84
16	0.52	0	0.15	0	3e-06	0	0.0019	0	0.32	0	0	4.3e-05	5e-06	0	0	0	0	2.9e-06	0	0	0	0.68	0.77	0.84
17	0.45	0	0.00019	0.00036	2.6e-05	0.00053	0.14	0	0.27	0	0	0.062	0.013	0	0.069	0.00024	0	2.4e-05	0	0	0	0.68	0.77	0.84
18	0.6	0	0.00012	2.5e-05	2.5e-05	0	0.0044	0	0.37	0	0	0.03	0.0023	0	2.3e-05	1.6e-05	0	1.8e-06	0	0	0	0.68	0.77	0.84
19	0.42	0	0.086	0.027	3.4e-05	1.3e-05	0.0022	0	0.26	0	0	0.17	0.013	0	2e-05	0.018	0	1.3e-06	0	0	0	0.68	0.77	0.84
20	0.094	0	0.0016	0.2	2.1e-05	0	6.3e-06	0	0.057	0	0	0.5	0.019	0	0	0.13	0	0	0	0	11	0.79	0.77	0.84
21	0.5	0	0.00016	0.014	3.5e-05	0.00011	0.014	0	0.31	0	0	0.14	0.014	0	0.0018	0.0095	0	3.6e-06	0	0	0	0.68	0.77	0.84
22	0.47	0	0.018	0	8e-06	0	0.21	0	0.29	0	0	0.0016	0.00047	0	0.012	0	0	6.1e-05	0	0	0	0.68	0.77	0.84
23	0.62	0	0.00088	0	5.6e-06	0	2.4e-05	0	0.38	0	0	0.00015	6.2e-06	0	0	0	0	0	0	0	0	0.68	0.77	0.84
24	0.55	0	0.013	4.8e-05	2.9e-05	6.5e-06	0.04	0	0.34	0	0	0.052	0.009	0	0.00072	3.2e-05	0	1.6e-05	0	0	0	0.68	0.77	0.84
25	0.61	0	0.0007	0	5.4e-06	0	0.011	0	0.38	0	0	0.00021	3e-05	0	2.1e-06	0	0	6.8e-06	0	0	0	0.68	0.77	0.84
26	0.32	0	0.053	0.011	2.1e-05	0.042	0.079	0	0.2	0	0	0.078	0.014	0	0.2	0.0072	0	1.6e-05	0	0	0	0.68	0.77	0.84
27	0.6	0	2.5e-05	0	2.3e-05	0	0.014	0	0.37	0	0	0.017	0.0022	0	1.3e-05	0	0	6e-06	0	0	0	0.68	0.77	0.84
28	0.57	0	7.1e-06	0	1.6e-05	0	0.074	0	0.35	0	0	0.0069	0.0013	0	0.0011	0	0	1.8e-05	0	0	0	0.68	0.77	0.84
29	0.46	0	0.12	0.015	2.8e-05	0.00024	0.0093	0	0.28	0	0	0.098	0.0096	0	0.0011	0.0096	0	3.7e-06	0	0	0	0.68	0.77	0.84
30	0.57	0	0.014	0.0012	2.7e-05	0	0.002	0	0.35	0	0	0.052	0.0031	0	2.7e-05	0.00077	0	1.1e-06	0	0	0	0.68	0.77	0.84
31	0.52	0	1.3e-05	3.3e-05	3.2e-05	2.6e-06	0.08	0	0.32	0	0	0.069	0.014	0	0.0012	2.2e-05	0	2e-05	0	0	0	0.68	0.77	0.84
32	0.6	0	0.0065	1.2e-06	1.9e-05	0	0.014	0	0.37	0	0	0.013	0.0017	0	0.00014	0	0	6.7e-06	0	0	0	0.68	0.77	0.84
33	0.59	0	0.0034	0	3.5e-05	0	0.0024	0	0.36	0	0	0.045	0.0055	0	0	0	0	3.4e-06	0	0	0	0.68	0.77	0.84
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0.034	0	16	0.14	0	0
35	0.49	0	0.04	0.00032	4.2e-05	0	0.0017	0	0.3	0	0	0.16	0.014	0	0	0.00021	0	1.6e-06	0	0	0	0.68	0.77	0.84
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	1	0	18	0.28	0	0
37	0.5	0	0.0055	0.018	3.5e-05	7.7e-06	0.003	0	0.31	0	0	0.14	0.0098	0	6e-05	0.012	0	1.4e-06	0	0	0	0.68	0.77	0.84
38	0.36	0	0.00011	0.17	1.9e-05	0.0016	0.015	0	0.22	0	0	0.092	0.0094	0	0.0056	0.11	0	2.9e-06	0	0	0	0.68	0.77	0.84
39	0.17	0	2.9e-05	0.42	3.8e-06	0.0036	0.021	0	0.1	0	0	0.0059	0.00093	0	0.0037	0.27	0	4.3e-06	0	0	3	1	0.77	0.84
40	0.39	0	0.0055	0.00032	3.1e-05	0.00092	0.21	0	0.24	0	0	0.11	0.033	0	0.012	0.00021	0	5.6e-05	0	0	0	0.68	0.77	0.84
41	0.53	0	0.0039	0	5.3e-06	0	0.14	0	0.33	0	0	0.00019	8.4e-05	0	7.3e-06	0	0	9.6e-05	0	0	0	0.68	0.77	0.84
42	0.037	0	3e-05	0.39	8.4e-06	0.0017	0.0039	0	0.023	0	0	0.23	0.047	0	2.8e-05	0.26	0	1.3e-06	0	0	3	1	0.77	0.84
43	0.0083	0	0	0	0	3.6e-05	0.4	0	0.0051	0	0	0.00056	0.00053	0	0.59	0	0	2.1e-05	0	0	14	0.68	1	0.89
44	0.48	0	0.16	4.7e-05	1.9e-05	3.8e-05	0.039	0	0.29	0	0	0.023	0.0036	0	0.0073	3.1e-05	0	1.3e-05	0	0	0	0.68	0.77	0.84
45	0.49	0	0.042	0.017	3.2e-05	0.00018	0.0075	0	0.3	0	0	0.13	0.011	0	0.00095	0.011	0	2.9e-06	0	0	0	0.68	0.77	0.84
46	0.52	0	0.083	0.0025	2.7e-05	0	0.0016	0	0.32	0.00037	0	0.064	0.0038	0	1.8e-05	0.0016	0	0	0	0	0	0.68	0.77	0.84
47	0.56	0	0.025	3.1e-06	2.9e-05	0	0.019	0	0.35	0	0	0.039	0.0071	0	7.1e-06	2.1e-06	0	1.3e-05	0	0	0	0.68	0.77	0.84
48	0.51	0	0.00049	0.00046	3.1e-05	0.00013	0.072	0	0.31	0	0	0.082	0.015	0	0.0084	0.0003	0	1.8e-05	0	0	0	0.68	0.77	0.84
49	0.61	0	0.021	0	4.4e-06	0	0	0	0.37	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
50	0.61	0	1.2e-05	0	1.5e-05	0	0.016	0	0.37	0	0	0.004	0.0006	0	4e-06	0	0	7.2e-06	0	0	0	0.68	0.77	0.84
51	0.42	0	0.0082	0.0012	2.4e-05	0.0038	0.11	0	0.26	0	0	0.064	0.012	0	0.12	0.00082	0	2.1e-05	0	0	0	0.68	0.77	0.84
52	0.6	0	0.034	0	1.2e-05	0	0.00087	0	0.36	0	0	0.0032	0.0002	0	0	0	0	0	0	0	0	0.68	0.77	0.84
53	0.3	0	1.7e-05	0	6e-06	0	0.27	0	0.18	0	0	0.0016	0.00043	0	0.24	0	0	3.5e-05	0	0	0	0.68	0.77	0.84
54	0.62	0	0	0	3.4e-06	0	0.0017	0	0.38	0	0	2.7e-05	3.7e-06	0	0	0	0	2.5e-06	0	0	0	0.68	0.77	0.84
55	0.6	0	0.0078	3.6e-06	2.5e-05	0	1.8e-05	0	0.37	0	0	0.026	0.00068	0	0	2.4e-06	0	0	0	0	0	0.68	0.77	0.84
56	0.61	0	0.0052	2.7e-06	1.8e-05	0	0.0054	0	0.37	0	0	0.012	0.00096	0	8.7e-05	1.8e-06	0	2.5e-06	0	0	0	0.68	0.77	0.84
57	0.56	0	0.057	0.00022	2.5e-05	0	0.0024	0	0.34	0	0	0.042	0.003	0	1.4e-05	0.00015	0	1.5e-06	0	0	0	0.68	0.77	0.84
58	0.57	0	0.015	0.00064	2.9e-05	0	0.0041	0	0.35	0	0	0.06	0.0047	0	5.3e-05	0.00042	0	2.1e-06	0	0	0	0.68	0.77	0.84
59	0.56	0	0.019	0.00057	3e-05	5.4e-06	0.01	0	0.34	0	0	0.065	0.0067	0	0.00029	0.00037	0	4.4e-06	0	0	0	0.68	0.77	0.84
60	0.54	0	0.0034	1.5e-06	1.6e-05	3.6e-06	0.086	0	0.33	0	0	0.0096	0.0017	0	0.025	0	0	2e-05	0	0	0	0.68	0.77	0.84
61	0.6	0	0.012	0	2.4e-05	0	7e-06	0	0.37	0	0	0.017	0.0004	0	0	0	0	0	0	0	0	0.68	0.77	0.84
62	0.5	0	0.00015	0.00044	4.5e-05	0	0.00039	0	0.3	0	0	0.19	0.011	0	0	0.00029	0	0	0	0	0	0.68	0.77	0.84
63	0.032	0	0.95	0	0	0	0	0	0.02	0	0	0.00022	3.5e-06	0	0	0	0	0	0	0	2	0.68	0.77	0.65
64	0.5	0	0.0042	0.0026	2.9e-05	0.0014	0.056	0	0.3	0	0	0.079	0.012	0	0.044	0.0017	0	1.2e-05	0	0	0	0.68	0.77	0.84
65	6.5e-06	0	0	0.6	0	0	0	0	4e-06	0	0	0	0	0	0	0.4	0	0	0	0	3	1	0.77	0.84
66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.11	0.77	0.84
67	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	3	1	0.77	0.84
68	0.58	0	0.0033	1.8e-05	2.2e-05	1.1e-05	0.022	0	0.35	0	0	0.04	0.005	0	0.0026	1.2e-05	0	7e-06	0	0	0	0.68	0.77	0.84
69	0.59	0	0	0	3.1e-05	0	0.014	0	0.36	0	0	0.029	0.0069	0	0	0	0	6.7e-06	0	0	0	0.68	0.77	0.84
70	0.62	0	2.9e-06	0	1.1e-05	0	9.4e-05	0	0.38	0	0	0.003	0.00013	0	0	0	0	0	0	0	0	0.68	0.77	0.84
71	0.61	0	0	0	2.2e-05	0	0.0027	0	0.37	0	0	0.016	0.00099	0	2.2e-05	0	0	1.1e-06	0	0	0	0.68	0.77	0.84
72	0.6	0	4.7e-06	0	2.1e-06	0	0.031	0	0.37	0	0	3.4e-05	5.8e-06	0	0.0015	0	0	7.7e-06	0	0	0	0.68	0.77	0.84
73	0.55	0	0.11	0	4.4e-06	0	0	0	0.34	0	0	7.2e-05	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
