SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
0	1	0	0	0	0	0	0.68	0.77	0.84
1	1	0	0	0	0	0	0.68	0.77	0.84
2	1	2.9e-06	0	0	0	0	0.68	0.77	0.84
3	1	0	0	0	0	0	0.68	0.77	0.84
4	0	0	0	0	1	4	0.036	0.077	0.071
5	0	0	0	0	1	4	0.036	0.077	0.071
6	1	0	0.0019	0	0	0	0.68	0.77	0.84
7	0	0	0	0	1	4	0.036	0.077	0.071
8	1	0	0	0	0	0	0.68	0.77	0.84
9	1	0	5.4e-05	0	0	0	0.68	0.77	0.84
10	0	0	0	0	1	4	0.036	0.077	0.071
11	1	0	0	0	0	0	0.68	0.77	0.84
12	1	0	0	0	0	0	0.68	0.77	0.84
13	1	0	8.1e-05	0	0	0	0.68	0.77	0.84
14	1	0	0	0	0	0	0.68	0.77	0.84
15	1	0	0	0	0	0	0.68	0.77	0.84
16	1	0	0	0	0	0	0.68	0.77	0.84
17	1	0	2.9e-06	0	0	0	0.68	0.77	0.84
18	1	0	5.6e-06	0	0	0	0.68	0.77	0.84
19	0.86	0	0.14	0	0	0	0.68	0.77	0.84
20	0.14	0	0.86	0	0	2	1	0.67	0.78
21	1	0	0.0036	0	0	0	0.68	0.77	0.84
22	1	0	0	0	0	0	0.68	0.77	0.84
23	1	0	0	0	0	0	0.68	0.77	0.84
24	1	0	1.8e-06	0	0	0	0.68	0.77	0.84
25	1	0	0	0	0	0	0.68	0.77	0.84
26	1	0	0.0024	0	0	0	0.68	0.77	0.84
27	1	0	0	0	0	0	0.68	0.77	0.84
28	1	0	0	0	0	0	0.68	0.77	0.84
29	0.97	0	0.034	0	0	0	0.68	0.77	0.84
30	0.99	0	0.0081	0	0	0	0.68	0.77	0.84
31	1	0	0	0	0	0	0.68	0.77	0.84
32	1	0	0	0	0	0	0.68	0.77	0.84
33	1	0	0	0	0	0	0.68	0.77	0.84
34	0	0	0	1	0	3	0.18	0	0
35	1	0	0.00043	0	0	0	0.68	0.77	0.84
36	0	0	0	1	0	3	0.18	0	0
37	0.95	0	0.045	0	0	0	0.68	0.77	0.84
38	0.95	0	0.049	0	0	0	0.68	0.77	0.84
39	0.98	0	0.019	0	0	0	0.68	0.77	0.84
40	1	0	0	0	0	0	0.68	0.77	0.84
41	1	0	0	0	0	0	0.68	0.77	0.84
42	0.98	0	0.024	0	0	0	0.68	0.77	0.84
43	1	0	0	0	0	0	0.68	0.77	0.84
44	1	0	1.2e-05	0	0	0	0.68	0.77	0.84
45	0.95	0	0.048	0	0	0	0.68	0.77	0.84
46	0.97	0	0.033	0	0	0	0.68	0.77	0.84
47	1	0	0	0	0	0	0.68	0.77	0.84
48	1	0	7.3e-06	0	0	0	0.68	0.77	0.84
49	1	0	0	0	0	0	0.68	0.77	0.84
50	1	0	0	0	0	0	0.68	0.77	0.84
51	1	0	6.9e-05	0	0	0	0.68	0.77	0.84
52	1	0	0	0	0	0	0.68	0.77	0.84
53	1	0	0	0	0	0	0.68	0.77	0.84
54	1	0	0	0	0	0	0.68	0.77	0.84
55	1	0	0.00017	0	0	0	0.68	0.77	0.84
56	1	0	2.6e-06	0	0	0	0.68	0.77	0.84
57	1	0	0.001	0	0	0	0.68	0.77	0.84
58	1	0	0.0012	0	0	0	0.68	0.77	0.84
59	1	0	0.0003	0	0	0	0.68	0.77	0.84
60	1	0	0	0	0	0	0.68	0.77	0.84
61	1	0	3.7e-06	0	0	0	0.68	0.77	0.84
62	1	0	0.00029	0	0	0	0.68	0.77	0.84
63	1	0	2.4e-05	0	0	0	0.68	0.77	0.84
64	1	0	0.00032	0	0	0	0.68	0.77	0.84
65	5e-06	0	1	0	0	2	1	0.67	0.78
66	0	1	0	0	0	1	0.11	0.77	0.84
67	0	0	1	0	0	2	1	0.67	0.78
68	1	0	0	0	0	0	0.68	0.77	0.84
69	1	0	0	0	0	0	0.68	0.77	0.84
70	1	0	0	0	0	0	0.68	0.77	0.84
71	1	0	0	0	0	0	0.68	0.77	0.84
72	1	0	0	0	0	0	0.68	0.77	0.84
73	1	0	0	0	0	0	0.68	0.77	0.84
74	0.37	0	0.63	0	0	2	1	0.67	0.78
75	1	0	0	0	0	0	0.68	0.77	0.84
76	0.97	0	0.03	0	0	0	0.68	0.77	0.84
77	1	0	0	0	0	0	0.68	0.77	0.84
78	0.96	0	0.037	0	0	0	0.68	0.77	0.84
79	1	0	0	0	0	0	0.68	0.77	0.84
80	1	0	0	0	0	0	0.68	0.77	0.84
81	1	0	0.0021	0	0	0	0.68	0.77	0.84
82	1	0	0.0013	0	0	0	0.68	0.77	0.84
83	1	0	6.1e-06	0	0	0	0.68	0.77	0.84
84	1	0	4.1e-06	0	0	0	0.68	0.77	0.84
85	0.71	0	0.29	0	0	0	0.68	0.77	0.84
86	0	0	0	0	1	4	0.036	0.077	0.071
87	1	0	0	0	0	0	0.68	0.77	0.84
88	1	0	0	0	0	0	0.68	0.77	0.84
