SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	1	0	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
1	0.98	0.018	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
2	0	0	0	0	0	1	0	0	0	0	5	0.68	0.6	0.65
3	1	0.0043	0	0	0	6.8e-06	0	0	0	0	0	0.68	0.77	0.84
4	0	0	0	0	0	0	0	0	1	0	8	0.036	0.1	0.036
5	0	0	0	0	0	0	0	0	1	0	8	0.036	0.1	0.036
6	0.89	0.1	0.0065	0	0.001	6.5e-05	0	0	0	0	0	0.68	0.77	0.84
7	0	0	0	0	0	0	0	0	1	0	8	0.036	0.1	0.036
8	0.6	0.4	0.00013	0	0	0	0	0	0	0	0	0.68	0.77	0.84
9	0.98	0.021	1.9e-05	0	3.2e-05	0.0011	0	0	0	0	0	0.68	0.77	0.84
10	0	0	0	0	0	0	0	0	1	0	8	0.036	0.1	0.036
11	1	0.0017	0	0	0	1.7e-06	0	0	0	0	0	0.68	0.77	0.84
12	0.95	0.046	0.00011	0	0	0	0	0	0	0	0	0.68	0.77	0.84
13	0.95	0.048	0.00016	0	4.7e-05	0.0002	0	0	0	0	0	0.68	0.77	0.84
14	0.99	0.001	0	0	0	0.0057	0	0	0	0	0	0.68	0.77	0.84
15	1	0.0047	0	0	0	6.1e-06	0	0	0	0	0	0.68	0.77	0.84
16	1	3.3e-05	0	0	0	1.4e-05	0	0	0	0	0	0.68	0.77	0.84
17	0.91	0.088	0.00047	0	1.6e-06	0	0	0	0	0	0	0.68	0.77	0.84
18	0.99	0.013	2.6e-05	0	3.3e-06	3e-05	0	0	0	0	0	0.68	0.77	0.84
19	0.66	0.068	0.027	0	0.068	0.18	0	0	0	0	0	0.68	0.77	0.84
20	0.15	0.1	0.2	0	0.55	0.00021	0	0	0	0	4	1	0.67	0.78
21	0.9	0.084	0.016	0	0.002	7.7e-05	0	0	0	0	0	0.68	0.77	0.84
22	1	0.0034	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
23	1	3.4e-05	0	0	0	5.9e-06	0	0	0	0	0	0.68	0.77	0.84
24	0.95	0.053	5.3e-05	0	1e-06	3.3e-06	0	0	0	0	0	0.68	0.77	0.84
25	1	0.00016	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
26	0.85	0.13	0.018	0	0.0012	0.00085	0	0	0	0	0	0.68	0.77	0.84
27	0.99	0.012	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
28	0.99	0.0078	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
29	0.8	0.057	0.016	0	0.017	0.11	0	0	0	0	0	0.68	0.77	0.84
30	0.73	0.013	0.00094	0	0.0036	0.26	0	0	0	0	0	0.68	0.77	0.84
31	0.92	0.084	3.7e-05	0	0	0	0	0	0	0	0	0.68	0.77	0.84
32	0.99	0.0093	1.2e-06	0	0	4e-05	0	0	0	0	0	0.68	0.77	0.84
33	0.97	0.031	0	0	0	0	0	0	0	0	0	0.68	0.77	0.84
34	0	0	0	0	0	0	0.97	0.027	0	0	6	0.14	0	0
35	0.91	0.088	0.00038	0	0.00024	0.0015	0	0	0	0	0	0.68	0.77	0.84
36	0	0	0	0	0	0	0.0052	0.99	0	0	7	0.28	0	0
37	0.87	0.058	0.019	0	0.025	0.029	0	0	0	0	0	0.68	0.77	0.84
38	0.7	0.062	0.21	0	0.022	6.6e-05	0	0	0	0	0	0.68	0.77	0.84
39	0.39	0.0072	0.6	0	0.0045	0	0	0	0	0	2	1	0.77	0.84
