SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
0	0	0	0	0	0	0	0.011	0	0	0	0.99	0	0	0	0	10	0.023	0	0.11
1	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
2	1	0	0	0.0011	0	0.0018	0	0	0	0	0	0	0.00013	0	0	0	0.14	0	0
3	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
4	0.86	0	0.00018	0.055	0	0.046	0	0	0	0	0	0	0.039	0	0	0	0.14	0	0
5	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0036	0.0014	3	0.21	0.016	0.11
6	0.98	0	1e-05	0.0083	0	0.0094	0	0	0	0	0	0	0.0022	0	0	0	0.14	0	0
7	0	0	0	0.00015	0	0	0.15	0	0	0	0.84	0	0	0.0087	3.2e-06	10	0.023	0	0.11
8	1	0	0	0.00052	0	0.00071	0	0	0	0	4.4e-06	0	4e-05	0	0	0	0.14	0	0
9	1	0	0	0.0003	0	0.00036	0	0	0	0	0	0	1.3e-05	0	0	0	0.14	0	0
10	0	0.5	0	0	0	0	0	0	0.5	0	0	2e-05	0	0	0	1	0	0.14	0
11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0016	3	0.21	0.016	0.11
13	1	0	0	3.1e-05	0	2.7e-05	0	0	0	0	0	0	0	0	0	0	0.14	0	0
14	1	0	0	0.0002	0	0.00018	0	0	0	0	0	0	3.2e-06	0	0	0	0.14	0	0
15	0.68	0	0.00048	0.085	0	0.12	0.00018	0.0084	0	0.012	2.6e-05	3.2e-05	0.081	3.9e-05	0.01	0	0.14	0	0
16	0	0	0	1	0	0	0	0	0	6e-05	0	0	0	0	6.5e-05	3	0.21	0.016	0.11
17	1	0	0	1.7e-05	0	1.7e-05	0	0	0	0	3.9e-06	0	0	0	0	0	0.14	0	0
18	0.97	0	0	0.00032	0	0.0016	0	0	0	0.021	0	0	0.00016	0	0.0057	0	0.14	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
20	0.86	0	0	0.0055	0	0.039	0	2.2e-05	0	0.061	0	0	0.014	0	0.017	0	0.14	0	0
21	0.84	0	0	0.0066	0	0.051	0	0.0002	0	0.062	0	0	0.023	0	0.017	0	0.14	0	0
22	0	0	0	0.99	0	0	0	0	0	0.0051	0	0	0	0	0.00086	3	0.21	0.016	0.11
23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
24	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
25	0.99	0	0	0.00026	0	0.0013	0	0	0	0.0058	0	0	9.1e-05	0	0.0016	0	0.14	0	0
26	0.98	0	0	0.00041	0	0.0023	0	0	0	0.011	0	0	0.00018	0	0.003	0	0.14	0	0
27	0	0	0	0.97	0	0	0	0	0	0.027	0	0	0	0	0.0045	3	0.21	0.016	0.11
28	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
29	0	0	0	0	0.002	0	0	0	0	0	0.48	0	0	0	0.52	14	0.21	0.14	0.11
30	0.33	0	0	0.018	0	0.17	0	0.013	0	0.18	0	0	0.24	0	0.048	0	0.14	0	0
31	0.28	0	5e-05	0.022	0	0.18	0	0.058	0	0.15	0	0	0.26	0	0.041	0	0.14	0	0
32	0.79	0	0	0.0025	0	0.0081	0	0	0	0.15	0	0	0.0044	0	0.041	0	0.14	0	0
33	0.32	0	0.0016	0.22	0	0.2	1.6e-05	0.043	0	0.0064	0	0	0.2	1.6e-06	0.0087	0	0.14	0	0
34	0.86	0	0	4.9e-06	0	4e-06	0	0	0	0	0.14	0	0	0	0	0	0.14	0	0
35	0.99	0	0	0.0048	0	0.0029	0	0	0	0	0	0	0.00025	0	0	0	0.14	0	0
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
37	0.98	0	0	0.00062	0	0.004	0	0	0	0.0096	0	0	0.00043	0	0.0026	0	0.14	0	0
38	1	0	0	8.3e-05	0	0.00047	0	0	0	0.0021	0	0	1.2e-05	0	0.00057	0	0.14	0	0
39	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
42	0.37	0	0	0.019	0	0.14	0	0.015	0	0.17	0	0	0.24	0	0.047	0	0.14	0	0
43	0	0	0	0	0.95	0	0	0	0	0	0.052	0	0	0	0	4	0	0	0.2
44	1	0	0	0.00034	0	0.00035	0	0	0	0	0	0	2e-05	0	0	0	0.14	0	0
45	0	0	0	0	0.54	0	8.6e-05	0	0	0	0.46	0	0	0	0	4	0	0	0.2
46	0	0	0	0.99	0	0	0	0	0	0.0018	0	0	0	0	0.0038	3	0.21	0.016	0.11
47	1	0	0	0.0014	0	0.0018	0	0	0	0	0	0	0.00019	0	0	0	0.14	0	0
48	1	0	0	0.00039	0	0.00082	0	0	0	0	2.7e-05	0	2e-05	0	0	0	0.14	0	0
49	0	0	0	0.65	0	0	0	0	0	0.22	0	0.006	0	0.0059	0.12	3	0.21	0.016	0.11
50	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
51	1	0	0	0.00025	0	0.0002	0	0	0	0	0	0	6.1e-06	0	0	0	0.14	0	0
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
53	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0.072	3	0.21	0.016	0.11
54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
55	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
56	0.83	0	0.00022	0.045	0	0.076	0	0.00025	0	0.00047	0	0	0.048	0	0.00026	0	0.14	0	0
57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
58	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
59	0.91	0	0	0	0	0.039	0	7.4e-06	0	0.042	0	0	0.012	0	0	0	0.14	0	0
60	0	0	0	0	0	0	0.97	0	0	0	0.0056	0	0	0.025	1.9e-06	6	0.088	0	0.2
61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
62	0.34	0	0	0	0	0.18	0	0.00034	0	0.24	0	0	0.24	0	0	0	0.14	0	0
63	0.99	0	0	0	0	0.0025	0	0	0	0.0042	0	0	6e-05	0	0	0	0.14	0	0
64	0.86	0	0	0	0	0.069	0	7.7e-06	0	0.054	0	0	0.015	0	0	0	0.14	0	0
65	0	0.49	0	0	0	0	0	0	0.49	7.5e-05	0	0.011	0	0	0	1	0	0.14	0
66	0	0	0	0	0.013	0	0	0	0	0	0.99	0	0	0	0	10	0.023	0	0.11
67	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
68	1	0	0	0	0	0.0014	0	0	0	0.0014	0	0	2.9e-05	0	0	0	0.14	0	0
69	0.99	0	0	0	0	0.0016	0	0	0	0.0046	0	0	3.1e-05	0	0	0	0.14	0	0
70	0	0	0	1.2e-05	0.22	0	0.006	0	0	0	0.78	0	0	0.00031	7.4e-06	10	0.023	0	0.11
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
72	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
73	0.95	0	0	0	0	0.025	0	0	0	0.019	0	0	0.0039	0	0	0	0.14	0	0
74	0.2	0	0	1.7e-05	0	0.28	0	0.015	0	0.14	0	0	0.36	0	1.3e-05	12	0.27	0	0
75	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
76	0.94	0	0	8.3e-06	0	0.039	0	8.3e-06	0	0.017	0	0	0.0044	0	5.8e-06	0	0.14	0	0
77	0.99	0	0	0	0	0.0015	0	0	0	0.0072	0	0	7.5e-05	0	0	0	0.14	0	0
78	0	0	0	0	0	0	0	0	0	1e-05	0	1	0	0	0	11	0.088	0.22	0
79	0.98	0	0	0	0	0.013	0	0	0	0.0059	0	0	0.00065	0	2.4e-06	0	0.14	0	0
80	1	0	0	0	0	0.00019	0	0	0	0.0002	0	0	0	0	0	0	0.14	0	0
81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
82	0.021	0	0	0	0	0.16	0	0.026	0	0.12	0	0	0.68	0	0	12	0.27	0	0
83	1	0	0	0	0	1.5e-05	0	0	0	5.9e-05	0	0	0	0	0	0	0.14	0	0
84	1	0	0	0	0	6.6e-05	0	0	0	0.00027	0	0	0	0	0	0	0.14	0	0
85	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.2e-05	3	0.21	0.016	0.11
86	1	0	0	0	0	0	0	0	0	1e-05	0	0	0	0	0	0	0.14	0	0
87	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0.77	0	13	0.088	0.096	0.2
88	0.98	0	0	0	0	0.011	0	0	0	0.0056	0	0	0.00058	0	0	0	0.14	0	0
89	1	0	0	0	0	0.0025	0	0	0	0	0	0	0.00019	0	0	0	0.14	0	0
90	1	0	0	0	0	0.00033	0	0	0	0	0	0	7e-06	0	0	0	0.14	0	0
91	0.98	0	0	0	0	0.011	0	0	0	0	0	0	0.0056	0	0	0	0.14	0	0
92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
93	0	0	0	0.0013	0	1	6.2e-06	0	0	0	3.9e-05	0	0	0	6.1e-06	5	0.21	0	0.012
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
95	0.58	0	0.0001	0.012	0	0.15	1.9e-05	0.05	0	0.036	0	2.2e-05	0.17	4.4e-06	0.0019	0	0.14	0	0
96	0.18	0	0	1.8e-05	0	0.22	0	0.0095	0	0.0014	0	0	0.59	0	0	12	0.27	0	0
97	0.58	0	0	0.00015	0	0.18	0	0.0089	0	0.0016	0	0	0.24	0	0	0	0.14	0	0
98	0.00011	0	0	0	0	0.018	0	0.16	0	0.022	0	0	0.8	0	0	12	0.27	0	0
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.95	14	0.21	0.14	0.11
101	1	0	0	0	0	0.0012	0	0	0	0	0	0	4.6e-05	0	0	0	0.14	0	0
102	1	0	0	0	0	6.1e-05	0	0	0	0	0	0	0	0	0	0	0.14	0	0
103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
104	0.99	0	0	0	0	0.0098	0	0	0	0	0	0	0.0019	0	0	0	0.14	0	0
105	1	0	0	0	0	0.0031	0	0	0	0	0	0	0.00022	0	0	0	0.14	0	0
106	1	0	0	0	0	0.0041	0	0	0	0	0	0	0.0005	0	0	0	0.14	0	0
107	0	0	0	0	0	0	5.7e-06	0	0	0	1	0	0	0	0	10	0.023	0	0.11
108	1	0	0	0	0	0.00065	0	0	0	0	0	0	2.4e-05	0	0	0	0.14	0	0
109	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
110	0	0	0	0.013	0	0	0.77	0	0	0	0.22	0	0	0.0012	2.2e-06	6	0.088	0	0.2
111	0	0	0	2.7e-05	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
112	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
113	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
114	0.95	0	0	9.3e-06	0	0.033	0	3.8e-06	0	0.015	0	0	0.003	0	5.8e-06	0	0.14	0	0
