SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	1	0.00024	0.0014	1.3e-05	0	0	0	0	0	2.5e-06	0.0014	0	0	0	0	0	0	0.00083	0	2.5e-06	0	0.26	0.24
1	0.81	0	0.092	0	3.8e-05	0	0	0	0	0	0.092	0	0	0	0	0	0	0.0025	0	0	0	0.26	0.24
2	0.02	0.0004	0.49	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0.0026	0	0	2	0.42	0.36
3	0	0	0	0	0	0	1	0.004	0	0	0	0	0	0	0	0	0	0	6.3e-06	0	6	0.087	0
4	0.93	0.071	0.00071	0.00013	0	1.2e-05	0	0	0	2.3e-05	0.00071	0	0	0	0	0	0	0.0015	0	2.3e-05	0	0.26	0.24
5	0.96	0.041	1.3e-05	0.0019	0	0.00018	0	0	0	0.00034	1.3e-05	0	0	0	0	0	7.2e-06	0.00017	0	0.00034	0	0.26	0.24
6	1	1.7e-05	0	2.9e-05	0	2.7e-06	0	0	0	5.3e-06	0	0	0	0	0	0	0	5.5e-05	0	5.3e-06	0	0.26	0.24
7	1	0	6.5e-06	0	0	0	0	0	0	0	6.5e-06	0	0	0	0	0	0	0.0002	0	0	0	0.26	0.24
8	3.1e-05	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	1	0	18	0.14	0.053
9	0.92	0.003	0.037	5.5e-05	0	5.1e-06	0	0	0	1e-05	0.037	0	0	0	0	0	0	0.0014	0.00011	1e-05	0	0.26	0.24
10	0.17	1.6e-06	0.42	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	9.9e-05	0	0	2	0.42	0.36
11	1.8e-05	0	0	1.2e-06	0	0	1	0.0029	0	0	0	0	0	0	0	0	0	0	0.00045	0	6	0.087	0
12	0.0058	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	7.4e-05	0	0	2	0.42	0.36
13	0.24	0	0.38	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0.00033	0	0	2	0.42	0.36
14	1.2e-05	0	8.4e-06	0	1	0	0	0	0	0	8.4e-06	0	0	0	0	0	0	0	0	0	4	1	0.24
15	0.97	0	0.016	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0.0015	0	0	0	0.26	0.24
16	0.98	0.012	0.0039	5.4e-05	0	5.1e-06	0	0	0	1e-05	0.0039	0	0	0	0	0	0	0.0015	0	1e-05	0	0.26	0.24
17	0.99	0.0053	0.00062	0.0003	0	2.9e-05	0	0	0	5.6e-05	0.00062	0	0	0	0	0	0	0.00039	8.7e-05	5.6e-05	0	0.26	0.24
18	0.43	0	0.29	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0.00038	0	0	0	0.26	0.24
19	0.99	0.0043	0.0013	7.9e-05	0	7.4e-06	0	0	0	1.4e-05	0.0013	0	0	0	0	0	0	0.0011	0	1.4e-05	0	0.26	0.24
20	1	0.0014	6.9e-06	0.00015	0	1.4e-05	0	0	0	2.7e-05	6.9e-06	0	0	0	0	0	0	0.00026	0	2.7e-05	0	0.26	0.24
21	0.87	3.5e-05	0.065	0	0	0	0	0	0	0	0.065	0	0	0	0	0	0	0.0011	0	0	0	0.26	0.24
22	0	0	0	0	0	0	0	0.43	0	0	0	0	0.003	0	0	0	0	0	0.57	0	18	0.14	0.053
23	1	0.00039	0	0.00053	0	5e-05	0	0	0	9.7e-05	0	0	0	0	0	0	0	5.4e-05	0.0034	9.7e-05	0	0.26	0.24
24	0	0	0	0	0	0	0	0.00015	0	0	0	0	1	0	0	0	0	0	0	0	12	0.029	0.08
25	0	0	0	0	0	0	1	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	6	0.087	0
26	0.9	0	0.05	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.00054	0	0	0	0.26	0.24
27	1	0.00048	0	8e-05	0	7.5e-06	0	0	0	1.5e-05	0	0	0	0	0	0	0	0.00014	0	1.5e-05	0	0.26	0.24
28	0.91	0	0.044	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0.0032	0	0	0	0.26	0.24
29	0	0	0	0	0	0	1	0.0011	0	0	0	0	0	0	0	0	0	0	5.5e-05	0	6	0.087	0
30	1	0.00071	0	9.7e-05	0	9.2e-06	0	0	0	1.8e-05	0	0	0	0	0	0	0	0.00015	0	1.8e-05	0	0.26	0.24
31	0.78	3.7e-05	0.11	0	1e-05	0	0	0	0	0	0.11	0	0	0	0	0	0	0.0027	0	0	0	0.26	0.24
32	0.75	2.3e-05	0.12	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0.0011	0	0	0	0.26	0.24
33	0.94	0.012	0.021	0.00011	0	1e-05	0	0	0	2e-05	0.021	0	0	0	0	0	0	0.002	0	2e-05	0	0.26	0.24
34	0.73	8.1e-05	0.13	0	1.8e-05	0	0	0	0	0	0.13	0	0	0	0	0	0	0.0011	0	0	0	0.26	0.24
35	0.99	0.00031	0.0033	1.8e-05	0	0	0	0	0	3.3e-06	0.0033	0	0	0	0	0	0	0.00094	1.3e-05	3.3e-06	0	0.26	0.24
36	0	0	0	0	0	0	0.99	0.00058	0	0	0	0	0	0	0	0	0	0	0.01	0	6	0.087	0
