SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.97	0	0	0.023	3e-05	0	0	0	0.0026	0	0	0	0	0	0.26	0.24
1	0.77	0	0	0.066	0	0	0	0	0.17	0	0	3.6e-05	0	0	0.26	0.24
2	0.019	0	0	0.07	0	0	0	0	0.91	0	0	0	0	8	0.42	0.36
3	0	9.1e-05	0	0	0	0	0.0054	0	0	0.00016	0.7	0	0.29	10	0.087	0
4	0.95	0	0	0.044	0.0003	0.00095	0	0	0.0014	0	0	0	0	0	0.26	0.24
5	0.93	0	0	0.0046	0.0041	0.065	0	0	2.5e-05	0	0	0	0	0	0.26	0.24
6	1	0	0	0.0015	6.6e-05	0	0	0	0	0	0	0	0	0	0.26	0.24
7	0.99	0	0	0.0055	0	0	0	0	1.2e-05	0	0	0	0	0	0.26	0.24
8	9.2e-05	0.044	0	0	0	0	0.032	0	0	0.92	0	0	0	9	0.14	0.027
9	0.89	0	0	0.037	0.00012	2.6e-05	0	0	0.07	9.2e-06	0	0	0	0	0.26	0.24
10	0.17	0	0	0.0029	0	0	0	0	0.82	0	0	0	0	8	0.42	0.36
11	1.8e-05	0.00054	0	0	2.8e-06	0	0.013	0	0	0.0047	0.69	0	0.29	10	0.087	0
12	0.006	0	0	0.0021	0	0	0	0	0.99	0	0	0	0	8	0.42	0.36
13	0.24	0	0	0.0093	0	0	0	0	0.75	0	0	0	0	8	0.42	0.36
14	1.2e-05	0	0	1.2e-06	0	0	0	0	1.6e-05	0	0	1	0	11	1	0.24
15	0.93	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0.26	0.24
16	0.95	0	0	0.04	0.00012	5.3e-05	0	0	0.0073	0	0	0	0	0	0.26	0.24
17	0.99	3.1e-06	0	0.011	0.00069	0.00049	0	0	0.0012	1.1e-06	0	0	0	0	0.26	0.24
18	0.43	0	0	0.011	0	0	0	0	0.56	0	0	0	0	8	0.42	0.36
19	0.97	0	0	0.031	0.00018	5.5e-05	0	0	0.0025	0	0	0	0	0	0.26	0.24
20	0.99	0	0	0.0072	0.00034	2.9e-05	0	0	1.3e-05	0	0	0	0	0	0.26	0.24
21	0.85	0	0	0.031	0	0	0	0	0.12	0	0	0	0	0	0.26	0.24
22	0	0.62	0	0	0	0	0.33	0.0024	0	0.053	0	0	0	1	0.087	0.053
23	1	7.3e-05	0	0.0015	0.0012	0.0001	0	0	2.7e-06	2.2e-05	0	0	0	0	0.26	0.24
24	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0.029	0.08
25	0	3.4e-05	0	0	0	0	0.0047	0	0	6.8e-05	0.7	0	0.29	10	0.087	0
26	0.89	0	0	0.015	0	0	0	0	0.095	0	0	0	0	0	0.26	0.24
27	1	0	0	0.004	0.00018	0	0	0	0	0	0	0	0	0	0.26	0.24
28	0.84	0	0	0.082	0	0	0	0	0.078	0	0	0	0	0	0.26	0.24
29	0	8.4e-05	0	0	0	0	0.0073	0	0	0.0021	0.7	0	0.29	10	0.087	0
30	1	0	0	0.0041	0.00022	3.5e-06	0	0	0	0	0	0	0	0	0.26	0.24
31	0.74	0	0	0.07	0	0	0	0	0.19	0	0	9.6e-06	0	0	0.26	0.24
32	0.74	0	0	0.029	0	0	0	0	0.23	0	0	0	0	0	0.26	0.24
33	0.91	0	0	0.053	0.00024	0.00047	0	0	0.039	0	0	0	0	0	0.26	0.24
34	0.72	0	0	0.031	0	0	0	0	0.25	0	0	1.7e-05	0	0	0.26	0.24
35	0.97	0	0	0.026	4.1e-05	0	0	0	0.0063	0	0	0	0	0	0.26	0.24
36	0	0.00064	0	0	0	0	0.014	0	0	0.087	0.64	0	0.26	10	0.087	0
37	0.95	3e-06	0	0.027	0.00038	0.00034	0	0	0.02	0	0	0	0	0	0.26	0.24
38	0.43	0	0	0.18	0	0	0	0	0.38	0	0	0	0	0	0.26	0.24
39	0.58	0	0	0.12	1e-05	0	0	0	0.3	0	0	0	0	0	0.26	0.24
40	0.93	0	0	0.0068	0	0	0	0	0.059	0	0	0	0	0	0.26	0.24
41	1	0	0	0.00051	0.00094	1.1e-05	0	0	0	0	0	0	0	0	0.26	0.24
42	1	0	0	0.0011	0.00021	0	0	0	0	0	0	0	0	0	0.26	0.24
43	0.97	0	0	0.029	0	0	0	0	0.0016	0	0	0	0	0	0.26	0.24
44	0.95	0	0	0.029	2.2e-05	0	0	0	0.024	0	0	0	0	0	0.26	0.24
45	0	0.15	0	0	0	0	0.85	2.3e-06	0	0.0035	0	0	0	6	0.087	0.027
46	0.56	0.00055	0	0.00048	0.0012	7.3e-05	1.6e-05	0	0.43	0.00023	0	0	0	0	0.26	0.24
47	0	0.094	0	0.029	0	0	0.75	0.00059	0.00023	0.12	0	0	0	6	0.087	0.027
48	0.96	0	0	0.021	0.00018	2.1e-05	0	0	0.016	1.1e-05	0	0	0	0	0.26	0.24
49	0.93	0	0	0.00089	0	0	0	0	0.068	0	0	0	0	0	0.26	0.24
50	0.97	0	0	0.023	0	0	0	0	0.0023	0	0	0	0	0	0.26	0.24
51	0	0.0017	0	0	0	0	0.022	0	0	0.053	0.65	0	0.27	10	0.087	0
52	0	0.00097	0	0	0	0	0.025	4.6e-06	0	0.0023	0.69	0	0.28	10	0.087	0
53	0	3.1e-05	0	0	0	0	0.0045	0	0	8.2e-06	0.7	0	0.29	10	0.087	0
54	0.96	0	0	0.042	0.00037	0.0012	0	0	9.4e-05	0	0	0	0	0	0.26	0.24
55	0.99	0	0	0.012	4.9e-05	0	0	0	0.00046	0	0	0	0	0	0.26	0.24
56	0.97	0	0	0.03	4.2e-05	0	0	0	7.4e-05	0	0	0	0	0	0.26	0.24
57	0	4.1e-05	0	0	0	0	0.0052	0	0	0.00011	0.7	0	0.29	10	0.087	0
58	0	0.28	0	0	0	0	0.7	0.0081	0	0.0094	0	0	0	6	0.087	0.027
59	0.99	0	0	0.0099	0.00086	0.0012	0	0	0.00015	0	0	0	0	0	0.26	0.24
60	0.98	0	0	0.0096	0.0015	0.0067	0	0	0.00019	0	0	0	0	0	0.26	0.24
